"P_SYS_ID","P_PROV_AGMT_READ_IND","P_PCCM_AGMT_READ_IND","P_REQ_CLM_SUBM_EFF_DT","P_QSP_LAST_GRADE_COMPLETED_CD","L_HIBERNATE_VER_NUM","G_AUD_ADD_TS","G_AUD_ADD_USER_ID","G_AUD_TS","G_AUD_USER_ID","P_340B_IND","P_1099_IND","P_SVC_AREA_DSTNC_CD","P_PUB_PROV_IND","P_TP_AGMT_READ_IND","P_WEBSITE","P_ACCEPT_NEW","P_TELEHEALTH","P_OTHER_ACCOM"
1000064,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000065,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000066,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000067,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000068,"N","N",,"",2,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",27-MAR-26 01.21.38.063000000 PM,"ANDOLL","Y","Y","","N","N","N/A","Y","Y",""
1000069,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",29-JUL-25 05.30.36.675000000 AM,"DEDEMILLS","N","Y","","N","N","","N","N",""
1000070,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-JUL-25 10.55.25.797000000 AM,"DEDEMILLS","N","Y","","N","N","","N","N",""
1000071,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000072,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000073,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000074,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",09-JUL-25 08.44.08.181000000 AM,"NICOLERICHTER","N","Y","","N","N","","N","N",""
1000075,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000076,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000077,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000078,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000079,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000080,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000081,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000082,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000083,"N","N",,"",2,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",18-SEP-25 01.47.51.832000000 PM,"THENDERSON","N","Y","","N","N","","N","N",""
1000084,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000085,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000086,"N","N",,"",2,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",06-JUL-15 12.07.58.661000000 PM,"MMANYGUNS","N","Y","","N","N","","","",""
1000087,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",25-JUL-25 10.05.07.063000000 AM,"TJJACKSON","N","Y","","N","N","","N","N",""
1000088,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",25-JUL-25 10.49.14.914000000 AM,"TJJACKSON","N","Y","","N","N","","N","N",""
1000089,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000090,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000091,"N","N",,"",3,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",26-AUG-25 10.12.37.278000000 AM,"NICOLERICHTER","N","Y","","N","N","NA","N","N",""
1000092,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000093,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000094,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000095,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000096,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000097,"N","N",,"",4,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",24-JUL-25 03.17.02.086000000 PM,"HRJOHNSON","N","Y","","N","N","","N","N",""
1000098,"N","N",,"",4,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",25-JUL-25 12.40.18.189000000 PM,"DEDEMILLS","Y","Y","","N","N","NA","Y","Y",""
1000099,"N","N",,"",3,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",19-AUG-25 01.50.25.793000000 PM,"THENDERSON","Y","Y","","N","N","","N","N",""
1000100,"N","N",,"",3,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",04-AUG-15 10.12.21.258000000 AM,"JMLAGRO","N","Y","","N","N","","","",""
1000101,"N","N",,"",4,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",13-MAR-15 01.07.20.984000000 PM,"MMANYGUNS","N","Y","","N","N","","","",""
1000102,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000103,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000104,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000105,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",21-JUL-25 02.49.51.855000000 PM,"NICOLERICHTER","N","Y","","N","N","","N","N",""
1000106,"N","N",,"",4,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",31-MAR-26 02.11.46.352000000 PM,"PEGBROSSART","N","Y","","N","N","N/A","N","N",""
1000107,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000108,"N","N",,"",4,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",20-NOV-25 05.50.14.783000000 AM,"DEDEMILLS","Y","Y","","N","N","NA","Y","Y",""
1000109,"N","N",,"",6,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",10-JUL-15 10.39.22.994000000 AM,"MMANYGUNS","N","Y","","N","N","","","",""
1000110,"N","N",,"",3,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",13-AUG-25 11.50.57.093000000 AM,"THENDERSON","N","Y","","N","N","","N","N",""
1000111,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000112,"N","N",,"",2,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",20-NOV-25 03.28.48.606000000 PM,"CKRAFT","N","Y","","N","N","","N","N",""
1000113,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000114,"N","N",,"",2,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",21-AUG-15 10.44.59.374000000 AM,"THENDERSON","N","Y","","N","N","","","",""
1000115,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",20-NOV-25 03.29.31.283000000 PM,"CKRAFT","N","Y","","N","N","","N","N",""
1000116,"N","N",,"",4,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",29-JUN-15 01.42.44.366000000 PM,"MMANYGUNS","N","Y","","N","N","","","",""
1000117,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000118,"N","N",,"",7,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",17-MAR-26 08.32.41.660000000 AM,"DEDEMILLS","N","Y","","N","N","NA","Y","N",""
1000119,"N","N",,"",3,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",15-DEC-25 07.46.02.423000000 AM,"LWICK","N","Y","","N","N","","N","N",""
1000120,"N","N",,"",3,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",08-JUN-15 02.28.53.031000000 PM,"JMLAGRO","N","Y","","N","N","","","",""
1000121,"N","N",,"",6,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",01-OCT-25 03.59.51.203000000 PM,"TDGROTH","N","Y","","N","N","","N","N",""
1000122,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000123,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000124,"N","N",,"",2,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",20-NOV-25 01.18.53.852000000 PM,"CKRAFT","N","Y","","N","N","","N","N",""
1000125,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",01-OCT-25 01.38.29.803000000 PM,"TDGROTH","N","Y","","N","N","","N","N",""
1000126,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000127,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000128,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000129,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000130,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",02-OCT-25 08.28.39.080000000 AM,"TDGROTH","N","Y","","N","N","","N","N",""
1000131,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000132,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000133,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000134,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000135,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000136,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000137,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000138,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000139,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000140,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000141,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000142,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000143,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000144,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000145,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000146,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000147,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000148,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000149,"N","N",,"",3,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",16-SEP-25 10.29.05.289000000 AM,"PEGBROSSART","Y","Y","","N","N","www.sanfordhealth.org","Y","Y",""
1000150,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000151,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000152,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000153,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000154,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000155,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000156,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000157,"N","N",,"",3,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",27-JUL-15 02.15.43.127000000 PM,"NEERUSHARMA","N","Y","","N","N","","","",""
1000158,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000159,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000160,"N","N",,"",2,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",09-SEP-25 04.46.45.820000000 PM,"KAMELTZER","N","Y","","N","N","","N","N",""
1000161,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000162,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000163,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000164,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000165,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000166,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000167,"N","N",,"",2,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",14-AUG-15 10.42.53.251000000 AM,"THENDERSON","N","Y","","N","N","","","",""
1000168,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",08-JUL-25 05.26.16.880000000 PM,"SHOWES","N","Y","","N","N","","N","N",""
1000169,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000170,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000171,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000172,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000173,"N","N",,"",2,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",08-JUL-25 03.33.54.394000000 PM,"SHOWES","N","Y","","N","N","","N","N",""
1000174,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000175,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000176,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",23-DEC-25 02.29.05.141000000 PM,"MLADAMS","N","Y","","N","N","","N","N",""
1000177,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000178,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000179,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000180,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000181,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000182,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000183,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000184,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000185,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000186,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000187,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",29-SEP-25 08.57.30.292000000 AM,"PEGBROSSART","N","Y","","N","N","","N","N",""
1000188,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",22-DEC-25 10.09.40.968000000 AM,"TDGROTH","N","Y","","N","N","","N","N",""
1000189,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000190,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",13-JAN-26 09.56.36.362000000 AM,"TDGROTH","N","Y","","N","N","","N","N",""
1000191,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",12-NOV-25 12.04.36.114000000 PM,"KAYLAMRAHRICH","N","Y","","N","N","","N","N",""
1000192,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",31-MAR-26 02.47.23.136000000 PM,"TDGROTH","N","Y","","N","N","","N","N",""
1000193,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",21-NOV-25 12.36.37.695000000 PM,"TOMEYER","N","Y","","N","N","","N","N",""
1000194,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",11-NOV-25 08.57.33.038000000 AM,"TONIWORKMAN","N","Y","","N","N","","N","N",""
1000195,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",19-MAR-26 11.30.22.563000000 AM,"TDGROTH","N","Y","","N","N","","N","N",""
1000196,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",21-NOV-25 12.42.06.070000000 PM,"TOMEYER","N","Y","","N","N","","N","N",""
1000197,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",11-NOV-25 12.29.59.651000000 AM,"LARSONJENNIFER","N","Y","","N","N","","N","N",""
1000198,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",12-JAN-26 03.34.06.980000000 PM,"TDGROTH","N","Y","","N","N","","N","N",""
1000199,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",10-AUG-15 09.37.20.080000000 AM,"MMANYGUNS","N","Y","","N","N","","","",""
1000200,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",12-NOV-25 12.02.53.015000000 PM,"KAYLAMRAHRICH","N","Y","","N","N","","N","N",""
1000201,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000202,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",19-MAR-26 01.04.32.409000000 PM,"TDGROTH","N","Y","","N","N","","N","N",""
1000203,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000204,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000205,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",11-NOV-25 09.00.10.748000000 AM,"TONIWORKMAN","N","Y","","N","N","","N","N",""
1000206,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000207,"N","N",,"",1,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",20-NOV-25 01.22.54.409000000 PM,"CKRAFT","N","Y","","N","N","","N","N",""
1000208,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000209,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000210,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000211,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000212,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000213,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000214,"N","N",,"",0,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",28-MAR-13 03.52.06.000000000 AM,"Provider Conversion","N","Y","","N","N","","","",""
1000215,"N","N",,"",6,28-MAR-13 03.52.06.000000000 AM,"Provider Conversion",18-AUG-15 02.13.58.270000000 PM,"TWOLF","N","Y","","N","N","","","",""
