"P_SYS_ID","P_BKUP_WHOLD_IND","P_1ST_BNOTE_DT","P_1ST_BNOTE_YR_NUM","P_2ND_BNOTE_DT","P_2ND_BNOTE_YR_NUM","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1181191,"W",,"",,"",1,"TWOLF",06-FEB-15 01.21.43.726000000 PM,"KRBACKMAN",13-FEB-14 07.53.51.914000000 AM
1177946,"W",,"",,"",6,"SLSCHAAF",30-SEP-16 08.36.04.982000000 AM,"KRBACKMAN",13-FEB-14 07.54.08.385000000 AM
1176670,"W",,"",,"",2,"LBARKER",02-JAN-15 11.24.34.046000000 AM,"KRBACKMAN",13-FEB-14 07.54.26.557000000 AM
1281923,"W",,"",,"",2,"SMCNEIL",14-AUG-15 09.16.41.901000000 AM,"KRBACKMAN",13-FEB-14 07.55.04.804000000 AM
1180330,"W",,"",,"",4,"SMCNEIL",11-APR-15 02.11.55.765000000 PM,"KRBACKMAN",13-FEB-14 07.55.22.835000000 AM
1281927,"W",,"",,"",1,"SLSCHAAF",18-JUN-19 12.58.17.737000000 PM,"KRBACKMAN",13-FEB-14 07.55.41.349000000 AM
1175929,"W",,"",,"",9,"TMCDONNELL",15-SEP-22 01.43.17.768000000 PM,"KRBACKMAN",13-FEB-14 07.55.54.910000000 AM
1002430,"W",,"",,"",20,"TMCDONNELL",04-MAR-24 01.12.00.683000000 PM,"KRBACKMAN",13-FEB-14 07.56.09.842000000 AM
1281931,"W",,"",,"",8,"SLSCHAAF",10-DEC-18 11.01.42.190000000 AM,"KRBACKMAN",13-FEB-14 07.56.25.664000000 AM
1281932,"W",,"",,"",7,"SMCNEIL",18-APR-16 01.41.08.181000000 PM,"KRBACKMAN",13-FEB-14 07.56.37.836000000 AM
1002261,"W",,"",,"",8,"KMELTZER",14-MAY-20 11.56.39.715000000 AM,"KRBACKMAN",13-FEB-14 07.56.50.814000000 AM
1176878,"W",,"",,"",10,"DMOCK",10-DEC-21 07.39.43.325000000 AM,"KRBACKMAN",13-FEB-14 07.57.07.502000000 AM
1173783,"W",,"",,"",1,"SLSCHAAF",01-SEP-17 08.32.42.622000000 AM,"KRBACKMAN",13-FEB-14 07.57.23.480000000 AM
1001855,"W",,"",,"",2,"TWOLF",13-MAR-14 03.42.34.289000000 PM,"KRBACKMAN",13-FEB-14 07.58.00.066000000 AM
1180417,"W",,"",,"",4,"TWOLF",09-JUN-16 11.10.49.593000000 AM,"KRBACKMAN",13-FEB-14 07.58.14.261000000 AM
1281943,"W",,"",,"",6,"TWOLF",16-JUN-15 12.16.04.025000000 PM,"KRBACKMAN",13-FEB-14 07.58.28.432000000 AM
1002029,"W",,"",,"",5,"SLSCHAAF",25-JUN-18 09.26.58.830000000 AM,"KRBACKMAN",13-FEB-14 07.58.40.709000000 AM
1204618,"W",,"",,"",4,"TWOLF",01-AUG-16 10.19.28.494000000 AM,"KRBACKMAN",13-FEB-14 07.58.53.531000000 AM
1002296,"W",,"",,"",9,"SLSCHAAF",02-DEC-16 02.05.14.464000000 PM,"KRBACKMAN",13-FEB-14 07.59.19.330000000 AM
1176895,"W",,"",,"",14,"TOMEYER",12-OCT-23 03.23.43.214000000 PM,"KRBACKMAN",13-FEB-14 07.59.36.580000000 AM
1002341,"W",,"",,"",9,"TWOLF",23-MAR-16 04.23.08.691000000 PM,"KRBACKMAN",13-FEB-14 07.59.50.671000000 AM
1172337,"W",,"",,"",18,"JSCHICK",29-MAR-21 02.43.07.015000000 PM,"KRBACKMAN",13-FEB-14 08.00.14.030000000 AM
1181243,"W",,"",,"",7,"TWOLF",18-MAR-16 10.09.25.616000000 AM,"KRBACKMAN",13-FEB-14 08.00.30.097000000 AM
1281955,"W",,"",,"",18,"LWICK",15-DEC-25 08.57.01.379000000 AM,"KRBACKMAN",13-FEB-14 08.00.54.034000000 AM
1281958,"W",,"",,"",10,"TWOLF",20-OCT-14 03.27.08.792000000 PM,"KRBACKMAN",13-FEB-14 08.01.05.949000000 AM
1002124,"W",,"",,"",3,"LBARKER",23-DEC-14 02.14.17.380000000 PM,"KRBACKMAN",13-FEB-14 08.01.19.943000000 AM
1002467,"W",,"",,"",2,"LBARKER",23-DEC-14 02.15.11.837000000 PM,"KRBACKMAN",13-FEB-14 08.01.33.800000000 AM
1002839,"W",,"",,"",2,"TWOLF",05-JAN-15 02.50.07.513000000 PM,"KRBACKMAN",13-FEB-14 08.01.50.198000000 AM
1281964,"W",,"",,"",4,"TWOLF",25-NOV-14 11.11.56.692000000 AM,"KRBACKMAN",13-FEB-14 08.02.08.647000000 AM
1173594,"W",,"",,"",10,"RRUD",13-NOV-23 01.56.41.622000000 PM,"KRBACKMAN",13-FEB-14 08.02.21.584000000 AM
1002431,"W",,"",,"",10,"SLSCHAAF",12-AUG-19 12.57.07.735000000 PM,"KRBACKMAN",13-FEB-14 08.02.36.117000000 AM
1002798,"W",,"",,"",3,"TWOLF",24-NOV-14 02.46.14.505000000 PM,"KRBACKMAN",13-FEB-14 08.03.01.461000000 AM
1281970,"W",,"",,"",8,"SLSCHAAF",16-APR-19 09.41.25.175000000 AM,"KRBACKMAN",13-FEB-14 08.03.20.650000000 AM
1176817,"W",,"",,"",5,"TWOLF",16-JUN-15 10.43.56.053000000 AM,"KRBACKMAN",13-FEB-14 08.03.50.963000000 AM
1281973,"W",,"",,"",14,"SMCNEIL",31-MAR-16 10.40.17.745000000 AM,"KRBACKMAN",13-FEB-14 08.04.06.437000000 AM
1281974,"W",,"",,"",4,"TWOLF",09-OCT-14 04.26.56.476000000 PM,"KRBACKMAN",13-FEB-14 08.04.18.654000000 AM
1176913,"W",,"",,"",4,"TWOLF",23-MAY-14 02.14.40.153000000 PM,"KRBACKMAN",13-FEB-14 08.04.50.741000000 AM
1002857,"W",,"",,"",22,"BELWOOD",05-APR-24 02.22.43.625000000 PM,"KRBACKMAN",13-FEB-14 08.05.05.913000000 AM
1281980,"W",,"",,"",12,"NMAIER",21-AUG-15 11.42.08.898000000 AM,"KRBACKMAN",13-FEB-14 08.05.20.299000000 AM
1281982,"W",,"",,"",2,"SMCNEIL",10-APR-15 11.39.22.800000000 AM,"KRBACKMAN",13-FEB-14 08.05.33.716000000 AM
1002847,"W",,"",,"",2,"TWOLF",16-MAR-15 04.31.38.566000000 PM,"KRBACKMAN",13-FEB-14 08.05.47.803000000 AM
1002616,"W",,"",,"",8,"SLSCHAAF",18-JUN-18 10.25.06.351000000 AM,"KRBACKMAN",13-FEB-14 08.06.00.918000000 AM
1002624,"W",,"",,"",21,"TMCDONNELL",10-JAN-23 07.34.42.910000000 AM,"KRBACKMAN",13-FEB-14 08.06.24.445000000 AM
1002705,"W",,"",,"",10,"KMELTZER",15-MAY-20 02.43.47.446000000 PM,"KRBACKMAN",13-FEB-14 08.06.38.588000000 AM
1173690,"W",,"",,"",4,"SMCNEIL",07-AUG-15 10.25.26.062000000 AM,"KRBACKMAN",13-FEB-14 08.06.51.363000000 AM
1175894,"W",,"",,"",11,"JWALTON",18-OCT-22 02.09.41.113000000 PM,"KRBACKMAN",13-FEB-14 08.07.04.915000000 AM
1002554,"W",,"",,"",5,"SMCNEIL",31-MAR-16 09.06.55.364000000 AM,"KRBACKMAN",13-FEB-14 08.07.17.929000000 AM
1281997,"W",,"",,"",2,"LBARKER",23-DEC-14 02.17.00.994000000 PM,"KRBACKMAN",13-FEB-14 08.07.31.970000000 AM
1177691,"W",,"",,"",13,"RRUD",14-NOV-23 03.53.13.650000000 PM,"KRBACKMAN",13-FEB-14 08.07.49.131000000 AM
1002952,"W",,"",,"",15,"SLSCHAAF",06-JUL-17 11.33.22.106000000 AM,"KRBACKMAN",13-FEB-14 08.08.04.316000000 AM
1181340,"W",,"",,"",5,"SLSCHAAF",06-AUG-18 01.01.38.277000000 PM,"KRBACKMAN",13-FEB-14 08.08.20.052000000 AM
1282003,"W",,"",,"",6,"SLSCHAAF",19-JUN-17 08.14.14.170000000 AM,"KRBACKMAN",13-FEB-14 08.08.34.184000000 AM
1172304,"W",,"",,"",5,"TWOLF",26-FEB-15 04.01.41.455000000 PM,"KRBACKMAN",13-FEB-14 08.08.58.504000000 AM
1181343,"W",,"",,"",1,"SMCNEIL",14-AUG-15 09.00.51.162000000 AM,"KRBACKMAN",13-FEB-14 08.09.13.647000000 AM
1002628,"W",,"",,"",4,"SMCNEIL",07-AUG-15 09.37.28.089000000 AM,"KRBACKMAN",13-FEB-14 08.09.31.560000000 AM
1002519,"W",,"",,"",1,"TWOLF",04-AUG-14 03.07.10.707000000 PM,"KRBACKMAN",13-FEB-14 08.09.46.742000000 AM
1277949,"W",,"",,"",24,"DMOCK",12-DEC-22 12.42.51.252000000 PM,"JMLAGRO",11-JUL-13 11.29.59.306000000 AM
1278188,"W",,"",,"",5,"MMANYGUNS",27-MAY-15 12.56.25.617000000 PM,"JMLAGRO",11-JUL-13 11.30.50.331000000 AM
1278071,"W",,"",,"",27,"CDTAYLOR",07-DEC-22 11.59.28.390000000 AM,"JMLAGRO",11-JUL-13 11.31.22.599000000 AM
1003549,"W",,"",,"",13,"HOFFMANNLIZA",26-DEC-23 03.32.30.855000000 PM,"JMLAGRO",11-JUL-13 11.32.30.464000000 AM
1278531,"W",,"",,"",16,"HOFFMANNLIZA",13-DEC-23 01.17.09.270000000 PM,"JMLAGRO",16-JUL-13 12.26.45.470000000 PM
1278536,"W",,"",,"",16,"BYANCY",14-MAR-23 10.18.38.257000000 AM,"JMLAGRO",16-JUL-13 12.31.20.201000000 PM
1158385,"W",,"",,"",20,"PRAYFORDALLEN",15-SEP-22 01.09.15.717000000 PM,"JMLAGRO",12-AUG-13 08.11.18.479000000 AM
1278875,"W",,"",,"",9,"HRJOHNSON",14-AUG-25 09.40.44.811000000 AM,"JMLAGRO",12-AUG-13 08.12.34.626000000 AM
1279175,"W",,"",,"",3,"PJHEID",20-JUL-15 03.58.15.590000000 PM,"JMLAGRO",12-AUG-13 08.13.15.115000000 AM
1279176,"W",,"",,"",7,"MMANYGUNS",22-JUL-15 11.36.56.614000000 AM,"JMLAGRO",12-AUG-13 08.13.59.246000000 AM
1279181,"W",,"",,"",16,"JALEESAWILSON",29-AUG-22 12.36.43.239000000 PM,"JMLAGRO",12-AUG-13 08.14.41.037000000 AM
1279000,"W",,"",,"",5,"CAROLREEVES",09-JUN-15 02.34.19.663000000 PM,"JMLAGRO",03-SEP-13 03.31.11.422000000 PM
1163064,"W",,"",,"",15,"TMCNEIL",09-JAN-23 04.54.15.681000000 PM,"JMLAGRO",10-OCT-13 02.49.30.810000000 PM
1276912,"W",,"",,"",5,"JMLAGRO",21-JAN-15 06.49.23.179000000 AM,"JMLAGRO",10-OCT-13 02.50.21.382000000 PM
1277294,"W",,"",,"",4,"JMLAGRO",26-JAN-15 11.23.02.821000000 AM,"PJHEID",04-NOV-13 03.24.52.787000000 PM
1281110,"W",,"",,"",13,"MLMOOS",18-SEP-18 02.59.08.244000000 PM,"JMLAGRO",18-NOV-13 07.13.23.700000000 AM
1281075,"W",,"",,"",2,"PJHEID",23-NOV-13 10.11.22.579000000 PM,"PJHEID",23-NOV-13 04.59.31.101000000 PM
1277139,"W",,"",,"",10,"PJHEID",20-AUG-15 01.03.39.529000000 PM,"PJHEID",23-NOV-13 08.56.31.220000000 PM
1280662,"W",,"",,"",12,"ANNDOLL",31-DEC-18 04.36.25.897000000 PM,"PJHEID",23-NOV-13 08.57.55.849000000 PM
1175198,"W",,"",,"",18,"SLSCHAAF",10-FEB-17 12.48.40.447000000 PM,"KRBACKMAN",05-DEC-13 09.24.44.655000000 AM
1164446,"W",,"",,"",13,"KMELTZER",21-MAY-20 11.44.20.147000000 AM,"PJHEID",09-DEC-13 09.25.38.885000000 AM
1160701,"W",,"",,"",4,"BRENDAPEREZESCOB",13-MAY-15 11.05.25.159000000 AM,"PJHEID",09-DEC-13 01.35.02.759000000 PM
1001351,"W",,"",,"",14,"RRUD",02-OCT-23 09.17.44.353000000 AM,"PJHEID",12-DEC-13 10.28.47.566000000 AM
1160610,"W",,"",,"",13,"JJUVE",27-MAR-23 08.54.05.514000000 AM,"PJHEID",13-DEC-13 10.53.12.710000000 AM
1281030,"W",,"",,"",3,"JMLAGRO",22-JAN-15 11.32.45.034000000 AM,"JMLAGRO",13-DEC-13 02.35.27.890000000 PM
1176026,"W",,"",,"",14,"SLSCHAAF",30-APR-18 08.50.21.654000000 AM,"NMAIER",06-JAN-14 09.56.31.221000000 AM
1176874,"W",,"",,"",7,"SLSCHAAF",01-SEP-17 08.27.33.780000000 AM,"KRBACKMAN",07-JAN-14 10.47.12.481000000 AM
1277330,"W",,"",,"",4,"JMLAGRO",21-JAN-15 06.54.31.431000000 AM,"JMLAGRO",09-JAN-14 08.56.06.407000000 AM
1276891,"W",,"",,"",3,"JMLAGRO",17-JAN-14 10.02.33.672000000 AM,"JMLAGRO",17-JAN-14 10.01.52.244000000 AM
1276889,"W",,"",,"",3,"JMLAGRO",17-JAN-14 10.03.44.896000000 AM,"JMLAGRO",17-JAN-14 10.03.06.568000000 AM
1276887,"W",,"",,"",2,"JMLAGRO",17-JAN-14 10.04.46.623000000 AM,"JMLAGRO",17-JAN-14 10.04.13.902000000 AM
1162171,"W",,"",,"",11,"KMELTZER",20-MAY-20 04.00.29.470000000 PM,"JOYSPEZIALE",27-JAN-14 06.31.13.708000000 PM
1002563,"W",,"",,"",3,"LBARKER",23-DEC-14 02.21.26.764000000 PM,"SLSCHAAF",29-JAN-14 04.07.09.025000000 PM
1281421,"W",,"",,"",2,"JMLAGRO",11-FEB-14 08.08.27.056000000 AM,"JMLAGRO",11-FEB-14 08.07.54.047000000 AM
1281420,"W",,"",,"",2,"JMLAGRO",11-FEB-14 08.09.55.782000000 AM,"JMLAGRO",11-FEB-14 08.09.21.327000000 AM
1281404,"W",,"",,"",3,"BRENDAPEREZESCOB",08-SEP-14 11.04.38.376000000 AM,"JMLAGRO",11-FEB-14 08.16.25.381000000 AM
1281406,"W",,"",,"",2,"BRENDAPEREZESCOB",08-SEP-14 11.05.16.103000000 AM,"JMLAGRO",11-FEB-14 08.17.38.449000000 AM
1281405,"W",,"",,"",3,"BRENDAPEREZESCOB",08-SEP-14 11.05.55.327000000 AM,"JMLAGRO",11-FEB-14 08.18.48.565000000 AM
1282633,"W",,"",,"",10,"SLSCHAAF",01-APR-19 01.08.37.346000000 PM,"KRBACKMAN",11-FEB-14 03.53.15.890000000 PM
1172249,"W",,"",,"",18,"SMITHCHERI",19-SEP-24 04.04.55.143000000 PM,"KRBACKMAN",12-FEB-14 02.11.42.149000000 PM
1177532,"W",,"",,"",1,"NMAIER",11-MAY-15 01.55.02.945000000 PM,"KRBACKMAN",12-FEB-14 02.12.18.468000000 PM
1176842,"W",,"",,"",12,"SMITHCHERI",17-JAN-25 12.19.09.919000000 PM,"KRBACKMAN",13-FEB-14 08.10.00.282000000 AM
1281786,"W",,"",,"",22,"JWALTON",04-JAN-23 12.09.52.511000000 PM,"KRBACKMAN",13-FEB-14 08.10.26.967000000 AM
1281787,"W",,"",,"",1,"LBARKER",08-JUL-14 09.09.21.215000000 AM,"KRBACKMAN",13-FEB-14 08.10.41.296000000 AM
1002601,"W",,"",,"",7,"TWOLF",06-OCT-14 03.15.31.254000000 PM,"KRBACKMAN",13-FEB-14 08.11.00.514000000 AM
1281793,"W",,"",,"",2,"LBARKER",23-DEC-14 02.19.45.104000000 PM,"KRBACKMAN",13-FEB-14 08.11.19.066000000 AM
1002789,"W",,"",,"",6,"TWOLF",19-FEB-15 04.26.49.593000000 PM,"KRBACKMAN",13-FEB-14 08.11.41.464000000 AM
1282269,"W",,"",,"",3,"SMCNEIL",30-OCT-15 01.13.50.203000000 PM,"KRBACKMAN",13-FEB-14 08.11.56.239000000 AM
1177419,"W",,"",,"",9,"KMELTZER",24-MAY-20 04.29.51.217000000 PM,"KRBACKMAN",13-FEB-14 08.12.14.394000000 AM
1173663,"W",,"",,"",3,"LBARKER",23-DEC-14 02.20.22.230000000 PM,"KRBACKMAN",13-FEB-14 08.12.27.678000000 AM
1002653,"W",,"",,"",2,"TWOLF",13-OCT-14 04.25.29.786000000 PM,"KRBACKMAN",13-FEB-14 08.12.42.069000000 AM
1282382,"W",,"",,"",4,"SLSCHAAF",15-SEP-17 10.39.48.441000000 AM,"KRBACKMAN",13-FEB-14 08.12.57.091000000 AM
1282426,"W",,"",,"",2,"NMAIER",15-APR-15 07.35.45.611000000 PM,"KRBACKMAN",13-FEB-14 08.13.40.576000000 AM
1002564,"W",,"",,"",2,"TWOLF",08-SEP-14 04.45.54.503000000 PM,"KRBACKMAN",13-FEB-14 08.13.54.200000000 AM
1002314,"W",,"",,"",4,"TWOLF",18-MAR-16 12.42.40.139000000 PM,"KRBACKMAN",13-FEB-14 08.14.18.103000000 AM
1002946,"W",,"",,"",2,"SMCNEIL",12-AUG-15 07.03.30.009000000 PM,"KRBACKMAN",13-FEB-14 08.14.30.758000000 AM
1180290,"W",,"",,"",2,"TWOLF",31-JUL-14 05.26.54.497000000 PM,"KRBACKMAN",13-FEB-14 08.14.42.047000000 AM
1002694,"W",,"",,"",4,"LBARKER",02-JAN-15 11.29.12.878000000 AM,"KRBACKMAN",13-FEB-14 08.15.12.933000000 AM
1002489,"W",,"",,"",5,"LBARKER",23-DEC-14 02.24.34.042000000 PM,"KRBACKMAN",13-FEB-14 08.15.25.832000000 AM
1282449,"W",,"",,"",4,"TWOLF",06-OCT-14 01.58.51.594000000 PM,"KRBACKMAN",13-FEB-14 08.15.46.070000000 AM
1282012,"W",,"",,"",9,"SLSCHAAF",09-FEB-24 07.06.02.426000000 AM,"KRBACKMAN",13-FEB-14 08.16.29.985000000 AM
1181252,"W",,"",,"",2,"SMCNEIL",11-APR-15 02.19.46.883000000 PM,"KRBACKMAN",13-FEB-14 08.16.46.065000000 AM
1002555,"W",,"",,"",2,"LBARKER",24-DEC-14 10.17.18.441000000 AM,"KRBACKMAN",13-FEB-14 08.17.00.074000000 AM
1181364,"W",,"",,"",14,"SMITHCHERI",06-AUG-24 01.51.09.840000000 PM,"KRBACKMAN",13-FEB-14 08.17.13.954000000 AM
1175886,"W",,"",,"",25,"KMELTZER",24-MAY-20 03.54.57.391000000 PM,"KRBACKMAN",13-FEB-14 08.17.32.900000000 AM
1282024,"W",,"",,"",10,"LWICK",16-DEC-24 07.57.37.588000000 AM,"KRBACKMAN",13-FEB-14 08.17.49.700000000 AM
1002335,"W",,"",,"",17,"LWICK",30-SEP-24 12.04.11.851000000 PM,"KRBACKMAN",13-FEB-14 08.18.05.055000000 AM
1204632,"W",,"",,"",5,"TWOLF",25-AUG-14 03.39.57.042000000 PM,"KRBACKMAN",13-FEB-14 08.18.23.232000000 AM
1282032,"W",,"",,"",17,"TMCDONNELL",05-OCT-23 04.39.19.076000000 AM,"KRBACKMAN",13-FEB-14 08.18.45.823000000 AM
1181111,"W",,"",,"",2,"TWOLF",05-JAN-15 02.51.12.175000000 PM,"KRBACKMAN",13-FEB-14 08.19.00.938000000 AM
1174353,"W",,"",,"",5,"SLSCHAAF",15-MAR-18 02.12.14.048000000 PM,"KRBACKMAN",13-FEB-14 08.19.15.546000000 AM
1282080,"W",,"",,"",13,"JSCHICK",05-APR-21 10.45.01.170000000 AM,"KRBACKMAN",13-FEB-14 08.19.31.298000000 AM
1282081,"W",,"",,"",1,"SMCNEIL",06-AUG-15 04.30.11.189000000 PM,"KRBACKMAN",13-FEB-14 08.19.45.845000000 AM
1002859,"W",,"",,"",17,"JSCHICK",05-APR-21 12.28.14.786000000 PM,"KRBACKMAN",13-FEB-14 08.20.01.199000000 AM
1002468,"W",,"",,"",16,"TWOLF",27-JAN-16 01.14.26.716000000 PM,"KRBACKMAN",13-FEB-14 08.20.16.659000000 AM
1180297,"W",,"",,"",3,"SMCNEIL",07-AUG-15 10.28.30.585000000 AM,"KRBACKMAN",13-FEB-14 08.20.40.027000000 AM
1002280,"W",,"",,"",3,"LBARKER",24-DEC-14 10.20.47.968000000 AM,"KRBACKMAN",13-FEB-14 08.20.59.997000000 AM
1181893,"W",,"",,"",11,"TMCDONNELL",13-JAN-23 07.11.39.676000000 AM,"KRBACKMAN",13-FEB-14 08.21.19.348000000 AM
1002006,"W",,"",,"",10,"TWOLF",15-JAN-15 03.47.26.525000000 PM,"KRBACKMAN",13-FEB-14 08.21.46.353000000 AM
1175964,"W",,"",,"",5,"SLSCHAAF",21-DEC-17 03.52.21.971000000 PM,"KRBACKMAN",13-FEB-14 08.22.00.201000000 AM
1177672,"W",,"",,"",4,"SMCNEIL",18-DEC-15 10.54.56.919000000 AM,"KRBACKMAN",13-FEB-14 08.22.12.552000000 AM
1174567,"W",,"",,"",4,"TWOLF",06-FEB-15 03.07.52.414000000 PM,"KRBACKMAN",13-FEB-14 08.22.26.730000000 AM
1181913,"W",,"",,"",8,"SLSCHAAF",19-AUG-16 11.53.19.387000000 AM,"KRBACKMAN",13-FEB-14 08.22.45.613000000 AM
1282188,"W",,"",,"",6,"SMCNEIL",10-APR-15 01.45.09.713000000 PM,"KRBACKMAN",13-FEB-14 08.23.08.173000000 AM
1174268,"W",,"",,"",11,"SMITHCHERI",02-DEC-24 03.17.20.486000000 PM,"KRBACKMAN",13-FEB-14 08.23.37.657000000 AM
1204444,"W",,"",,"",20,"RRUD",13-NOV-23 01.56.04.654000000 PM,"KRBACKMAN",13-FEB-14 08.23.57.585000000 AM
1175338,"W",,"",,"",13,"KALBAUER",23-AUG-21 03.54.28.316000000 PM,"KRBACKMAN",13-FEB-14 08.24.11.392000000 AM
1002876,"W",,"",,"",11,"RRUD",14-NOV-23 03.44.10.378000000 PM,"KRBACKMAN",13-FEB-14 08.24.31.342000000 AM
1002056,"W",,"",,"",4,"TWOLF",14-AUG-15 11.56.55.801000000 AM,"KRBACKMAN",13-FEB-14 08.25.15.787000000 AM
1002514,"W",,"",,"",12,"RRUD",14-NOV-23 02.46.31.666000000 PM,"KRBACKMAN",13-FEB-14 08.25.30.470000000 AM
1282405,"W",,"",,"",1,"SMCNEIL",12-AUG-15 06.46.54.980000000 PM,"KRBACKMAN",13-FEB-14 08.25.51.226000000 AM
1282196,"W",,"",,"",19,"TOMEYER",27-OCT-23 11.44.42.342000000 AM,"KRBACKMAN",13-FEB-14 08.26.08.023000000 AM
1282197,"W",,"",,"",2,"LBARKER",24-DEC-14 11.09.00.449000000 AM,"KRBACKMAN",13-FEB-14 08.26.23.546000000 AM
1180353,"W",,"",,"",16,"BELWOOD",24-JAN-25 07.31.19.263000000 AM,"KRBACKMAN",13-FEB-14 08.26.37.647000000 AM
1177937,"W",,"",,"",10,"TWOLF",28-JAN-15 05.25.32.609000000 PM,"KRBACKMAN",13-FEB-14 08.26.49.333000000 AM
1002791,"W",,"",,"",2,"TWOLF",13-FEB-15 02.22.27.049000000 PM,"KRBACKMAN",13-FEB-14 08.27.05.349000000 AM
1002018,"W",,"",,"",11,"KMELTZER",14-MAY-20 09.46.38.396000000 AM,"KRBACKMAN",13-FEB-14 08.27.19.141000000 AM
1174584,"W",,"",,"",10,"JSCHICK",05-APR-21 12.41.58.660000000 PM,"KRBACKMAN",13-FEB-14 08.27.31.775000000 AM
1002547,"W",,"",,"",6,"TWOLF",22-DEC-15 04.20.40.246000000 PM,"KRBACKMAN",13-FEB-14 08.27.56.545000000 AM
1002416,"W",,"",,"",8,"TWOLF",27-JUL-16 08.13.19.252000000 AM,"KRBACKMAN",13-FEB-14 08.28.12.952000000 AM
1181171,"W",,"",,"",4,"TWOLF",20-NOV-15 02.31.54.190000000 PM,"KRBACKMAN",13-FEB-14 08.28.26.626000000 AM
1176136,"W",,"",,"",5,"TWOLF",29-FEB-16 09.36.53.290000000 AM,"KRBACKMAN",13-FEB-14 08.28.40.403000000 AM
1282212,"W",,"",,"",5,"SLSCHAAF",30-SEP-19 01.06.48.577000000 PM,"KRBACKMAN",13-FEB-14 08.28.53.341000000 AM
1177533,"W",,"",,"",3,"TWOLF",14-APR-14 12.00.47.210000000 PM,"KRBACKMAN",13-FEB-14 08.29.07.877000000 AM
1001917,"W",,"",,"",1,"TWOLF",06-FEB-15 02.53.18.724000000 PM,"KRBACKMAN",13-FEB-14 08.29.24.169000000 AM
1002548,"W",,"",,"",4,"SMCNEIL",11-JAN-16 03.14.13.519000000 PM,"KRBACKMAN",13-FEB-14 08.29.43.197000000 AM
1002074,"W",,"",,"",23,"TMCDONNELL",27-FEB-24 04.25.51.103000000 PM,"KRBACKMAN",13-FEB-14 08.29.57.393000000 AM
1177478,"W",,"",,"",3,"TWOLF",06-FEB-15 03.15.19.535000000 PM,"KRBACKMAN",13-FEB-14 08.30.13.284000000 AM
1002589,"W",,"",,"",15,"BELWOOD",06-JAN-22 10.45.42.016000000 AM,"KRBACKMAN",13-FEB-14 08.30.37.898000000 AM
1002184,"W",,"",,"",9,"SLSCHAAF",17-NOV-17 10.47.15.628000000 AM,"KRBACKMAN",13-FEB-14 08.30.51.334000000 AM
1175315,"W",,"",,"",6,"TWOLF",06-OCT-14 01.43.53.813000000 PM,"KRBACKMAN",13-FEB-14 08.31.03.443000000 AM
1281841,"W",,"",,"",3,"SMCNEIL",01-DEC-15 03.46.57.911000000 PM,"KRBACKMAN",13-FEB-14 08.31.16.289000000 AM
1177516,"W",,"",,"",9,"JSCHICK",24-MAY-21 10.26.14.049000000 AM,"KRBACKMAN",13-FEB-14 08.31.32.276000000 AM
1282232,"W",,"",,"",5,"SLSCHAAF",17-JAN-17 01.38.40.243000000 PM,"KRBACKMAN",13-FEB-14 08.31.49.399000000 AM
1282235,"W",,"",,"",8,"JSCHICK",24-MAY-21 11.09.39.153000000 AM,"KRBACKMAN",13-FEB-14 08.32.06.118000000 AM
1175947,"W",,"",,"",9,"JSCHICK",03-MAY-21 11.31.18.237000000 AM,"KRBACKMAN",13-FEB-14 08.32.24.084000000 AM
1176027,"W",,"",,"",4,"SLSCHAAF",11-JUN-18 10.55.30.661000000 AM,"KRBACKMAN",13-FEB-14 08.32.39.323000000 AM
1277928,"W",,"",,"",5,"THENDERSON",14-AUG-15 09.30.50.908000000 AM,"JMLAGRO",11-JUL-13 11.26.43.075000000 AM
1003722,"W",,"",,"",37,"PRAYFORDALLEN",16-SEP-22 04.45.57.811000000 PM,"JMLAGRO",12-JUL-13 07.48.49.632000000 AM
1278151,"W",,"",,"",7,"JASTONE",29-MAY-18 03.22.06.466000000 PM,"TBRABANDT",19-AUG-13 11.39.37.705000000 AM
1277939,"W",,"",,"",12,"JASTONE",26-JUN-18 01.44.34.813000000 PM,"TBRABANDT",19-AUG-13 11.40.42.775000000 AM
1279438,"W",,"",,"",8,"DMOCK",04-SEP-18 04.11.39.198000000 PM,"JMLAGRO",19-AUG-13 03.59.45.203000000 PM
1279964,"W",,"",,"",10,"PRAYFORDALLEN",02-SEP-22 02.01.30.875000000 PM,"JMLAGRO",03-SEP-13 03.32.36.387000000 PM
1279127,"W",,"",,"",5,"MAURICIOPENERAND",12-MAR-15 12.37.54.311000000 PM,"JMLAGRO",04-SEP-13 07.54.35.410000000 AM
1279651,"W",,"",,"",3,"JMLAGRO",10-JUL-15 10.21.43.652000000 AM,"JMLAGRO",04-SEP-13 07.55.23.014000000 AM
1279642,"W",,"",,"",1,"MMANYGUNS",20-FEB-15 03.43.28.333000000 PM,"JMLAGRO",04-SEP-13 07.56.11.404000000 AM
1280219,"W",,"",,"",3,"JMLAGRO",16-JUN-15 08.32.38.134000000 AM,"RRUD",23-SEP-13 04.45.43.729000000 PM
1279813,"W",,"",,"",5,"MLMOOS",18-FEB-19 10.26.17.687000000 AM,"TBRABANDT",24-SEP-13 11.58.55.836000000 AM
