g_adr_sk,g_line1_adr,g_line2_adr,g_line3_adr,g_line4_adr,g_city_nam,g_town_cd,g_us_state_cd,g_zip5_cd,g_zip4_cd,g_cntry_cd,g_cnty_cd,g_usps_adr_vrfy_cd,g_usps_line1_adr,g_usps_line2_adr,g_lat_num,g_lon_num,g_cmn_enty_ty_cd,g_dstct_ofc_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,g_dummy_ind,g_dummy_ts,g_dummy_user_id
1194073,PO BOX 5010,,,,MINOT             ,,ND,58702,5010,USA,051,00,PO BOX 5010,,48.2398,-101.08,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194108,SUITE 604,100   S 4TH ST,,,FARGO             ,,ND,58103,1929,USA,009,00,SUITE 604,100   S 4TH ST,46.873,-96.7849,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194109,2345  25TH ST S,,,,FARGO             ,,ND,58103,6101,USA,009,00,2345  25TH ST S,,46.8438,-96.8199,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194143,310   S PENN ST STE 202,,,,ABERDEEN,,SD,57401,,USA,054,,,,45.4545,-98.4762,P,,5,THENDERSON,14-AUG-15 10.42.53.002000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194159,1058  COLLEGE DR,,,,NEW TOWN,,ND,58763,0527,USA,031,,,,48.0813,-102.57,P,02,0,PJHEID,13-JAN-17 02.23.28.448000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194186,1500  24TH ST SW,,,,MINOT             ,,ND,58701,6900,USA,051,00,1500  24TH ST SW,,48.2079,-101.316,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194187,PO BOX 5010,,,,MINOT             ,,ND,58702,5010,USA,051,00,PO BOX 5010,,48.2398,-101.08,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194191,1500  24TH ST SW,,,,MINOT             ,,ND,58701,6900,USA,051,00,1500  24TH ST SW,,48.2079,-101.316,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194198,700   W KENT,,,,MISSOULA          ,,MT,59801,6772,USA,054,00,700   W KENT,,46.8517,-114.008,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194212,1031  7TH ST NE,,,,DEVILS LAKE,,ND,58301,2719,USA,036,,,,48.1149,-98.85,P,03,1,USHASHA,29-JUN-15 11.28.27.692000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194215,415   OAK ST,,,,BRECKENRIDGE,,MN,56520,1242,USA,054,,,,46.2719,-96.593,P,,0,ANNDOLL,13-DEC-19 01.23.36.783000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194884,PO BOX 5501,222   N 7TH STREET,,,BISMARCK          ,,ND,58501,5501,USA,008,00,PO BOX 5501,222   N 7TH STREET,46.7287,-100.615,P,07,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194887,201   S LLOYD ST STE E106,,,,ABERDEEN,,SD,57401,4551,USA,054,,,,45.463,-98.4776,P,,0,DAVIDWOEHL,16-OCT-15 09.43.46.541000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194937,3000  32ND AVE S,,,,FARGO,,ND,58103,4940,USA,009,,,,46.8323,-96.8264,P,05,0,KHANDELAND,27-NOV-19 01.09.19.913000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194963,2003  LINCOLN WAY,,,,COEUR D ALENE,,ID,83816,,USA,054,,,,47.67,-116.78,P,,0,DMOCK,31-AUG-18 11.01.58.836000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1194970,900   EAST BROADWAY,,,,BISMARCK,,ND,58502,,USA,008,,,,46.8065,-100.777,P,07,0,MLMOOS,03-NOV-18 01.30.41.275000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1195006,226   W 14 ST,,,,WILLISTON         ,,ND,58801,4131,USA,053,00,226   W 14 ST,,48.1579,-103.626,P,01,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1195432,3000  32ND AVE S,,,,FARGO,,ND,58103,,USA,009,,,,46.8323,-96.8264,P,05,1,MAGDALENAHANUSIA,10-JUL-14 03.57.39.409000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1195442,112   12TH AVENUE SW,,,,SIDNEY,,MT,59270,,USA,054,,,,47.7165,-104.171,P,01,0,KHANDELAND,27-NOV-19 01.50.33.251000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1195478,SUITE I,2300  25TH STREET S,,,FARGO             ,,ND,58103,    ,USA,009,00,SUITE I,2300  25TH STREET S,46.8576,-96.8234,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1195749,3000  32ND AVE S,,,,FARGO,,ND,58103,,USA,009,,,,46.8323,-96.8264,P,05,1,MAGDALENAHANUSIA,10-JUL-14 03.57.39.397000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1195759,112   12TH AVENUE SW,,,,SIDNEY,,MT,59270,,USA,054,,,,47.7165,-104.171,P,01,0,KHANDELAND,27-NOV-19 01.50.33.239000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1195795,SUITE I,2300  25TH STREET S,,,FARGO,,ND,58103,,USA,009,00,SUITE I,2300  25TH STREET S,46.8576,-96.8234,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1196183,1637  SANTA GERTRUDIS LOOP,,,,BISMARCK          ,,ND,58503,0866,USA,008,00,1637  SANTA GERTRUDIS LOOP,,46.836,-100.817,P,07,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1196500,DBA/WUTZKE CHIRO,1637  SANTA GERTRUDIS LOO,,,BISMARCK,,ND,58503,6647,USA,008,00,DBA/WUTZKE CHIRO,1637  SANTA GERTRUDIS LOO,46.9248,-100.779,P,07,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1196970,920   FROSTWOOD #670,,,,HOUSTON           ,,TX,77024,    ,USA,054,00,920   FROSTWOOD #670,,29.779,-95.5476,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1197046,PO BOX 1049,417   MAIN ST,,,LISBON,,ND,58054,1049,USA,037,,,,46.4321,-97.667,P,05,0,RRUD,12-DEC-23 10.26.41.978000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1197301,1051  E INTERSTATE AVE,,,,BISMARCK,,ND,58503,,USA,008,,,,46.8324,-100.78,P,07,0,HOSTAI,25-JAN-16 02.51.06.437000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1197320,920 E 28TH ST STE 300,,,,MINNEAPOLIS,,MN,55407,1139,USA,054,,,,44.952,-93.2609,P,,0,CHLHARMON,05-JUN-18 11.21.44.337000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1197419,3000  32ND AVE S,,,,FARGO,,ND,58103,,USA,009,,,,46.8323,-96.8264,P,05,0,CKRAFT,18-MAY-16 09.20.03.513000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1197779,1051  E INTERSTATE AVE,,,,BISMARCK,,ND,58503,,USA,008,,,,46.8324,-100.78,P,07,0,HOSTAI,25-JAN-16 02.51.06.361000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1197798,MINNEAPOLIS HEART,INST PO BOX 206,,,MINNEAPOLIS,,MN,55480,1139,USA,054,,,,44.9832,-93.2647,P,,0,CHLHARMON,05-JUN-18 11.21.44.393000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1197897,3000  32ND AVE S,,,,FARGO,,ND,58103,,USA,009,,,,46.8323,-96.8264,P,05,0,CKRAFT,18-MAY-16 09.20.03.521000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1199253,3000  32ND AVE S,,,,FARGO,,ND,58103,,USA,009,,,,46.8323,-96.8264,P,05,1,MAGDALENAHANUSIA,10-JUL-14 03.57.39.241000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1199263,112   12TH AVENUE SW,,,,SIDNEY,,MT,59270,,USA,054,,,,47.7165,-104.171,P,01,0,KHANDELAND,27-NOV-19 01.50.33.246000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1199299,SUITE I,2300  25TH STREET S,,,FARGO             ,,ND,58103,    ,USA,009,00,SUITE I,2300  25TH STREET S,46.8576,-96.8234,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1199685,1637  SANTA GERTRUDIS LOOP,,,,BISMARCK          ,,ND,58503,0866,USA,008,00,1637  SANTA GERTRUDIS LOOP,,46.836,-100.817,P,07,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1200325,1051  E INTERSTATE AVE,,,,BISMARCK,,ND,58503,,USA,008,,,,46.8324,-100.78,P,07,0,HOSTAI,25-JAN-16 02.51.06.373000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1200344,920 E 28TH ST STE 300,,,,MINNEAPOLIS,,MN,55407,1139,USA,054,,,,44.952,-93.2609,P,,0,CHLHARMON,05-JUN-18 11.21.44.299000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1200443,3000  32ND AVE S,,,,FARGO,,ND,58103,,USA,009,,,,46.8323,-96.8264,P,05,0,CKRAFT,18-MAY-16 09.20.03.499000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
11331070,400 S Sycamore Ave Ste 102,,,,Sioux Falls,,SD,57110,,,054,00,400 S Sycamore Ave Ste 102,,43.5449,-96.6713,P,,0,INC0414964_CNTY_CD_UPD,07-MAR-23 09.36.13.000000000 AM,JMLAGRO,16-OCT-13 12.00.21.264000000 PM,N,,
11331071,2905 Third Ave SE,,,,Aberdeen,,SD,57401,5420,USA,054,,,,45.4622,-98.4472,P,56,1,AYARBROUGH,14-MAR-16 02.22.00.305000000 PM,JMLAGRO,16-OCT-13 12.00.21.295000000 PM,N,,
11331072,PO Box 5074,,,,Sioux Falls,,SD,57117,5074,USA,054,,,,43.5692,-96.7216,P,56,1,AYARBROUGH,14-MAR-16 02.22.00.247000000 PM,JMLAGRO,16-OCT-13 12.00.21.368000000 PM,N,,
11331073,PO Box 5074,,,,Sioux Falls,,SD,57117,5074,USA,054,,,,43.5692,-96.7216,P,56,1,AYARBROUGH,14-MAR-16 02.22.00.239000000 PM,JMLAGRO,16-OCT-13 12.00.21.453000000 PM,N,,
11332539,PO Box 5074,,,,Sioux Falls,,SD,57117,5074,USA,054,,,,43.5692,-96.7216,P,56,2,JASTONE,25-AUG-18 02.49.37.086000000 PM,JMLAGRO,07-NOV-13 10.19.25.352000000 AM,N,,
11332540,PO Box 5074,,,,Sioux Falls,,SD,57117,5074,USA,054,,,,43.5692,-96.7216,P,56,2,JASTONE,25-AUG-18 02.49.37.070000000 PM,JMLAGRO,07-NOV-13 10.19.25.437000000 AM,N,,
11332541,"400 S Sycamore Ave, Ste 102",,,,Sioux Falls,,SD,57110,,,054,00,"400 S Sycamore Ave, Ste 102",,43.5449,-96.6713,P,,0,INC0414964_CNTY_CD_UPD,07-MAR-23 09.36.13.000000000 AM,JMLAGRO,07-NOV-13 10.19.25.483000000 AM,N,,
11332542,1018 6th Ave,,,,Worthington,,MN,56187,2202,USA,054,,,,43.6218,-95.5986,P,54,2,JASTONE,25-AUG-18 02.49.37.075000000 PM,JMLAGRO,07-NOV-13 10.19.25.500000000 AM,N,,
11332575,"400 S Sycamore Ave, Ste 102",,,,Sioux Falls,,SD,57117,5074,,054,00,"400 S Sycamore Ave, Ste 102",,43.5449,-96.6713,P,,0,INC0414964_CNTY_CD_UPD,07-MAR-23 09.36.13.000000000 AM,JMLAGRO,07-NOV-13 01.36.41.141000000 PM,N,,
11332576,112 Saint Olaf Ave S,,,,Canby,,MN,56220,1433,USA,999,,,,44.7077,-96.278,P,54,3,JMLAGRO,19-SEP-14 08.00.34.319000000 AM,JMLAGRO,07-NOV-13 01.36.41.155000000 PM,N,,
11332577,PO Box 5074,,,,Sioux Falls,,SD,57117,5074,USA,054,,,,43.5692,-96.7216,P,56,2,SHAHAAS,06-DEC-18 08.22.58.410000000 AM,JMLAGRO,07-NOV-13 01.36.41.229000000 PM,N,,
11332578,PO Box 5074,,,,Sioux Falls,,SD,57117,5074,USA,054,,,,43.5692,-96.7216,P,56,2,SHAHAAS,06-DEC-18 08.22.58.371000000 AM,JMLAGRO,07-NOV-13 01.36.41.311000000 PM,N,,
11332598,"400 S Sycamore Ave, Ste 102",,,,Sioux Falls,,SD,57110,,,054,00,"400 S Sycamore Ave, Ste 102",,43.5449,-96.6713,P,,0,INC0414964_CNTY_CD_UPD,07-MAR-23 09.36.13.000000000 AM,JMLAGRO,07-NOV-13 02.52.26.174000000 PM,N,,
11332599,251 5th St East,,,,Tracy,,MN,56175,1536,USA,054,,,,44.2322,-95.6069,P,54,1,JASTONE,25-AUG-18 02.38.54.995000000 PM,JMLAGRO,07-NOV-13 02.52.26.188000000 PM,N,,
11332600,PO Box 5074,,,,Sioux Falls,,SD,57117,5074,USA,054,,,,43.5692,-96.7216,P,56,1,JASTONE,25-AUG-18 02.38.55.016000000 PM,JMLAGRO,07-NOV-13 02.52.26.239000000 PM,N,,
11332601,PO Box 5074,,,,Sioux Falls,,SD,57117,5074,USA,054,,,,43.5692,-96.7216,P,56,1,JASTONE,25-AUG-18 02.38.55.011000000 PM,JMLAGRO,07-NOV-13 02.52.26.321000000 PM,N,,
11332602,"400 S Sycamore Ave, Ste 102",,,,Sioux Falls,,SD,57117,5074,,054,00,"400 S Sycamore Ave, Ste 102",,43.5449,-96.6713,P,,0,INC0414964_CNTY_CD_UPD,07-MAR-23 09.36.13.000000000 AM,JMLAGRO,07-NOV-13 03.04.19.829000000 PM,N,,
11332603,920 Bell Ave,,,,Westbrook,,MN,56183,,USA,999,,,,44.0452,-95.439,P,54,2,SHERSAYLER,30-MAR-14 03.40.44.348000000 PM,JMLAGRO,07-NOV-13 03.04.19.843000000 PM,N,,
11332604,PO Box 5074,,,,Sioux Falls,,SD,57117,5074,USA,054,,,,43.5692,-96.7216,P,56,1,CHLHARMON,08-DEC-17 12.59.25.697000000 PM,JMLAGRO,07-NOV-13 03.04.19.916000000 PM,N,,
11332605,PO Box 5074,,,,Sioux Falls,,SD,57117,5074,USA,054,,,,43.5692,-96.7216,P,56,1,CHLHARMON,08-DEC-17 12.59.25.690000000 PM,JMLAGRO,07-NOV-13 03.04.20.002000000 PM,N,,
11335083,PO Box 1460,,,,Aberdeen,,SD,57402,1460,USA,054,,,,45.4549,-98.4233,P,56,5,DMOCK,07-JUN-18 08.50.53.319000000 AM,TBRABANDT,12-DEC-13 10.50.02.514000000 AM,N,,
11335084,PO Box 1460,,,,Aberdeen,,SD,57402,1460,USA,054,,,,45.4549,-98.4233,P,56,5,DMOCK,07-JUN-18 08.50.53.329000000 AM,TBRABANDT,12-DEC-13 10.50.02.526000000 AM,N,,
11335085,310 S Pennsylvania St,Ste 202,,,Aberdeen,,SD,57401,4553,USA,999,,,,45.4545,-98.4762,P,56,5,THENDERSON,14-AUG-15 10.42.52.993000000 AM,TBRABANDT,12-DEC-13 10.50.02.561000000 AM,N,,
11336215,PO Box 5501,,,,Bismarck,,ND,58506,5501,USA,008,,,,46.7287,-100.6156,P,55,0,PJHEID,03-JAN-14 01.12.01.880000000 PM,PJHEID,03-JAN-14 01.12.01.880000000 PM,N,,
11336216,PO Box 5501,,,,Bismarck,,ND,58506,5501,USA,008,,,,46.7287,-100.6156,P,55,0,PJHEID,03-JAN-14 01.12.01.898000000 PM,PJHEID,03-JAN-14 01.12.01.898000000 PM,N,,
11336217,300 N 7th St,,,,Bismarck,,ND,58501,4439,USA,008,,,,46.808,-100.781,P,07,0,MLMOOS,03-NOV-18 01.30.41.327000000 PM,PJHEID,03-JAN-14 01.12.01.924000000 PM,N,,
11341231,1921 N. 13th St.,,,,Bismarck,,ND,58501,1973,USA,008,,,,46.8267,-100.772,P,07,3,MMANYGUNS,10-NOV-15 10.19.31.202000000 AM,PJHEID,02-FEB-14 08.03.04.234000000 PM,N,,
11341232,1921 N. 13th St.,,,,Bismarck,,ND,58501,1973,USA,008,,,,46.8267,-100.772,P,55,3,MMANYGUNS,10-NOV-15 10.19.31.180000000 AM,PJHEID,02-FEB-14 08.03.04.334000000 PM,N,,
11341233,1921 N. 13th St.,,,,Bismarck,,ND,58501,1973,USA,008,,,,46.8267,-100.772,P,55,3,MMANYGUNS,10-NOV-15 10.19.31.229000000 AM,PJHEID,02-FEB-14 08.03.04.344000000 PM,N,,
11341487,PO Box 25537,,,,Salt Lake City,,UT,84125,0537,USA,999,,,,40.7,-111.944,P,61,0,JASTONE,04-DEC-18 01.22.13.574000000 PM,JMLAGRO,05-FEB-14 09.58.40.790000000 AM,N,,
11341488,PO Box 30180,,,,Salt Lake City,,UT,84130,0180,USA,999,,,,41.3071,-111.816,P,61,0,JASTONE,04-DEC-18 01.22.13.566000000 PM,JMLAGRO,05-FEB-14 09.58.40.902000000 AM,N,,
11341489,299 S. Main Street,,,,Salt Lake City,,UT,84111,0000,,,00,299 S. Main Street,,40.7629,-111.89,P,,0,SDO CNV FIX,20-OCT-15 06.15.27.437931000 PM,JMLAGRO,05-FEB-14 09.58.40.948000000 AM,N,,
11341490,3741 W 12600 S,,,,Riverton,,UT,84065,7215,USA,999,,,,40.5221,-111.9803,P,61,0,JMLAGRO,05-FEB-14 09.58.40.966000000 AM,JMLAGRO,05-FEB-14 09.58.40.966000000 AM,N,,
11354727,320 South First Street,,,,Aberdeen,,SD,57402,1000,,,00,320 South First Street,,45.4618,-98.4896,P,,0,SDO CNV FIX,20-OCT-15 06.15.27.437931000 PM,JOYSPEZIALE,06-MAR-14 07.55.56.000000000 PM,N,,
11354728,201 S Lloyd St,Ste E106,,,Aberdeen,,SD,57401,,USA,054,,,,45.4632,-98.4776,P,56,1,LKHUNT,15-JAN-19 02.05.52.828000000 PM,JOYSPEZIALE,06-MAR-14 07.55.56.046000000 PM,N,,
11354729,PO Box 1460,,,,Aberdeen,,SD,57402,1460,USA,054,,,,45.4549,-98.4233,P,56,1,LKHUNT,15-JAN-19 02.05.52.823000000 PM,JOYSPEZIALE,06-MAR-14 07.55.56.147000000 PM,N,,
11354730,PO Box 1460,,,,Aberdeen,,SD,57402,1460,USA,054,,,,45.4549,-98.4233,P,56,1,LKHUNT,15-JAN-19 02.05.52.887000000 PM,JOYSPEZIALE,06-MAR-14 07.55.56.173000000 PM,N,,
11355095,320 South First Street,,,,Aberdeen,,SD,57402,1000,,,00,320 South First Street,,45.4618,-98.4896,P,,0,SDO CNV FIX,20-OCT-15 06.15.27.437931000 PM,JOYSPEZIALE,08-MAR-14 12.40.53.641000000 PM,N,,
11355096,201 S Lloyd St,Ste E106,,,Aberdeen,,SD,57401,4551,USA,999,,,,45.463,-98.4776,P,56,0,JOYSPEZIALE,08-MAR-14 12.40.53.661000000 PM,JOYSPEZIALE,08-MAR-14 12.40.53.661000000 PM,N,,
11355097,PO Box 1460,,,,Aberdeen,,SD,57402,1460,USA,054,,,,45.4549,-98.4233,P,56,0,SHAHAAS,06-DEC-18 10.03.18.648000000 AM,JOYSPEZIALE,08-MAR-14 12.40.53.776000000 PM,N,,
11355098,PO Box 1460,,,,Aberdeen,,SD,57402,1460,USA,054,,,,45.4549,-98.4233,P,56,0,SHAHAAS,06-DEC-18 10.03.18.661000000 AM,JOYSPEZIALE,08-MAR-14 12.40.53.787000000 PM,N,,
11356560,430 North Wabasha Street,,,,St. Paul,,MN,55101,,,054,00,430 North Wabasha Street,,44.9509,-93.0995,P,,0,INC0414964_CNTY_CD_UPD,07-MAR-23 09.36.16.000000000 AM,JMLAGRO,17-MAR-14 03.17.55.580000000 PM,N,,
11356561,801 Broadway North,,,,Fargo,,ND,58102,3641,USA,009,,,,46.8849,-96.7876,P,05,3,AYARBROUGH,12-MAY-16 03.42.33.203000000 PM,JMLAGRO,17-MAR-14 03.17.55.594000000 PM,N,,
11356562,801 Broadway North,,,,Fargo,,ND,58122,0605,USA,009,,,,46.884,-96.7845,P,55,3,AYARBROUGH,12-MAY-16 03.42.33.150000000 PM,JMLAGRO,17-MAR-14 03.17.55.608000000 PM,N,,
11356563,PO Box 2168,,,,Fargo,,ND,58107,2168,USA,009,,,,46.8782,-96.7895,P,55,3,THENDERSON,21-AUG-15 08.14.23.272000000 AM,JMLAGRO,17-MAR-14 03.17.55.697000000 PM,N,,
11358959,1301 15 AVE W,,,,WILLISTON,,ND,58801,,USA,053,,,,48.1552,-103.645,P,01,1,RRUD,31-JAN-17 04.23.57.192000000 PM,JOYSPEZIALE,27-MAR-14 03.20.27.210000000 PM,N,,
11358960,1301 15 AVE W,,,,WILLISTON,,ND,58801,,USA,053,,,,48.1552,-103.645,P,55,1,RRUD,31-JAN-17 04.23.57.213000000 PM,JOYSPEZIALE,27-MAR-14 03.20.27.287000000 PM,N,,
11358961,1301 15 AVE W,,,,WILLISTON,,ND,58801,,USA,053,,,,48.1552,-103.645,P,55,1,RRUD,31-JAN-17 04.23.57.168000000 PM,JOYSPEZIALE,27-MAR-14 03.20.27.355000000 PM,N,,
11361185,800 E. 28th Street,Suite H2100,,,Minneapolis,,MN,55407,3723,USA,054,,,,44.952,-93.2619,P,54,0,CHLHARMON,05-JUN-18 11.21.44.332000000 AM,JMLAGRO,07-APR-14 08.14.29.584000000 AM,N,,
11361186,2925 Chicago Ave,Route 10017,,,Minneapolis,,MN,55440,0043,USA,054,,,,44.9491,-93.2624,P,54,0,CHLHARMON,05-JUN-18 11.21.44.326000000 AM,JMLAGRO,07-APR-14 08.14.29.618000000 AM,N,,
11361187,PO Box 206,,,,Minneapolis,,MN,55480,0206,USA,999,,,,44.9832,-93.2647,P,54,0,JMLAGRO,07-APR-14 08.14.29.648000000 AM,JMLAGRO,07-APR-14 08.14.29.648000000 AM,N,,
11361188,430 N. Wabasha St,,,,St Paul,,MN,55101,,,,00,430 N. Wabasha St,,44.9509,-93.0995,P,,0,SDO CNV FIX,20-OCT-15 06.15.27.437931000 PM,JMLAGRO,07-APR-14 08.14.29.672000000 AM,N,,
11368416,430 North Wabasha Street,,,,Saint Paul,,MN,55101,,,,00,430 North Wabasha Street,,44.9509,-93.0995,P,,0,SDO CNV FIX,20-OCT-15 06.15.27.437931000 PM,JMLAGRO,24-APR-14 03.12.31.391000000 PM,N,,
11368417,100 1st Avenue SW,Suite 2,,,LaMoure,,ND,58458,7311,USA,023,,,,46.3591,-98.2966,P,06,1,CJFRANCIS,28-APR-16 10.59.36.621000000 AM,JMLAGRO,24-APR-14 03.12.31.420000000 PM,N,,
11368418,801 Broadway North,,,,Fargo,,ND,58102,3641,USA,009,,,,46.8849,-96.7876,P,55,1,CJFRANCIS,28-APR-16 10.59.36.585000000 AM,JMLAGRO,24-APR-14 03.12.31.542000000 PM,N,,
11368419,PO Box 2168,,,,Fargo,,ND,58107,2168,USA,009,,,,46.8782,-96.7895,P,55,1,CJFRANCIS,28-APR-16 10.59.36.565000000 AM,JMLAGRO,24-APR-14 03.12.31.667000000 PM,N,,
11788992,PO Box 147,,,,Minneapolis,,MN,55440,0147,USA,999,,,,26.7461,-80.9153,P,54,0,JOYSPEZIALE,07-MAY-14 01.54.41.152000000 PM,JOYSPEZIALE,07-MAY-14 01.54.41.152000000 PM,N,,
11788993,430 N Wabasha Street,,,,St. Paul,,MN,55101,,,054,00,430 N Wabasha Street,,44.9509,-93.0995,P,,0,INC0414964_CNTY_CD_UPD,07-MAR-23 09.36.16.000000000 AM,JOYSPEZIALE,07-MAY-14 01.54.41.220000000 PM,N,,
11788994,911 Northland Dr,,,,Princeton,,MN,55371,,USA,999,,,,45.5585,-93.5885,P,54,0,JOYSPEZIALE,07-MAY-14 01.54.41.265000000 PM,JOYSPEZIALE,07-MAY-14 01.54.41.265000000 PM,N,,
11788995,PO Box 147,,,,Minneapolis,,MN,55440,0147,USA,999,,,,26.7461,-80.9153,P,54,0,JOYSPEZIALE,07-MAY-14 01.54.41.375000000 PM,JOYSPEZIALE,07-MAY-14 01.54.41.375000000 PM,N,,
11790840,3100 S Columbia Rd,,,,Grand Forks,,ND,58201,,,018,00,3100 S Columbia Rd,,47.8946,-97.0668,P,,0,DM Upd.Defect.ESPRD01175460,26-JUL-16 05.17.01.000000000 PM,TBAY,13-MAY-14 02.12.30.773000000 PM,N,,
11790841,2105 Gateway Drive,,,,Grand Forks,,ND,58203,,USA,018,,,,47.9329,-97.0578,P,04,0,RRUD,12-NOV-15 02.20.22.963000000 PM,TBAY,13-MAY-14 02.12.30.780000000 PM,N,,
11790842,2105 Gateway Drive,,,,Grand Forks,,ND,58203,,USA,018,,,,47.9329,-97.0578,P,55,0,RRUD,12-NOV-15 02.20.23.010000000 PM,TBAY,13-MAY-14 02.12.30.863000000 PM,N,,
11790843,2105 Gateway Drive,,,,Grand Forks,,ND,58203,,USA,018,,,,47.9329,-97.0578,P,55,0,RRUD,12-NOV-15 02.20.22.954000000 PM,TBAY,13-MAY-14 02.12.30.870000000 PM,N,,
11791226,3100 13th Avenue SW,,,,Fargo,,ND,58103,,,009,00,3100 13th Avenue SW,,46.8613,-96.8293,P,,0,DM Upd.Defect.ESPRD01175460,26-JUL-16 05.16.33.000000000 PM,JLWILKE,14-MAY-14 12.56.08.595000000 PM,N,,
11791227,111 North University,,,,Fargo,,ND,58102,,USA,009,,,,46.9006,-96.8103,P,05,1,JLWILKE,03-MAY-16 08.14.07.121000000 AM,JLWILKE,14-MAY-14 12.56.08.649000000 PM,N,,
11791228,111 North University,,,,Fargo,,ND,58102,,USA,009,,,,46.9006,-96.8103,P,55,1,JLWILKE,03-MAY-16 08.14.07.117000000 AM,JLWILKE,14-MAY-14 12.56.08.792000000 PM,N,,
11791229,111 North University,,,,Fargo,,ND,58102,,USA,009,,,,46.9006,-96.8103,P,55,1,JLWILKE,03-MAY-16 08.14.07.078000000 AM,JLWILKE,14-MAY-14 12.56.08.823000000 PM,N,,
11791240,322 E. Main Ave,,,,Bismarck,,ND,58501,,,008,00,322 E. Main Ave,,46.8055,-100.786,P,,0,DM Upd.Defect.ESPRD01175460,26-JUL-16 05.15.17.000000000 PM,JLWILKE,14-MAY-14 01.01.47.779000000 PM,N,,
