"P_SYS_ID","P_DO_NOT_DSPLY_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1278416,"0",31,"JMLAGRO",13-AUG-15 02.44.29.515000000 PM,"guestUser",09-JUL-13 03.18.59.357000000 PM
1278430,"0",22,"LISACAMPBELL",08-JUL-14 02.46.26.007000000 PM,"guestUser",10-JUL-13 10.44.00.099000000 AM
1278444,"0",13,"ZULEIMARUIZ",27-MAY-14 10.29.33.748000000 AM,"guestUser",10-JUL-13 11.44.22.352000000 AM
1278472,"0",23,"PAULASOLL",18-FEB-14 01.09.16.098000000 PM,"guestUser",11-JUL-13 09.13.40.054000000 AM
1278474,"0",18,"KARCHARVAT",04-JUN-14 08.37.51.759000000 PM,"guestUser",11-JUL-13 10.08.01.974000000 AM
1278478,"0",24,"PAULASOLL",16-APR-14 12.54.12.628000000 PM,"guestUser",11-JUL-13 11.11.34.736000000 AM
1278483,"0",39,"PJHEID",29-OCT-13 09.45.30.723000000 AM,"guestUser",11-JUL-13 11.59.28.061000000 AM
1278485,"0",20,"PJHEID",24-SEP-13 10.01.09.864000000 AM,"guestUser",11-JUL-13 12.42.38.549000000 PM
1278489,"0",27,"PAULASOLL",16-APR-14 02.48.47.742000000 PM,"guestUser",11-JUL-13 01.39.47.514000000 PM
1278490,"1",11,"JMLAGRO",08-AUG-14 11.16.58.196000000 AM,"guestUser",11-JUL-13 01.49.40.606000000 PM
1278494,"0",34,"JOYSPEZIALE",24-MAR-14 04.48.06.316000000 PM,"guestUser",11-JUL-13 02.44.53.862000000 PM
1278495,"0",20,"JMLAGRO",09-JAN-14 11.12.12.597000000 AM,"guestUser",11-JUL-13 02.52.56.180000000 PM
1278499,"0",12,"PJHEID",10-JUL-14 10.15.52.963000000 PM,"guestUser",11-JUL-13 03.14.25.421000000 PM
1278519,"0",19,"JUDITHSZEGEDI",06-MAR-14 01.42.56.485000000 PM,"guestUser",12-JUL-13 11.37.26.831000000 AM
1278550,"0",12,"JMLAGRO",07-AUG-14 10.35.31.654000000 AM,"guestUser",15-JUL-13 03.07.29.665000000 PM
1278551,"0",13,"JMLAGRO",03-DEC-13 06.42.20.262000000 AM,"guestUser",15-JUL-13 03.13.34.522000000 PM
1278555,"0",27,"JMLAGRO",30-JAN-15 02.50.09.589000000 PM,"guestUser",15-JUL-13 05.14.01.670000000 PM
1278556,"0",25,"MMANYGUNS",01-JUL-15 03.47.51.564000000 PM,"guestUser",15-JUL-13 05.29.55.091000000 PM
1278561,"0",21,"JUDITHSZEGEDI",24-FEB-14 11.47.58.041000000 AM,"guestUser",16-JUL-13 09.26.34.346000000 AM
1278564,"0",16,"JMLAGRO",03-FEB-15 02.33.44.978000000 PM,"guestUser",16-JUL-13 10.43.03.065000000 AM
1278571,"0",27,"JMLAGRO",06-JUL-15 11.28.08.510000000 AM,"guestUser",16-JUL-13 12.50.08.545000000 PM
1278648,"0",21,"ZOEASANDY",11-APR-14 03.16.49.066000000 PM,"guestUser",22-JUL-13 09.35.55.471000000 AM
1278649,"0",25,"MMANYGUNS",30-MAR-15 04.41.23.184000000 PM,"guestUser",22-JUL-13 09.59.31.423000000 AM
1278961,"0",14,"ZOEASANDY",18-MAR-14 11.32.56.320000000 AM,"guestUser",29-JUL-13 12.18.16.353000000 PM
1279221,"0",9,"PAULASOLL",24-APR-14 11.54.38.902000000 AM,"guestUser",07-AUG-13 10.09.28.449000000 AM
1279224,"0",12,"JOYSPEZIALE",25-MAR-14 03.23.52.878000000 PM,"guestUser",07-AUG-13 10.28.22.298000000 AM
1279440,"0",20,"JMLAGRO",20-APR-15 10.38.09.093000000 AM,"guestUser",12-AUG-13 11.39.21.216000000 AM
1279474,"0",18,"JMLAGRO",13-MAY-14 03.09.07.261000000 PM,"guestUser",13-AUG-13 03.00.31.282000000 PM
1280836,"0",18,"JOYSPEZIALE",01-MAR-14 04.10.23.841000000 PM,"guestUser",29-OCT-13 09.32.42.526000000 AM
1276758,"0",29,"JMLAGRO",30-JAN-15 02.55.56.898000000 PM,"guestUser",03-APR-13 09.19.38.483000000 AM
1276759,"0",79,"JMLAGRO",29-JUL-15 01.31.13.645000000 PM,"guestUser",03-APR-13 09.54.01.798000000 AM
1276778,"0",27,"JMLAGRO",15-APR-14 12.52.35.046000000 PM,"guestUser",09-APR-13 03.01.51.791000000 PM
1276807,"0",40,"JMLAGRO",04-OCT-13 07.57.00.258000000 AM,"guestUser",11-APR-13 10.35.03.297000000 AM
1276822,"0",21,"JMLAGRO",07-APR-14 10.47.32.132000000 PM,"guestUser",12-APR-13 10.20.28.213000000 AM
1276823,"0",11,"KRBACKMAN",12-APR-13 10.54.57.340000000 AM,"guestUser",12-APR-13 10.35.00.318000000 AM
1276848,"0",13,"guestUser",28-JAN-14 04.35.31.348000000 PM,"guestUser",16-APR-13 02.42.00.354000000 PM
1276849,"0",13,"JMLAGRO",13-JUN-14 06.32.38.558000000 AM,"guestUser",16-APR-13 02.42.37.258000000 PM
1276855,"0",21,"JMLAGRO",20-MAR-14 08.28.44.285000000 AM,"guestUser",17-APR-13 09.22.04.559000000 AM
1276865,"1",16,"JMLAGRO",29-APR-14 06.55.37.637000000 AM,"guestUser",17-APR-13 03.00.09.738000000 PM
1276911,"0",15,"JMLAGRO",16-APR-14 09.41.28.317000000 AM,"guestUser",19-APR-13 01.49.59.843000000 PM
1276913,"0",18,"JMLAGRO",16-APR-14 09.43.07.087000000 AM,"guestUser",19-APR-13 01.56.03.256000000 PM
1276926,"0",26,"PJHEID",03-MAR-14 02.48.32.669000000 PM,"guestUser",19-APR-13 03.46.13.280000000 PM
1276936,"1",11,"JMLAGRO",08-AUG-14 08.39.50.624000000 AM,"guestUser",22-APR-13 12.21.13.880000000 PM
1276973,"1",5,"DMOCK",24-JUL-14 03.12.24.562000000 PM,"guestUser",23-APR-13 12.44.20.614000000 PM
1276974,"0",5,"DOMINICKNGANTOU",20-JUN-14 10.00.12.598000000 AM,"guestUser",23-APR-13 12.45.15.125000000 PM
1276975,"0",26,"DOMINICKNGANTOU",26-JUN-14 03.02.07.113000000 PM,"guestUser",23-APR-13 12.52.54.549000000 PM
1276977,"0",15,"JMLAGRO",20-MAY-15 07.31.01.878000000 AM,"guestUser",23-APR-13 01.39.27.724000000 PM
1276981,"1",9,"JMLAGRO",08-AUG-14 08.43.44.681000000 AM,"guestUser",23-APR-13 03.27.38.913000000 PM
1277000,"0",22,"JMLAGRO",06-MAR-14 08.50.17.488000000 AM,"guestUser",24-APR-13 01.23.36.895000000 PM
1277005,"0",18,"KWOODALL",01-APR-14 10.47.32.841000000 AM,"guestUser",24-APR-13 02.11.33.968000000 PM
1277007,"0",21,"KWOODALL",01-APR-14 10.46.06.716000000 AM,"guestUser",24-APR-13 02.16.13.613000000 PM
1277016,"0",27,"JMLAGRO",18-DEC-13 01.02.40.206000000 PM,"guestUser",25-APR-13 11.01.54.581000000 AM
1277026,"1",7,"JMLAGRO",08-AUG-14 09.02.45.830000000 AM,"guestUser",25-APR-13 01.33.44.292000000 PM
1277036,"0",34,"JMLAGRO",26-DEC-13 08.05.27.542000000 AM,"guestUser",25-APR-13 02.42.54.867000000 PM
1277044,"0",14,"JMLAGRO",15-OCT-13 02.37.49.775000000 PM,"guestUser",26-APR-13 10.29.29.483000000 AM
1277069,"0",31,"JMLAGRO",26-DEC-13 08.07.54.410000000 AM,"guestUser",29-APR-13 08.45.30.928000000 AM
1277084,"0",36,"CKRAFT",24-JAN-14 07.26.38.145000000 AM,"guestUser",29-APR-13 04.16.44.777000000 PM
1277087,"1",6,"JMLAGRO",12-JAN-15 07.57.02.113000000 AM,"guestUser",30-APR-13 10.01.57.843000000 AM
1277094,"0",10,"guestUser",30-APR-13 10.41.46.068000000 AM,"guestUser",30-APR-13 10.40.42.677000000 AM
1277095,"0",28,"JOYSPEZIALE",13-JAN-14 02.43.01.925000000 PM,"guestUser",30-APR-13 10.58.13.793000000 AM
1277108,"0",30,"ZOEASANDY",24-JAN-14 03.19.20.310000000 PM,"guestUser",30-APR-13 02.17.24.924000000 PM
1277113,"0",36,"LISACAMPBELL",24-JAN-14 10.58.55.128000000 AM,"guestUser",01-MAY-13 09.35.53.273000000 AM
1277115,"0",29,"JOYSPEZIALE",24-JAN-14 02.40.14.362000000 PM,"guestUser",01-MAY-13 09.49.01.507000000 AM
1277118,"0",36,"JUDITHSZEGEDI",27-JAN-14 02.59.19.688000000 PM,"guestUser",01-MAY-13 10.18.22.134000000 AM
1277119,"0",43,"JOYSPEZIALE",24-JAN-14 02.19.18.040000000 PM,"guestUser",01-MAY-13 10.34.44.430000000 AM
1277121,"0",3,"ZOEASANDY",13-FEB-14 04.19.36.835000000 PM,"guestUser",01-MAY-13 11.01.10.327000000 AM
1277124,"0",12,"JMLAGRO",09-JAN-14 11.27.04.377000000 AM,"guestUser",01-MAY-13 11.11.57.292000000 AM
1277127,"0",30,"LISACAMPBELL",24-JAN-14 11.04.33.199000000 AM,"guestUser",01-MAY-13 11.30.20.196000000 AM
1277128,"0",13,"JMLAGRO",16-APR-14 11.33.51.362000000 AM,"guestUser",01-MAY-13 11.36.43.022000000 AM
1277129,"0",41,"PJHEID",04-MAR-15 12.34.47.310000000 PM,"guestUser",01-MAY-13 11.44.48.363000000 AM
1277144,"0",29,"LISACAMPBELL",24-JAN-14 11.10.15.772000000 AM,"guestUser",01-MAY-13 03.22.00.924000000 PM
1277157,"1",7,"PAULASOLL",20-AUG-14 12.11.24.694000000 PM,"guestUser",02-MAY-13 08.09.32.396000000 AM
1277158,"1",3,"PAULASOLL",16-APR-14 11.53.11.519000000 AM,"guestUser",02-MAY-13 08.12.58.425000000 AM
1277159,"0",5,"JOYSPEZIALE",14-MAR-14 04.34.22.516000000 PM,"guestUser",02-MAY-13 08.19.13.454000000 AM
1277160,"0",2,"JMLAGRO",14-FEB-14 01.56.54.449000000 PM,"guestUser",02-MAY-13 08.24.17.889000000 AM
1277162,"0",11,"JMLAGRO",13-JAN-14 01.36.36.409000000 PM,"guestUser",02-MAY-13 08.32.30.559000000 AM
1277163,"0",7,"ZOEASANDY",09-APR-14 01.10.08.830000000 PM,"guestUser",02-MAY-13 08.34.15.683000000 AM
1277185,"0",26,"JUDITHSZEGEDI",27-JAN-14 12.26.48.304000000 PM,"guestUser",02-MAY-13 11.19.16.523000000 AM
1277186,"0",13,"guestUser",02-MAY-13 11.30.03.581000000 AM,"guestUser",02-MAY-13 11.23.16.035000000 AM
1277187,"0",18,"JOYSPEZIALE",24-JAN-14 06.11.21.826000000 PM,"guestUser",02-MAY-13 11.29.05.220000000 AM
1277188,"0",17,"guestUser",02-MAY-13 11.34.24.612000000 AM,"guestUser",02-MAY-13 11.29.17.782000000 AM
1277214,"0",15,"JOYSPEZIALE",24-JAN-14 03.45.42.212000000 PM,"guestUser",02-MAY-13 02.51.57.111000000 PM
1277223,"0",9,"JOYSPEZIALE",08-MAY-14 02.05.32.825000000 PM,"guestUser",03-MAY-13 09.19.03.976000000 AM
1277226,"0",7,"PJHEID",25-MAR-14 08.06.41.811000000 AM,"guestUser",03-MAY-13 10.33.48.998000000 AM
1277244,"0",13,"JMLAGRO",20-MAY-15 07.27.39.554000000 AM,"guestUser",06-MAY-13 08.25.37.589000000 AM
1277246,"0",17,"JMLAGRO",04-NOV-13 01.53.11.704000000 PM,"guestUser",06-MAY-13 08.36.20.902000000 AM
1277247,"0",20,"JMLAGRO",04-NOV-13 01.52.01.147000000 PM,"guestUser",06-MAY-13 08.37.21.272000000 AM
1277267,"0",2,"guestUser",30-JUL-14 01.19.07.464000000 PM,"guestUser",06-MAY-13 11.01.55.599000000 AM
1277268,"0",12,"guestUser",06-MAY-13 11.05.26.891000000 AM,"guestUser",06-MAY-13 11.05.16.270000000 AM
1277301,"0",18,"PJHEID",05-NOV-13 02.52.43.770000000 PM,"guestUser",06-MAY-13 02.29.10.109000000 PM
1277311,"0",27,"JMLAGRO",02-JUL-15 10.32.30.127000000 AM,"guestUser",07-MAY-13 07.11.21.757000000 AM
1277314,"0",28,"JMLAGRO",10-OCT-13 08.57.39.536000000 AM,"guestUser",07-MAY-13 08.35.24.255000000 AM
1277316,"0",20,"JOYSPEZIALE",27-JAN-14 03.34.34.595000000 PM,"guestUser",07-MAY-13 08.48.26.535000000 AM
1277318,"0",26,"JMLAGRO",02-JUL-15 10.33.05.441000000 AM,"guestUser",07-MAY-13 08.55.08.250000000 AM
1277319,"0",15,"JMLAGRO",20-FEB-14 10.40.41.367000000 AM,"guestUser",07-MAY-13 09.06.07.805000000 AM
1277320,"0",3,"guestUser",30-JUL-14 01.15.11.359000000 PM,"guestUser",07-MAY-13 09.27.15.526000000 AM
1277321,"0",14,"PJHEID",07-NOV-13 05.15.33.342000000 PM,"guestUser",07-MAY-13 09.35.21.070000000 AM
1277322,"0",20,"JUDITHSZEGEDI",27-JAN-14 01.32.03.761000000 PM,"guestUser",07-MAY-13 09.38.09.305000000 AM
1277334,"0",16,"ZOEASANDY",24-JAN-14 03.58.26.520000000 PM,"guestUser",07-MAY-13 11.01.30.351000000 AM
1277339,"0",21,"ZOEASANDY",05-FEB-14 03.26.38.884000000 PM,"guestUser",07-MAY-13 11.47.05.846000000 AM
1277344,"0",30,"PAULASOLL",27-JAN-14 12.52.44.387000000 PM,"guestUser",07-MAY-13 01.48.50.567000000 PM
1277345,"0",40,"BRENDAPEREZESCOB",11-MAR-15 08.44.56.357000000 AM,"guestUser",07-MAY-13 02.30.54.460000000 PM
1277346,"0",13,"JOYSPEZIALE",18-MAR-14 02.48.37.036000000 PM,"guestUser",07-MAY-13 02.51.23.586000000 PM
1277353,"0",17,"ZOEASANDY",05-FEB-14 03.34.17.528000000 PM,"guestUser",08-MAY-13 09.51.06.639000000 AM
1277355,"0",14,"JOYSPEZIALE",06-MAR-14 03.59.37.442000000 PM,"guestUser",08-MAY-13 09.55.43.191000000 AM
1277363,"0",13,"JOYSPEZIALE",18-MAR-14 12.25.34.808000000 PM,"guestUser",08-MAY-13 11.47.32.172000000 AM
1277364,"0",23,"MMANYGUNS",28-APR-15 09.30.37.031000000 AM,"guestUser",08-MAY-13 11.56.22.230000000 AM
1277365,"0",25,"PAULASOLL",03-FEB-14 01.55.00.577000000 PM,"guestUser",08-MAY-13 12.09.17.567000000 PM
1277366,"0",27,"JOYSPEZIALE",30-JAN-14 12.40.45.242000000 PM,"guestUser",08-MAY-13 12.36.23.302000000 PM
1277367,"0",20,"KARINARUIZ",23-APR-15 03.12.02.638000000 PM,"guestUser",08-MAY-13 02.24.15.739000000 PM
1277368,"0",14,"JOYSPEZIALE",18-MAR-14 12.21.06.607000000 PM,"guestUser",08-MAY-13 02.25.12.365000000 PM
1277373,"0",20,"ZOEASANDY",05-FEB-14 03.57.01.353000000 PM,"guestUser",08-MAY-13 02.55.44.076000000 PM
1277374,"1",9,"JMLAGRO",15-APR-14 07.39.10.365000000 AM,"guestUser",08-MAY-13 03.09.04.265000000 PM
1277378,"0",37,"JMLAGRO",16-JUL-15 10.09.18.857000000 AM,"guestUser",09-MAY-13 07.32.36.750000000 AM
1277379,"0",16,"JMLAGRO",12-DEC-13 07.31.39.367000000 AM,"guestUser",09-MAY-13 07.56.47.337000000 AM
1277380,"0",17,"guestUser",09-MAY-13 08.35.53.138000000 AM,"guestUser",09-MAY-13 08.35.09.218000000 AM
1277381,"0",19,"guestUser",09-MAY-13 08.41.02.201000000 AM,"guestUser",09-MAY-13 08.40.18.752000000 AM
1277382,"0",21,"guestUser",09-MAY-13 08.44.40.527000000 AM,"guestUser",09-MAY-13 08.43.59.483000000 AM
1277384,"0",26,"SHERSAYLER",22-APR-14 10.54.37.033000000 AM,"guestUser",09-MAY-13 09.49.55.558000000 AM
1277386,"0",14,"PJHEID",04-MAR-15 04.21.36.606000000 PM,"guestUser",09-MAY-13 10.13.11.811000000 AM
1277393,"0",15,"JOYSPEZIALE",27-JAN-14 02.14.20.849000000 PM,"guestUser",09-MAY-13 11.29.32.369000000 AM
1277395,"1",8,"SHERSAYLER",14-APR-14 04.03.31.150000000 PM,"guestUser",09-MAY-13 11.41.44.494000000 AM
1277396,"0",18,"JOYSPEZIALE",27-JAN-14 02.01.34.437000000 PM,"guestUser",09-MAY-13 11.52.10.374000000 AM
1277399,"0",20,"MMANYGUNS",07-APR-15 04.04.36.217000000 PM,"guestUser",09-MAY-13 12.16.46.959000000 PM
1277401,"0",20,"JMLAGRO",08-APR-14 12.46.05.980000000 PM,"guestUser",09-MAY-13 02.22.42.326000000 PM
1277403,"0",20,"ZOEASANDY",20-MAR-14 05.21.26.992000000 PM,"guestUser",09-MAY-13 02.44.41.410000000 PM
1277404,"0",24,"ZOEASANDY",14-MAR-14 03.36.54.790000000 PM,"guestUser",09-MAY-13 03.08.25.132000000 PM
1277406,"0",30,"LISACAMPBELL",24-JAN-14 12.04.58.566000000 PM,"guestUser",09-MAY-13 03.17.02.697000000 PM
1277408,"0",22,"LISACAMPBELL",24-JAN-14 12.08.48.405000000 PM,"guestUser",09-MAY-13 03.27.53.262000000 PM
1277409,"0",23,"PJHEID",14-AUG-13 01.16.04.471000000 PM,"guestUser",09-MAY-13 04.04.01.819000000 PM
1277410,"0",11,"ZOEASANDY",25-MAR-14 02.58.37.960000000 PM,"guestUser",09-MAY-13 04.14.07.860000000 PM
1277411,"0",26,"JMLAGRO",16-JUL-15 10.05.10.346000000 AM,"guestUser",10-MAY-13 06.46.59.765000000 AM
1277412,"0",13,"guestUser",10-MAY-13 07.02.54.715000000 AM,"guestUser",10-MAY-13 07.02.12.808000000 AM
1277413,"0",15,"guestUser",10-MAY-13 07.06.26.390000000 AM,"guestUser",10-MAY-13 07.05.42.438000000 AM
1277414,"0",17,"guestUser",10-MAY-13 07.10.46.827000000 AM,"guestUser",10-MAY-13 07.09.29.671000000 AM
1277416,"0",28,"JMLAGRO",17-JUL-15 03.40.24.656000000 PM,"guestUser",10-MAY-13 07.15.15.752000000 AM
1277418,"0",14,"guestUser",10-MAY-13 07.43.12.164000000 AM,"guestUser",10-MAY-13 07.42.26.450000000 AM
1277419,"0",16,"guestUser",10-MAY-13 07.46.57.201000000 AM,"guestUser",10-MAY-13 07.46.04.658000000 AM
1277420,"0",19,"guestUser",10-MAY-13 07.50.26.249000000 AM,"guestUser",10-MAY-13 07.49.42.012000000 AM
1277421,"0",23,"JUDITHSZEGEDI",27-JAN-14 12.54.15.549000000 PM,"guestUser",10-MAY-13 08.20.32.858000000 AM
1277422,"0",16,"LISACAMPBELL",24-JAN-14 12.11.33.303000000 PM,"guestUser",10-MAY-13 08.38.40.281000000 AM
1277428,"0",24,"JUDITHSZEGEDI",27-JAN-14 01.47.52.179000000 PM,"guestUser",10-MAY-13 10.25.34.509000000 AM
1277430,"0",20,"ZOEASANDY",24-MAR-14 11.04.34.178000000 AM,"guestUser",10-MAY-13 10.27.31.285000000 AM
1277432,"0",19,"ZOEASANDY",08-APR-14 10.45.24.808000000 AM,"guestUser",10-MAY-13 10.35.21.363000000 AM
1277433,"0",28,"ZOEASANDY",04-FEB-14 12.54.22.505000000 PM,"guestUser",10-MAY-13 10.44.23.481000000 AM
1277439,"0",20,"LISACAMPBELL",24-JAN-14 12.14.28.553000000 PM,"guestUser",10-MAY-13 01.01.28.452000000 PM
1277441,"0",18,"ZOEASANDY",05-FEB-14 04.06.53.682000000 PM,"guestUser",10-MAY-13 01.29.59.709000000 PM
1277442,"0",24,"JUDITHSZEGEDI",27-JAN-14 12.15.14.582000000 PM,"guestUser",10-MAY-13 01.54.20.189000000 PM
1277446,"0",21,"JOYSPEZIALE",27-JAN-14 01.48.37.024000000 PM,"guestUser",10-MAY-13 02.45.20.014000000 PM
1276886,"0",16,"PJHEID",20-MAR-14 01.26.25.663000000 PM,"guestUser",18-APR-13 02.50.13.394000000 PM
1276887,"0",5,"JMLAGRO",17-JAN-14 09.56.46.752000000 AM,"guestUser",18-APR-13 02.52.58.582000000 PM
1277171,"0",31,"PAULASOLL",30-JAN-14 11.25.48.587000000 AM,"guestUser",02-MAY-13 09.48.38.723000000 AM
1277174,"0",42,"ZOEASANDY",07-MAY-14 03.24.11.127000000 PM,"guestUser",02-MAY-13 10.17.26.590000000 AM
1277177,"1",8,"JMLAGRO",08-AUG-14 09.11.19.335000000 AM,"guestUser",02-MAY-13 10.36.54.052000000 AM
1277179,"0",31,"ZOEASANDY",24-JAN-14 03.25.09.988000000 PM,"guestUser",02-MAY-13 10.49.06.064000000 AM
1277193,"0",30,"LISACAMPBELL",24-JAN-14 11.24.39.003000000 AM,"guestUser",02-MAY-13 12.24.34.734000000 PM
1277199,"0",18,"ZOEASANDY",30-JAN-14 02.55.05.163000000 PM,"guestUser",02-MAY-13 01.30.12.339000000 PM
1277201,"0",19,"LISACAMPBELL",24-JAN-14 11.26.08.368000000 AM,"guestUser",02-MAY-13 01.49.30.530000000 PM
1277203,"0",10,"PJHEID",27-FEB-14 03.49.23.281000000 PM,"guestUser",02-MAY-13 01.51.49.515000000 PM
1277206,"0",31,"JMLAGRO",02-APR-14 06.38.59.601000000 AM,"guestUser",02-MAY-13 02.26.47.035000000 PM
1277208,"0",14,"JOYSPEZIALE",24-JAN-14 05.30.26.474000000 PM,"guestUser",02-MAY-13 02.36.25.668000000 PM
1277230,"0",2,"JMLAGRO",11-MAR-14 09.40.05.521000000 AM,"guestUser",03-MAY-13 11.04.04.514000000 AM
1277239,"0",10,"JOYSPEZIALE",08-MAY-14 01.40.20.695000000 PM,"guestUser",03-MAY-13 01.49.15.792000000 PM
1277243,"0",22,"JMLAGRO",04-NOV-13 01.52.33.647000000 PM,"guestUser",06-MAY-13 07.55.50.297000000 AM
1277270,"0",15,"JOYSPEZIALE",28-MAR-14 11.55.44.510000000 AM,"guestUser",06-MAY-13 11.08.38.156000000 AM
1277271,"0",21,"ZOEASANDY",30-JAN-14 03.54.42.275000000 PM,"guestUser",06-MAY-13 11.26.41.609000000 AM
1277276,"0",21,"JOYSPEZIALE",11-APR-14 06.53.05.415000000 PM,"guestUser",06-MAY-13 11.52.37.947000000 AM
1277279,"0",22,"ZOEASANDY",27-JAN-14 12.51.12.398000000 PM,"guestUser",06-MAY-13 12.11.56.123000000 PM
1277298,"0",19,"LISACAMPBELL",24-JAN-14 11.27.21.322000000 AM,"guestUser",06-MAY-13 02.05.36.122000000 PM
1277300,"0",17,"SHERSAYLER",17-APR-14 10.44.05.105000000 AM,"guestUser",06-MAY-13 02.20.23.216000000 PM
1277448,"0",21,"ZOEASANDY",27-MAR-14 02.47.53.570000000 PM,"guestUser",10-MAY-13 03.21.20.485000000 PM
1277452,"0",1,"guestUser",30-JUL-14 01.09.55.811000000 PM,"guestUser",10-MAY-13 04.04.38.537000000 PM
1277455,"0",23,"ZOEASANDY",24-JAN-14 04.05.22.523000000 PM,"guestUser",13-MAY-13 08.03.14.826000000 AM
1277456,"0",7,"ZOEASANDY",10-APR-14 03.59.18.551000000 PM,"guestUser",13-MAY-13 08.13.10.901000000 AM
1277457,"0",23,"ZOEASANDY",24-JAN-14 04.09.38.807000000 PM,"guestUser",13-MAY-13 08.20.21.584000000 AM
1277458,"0",21,"ZOEASANDY",24-MAR-14 01.33.22.182000000 PM,"guestUser",13-MAY-13 08.27.53.959000000 AM
1277460,"0",17,"ZOEASANDY",24-MAR-14 01.42.54.423000000 PM,"guestUser",13-MAY-13 08.41.43.511000000 AM
1277463,"0",12,"JOYSPEZIALE",27-JAN-14 01.24.08.178000000 PM,"guestUser",13-MAY-13 08.59.56.159000000 AM
1277464,"0",6,"JMLAGRO",02-DEC-13 01.21.15.749000000 PM,"guestUser",13-MAY-13 09.05.36.561000000 AM
1277465,"0",18,"JOYSPEZIALE",27-JAN-14 01.12.26.516000000 PM,"guestUser",13-MAY-13 09.14.04.949000000 AM
1277466,"0",15,"ZOEASANDY",22-APR-14 04.11.02.851000000 PM,"guestUser",13-MAY-13 09.20.29.060000000 AM
1277467,"0",17,"JOYSPEZIALE",27-JAN-14 12.55.59.520000000 PM,"guestUser",13-MAY-13 09.29.33.915000000 AM
1277468,"0",19,"JOYSPEZIALE",27-JAN-14 12.35.47.278000000 PM,"guestUser",13-MAY-13 09.36.37.802000000 AM
1277469,"0",15,"JOYSPEZIALE",27-JAN-14 12.26.26.390000000 PM,"guestUser",13-MAY-13 09.45.50.791000000 AM
1277470,"0",17,"ZOEASANDY",05-FEB-14 04.30.32.029000000 PM,"guestUser",13-MAY-13 09.56.05.263000000 AM
1277472,"0",20,"ZOEASANDY",05-FEB-14 04.37.22.799000000 PM,"guestUser",13-MAY-13 10.37.23.379000000 AM
1277474,"0",24,"LISACAMPBELL",07-FEB-14 12.00.22.093000000 AM,"guestUser",13-MAY-13 10.56.45.141000000 AM
1277479,"0",17,"PAULASOLL",20-MAR-14 11.00.59.698000000 PM,"guestUser",13-MAY-13 01.57.22.909000000 PM
1277481,"0",19,"JUDITHSZEGEDI",27-JAN-14 12.10.33.993000000 PM,"guestUser",13-MAY-13 02.13.53.713000000 PM
1277482,"0",19,"LISACAMPBELL",03-FEB-14 04.53.13.966000000 PM,"guestUser",13-MAY-13 02.20.16.791000000 PM
1277483,"0",14,"JOYSPEZIALE",14-APR-14 05.40.11.332000000 PM,"guestUser",13-MAY-13 02.29.47.654000000 PM
1277492,"0",20,"JUDITHSZEGEDI",24-JAN-14 07.05.15.132000000 PM,"guestUser",13-MAY-13 03.26.37.296000000 PM
1277494,"1",6,"JMLAGRO",15-APR-14 07.25.14.861000000 AM,"guestUser",13-MAY-13 04.11.23.445000000 PM
1277504,"0",20,"LISACAMPBELL",24-JAN-14 12.17.19.763000000 PM,"guestUser",14-MAY-13 09.31.26.562000000 AM
1277508,"1",22,"PAULASOLL",21-AUG-14 10.20.52.632000000 AM,"guestUser",14-MAY-13 10.01.51.580000000 AM
1277509,"1",7,"JMLAGRO",15-APR-14 07.28.42.868000000 AM,"guestUser",14-MAY-13 10.09.46.786000000 AM
1277511,"0",17,"JOYSPEZIALE",27-JAN-14 11.31.33.958000000 AM,"guestUser",14-MAY-13 10.28.59.657000000 AM
1277512,"0",14,"JOYSPEZIALE",14-APR-14 06.42.03.226000000 PM,"guestUser",14-MAY-13 10.35.38.882000000 AM
1277513,"0",15,"JOYSPEZIALE",14-APR-14 07.00.42.095000000 PM,"guestUser",14-MAY-13 10.42.52.277000000 AM
1277514,"0",21,"PAULASOLL",28-JAN-14 02.01.54.695000000 PM,"guestUser",14-MAY-13 10.50.39.759000000 AM
1277515,"0",6,"JMLAGRO",06-NOV-13 09.44.10.493000000 AM,"guestUser",14-MAY-13 10.58.41.218000000 AM
1277516,"0",19,"PAULASOLL",03-FEB-14 12.30.38.244000000 PM,"guestUser",14-MAY-13 11.08.44.958000000 AM
1277517,"0",18,"PAULASOLL",20-MAR-14 11.29.01.976000000 PM,"guestUser",14-MAY-13 11.14.43.277000000 AM
1277528,"0",11,"PJHEID",04-APR-14 05.19.52.179000000 PM,"guestUser",14-MAY-13 02.31.03.499000000 PM
1277529,"0",14,"JOYSPEZIALE",27-JAN-14 11.21.16.778000000 AM,"guestUser",14-MAY-13 02.41.31.322000000 PM
1277534,"0",15,"JOYSPEZIALE",24-JAN-14 07.57.19.642000000 PM,"guestUser",14-MAY-13 03.12.11.038000000 PM
1277536,"0",15,"JOYSPEZIALE",24-JAN-14 07.51.59.718000000 PM,"guestUser",14-MAY-13 03.19.16.881000000 PM
1277542,"0",24,"PJHEID",24-NOV-13 09.17.00.672000000 PM,"guestUser",14-MAY-13 05.07.15.981000000 PM
1277547,"0",22,"ZOEASANDY",05-FEB-14 04.55.13.989000000 PM,"guestUser",15-MAY-13 08.49.34.768000000 AM
