g_cmn_enty_sk,g_adr_usg_ty_cd,g_adr_sk,g_adr_usg_seq_num,g_adr_glbl_sig_cd,g_adr_usg_ty_sig_cd,g_adr_usg_chg_rsn_cd,g_adr_usg_stat_cd,g_adr_usg_end_dt,g_adr_usg_beg_dt,g_attn_nam,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,g_dummy_ind,g_dummy_ts,g_dummy_user_id
1000078.0,S,1182513.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000079.0,B,1183683.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000079.0,M,1184948.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000079.0,S,1182514.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000080.0,B,1183684.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000080.0,M,1184949.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000080.0,S,1182515.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000081.0,B,1183685.0,3.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,4.0,AVFAUL,06-MAY-20 11.35.43.984000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000081.0,M,1184950.0,1.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,4.0,AVFAUL,06-MAY-20 11.35.44.018000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000081.0,S,1182516.0,2.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,4.0,AVFAUL,06-MAY-20 11.35.43.971000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000081.0,S,11842196.0,3.0,,P,,A,2020-10-01 00:00:00,2013-10-01 00:00:00,,2.0,B-Term-Prov-Trigger_3378135.00,01-OCT-20 06.11.31.638911000 PM,JMLAGRO,30-DEC-14 10.07.11.185000000 AM,N,,
1000081.0,B,11842198.0,1.0,,P,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,0.0,JMLAGRO,30-DEC-14 10.07.11.399000000 AM,JMLAGRO,30-DEC-14 10.07.11.399000000 AM,N,,
1000081.0,BK,11842195.0,1.0,,S,,A,2020-10-01 00:00:00,2013-10-01 00:00:00,,1.0,B-Term-Prov-Trigger_3378135.00,01-OCT-20 06.11.31.638911000 PM,JMLAGRO,30-DEC-14 10.07.11.175000000 AM,N,,
1000081.0,M,11842197.0,1.0,,P,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,1.0,JMLAGRO,30-DEC-14 10.07.11.355000000 AM,JMLAGRO,30-DEC-14 10.07.11.259000000 AM,N,,
1000082.0,B,1183686.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000082.0,M,1184951.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000082.0,S,1182517.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000083.0,B,1183687.0,3.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,8.0,JMLAGRO,11-JAN-18 05.20.44.719000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000083.0,B,11332540.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,3.0,JMLAGRO,11-JAN-18 05.20.44.719000000 PM,JMLAGRO,07-NOV-13 10.19.25.455000000 AM,N,,
1000083.0,BK,11332541.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,0.0,JMLAGRO,07-NOV-13 10.19.25.499000000 AM,JMLAGRO,07-NOV-13 10.19.25.499000000 AM,N,,
1000083.0,M,1184952.0,1.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,8.0,JMLAGRO,11-JAN-18 05.20.44.719000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000083.0,S,1182518.0,2.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,8.0,JMLAGRO,11-JAN-18 05.20.44.719000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000083.0,S,11332542.0,3.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,6.0,JMLAGRO,11-JAN-18 05.20.44.719000000 PM,JMLAGRO,07-NOV-13 10.19.25.514000000 AM,N,,
1000083.0,M,11332539.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,9.0,JMLAGRO,11-JAN-18 05.20.44.719000000 PM,JMLAGRO,07-NOV-13 10.19.25.366000000 AM,N,,
1000084.0,B,1183688.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000084.0,M,1184953.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000084.0,S,1182519.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000085.0,B,1183689.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000085.0,M,1184954.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000085.0,S,1182520.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000086.0,B,1183690.0,3.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,7.0,MMANYGUNS,06-JUL-15 12.07.58.391000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000086.0,M,1184955.0,1.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,7.0,MMANYGUNS,06-JUL-15 12.07.58.359000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000086.0,S,1182521.0,2.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,7.0,MMANYGUNS,06-JUL-15 12.07.58.397000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000086.0,S,11816772.0,1.0,,P,,A,2017-01-01 00:00:00,2013-10-01 00:00:00,,9.0,B-Term-Prov-Trigger_2549575.00,22-MAY-19 06.01.26.958361000 PM,JUDITHSZEGEDI,18-JUL-14 12.34.47.151000000 PM,N,,
1000086.0,B,11816774.0,1.0,,P,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,8.0,MMANYGUNS,06-JUL-15 12.07.58.381000000 PM,JUDITHSZEGEDI,18-JUL-14 12.34.47.371000000 PM,N,,
1000086.0,BK,11816775.0,1.0,,S,,A,2017-01-01 00:00:00,2013-10-01 00:00:00,,1.0,B-Term-Prov-Trigger_2549575.00,22-MAY-19 06.01.26.958361000 PM,JUDITHSZEGEDI,18-JUL-14 12.34.47.525000000 PM,N,,
1000086.0,M,11816773.0,1.0,,P,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,8.0,MMANYGUNS,06-JUL-15 12.07.58.423000000 PM,JUDITHSZEGEDI,18-JUL-14 12.34.47.274000000 PM,N,,
1000087.0,B,1183691.0,3.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,8.0,JMLAGRO,05-AUG-15 11.01.42.885000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000087.0,B,11332578.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,3.0,JMLAGRO,05-AUG-15 11.01.42.885000000 AM,JMLAGRO,07-NOV-13 01.36.41.329000000 PM,N,,
1000087.0,BK,11332575.0,1.0,,S,,A,2025-07-25 00:00:00,2013-10-01 00:00:00,,1.0,B-Term-Prov-Trigger_1482925.00,25-JUL-25 06.01.54.240140000 PM,JMLAGRO,07-NOV-13 01.36.41.154000000 PM,N,,
1000087.0,M,1184956.0,1.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,8.0,JMLAGRO,05-AUG-15 11.01.42.885000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000087.0,M,11332577.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,10.0,SHAHAAS,06-DEC-18 08.22.58.416000000 AM,JMLAGRO,07-NOV-13 01.36.41.243000000 PM,N,,
1000087.0,S,1182522.0,2.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,8.0,JMLAGRO,05-AUG-15 11.01.42.885000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000087.0,S,11332576.0,3.0,,S,,A,2025-07-25 00:00:00,2013-10-01 00:00:00,,7.0,B-Term-Prov-Trigger_1482925.00,25-JUL-25 06.01.54.240140000 PM,JMLAGRO,07-NOV-13 01.36.41.169000000 PM,N,,
1000088.0,B,1183692.0,3.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,LKHUNT,14-FEB-19 11.13.52.674000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000088.0,M,1184957.0,1.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,LKHUNT,14-FEB-19 11.13.52.694000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000088.0,S,1182523.0,2.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,LKHUNT,14-FEB-19 11.13.52.703000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000088.0,S,11847083.0,1.0,,S,,A,2025-07-25 00:00:00,2013-10-01 00:00:00,,4.0,B-Term-Prov-Trigger_1482925.00,25-JUL-25 06.01.54.240140000 PM,DANIELLAESTRELLA,09-FEB-15 10.38.13.012000000 AM,N,,
1000088.0,B,11847085.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,2.0,DANIELLAESTRELLA,14-MAR-16 04.31.21.471000000 PM,DANIELLAESTRELLA,09-FEB-15 10.38.13.118000000 AM,N,,
1000088.0,BK,11847082.0,1.0,,S,,A,2025-07-25 00:00:00,2013-10-01 00:00:00,,1.0,B-Term-Prov-Trigger_1482925.00,25-JUL-25 06.01.54.240140000 PM,DANIELLAESTRELLA,09-FEB-15 10.38.12.994000000 AM,N,,
1000088.0,M,11847084.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,2.0,DANIELLAESTRELLA,14-MAR-16 04.31.21.471000000 PM,DANIELLAESTRELLA,09-FEB-15 10.38.13.092000000 AM,N,,
1000089.0,B,1183693.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000089.0,S,1182524.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000089.0,M,1184958.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000090.0,B,1183695.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000090.0,M,1184960.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000090.0,S,1182526.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000091.0,B,1183696.0,3.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,MMANYGUNS,29-APR-15 04.02.30.072000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000091.0,M,1184961.0,1.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,MMANYGUNS,29-APR-15 04.02.30.121000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000091.0,S,1182527.0,2.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,5.0,MMANYGUNS,29-APR-15 04.02.30.094000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000091.0,S,11821179.0,3.0,,P,,A,2017-01-01 00:00:00,2013-10-01 00:00:00,,6.0,B-Term-Prov-Trigger_2593491.00,18-JUN-19 06.01.11.872391000 PM,JOYSPEZIALE,12-AUG-14 11.49.44.804000000 AM,N,,
1000091.0,B,11821181.0,1.0,,P,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,3.0,MMANYGUNS,29-APR-15 04.02.30.133000000 PM,JOYSPEZIALE,12-AUG-14 11.49.44.995000000 AM,N,,
1000091.0,BK,11821178.0,1.0,,S,,A,2017-01-01 00:00:00,2013-10-01 00:00:00,,1.0,B-Term-Prov-Trigger_2593491.00,18-JUN-19 06.01.11.872391000 PM,JOYSPEZIALE,12-AUG-14 11.49.44.780000000 AM,N,,
1000091.0,M,11821180.0,1.0,,P,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,3.0,MMANYGUNS,29-APR-15 04.02.30.147000000 PM,JOYSPEZIALE,12-AUG-14 11.49.44.921000000 AM,N,,
1000092.0,B,1183697.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000092.0,M,1184962.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000092.0,S,1182528.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000093.0,B,1183698.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000093.0,M,1184963.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000093.0,S,1182529.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000094.0,B,1183699.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000094.0,M,1184964.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000094.0,S,1182530.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000095.0,B,1184165.0,3.0,T,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000095.0,M,1186498.0,1.0,P,P, ,A,9999-12-31 00:00:00,1899-12-29 00:00:00,,0.0,CR2141_DATACORRECTION,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000095.0,S,1182996.0,2.0,S,P, ,A,2015-10-04 00:00:00,1899-12-29 00:00:00,,0.0,CR1906_SET_ENDDT_4OCT15,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000096.0,B,1184168.0,3.0,T,S, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,B-Term-Prov-Trigger_717958.00,02-OCT-15 06.01.44.206020000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000096.0,M,1186501.0,1.0,P,S, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,B-Term-Prov-Trigger_717958.00,02-OCT-15 06.01.44.206020000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000096.0,S,1182999.0,2.0,S,S, ,A,2011-12-31 00:00:00,1899-12-29 00:00:00,,2.0,B-Term-Prov-Trigger_717958.00,02-OCT-15 06.01.44.206020000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000097.0,B,1184169.0,3.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,20.0,HRJOHNSON,03-SEP-25 11.40.08.446000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000097.0,M,1186502.0,1.0,,S, ,A,2013-09-30 00:00:00,1899-12-29 00:00:00,,21.0,HRJOHNSON,03-SEP-25 11.40.08.446000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000097.0,M,12278492.0,0.0,,S,I,A,2024-05-12 00:00:00,2019-03-20 00:00:00,,11.0,ANDOLL,21-NOV-25 11.25.59.983000000 AM,ANNDOLL,20-MAR-19 12.03.27.410000000 PM,N,,
1000097.0,M,13023114.0,0.0,,S,,A,9999-12-31 00:00:00,2024-05-13 00:00:00,,10.0,HRJOHNSON,03-SEP-25 11.40.08.446000000 AM,TONIWORKMAN,13-MAY-24 07.23.45.464000000 AM,N,,
1000097.0,S,1183000.0,2.0,,S, ,A,2013-09-30 00:00:00,1899-12-29 00:00:00,,11.0,HRJOHNSON,18-AUG-25 12.18.57.720000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000097.0,S,11356561.0,3.0,,S,I,A,2025-08-17 00:00:00,2013-10-01 00:00:00,,5.0,TONIWORKMAN,11-NOV-25 08.56.20.580000000 AM,JMLAGRO,17-MAR-14 03.17.55.608000000 PM,N,,
1000097.0,B,11356563.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,22.0,HRJOHNSON,03-SEP-25 11.40.08.446000000 AM,JMLAGRO,17-MAR-14 03.17.55.710000000 PM,N,,
1000097.0,BK,11356560.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,0.0,JMLAGRO,17-MAR-14 03.17.55.593000000 PM,JMLAGRO,17-MAR-14 03.17.55.593000000 PM,N,,
1000097.0,M,11356562.0,5.0,,S,I,A,2019-03-19 00:00:00,2013-10-01 00:00:00,,24.0,ANDOLL,21-NOV-25 11.26.00.112000000 AM,JMLAGRO,17-MAR-14 03.17.55.622000000 PM,N,,
1000097.0,S,13221080.0,0.0,,S,,A,9999-12-31 00:00:00,2025-08-18 00:00:00,,1.0,HRJOHNSON,03-SEP-25 11.40.08.446000000 AM,HRJOHNSON,18-AUG-25 12.18.57.819000000 PM,N,,
1000098.0,M,12332615.0,0.0,,S,,A,2024-08-06 00:00:00,2019-09-11 00:00:00,,1.0,TONIWORKMAN,07-AUG-24 10.44.22.695000000 AM,MLMOOS,11-SEP-19 05.46.06.511000000 PM,N,,
1000098.0,M,13061942.0,0.0,,S,I,A,9999-12-31 00:00:00,2024-08-07 00:00:00,,0.0,TONIWORKMAN,07-AUG-24 10.44.22.571000000 AM,TONIWORKMAN,07-AUG-24 10.44.22.571000000 AM,N,,
1000098.0,S,1183002.0,2.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,8.0,JMLAGRO,04-AUG-15 08.09.12.230000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000098.0,B,1184171.0,3.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,8.0,JMLAGRO,04-AUG-15 08.09.12.237000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000098.0,M,1186504.0,1.0,,S, ,A,2013-09-30 00:00:00,1899-12-29 00:00:00,,9.0,MLMOOS,11-SEP-19 05.46.06.404000000 PM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000098.0,B,11802159.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,9.0,JMLAGRO,04-AUG-15 08.09.12.160000000 AM,PJHEID,11-JUN-14 08.48.43.009000000 AM,N,,
1000098.0,BK,11802156.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,0.0,PJHEID,11-JUN-14 08.48.42.797000000 AM,PJHEID,11-JUN-14 08.48.42.797000000 AM,N,,
1000098.0,M,11802158.0,1.0,,S,I,A,2019-09-10 00:00:00,2013-10-01 00:00:00,,11.0,ANDOLL,21-NOV-25 11.27.45.124000000 AM,PJHEID,11-JUN-14 08.48.42.918000000 AM,N,,
1000098.0,S,11802157.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,9.0,JMLAGRO,04-AUG-15 08.09.12.218000000 AM,PJHEID,11-JUN-14 08.48.42.829000000 AM,N,,
1000099.0,B,1184173.0,3.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,6.0,THENDERSON,21-AUG-15 08.23.07.460000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000099.0,B,11802118.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,4.0,THENDERSON,21-AUG-15 08.23.07.445000000 AM,PJHEID,10-JUN-14 11.09.52.177000000 PM,N,,
1000099.0,BK,11802119.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,0.0,PJHEID,10-JUN-14 11.09.52.294000000 PM,PJHEID,10-JUN-14 11.09.52.294000000 PM,N,,
1000099.0,M,1186506.0,1.0,,S, ,A,2013-09-30 00:00:00,1899-12-29 00:00:00,,7.0,ANNDOLL,23-SEP-19 08.19.17.000000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000099.0,M,11802117.0,1.0,,S,I,A,2019-09-22 00:00:00,2013-10-01 00:00:00,,6.0,ANNDOLL,23-SEP-19 08.19.16.980000000 AM,PJHEID,10-JUN-14 11.09.52.094000000 PM,N,,
1000099.0,M,12335904.0,0.0,,S,,A,2024-08-06 00:00:00,2019-09-23 00:00:00,,1.0,TONIWORKMAN,07-AUG-24 09.25.26.019000000 AM,ANNDOLL,23-SEP-19 08.19.16.952000000 AM,N,,
1000099.0,M,13061854.0,0.0,,S,I,A,9999-12-31 00:00:00,2024-08-07 00:00:00,,0.0,TONIWORKMAN,07-AUG-24 09.25.26.099000000 AM,TONIWORKMAN,07-AUG-24 09.25.26.099000000 AM,N,,
1000099.0,S,1183004.0,2.0,,S, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,6.0,THENDERSON,21-AUG-15 08.23.07.467000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000099.0,S,11802116.0,1.0,,S,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,4.0,THENDERSON,21-AUG-15 08.23.07.426000000 AM,PJHEID,10-JUN-14 11.09.52.070000000 PM,N,,
1000100.0,B,1184238.0,3.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,9.0,JMLAGRO,04-AUG-15 10.12.21.098000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000100.0,M,1186571.0,1.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,9.0,JMLAGRO,04-AUG-15 10.12.21.118000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000100.0,S,1183069.0,2.0,,P, ,A,2013-09-30 11:22:33,1899-12-29 00:00:00,,9.0,JMLAGRO,04-AUG-15 10.12.21.111000000 AM,Provider Conversion,30-MAR-13 03.37.16.000000000 AM,N,,
1000100.0,S,11804872.0,3.0,,P,,A,2018-01-31 00:00:00,2013-10-01 00:00:00,,8.0,B-Term-Prov-Trigger_1806955.00,31-JAN-18 06.01.08.752101000 PM,JMLAGRO,18-JUN-14 03.29.09.588000000 PM,N,,
1000100.0,B,11804874.0,1.0,,P,,A,9999-12-31 00:00:00,2013-10-01 00:00:00,,11.0,JMLAGRO,04-AUG-15 10.12.21.143000000 AM,JMLAGRO,18-JUN-14 03.29.09.707000000 PM,N,,
