g_cmn_enty_sk,g_prefrd_commun_mthd_cd,g_sec_commun_mthd_cd,g_cmn_enty_ty_cd,g_void_ind,g_note_set_sk,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,g_dummy_ind,g_dummy_ts,g_dummy_user_id
1000173.0,,,P,N,,1373.0,USHASHA,18-MAR-26 12.19.31.584000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000174.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000175.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000176.0,,,P,N,,3.0,Provider Conversion,08-MAR-14 12.40.53.808000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000177.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000178.0,,,P,N,,3.0,Provider Conversion,26-AUG-14 03.06.13.470000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000179.0,,,P,N,,3.0,Provider Conversion,03-JAN-14 01.12.01.932000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000180.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000181.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000182.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000183.0,,,P,N,,7.0,MAGDALENAHANUSIA,10-JUL-14 03.57.39.663000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000184.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000185.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000186.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000187.0,,,P,N,,3.0,Provider Conversion,28-JAN-15 05.58.04.216000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000188.0,,,P,N,,3.0,Provider Conversion,07-APR-14 08.14.29.684000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000189.0,,,P,N,,52.0,Provider Conversion,12-MAR-26 01.44.18.384000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000190.0,,,P,N,,8.0,JLWILKE,29-JUL-14 12.35.21.080000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000191.0,,,P,N,,25.0,CKRAFT,24-SEP-14 07.22.21.965000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000192.0,,,P,N,,3.0,Provider Conversion,14-MAY-14 01.01.48.280000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000193.0,,,P,N,,3.0,Provider Conversion,16-MAY-14 10.57.59.461000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000194.0,,,P,N,,3.0,Provider Conversion,16-MAY-14 03.28.12.615000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000195.0,,,P,N,,9.0,JLWILKE,25-JUL-14 08.36.28.755000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000196.0,,,P,N,,3.0,Provider Conversion,16-MAY-14 10.39.42.810000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000197.0,,,P,N,,3.0,Provider Conversion,13-MAY-14 02.12.30.886000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000198.0,,,P,N,,3.0,Provider Conversion,16-MAY-14 12.00.15.802000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000199.0,,,P,N,,8.0,MMANYGUNS,10-AUG-15 09.37.19.740000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000200.0,,,P,N,,3.0,Provider Conversion,16-MAY-14 09.11.32.184000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000201.0,,,P,N,,8.0,JLWILKE,25-JUL-14 08.34.38.507000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000202.0,,,P,N,,4.0,Provider Conversion,21-APR-15 03.57.05.548000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000203.0,,,P,N,,4.0,Provider Conversion,07-JAN-15 01.28.52.342000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000204.0,,,P,N,,9.0,JLWILKE,25-JUL-14 08.27.39.141000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000205.0,,,P,N,,3.0,Provider Conversion,16-MAY-14 09.58.41.663000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000206.0,,,P,N,,3.0,Provider Conversion,16-MAY-14 10.53.59.066000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000207.0,,,P,N,,3.0,Provider Conversion,14-MAY-14 08.32.15.415000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000208.0,,,P,N,,4.0,Provider Conversion,07-JAN-15 01.42.19.583000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000209.0,,,P,N,,3.0,Provider Conversion,16-MAY-14 11.35.07.746000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000210.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000211.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000212.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000213.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000214.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000215.0,,,P,N,,40.0,TWOLF,18-AUG-15 02.13.58.243000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000216.0,,,P,N,,7.0,TWOLF,06-FEB-15 04.16.31.926000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000217.0,,,P,N,,18.0,TWOLF,27-FEB-15 02.13.32.687000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000218.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000219.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000220.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000221.0,,,P,N,,13.0,THENDERSON,14-AUG-15 10.32.44.641000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000222.0,,,P,N,,126.0,MMANYGUNS,13-APR-23 03.33.06.772000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000223.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000224.0,,,P,N,,6.0,NEERUSHARMA,26-JUN-15 11.17.56.376000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000225.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000226.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000227.0,,,P,N,,3.0,Provider Conversion,28-MAR-14 07.19.45.784000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000228.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000229.0,,,P,N,,19.0,THENDERSON,14-AUG-15 10.37.07.222000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000230.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000231.0,,,P,N,,3.0,Provider Conversion,30-APR-14 02.25.23.776000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000232.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000233.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000234.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000235.0,,,P,N,,10.0,PJHEID,10-AUG-15 04.53.16.671000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000236.0,,,P,N,,9.0,PJHEID,10-FEB-15 11.08.38.198000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000237.0,,,P,N,,3.0,Provider Conversion,20-APR-15 10.59.27.680000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000238.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000239.0,,,P,N,,3.0,Provider Conversion,29-JAN-14 12.42.03.223000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000240.0,,,P,N,,21.0,MAURICIOPENERAND,03-AUG-15 02.33.14.482000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000241.0,,,P,N,,9769.0,MELISSABULGER,11-MAR-24 07.07.20.477000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000242.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000243.0,,,P,N,,28.0,MMANYGUNS,21-JUL-15 12.49.48.117000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000244.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000245.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000246.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000247.0,,,P,N,,43.0,JMLAGRO,02-MAR-15 01.09.25.720000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000248.0,,,P,N,,2.0,Provider Conversion,09-OCT-13 07.39.07.716000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000249.0,,,P,N,,352.0,MELISSABULGER,26-JAN-24 10.26.56.610000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000250.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000251.0,,,P,N,,7.0,DOMINICKNGANTOU,03-SEP-14 02.59.22.323000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000252.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000253.0,,,P,N,,1.0,Provider Conversion,23-JUN-16 03.36.04.017000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000254.0,,,P,N,,28.0,MMANYGUNS,18-AUG-15 01.58.03.717000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000255.0,,,P,N,,6.0,MMANYGUNS,03-FEB-15 08.08.52.645000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000256.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000257.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000258.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000259.0,,,P,N,,13.0,MAURICIOPENERAND,03-AUG-15 02.57.25.890000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000260.0,,,P,N,,3.0,Provider Conversion,10-MAR-14 05.35.16.804000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000261.0,,,P,N,,2.0,Provider Conversion,16-FEB-15 03.43.59.606000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000262.0,,,P,N,,12.0,JMLAGRO,11-AUG-15 12.39.16.871000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000263.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000264.0,,,P,N,,18.0,THENDERSON,13-AUG-15 04.21.05.858000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000265.0,,,P,N,,6.0,KWOODALL,24-SEP-14 03.45.58.681000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000266.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000267.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000268.0,,,P,N,,33.0,ESTHERSHAHPAR,11-NOV-14 04.36.21.478000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000269.0,,,P,N,,20.0,PJHEID,29-JUN-15 04.22.43.290000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000270.0,,,P,N,,3.0,Provider Conversion,30-JAN-14 02.49.35.730000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000271.0,,,P,N,,12.0,BRENDAPEREZESCOB,13-MAY-15 12.08.44.182000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000272.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000273.0,,,P,N,,15.0,JMLAGRO,27-JAN-15 12.27.40.322000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000274.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000275.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000276.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000277.0,,,P,N,,8.0,SHERSAYLER,30-MAR-14 03.16.49.034000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000278.0,,,P,N,,23.0,RRUD,20-AUG-15 03.10.52.149000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000279.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000280.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000281.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000282.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000283.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000284.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000285.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000286.0,,,P,N,,25.0,PJHEID,30-JUN-15 11.09.15.891000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000287.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000288.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000289.0,,,P,N,,1.0,Provider Conversion,16-APR-13 10.59.06.029000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000290.0,,,P,N,,9.0,ESTHERSHAHPAR,24-MAR-15 04.28.24.115000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000291.0,,,P,N,,3.0,Provider Conversion,03-DEC-13 06.34.48.289000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000292.0,,,P,N,,2.0,Provider Conversion,27-JAN-15 11.02.12.227000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000293.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000294.0,,,P,N,,8.0,JMLAGRO,17-MAR-15 07.50.23.640000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000295.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000296.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000297.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000298.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000299.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000300.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000301.0,,,P,N,,1.0,Provider Conversion,06-FEB-18 09.16.49.318000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000302.0,,,P,N,,42.0,CAROLREEVES,26-JUN-15 01.42.22.927000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000303.0,,,P,N,,359.0,ESTHERSHAHPAR,26-MAR-26 09.01.00.035000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000304.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000305.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000306.0,,,P,N,,349.0,ESTHERSHAHPAR,18-AUG-23 11.25.49.425000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000307.0,,,P,N,,12.0,CAROLREEVES,26-JUN-15 01.21.37.100000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000308.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000309.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000310.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000311.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000312.0,,,P,N,,10.0,JMLAGRO,02-JUL-15 07.53.22.526000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000313.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000314.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000315.0,,,P,N,,9.0,JMLAGRO,04-SEP-14 08.31.35.347000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000316.0,,,P,N,,17.0,JMLAGRO,21-JUL-15 08.51.21.058000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000317.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000318.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000319.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000320.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000321.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000322.0,,,P,N,,4.0,CHRISTIANGONZALE,23-JAN-15 11.16.16.423000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000323.0,,,P,N,,1.0,Provider Conversion,27-MAR-18 01.07.15.407000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000324.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000325.0,,,P,N,,18.0,MMANYGUNS,26-FEB-15 02.13.15.155000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000326.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000327.0,,,P,N,,298.0,DANIELLAESTRELLA,02-APR-26 10.21.45.961000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000328.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000329.0,,,P,N,,23.0,JMLAGRO,02-MAR-15 01.36.20.269000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000330.0,,,P,N,,13.0,MMANYGUNS,26-FEB-15 12.34.40.834000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000331.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000332.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000333.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000334.0,,,P,N,,33.0,CAROLREEVES,31-JUL-15 08.12.51.129000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000335.0,,,P,N,,35.0,MMANYGUNS,22-JUL-15 03.00.33.307000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000336.0,,,P,N,,33.0,JMLAGRO,05-AUG-15 12.24.30.592000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000337.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000338.0,,,P,N,,1.0,Provider Conversion,03-NOV-17 02.29.04.470000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000339.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000340.0,,,P,N,,33.0,USHASHA,30-JUL-15 02.03.17.436000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000341.0,,,P,N,,39.0,PJHEID,03-DEC-14 08.52.37.440000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000342.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000343.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000344.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000345.0,,,P,N,,31.0,JMLAGRO,27-JUL-15 12.48.27.279000000 PM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
1000346.0,,,P,N,,0.0,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,Provider Conversion,28-MAR-13 03.52.06.000000000 AM,N,,
