"P_RPT_CMS_UPD_SK","P_REC_TYPE","P_IFACE_PRCS_DT","P_MMIS_ID","P_PROV_NAM","P_ERR_MSG_TEXT","L_HIBERNATE_VER_NUM","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
200," ",22-SEP-25,"1459535","Community Health Service Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
201," ",22-SEP-25,"1461963","Spectra Health","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
202," ",22-SEP-25,"1459654","Family HealthCare Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
203," ",22-SEP-25,"1464996","Coal Country Community Health Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
204," ",22-SEP-25,"1467396","Family Health Care Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
205," ",22-SEP-25,"1468309","Coal Country Community Health Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
206," ",22-SEP-25,"1471043","NORTHLAND HEALTH PARTNERS COMMUNITY HEALTH CENTER","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
207," ",22-SEP-25,"1472788","Family HealthCare Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
208," ",22-SEP-25,"1473012","Northland Health Partners Community Health Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
209," ",22-SEP-25,"1479528","Amy L Covert","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
210," ",22-SEP-25,"1451396","Richardton Health Center Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
211," ",22-SEP-25,"1454540","Walhalla Community Hospital Association","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
212," ",22-SEP-25,"1458173","St Marys Regional Health Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
213," ",22-SEP-25,"1452839","Elm Crest Manor","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
214," ",22-SEP-25,"1454518","Western Horizons Living Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
215," ",22-SEP-25,"1454648","Ashley Medical Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
216," ",22-SEP-25,"1463078","Benedictine Living Communities Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
217," ",22-SEP-25,"1456930","Bethany on 42nd","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
218," ",22-SEP-25,"1455221","Dunseith Community Nursing Home","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
219," ",22-SEP-25,"1463532","Parkside Lutheran Home","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
220," ",22-SEP-25,"1461890","Perham Hospital District","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
221," ",22-SEP-25,"1457283","Aneta Nursing Home Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
222," ",22-SEP-25,"1460364","American Lutheran Homes Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
223," ",22-SEP-25,"1456872","Trinity Homes","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
224," ",22-SEP-25,"1460455","LSS of Frazee LLC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
225," ",22-SEP-25,"1460704","Missouri Slope Lutheran Care Center Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
226," ",22-SEP-25,"1457679","Kittson Memorial Hospital Association","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
227," ",22-SEP-25,"1459597","St Lukes Home","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
228," ",22-SEP-25,"1457910","4000 Valley Square Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
229," ",22-SEP-25,"1456067","City of Ulen Municipal Liquor Store and Viking Manor","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
230," ",22-SEP-25,"1461296","St Francis Home","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
231," ",22-SEP-25,"1465079","McKenzie County Healthcare Systems","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
232," ",22-SEP-25,"1465543","Valley Care and Rehab LLC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
233," ",22-SEP-25,"1452491","Quality Living Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
234," ",22-SEP-25,"1472338","Green Pine Acres Nursing Home","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
235," ",22-SEP-25,"1472402","Lyngblomsten Care Center Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
236," ",22-SEP-25,"1487345","Cokato Charitable Trust","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
237," ",22-SEP-25,"1484755","Good Shepherd Lutheran Home of Sauk Rapids Minnesota","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
238," ",22-SEP-25,"1487126","First Care Medical Services","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
239," ",22-SEP-25,"1481135","Pioneer Home Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
240," ",22-SEP-25,"1482742","St Williams Living Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
241," ",22-SEP-25,"1468138","Warroad Care Center Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
242," ",22-SEP-25,"1451299","Village Family Service Center","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
243," ",22-SEP-25,"1462501","NuVation Health Services PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
244," ",22-SEP-25,"1452182","Solutions Counseling Services Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
245," ",22-SEP-25,"1456875","Chambers and Blohm Psycholocial Services PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
246," ",22-SEP-25,"1468844","Leah Hanson","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
247," ",22-SEP-25,"1482531","Ellie Family Services PLLP","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
248," ",22-SEP-25,"1482092","Therapeutic Services Agency Inc","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
249," ",22-SEP-25,"1461858","Jennifer A Hoffmann","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
250," ",22-SEP-25,"1467847","Anna B Strand","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
251," ",22-SEP-25,"1474062","Shana S Salik","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
252," ",22-SEP-25,"1475862","Angela M Kosec","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
253," ",22-SEP-25,"1486112","Jillian L DeAngelis","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
254," ",22-SEP-25,"1473406","Rachel M Wiste","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
255," ",22-SEP-25,"1482341","Jenna N Wygant","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
256," ",22-SEP-25,"1489702","Candace Dalpiaz-Seitz","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
257," ",22-SEP-25,"1471578","Ashley K Johnson","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
258," ",22-SEP-25,"1483766","Wolfgang B Gaertner","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
259," ",22-SEP-25,"1464908","Minnesota Eye Surgery and Laser Centers LLC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
260," ",22-SEP-25,"1464956","Northern Plains Surgery Center LLC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
261," ",22-SEP-25,"1465089","FM Endoscopy Center LLC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
262," ",22-SEP-25,"1472001","Center for Pain Medicine Surgery Center LLC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
263," ",22-SEP-25,"1454825","Eyecare Professionals PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
264," ",22-SEP-25,"1450699","Forks Optometric Ltd","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
265," ",22-SEP-25,"1454050","Minnesota Epilepsy Group PA","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
266," ",22-SEP-25,"1453026","Med Plus Health Care PLLC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
267," ",22-SEP-25,"1461821","Excellent Eyes PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
268," ",22-SEP-25,"1450772","Visionary Eye Care","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
269," ",22-SEP-25,"1451093","Align Chiropractic PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
270," ",22-SEP-25,"1458004","Heartland Eye Care","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
271," ",22-SEP-25,"1452470","Drs Moen Enderle and Krein PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
272," ",22-SEP-25,"1451437","Hutzenbiler Chiropractic PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
273," ",22-SEP-25,"1461972","Eye Center of the Dakotas PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
274," ",22-SEP-25,"1462679","Ficek Chiropractic PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
275," ",22-SEP-25,"1452745","Pederson Chiropractic Clinic PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
1," ",22-SEP-25,"1486455","Kirstin S LeSage","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
2," ",22-SEP-25,"1475961","Sasha Skendzel","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
3," ",22-SEP-25,"1489745","Timothy J Douglas","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
4," ",22-SEP-25,"1460276","Sanford Clinic North","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
5," ",22-SEP-25,"1468304","Sanford Clinic North","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
6," ",22-SEP-25,"1459178","Sanford Clinic North","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
7," ",22-SEP-25,"1459177","Sanford Medical Center Fargo","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
8," ",22-SEP-25,"1464079","Trinity Health","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
9," ",22-SEP-25,"1482149","Premier Optical LLC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
10," ",22-SEP-25,"1457803","Innovis Health LLC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
11," ",22-SEP-25,"1476622","Heidi J Kamrath","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
12," ",22-SEP-25,"1482362","Amber E Fort","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
13," ",22-SEP-25,"1473662","Ideal Option PLLC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
14," ",22-SEP-25,"1450972","Matthew J Loe","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
15," ",22-SEP-25,"1450814","Paul R Carolan","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
16," ",22-SEP-25,"1450882","Thomas C Bryson","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
17," ",22-SEP-25,"1450891","Erich N Bryan","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
18," ",22-SEP-25,"1467496","Mathew J So","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
19," ",22-SEP-25,"1467758","Harry J Cloft","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
20," ",22-SEP-25,"1477690","Emad Yacoub","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
21," ",22-SEP-25,"1475965","Julie B Guerin","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
22," ",22-SEP-25,"1470623","Jennifer S Gutierrez","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
23," ",22-SEP-25,"1470325","Scott R Kerns","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
24," ",22-SEP-25,"1484482","Jonathan A Jaksha","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
25," ",22-SEP-25,"1479313","William J Wright","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
26," ",22-SEP-25,"1480309","Gregory B Snyder","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
27," ",22-SEP-25,"1482469","Jacob D Waxman","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
28," ",22-SEP-25,"1488736","Daniel P Moloney","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
29," ",22-SEP-25,"1479030","Margaret P Huber","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
30," ",22-SEP-25,"1487266","Carl N Schofield","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
31," ",22-SEP-25,"1485664","Mark D Kovacs","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
32," ",22-SEP-25,"1479961","Bradley H Kranendonk","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
33," ",22-SEP-25,"1482476","Assefa M Ayalew","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
34," ",22-SEP-25,"1488923","Jason R Bauer","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
35," ",22-SEP-25,"1491777","William Phillips","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
36," ",22-SEP-25,"1486805","Frank Brancaccio","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
37," ",22-SEP-25,"1463050","Alicia Vollmers","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
38," ",22-SEP-25,"1453576","Steven S Pederson","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
39," ",22-SEP-25,"1451068","Erica L Jorde","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
40," ",22-SEP-25,"1450948","Stephanie Roers","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
41," ",22-SEP-25,"1450686","Jason S Dammen","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
42," ",22-SEP-25,"1462705","Amy L Borgen","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
43," ",22-SEP-25,"1464246","Joshua S Carter","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
44," ",22-SEP-25,"1461206","Carol J winkler","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
45," ",22-SEP-25,"1455753","Christy M Fetzer","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
46," ",22-SEP-25,"1463368","Tobias T McCabe","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
47," ",22-SEP-25,"1464674","JaDean J Anderson","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
48," ",22-SEP-25,"1464154","Andrea M Burckhard","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
49," ",22-SEP-25,"1463127","Julie E Bryant","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
50," ",22-SEP-25,"1467951","Sarah L VanCleave","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
51," ",22-SEP-25,"1467001","Matthew Franck","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
52," ",22-SEP-25,"1465814","Ken Carwile","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
53," ",22-SEP-25,"1470601","Tanner Parizek","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
54," ",22-SEP-25,"1475925","Rebecca A Kasian","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
55," ",22-SEP-25,"1472981","Anna Petry","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
56," ",22-SEP-25,"1467487","Jennifer M Sabourin","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
57," ",22-SEP-25,"1467639","Kathryn Kram","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
58," ",22-SEP-25,"1465168","Justin R Foell","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
59," ",22-SEP-25,"1473180","Blake K Hochhalter","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
276," ",22-SEP-25,"1459356","Midwest Radiology PA","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
277," ",22-SEP-25,"1462880","Lifetime Vision Source PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
278," ",22-SEP-25,"1463370","McCabe Family Chiropractic PC","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
279," ",22-SEP-25,"1459737","Ray Chiropractic PA","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
280," ",22-SEP-25,"1464238","Steven C Kourajian","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
281," ",22-SEP-25,"1463654","Avera McKennan","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
282," ",22-SEP-25,"1464168","Foell Chiropractic Clinic PA","ND-MSG-02-8610-Revalidation DT Updated",0,"B-IF-CMS-RVL_IB_1568478.00",22-SEP-25 08.03.07.559157000 PM
