"P_SYS_ID","P_RSK_SCRN_SK","P_RS_TY_CD","P_RS_LAST_DATE","P_RS_LAST_VALUE","P_RS_SOURCE","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1000206,75,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000207,76,"R",14-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000208,77,"R",14-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000209,78,"R",16-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000217,81,"R",02-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000221,82,"R",04-JUN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000222,83,"R",05-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000224,84,"R",15-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000227,85,"R",28-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000229,86,"R",12-DEC-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000231,87,"R",30-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000235,88,"R",03-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000236,89,"R",10-FEB-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000237,90,"R",20-APR-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1306736,58495,"C",11-JUN-18,"L","E",1,"CHLHARMON",11-JUN-18 09.22.25.683000000 AM,"CHLHARMON",11-JUN-18 09.10.02.581000000 AM
1175225,58498,"R",11-JUN-18,"","M",0,"SLSCHAAF",11-JUN-18 10.45.37.472000000 AM,"SLSCHAAF",11-JUN-18 10.45.37.472000000 AM
1000241,93,"R",30-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000243,94,"R",30-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153827,60349,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000248,96,"R",09-OCT-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000249,97,"R",15-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000251,98,"R",30-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000253,99,"R",23-JUN-16,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153841,60350,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000255,101,"R",25-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000259,102,"R",03-OCT-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000260,103,"R",10-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000261,104,"R",16-FEB-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000264,105,"R",23-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000265,106,"R",04-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153843,60351,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000269,108,"R",03-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000270,109,"R",30-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000271,110,"R",09-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000273,111,"R",03-OCT-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000277,112,"R",10-FEB-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153862,60352,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000286,114,"R",19-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000290,115,"R",23-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000291,116,"R",03-DEC-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000292,117,"R",27-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000301,118,"R",06-FEB-18,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153880,60353,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000303,120,"R",13-DEC-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000306,121,"R",09-FEB-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000307,122,"R",14-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000312,123,"R",08-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153915,60354,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000316,125,"R",07-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000323,126,"R",27-MAR-18,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000325,127,"R",25-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000327,128,"R",02-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000329,129,"R",02-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153927,60355,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000334,131,"R",07-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000335,132,"R",16-DEC-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000336,133,"R",29-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000338,134,"R",03-NOV-17,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000340,135,"R",28-FEB-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000341,136,"R",04-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153957,60356,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000347,138,"R",10-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000348,139,"R",15-FEB-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000350,140,"R",01-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153958,60357,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000352,142,"R",25-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1153983,60358,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000358,144,"R",07-OCT-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000359,145,"R",05-JAN-16,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000360,146,"R",07-OCT-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000363,147,"R",19-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000364,148,"R",15-NOV-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000367,149,"R",24-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000368,150,"R",12-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000372,153,"R",24-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000374,154,"R",11-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000375,155,"R",05-DEC-17,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000376,156,"R",21-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000377,157,"R",27-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000378,158,"R",15-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000383,160,"R",27-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000385,161,"R",12-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1306710,58458,"C",08-JUN-18,"L","E",1,"CHLHARMON",08-JUN-18 02.52.03.148000000 PM,"CHLHARMON",08-JUN-18 02.50.37.895000000 PM
1306455,58585,"C",12-JUN-18,"L","E",1,"CHLHARMON",12-JUN-18 06.27.32.048000000 PM,"CHLHARMON",12-JUN-18 06.27.29.276000000 PM
1000388,163,"R",09-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000389,164,"R",16-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000394,165,"R",30-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000396,166,"R",01-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000398,167,"R",01-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000399,168,"R",07-NOV-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000402,169,"R",18-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000404,170,"R",27-OCT-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000405,171,"R",05-APR-17,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000407,172,"R",20-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000408,173,"R",10-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1291116,58802,"R",18-JUN-18,"","M",0,"SLSCHAAF",18-JUN-18 10.41.39.913000000 AM,"SLSCHAAF",18-JUN-18 10.41.39.913000000 AM
1155566,60395,"S",10-JUN-22,"","L",0,"B-IF-HMS-DEA-MNTHLY4425279.00",10-JUN-22 06.59.05.296963000 AM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1155569,60396,"S",10-JUN-22,"","L",0,"B-IF-HMS-DEA-MNTHLY4425279.00",10-JUN-22 06.59.05.296963000 AM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000414,177,"R",01-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000416,178,"R",11-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000417,179,"R",01-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000418,180,"R",02-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1155574,60397,"S",11-JAN-22,"","L",0,"B-IF-HMS-DEA-MNTHLY4168466.00",11-JAN-22 02.40.36.497163000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1155578,60398,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1155582,60399,"S",11-JUL-23,"","L",0,"B-IF-HMS-DEA-MNTHLY5124156.00",11-JUL-23 11.01.13.902919000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000422,184,"R",28-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000423,185,"R",17-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000426,186,"R",27-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000428,187,"R",08-AUG-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000429,188,"R",26-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000430,189,"R",10-JUL-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000431,190,"R",07-MAY-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1155584,60400,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1155617,60401,"S",09-FEB-22,"","L",0,"B-IF-HMS-DEA-MNTHLY4219486.00",09-FEB-22 11.01.15.562103000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1155623,60402,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000440,194,"R",20-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000442,195,"R",12-FEB-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000445,196,"R",08-MAR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000447,197,"R",07-DEC-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000450,198,"R",24-NOV-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000454,199,"R",29-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000455,200,"R",08-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000457,201,"R",15-JAN-15,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000461,202,"R",13-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1155631,60403,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000465,204,"R",13-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000467,205,"R",11-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000469,206,"R",10-OCT-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1155633,60404,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000474,208,"R",09-APR-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000475,209,"R",03-OCT-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000477,210,"R",10-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000478,211,"R",10-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000479,212,"R",13-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000480,213,"R",13-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000481,214,"R",09-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000482,215,"R",10-JAN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000483,216,"R",09-OCT-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000484,217,"R",09-OCT-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1000485,218,"R",02-OCT-13,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1155641,60405,"S",09-AUG-19,"","L",0,"B-IF-HMS-DEA-MNTHLY2677961.00",09-AUG-19 01.46.42.949468000 AM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000495,220,"R",17-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
1155644,60406,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1155645,60407,"S",21-JUN-18,"","L",0,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM,"B-IF-PRV-LIC-002_2019332.00",21-JUN-18 05.06.56.240980000 PM
1000506,223,"R",26-JUN-14,"","E",0,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM,"DataFix_ESPRD01213970",05-APR-18 07.38.28.000000000 PM
