"P_SYS_ID","P_ENROL_STAT_SK","P_ENROL_STAT_BEG_DT","P_ENROL_STAT_END_DT","P_ENROL_STAT_TY_CD","P_ENROL_STAT_RSN_CD","P_RTRCTV_ELIG_IND","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1000837,1000890,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000838,1000891,22-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000839,1000892,28-AUG-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000840,1000893,09-SEP-11,18-NOV-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.41.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000841,1000894,09-SEP-11,01-SEP-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.40.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000842,1000895,07-SEP-11,30-DEC-23,"A","00","N",2,"HOFFMANNLIZA",26-JUN-24 08.10.31.604000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000843,1000897,12-SEP-11,30-SEP-13,"A","45","N",2,"ENROL_STAT_DATE_MERGE",01-SEP-15 03.03.06.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000844,1000898,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000845,1000899,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000846,1000900,01-JUL-11,30-SEP-13,"A","45","N",5,"JMLAGRO",20-FEB-15 01.04.22.175000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000847,1000901,01-JUL-11,30-SEP-13,"A","45","N",2,"DANIELLAESTRELLA",22-JUN-15 08.15.36.678000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000848,1000902,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000849,1000903,01-JUL-11,28-AUG-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.40.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000850,1000904,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000851,1000905,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000852,1000906,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000853,1000907,01-JUL-11,16-MAR-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.46.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000854,1000908,01-JUL-11,04-MAY-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.39.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000856,1000910,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000857,1000911,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000858,1000912,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000859,1000913,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000860,1000914,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000861,1000915,01-JUL-11,30-SEP-13,"A","45","N",6,"MAURICIOPENERAND",03-AUG-15 03.54.32.961000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000862,1000916,01-JUL-11,30-SEP-13,"A","45","N",2,"CAROLREEVES",01-JUL-15 09.18.04.111000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000863,1000917,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000864,1000918,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000865,1000919,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000866,1000920,01-JUL-11,01-JUL-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.39.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000867,1000921,01-JUL-11,30-SEP-13,"A","45","N",5,"DOMINICKNGANTOU",16-SEP-14 11.00.48.769000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000868,1000922,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000869,1000923,01-OCT-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000870,1000924,01-JUL-11,04-OCT-15,"A","51","N",3,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000871,1000925,01-MAR-90,30-SEP-05,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.41.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000872,1000926,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000873,1000927,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000874,1000928,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000875,1000929,01-JUL-11,30-SEP-13,"A","45","N",3,"JMLAGRO",20-FEB-15 01.31.44.226000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000876,1000930,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000877,1000931,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000878,1000932,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000879,1000933,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000880,1000934,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000881,1000935,10-JUL-11,30-SEP-13,"A","45","N",2,"ZULEIMARUIZ",04-SEP-14 10.54.46.850000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000882,1000936,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000883,1000937,01-JUL-11,31-MAY-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.41.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000884,1000938,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000885,1000939,01-JUL-11,31-MAR-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.39.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000886,1000940,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000887,1000941,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000888,1000942,01-JUL-11,04-OCT-15,"A","51","N",3,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000889,1000943,12-SEP-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000890,1000944,01-JUL-11,31-MAR-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000891,1000945,12-SEP-11,30-SEP-13,"A","45","N",3,"ESTHERSHAHPAR",21-JUL-15 04.31.09.518000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000892,1000946,19-SEP-11,18-NOV-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000893,1000947,11-SEP-11,30-SEP-13,"A","45","N",9,"MAURICIOPENERAND",03-AUG-15 03.47.51.600000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000894,1000948,19-SEP-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000895,1000949,09-SEP-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000896,1000950,23-SEP-11,21-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.44.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000897,1000951,23-SEP-11,30-SEP-13,"A","45","N",2,"ESTHERSHAHPAR",12-NOV-14 01.56.04.736000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000898,1000952,01-SEP-11,30-JUN-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.47.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000899,1000953,03-OCT-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000900,1000954,26-SEP-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000902,1000956,01-NOV-11,30-SEP-13,"A","45","N",3,"PJHEID",25-FEB-15 02.43.54.759000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000903,1000957,07-NOV-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000904,1000958,01-NOV-11,30-SEP-13,"A","45","N",12,"THENDERSON",13-AUG-15 04.27.41.312000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000906,1000960,06-SEP-11,30-SEP-13,"A","45","N",2,"ZULEIMARUIZ",05-SEP-14 04.26.08.191000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000907,1000961,26-SEP-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000694,1000740,11-JUL-11,30-SEP-13,"A","45","N",7,"MAURICIOPENERAND",24-JUL-15 03.41.51.204000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000695,1000741,01-DEC-10,30-SEP-13,"A","45","N",6,"JMLAGRO",16-OCT-14 08.05.55.648000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000696,1000742,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000000,1000000,06-SEP-10,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000001,1000001,03-DEC-09,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.46.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000002,1000002,23-AUG-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000003,1000003,05-OCT-10,31-DEC-11,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000004,1000004,14-MAY-10,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000005,1000005,01-NOV-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.47.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000006,1000006,30-JUL-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.47.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000007,1000007,10-JUN-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.44.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000008,1000008,26-AUG-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.43.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000009,1000009,16-JUN-10,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000010,1000010,26-AUG-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.46.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000011,1000011,04-AUG-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.46.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000012,1000012,30-SEP-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.39.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000013,1000013,10-AUG-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.39.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000014,1000014,25-OCT-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.41.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000015,1000015,04-DEC-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.44.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000016,1000016,06-AUG-10,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000017,1000017,16-NOV-10,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000018,1000018,20-AUG-10,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000019,1000019,09-JUL-10,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000020,1000020,01-JUN-10,30-SEP-13,"A","45","N",1,"MMANYGUNS",10-MAR-15 12.04.55.404000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000021,1000021,13-AUG-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000022,1000022,08-AUG-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.40.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000023,1000023,22-JUL-10,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000024,1000024,21-AUG-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.46.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000025,1000025,24-NOV-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.47.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000026,1000026,12-OCT-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.44.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000027,1000027,20-NOV-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000028,1000028,23-FEB-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000029,1000029,09-NOV-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.47.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000030,1000030,01-OCT-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.42.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000031,1000031,22-JUL-10,30-SEP-13,"A","45","N",6,"JMLAGRO",05-AUG-15 09.52.55.153000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000032,1000032,09-SEP-10,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000033,1000033,16-JAN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000034,1000034,23-DEC-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.44.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000035,1000035,31-JAN-11,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.42.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000036,1000036,19-MAR-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000037,1000037,18-OCT-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.46.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000038,1000038,19-OCT-10,31-JUL-13,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.46.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000039,1000039,08-MAR-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000040,1000040,03-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000041,1000041,22-JAN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000042,1000042,16-JAN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000043,1000043,01-JUN-11,30-SEP-13,"A","45","N",1,"JMLAGRO",11-AUG-15 02.37.22.041000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000044,1000044,25-APR-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000045,1000045,01-JUL-11,30-SEP-13,"A","45","N",7,"JMLAGRO",06-OCT-14 01.30.42.669000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000046,1000046,20-FEB-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000047,1000047,05-AUG-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.47.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000048,1000048,27-MAY-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000049,1000049,01-DEC-11,04-OCT-15,"A","51","N",1,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000050,1000050,01-DEC-11,04-OCT-15,"A","51","N",1,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000051,1000051,08-MAY-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000052,1000052,01-AUG-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_767554.00",14-MAR-24 06.02.18.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000053,1000053,28-MAR-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000054,1000054,11-JAN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000055,1000055,05-MAR-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000056,1000056,01-JUL-11,30-SEP-13,"A","45","N",3,"JMLAGRO",29-JUN-15 10.27.54.240000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000057,1000057,07-OCT-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000058,1000058,05-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000059,1000059,27-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000060,1000060,11-JAN-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000061,1000061,13-AUG-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000062,1000062,29-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000063,1000063,31-JAN-12,04-MAY-15,"A","51","N",3,"RRUD",23-NOV-15 08.38.09.141000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
