"P_SYS_ID","P_NUM_BED_SK","P_BED_TY_CD","P_NUM_BED_BEG_DT","P_NUM_BED_END_DT","P_BED_NUM","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1171399,31592,"NF",01-OCT-13,31-AUG-13,48,5,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.25.404200000 PM,"JMLAGRO",16-DEC-13 02.04.23.371000000 PM
1278541,31333,"AC",01-JAN-94,31-DEC-20,20,35,"GUESTUSER",29-SEP-14 01.54.28.883000000 PM,"guestUser",15-JUL-13 11.03.00.111000000 AM
1276994,31519,"AC",01-JUL-13,30-JUN-14,48,9,"guestUser",16-OCT-13 11.59.46.661000000 AM,"guestUser",16-OCT-13 11.47.08.461000000 AM
1276843,31236,"BC",01-JAN-13,31-DEC-13,40,15,"guestUser",08-NOV-13 01.02.08.850000000 PM,"guestUser",16-APR-13 12.27.21.498000000 PM
1276843,31237,"AL",01-JAN-13,31-DEC-13,70,15,"guestUser",08-NOV-13 01.02.08.850000000 PM,"guestUser",16-APR-13 12.27.21.498000000 PM
1276810,31240,"DC",01-OCT-11,31-DEC-99,55,112,"guestUser",04-FEB-14 04.21.53.951000000 PM,"guestUser",17-APR-13 03.22.07.896000000 PM
1277350,31251,"RE",01-JAN-75,02-OCT-13,12,66,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.25.404200000 PM,"guestUser",02-MAY-13 01.14.51.949000000 PM
1277443,31256,"XX",01-JAN-02,31-DEC-99,14,24,"guestUser",02-FEB-14 05.16.39.456000000 PM,"guestUser",13-MAY-13 10.45.56.349000000 AM
1277857,31261,"IC",01-JUL-81,31-DEC-99,6,29,"guestUser",30-MAY-13 10.35.46.451000000 AM,"guestUser",14-MAY-13 04.00.08.049000000 PM
1278078,31309,"TC",01-JAN-13,04-OCT-15,6,35,"CR1906_SET_ENDDT_4OCT15",15-OCT-14 07.28.35.427000000 AM,"guestUser",19-JUN-13 02.01.53.506000000 PM
1278084,31310,"TC",01-JAN-13,04-OCT-15,6,13,"CR1906_SET_ENDDT_4OCT15",25-SEP-14 02.56.37.738000000 PM,"guestUser",19-JUN-13 02.11.34.707000000 PM
1278468,31409,"SN",01-JAN-13,31-DEC-13,20,22,"guestUser",26-APR-14 12.03.01.325000000 PM,"guestUser",31-JUL-13 10.48.22.708000000 AM
1281135,31556,"AC",19-NOV-09,31-DEC-20,261,21,"guestUser",07-APR-14 10.40.02.066000000 AM,"guestUser",19-NOV-13 08.49.41.885000000 AM
1280243,31561,"BC",01-NOV-01,31-DEC-14,14,62,"guestUser",13-MAR-14 01.29.51.412000000 PM,"guestUser",29-NOV-13 12.13.02.116000000 PM
1277615,31239,"IC",01-JAN-13,31-DEC-13,7,29,"guestUser",26-JUN-14 01.29.43.082000000 PM,"guestUser",17-APR-13 09.25.38.589000000 AM
1276985,31246,"PR",28-SEP-56,31-DEC-99,117,13,"guestUser",03-JAN-14 01.12.08.101000000 PM,"guestUser",23-APR-13 05.39.06.913000000 PM
1277476,31257,"BC",01-MAY-05,31-DEC-99,16,13,"guestUser",19-JUN-14 05.24.01.007000000 PM,"guestUser",13-MAY-13 01.18.02.137000000 PM
1276874,31258,"XX",01-JAN-13,31-DEC-13,18,25,"guestUser",13-DEC-13 07.33.06.195000000 AM,"guestUser",14-MAY-13 10.30.57.031000000 AM
1276874,31259,"AC",19-NOV-00,31-DEC-99,18,37,"guestUser",13-DEC-13 07.33.06.199000000 AM,"guestUser",14-MAY-13 11.38.53.332000000 AM
1277559,31262,"XX",01-JUL-00,31-DEC-99,18,41,"guestUser",21-APR-14 01.55.50.437000000 PM,"guestUser",15-MAY-13 11.45.10.159000000 AM
1277639,31266,"AC",09-MAR-56,21-DEC-99,15,12,"guestUser",02-OCT-13 01.28.18.160000000 PM,"guestUser",17-MAY-13 12.17.23.395000000 PM
1277828,31275,"IC",01-JAN-13,31-DEC-99,7,41,"guestUser",23-JUN-14 04.06.51.880000000 PM,"guestUser",21-MAY-13 04.12.14.070000000 PM
1276845,31283,"IC",01-JAN-13,31-DEC-99,7,89,"guestUser",20-MAY-14 01.54.13.618000000 PM,"guestUser",28-MAY-13 01.21.05.532000000 PM
1278061,31299,"IC",01-JUL-85,31-DEC-99,6,38,"guestUser",14-MAY-14 10.33.35.741000000 AM,"guestUser",17-JUN-13 03.48.12.825000000 PM
1277616,31300,"IC",01-JAN-13,31-DEC-99,8,20,"guestUser",18-JUN-13 11.21.21.606000000 AM,"guestUser",18-JUN-13 10.52.25.884000000 AM
1278105,31308,"NF",01-JUL-03,31-DEC-13,140,1,"guestUser",08-JUL-14 07.40.37.160000000 AM,"guestUser",19-JUN-13 01.57.30.975000000 PM
1278096,31312,"SN",01-JAN-90,31-DEC-50,54,18,"guestUser",20-FEB-14 11.33.02.561000000 AM,"guestUser",19-JUN-13 02.36.59.249000000 PM
1277891,31314,"BC",01-JAN-87,31-DEC-99,53,21,"guestUser",18-MAR-14 04.50.43.182000000 PM,"guestUser",19-JUN-13 04.27.48.752000000 PM
1278328,31325,"AC",04-DEC-12,31-DEC-16,612,18,"B-Term-Prov-Trigger_2456973.00",25-MAR-19 06.00.54.450965000 PM,"guestUser",06-JUL-13 11.45.32.536000000 AM
1278299,31329,"XX",01-JUL-13,31-DEC-99,449,25,"guestUser",06-JUN-14 01.17.19.380000000 PM,"guestUser",11-JUL-13 02.20.01.950000000 PM
1278492,31330,"BC",18-FEB-04,01-JAN-99,41,33,"guestUser",28-MAR-14 05.04.11.768000000 PM,"guestUser",11-JUL-13 02.30.43.475000000 PM
1278641,31339,"DC",01-JUL-11,01-JUL-99,25,7,"GUESTUSER",26-SEP-14 02.16.33.411000000 PM,"guestUser",19-JUL-13 03.15.35.294000000 PM
1278651,31344,"SN",01-JUL-08,02-APR-02,140,15,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.25.404200000 PM,"guestUser",24-JUL-13 12.40.13.060000000 PM
1278920,31348,"IC",01-MAR-84,31-DEC-99,8,10,"guestUser",26-JUN-14 01.34.15.547000000 PM,"guestUser",26-JUL-13 02.03.22.649000000 PM
1278924,31349,"IC",01-APR-84,31-DEC-99,7,19,"guestUser",26-JUL-13 03.00.27.387000000 PM,"guestUser",26-JUL-13 02.33.39.247000000 PM
1278941,31356,"MS",01-JUL-12,31-DEC-99,6,44,"guestUser",26-JUL-13 05.19.03.142000000 PM,"guestUser",26-JUL-13 04.35.54.823000000 PM
1278941,31357,"MS",31-JAN-13,31-DEC-99,6,39,"guestUser",26-JUL-13 05.19.03.141000000 PM,"guestUser",26-JUL-13 04.42.55.219000000 PM
1278957,31358,"IC",19-NOV-82,31-DEC-99,74,15,"guestUser",14-MAY-14 11.03.43.044000000 AM,"guestUser",29-JUL-13 11.27.15.702000000 AM
1279033,31405,"IC",01-JUL-13,30-JUN-14,7,22,"guestUser",14-MAY-14 09.08.28.717000000 AM,"guestUser",31-JUL-13 10.02.19.184000000 AM
1279155,31414,"SN",01-JAN-59,31-DEC-99,84,14,"guestUser",14-JUL-14 11.35.30.493000000 AM,"guestUser",05-AUG-13 04.48.12.790000000 PM
1279085,31415,"XX",01-JAN-13,31-DEC-13,230,30,"guestUser",29-MAY-14 03.58.24.655000000 PM,"guestUser",06-AUG-13 08.31.48.131000000 AM
1279232,31417,"AC",01-JAN-13,31-DEC-13,20,10,"GUESTUSER",13-AUG-14 03.26.04.157000000 PM,"guestUser",07-AUG-13 11.21.19.481000000 AM
1279269,31423,"RE",11-SEP-91,31-DEC-99,40,17,"guestUser",11-APR-14 02.23.45.913000000 PM,"guestUser",08-AUG-13 12.57.51.023000000 PM
1279403,31426,"AC",01-JUL-13,30-JUN-14,25,53,"guestUser",30-MAY-14 12.57.19.849000000 PM,"guestUser",09-AUG-13 03.38.08.289000000 PM
1279403,31427,"SW",01-JUL-13,30-JUN-14,15,53,"guestUser",30-MAY-14 12.57.19.849000000 PM,"guestUser",09-AUG-13 03.38.08.290000000 PM
1280180,31498,"AC",01-MAR-01,31-JUL-14,282,7,"GUESTUSER",01-OCT-14 03.07.44.017000000 PM,"guestUser",04-SEP-13 11.32.06.454000000 AM
1280413,31503,"BC",01-JUN-97,02-OCT-13,8,22,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.25.404200000 PM,"guestUser",17-SEP-13 10.34.28.571000000 AM
1280546,31518,"PR",02-JAN-50,31-DEC-99,54,35,"guestUser",18-APR-14 05.47.00.789000000 PM,"guestUser",15-OCT-13 12.11.31.757000000 PM
1000074,31520,"AC",01-OCT-13,30-JUN-14,48,1,"SHERSAYLER",30-MAR-14 03.37.25.755000000 PM,"JMLAGRO",16-OCT-13 12.00.21.789000000 PM
1280717,31521,"NF",01-JAN-13,31-DEC-13,42,8,"GUESTUSER",03-OCT-14 08.53.47.600000000 AM,"guestUser",17-OCT-13 10.05.29.974000000 AM
1280719,31522,"NF",01-JAN-13,31-DEC-13,42,20,"guestUser",17-APR-14 12.10.13.990000000 PM,"guestUser",17-OCT-13 10.45.38.912000000 AM
1153800,31531,"XX",01-OCT-13,31-DEC-99,14,3,"JMLAGRO",04-AUG-15 11.13.13.231000000 AM,"JMLAGRO",22-OCT-13 11.29.29.333000000 AM
1171424,31532,"SN",01-OCT-13,31-DEC-99,63,3,"JMLAGRO",24-FEB-15 07.02.20.458000000 AM,"PJHEID",23-OCT-13 01.12.47.456000000 PM
1281265,31559,"SN",01-APR-02,01-JAN-99,32,23,"guestUser",28-APR-14 05.04.57.853000000 PM,"guestUser",26-NOV-13 01.59.13.398000000 PM
1277078,31576,"SN",01-JAN-13,21-DEC-13,142,4,"guestUser",05-DEC-13 08.34.31.945000000 PM,"guestUser",05-DEC-13 08.29.07.983000000 PM
1154026,31578,"AC",01-OCT-13,31-DEC-13,269,1,"SHERSAYLER",30-MAR-14 03.41.36.992000000 PM,"JMLAGRO",06-DEC-13 08.40.19.974000000 AM
1281400,31579,"AC",01-JAN-71,31-DEC-99,284,3,"guestUser",17-JUN-14 11.32.20.432000000 AM,"guestUser",06-DEC-13 04.01.39.222000000 PM
1281417,31580,"AC",01-JUL-66,01-JUL-99,612,3,"GUESTUSER",03-OCT-14 03.03.47.072000000 PM,"guestUser",09-DEC-13 12.23.04.633000000 PM
1281417,31581,"SW",01-JUL-66,01-JUL-99,14,3,"GUESTUSER",03-OCT-14 03.03.47.071000000 PM,"guestUser",09-DEC-13 12.23.04.633000000 PM
1171415,31607,"SN",01-OCT-13,31-DEC-99,60,2,"SHERSAYLER",02-APR-14 02.28.45.145000000 PM,"JMLAGRO",26-DEC-13 03.12.26.864000000 PM
1281117,31613,"SN",01-JAN-01,31-DEC-99,168,19,"guestUser",04-JUN-14 01.38.51.437000000 PM,"guestUser",05-JAN-14 11.54.12.118000000 AM
1153780,31686,"XX",01-OCT-13,31-DEC-99,25,4,"JMLAGRO",04-AUG-15 11.18.04.399000000 AM,"PJHEID",05-MAR-14 04.51.28.664000000 PM
1277638,31269,"SN",20-MAY-98,31-DEC-13,140,34,"guestUser",29-APR-14 03.39.50.334000000 PM,"guestUser",20-MAY-13 04.48.31.543000000 PM
1277638,31270,"DC",20-MAY-98,31-DEC-13,140,34,"guestUser",29-APR-14 03.39.50.333000000 PM,"guestUser",20-MAY-13 04.48.31.543000000 PM
1277880,31284,"AC",01-JAN-13,31-DEC-13,20,11,"guestUser",31-MAY-13 09.50.46.746000000 AM,"guestUser",29-MAY-13 02.23.07.637000000 PM
1278218,31317,"AL",01-OCT-93,31-DEC-99,49,8,"guestUser",20-MAY-14 01.51.09.963000000 PM,"guestUser",26-JUN-13 02.48.25.933000000 PM
1278278,31500,"XX",01-AUG-56,31-DEC-99,19,17,"guestUser",06-JUN-14 12.44.07.463000000 PM,"guestUser",09-SEP-13 12.28.01.356000000 PM
1277231,31542,"AC",01-JUL-13,30-JUN-14,35,7,"guestUser",07-NOV-13 01.15.47.103000000 PM,"guestUser",07-NOV-13 01.08.46.429000000 PM
1154672,31545,"AC",01-OCT-13,30-JUN-14,35,1,"CR1906_SUP_PROV_DT_FIX",14-SEP-15 03.38.45.000000000 PM,"JMLAGRO",07-NOV-13 01.50.12.217000000 PM
1277341,31546,"AC",01-JAN-13,31-DEC-13,25,8,"guestUser",07-NOV-13 02.51.53.032000000 PM,"guestUser",07-NOV-13 02.45.26.242000000 PM
1281342,31566,"AC",01-JUL-66,31-DEC-99,175,5,"guestUser",31-JUL-14 02.22.44.015000000 PM,"guestUser",03-DEC-13 12.20.45.139000000 PM
1281444,31586,"SW",01-NOV-01,31-DEC-99,5,16,"guestUser",10-APR-14 10.05.40.154000000 PM,"guestUser",11-DEC-13 01.30.56.085000000 PM
1281426,31587,"SN",07-MAR-85,31-DEC-99,44,21,"guestUser",11-APR-14 10.23.43.394000000 AM,"guestUser",11-DEC-13 01.40.42.974000000 PM
1153782,31593,"AC",01-OCT-13,31-AUG-13,16,5,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.25.404200000 PM,"JMLAGRO",16-DEC-13 02.44.28.956000000 PM
1281608,31606,"AC",14-SEP-13,06-APR-18,233,17,"B-Term-Prov-Trigger_2593491.00",18-JUN-19 06.01.10.261743000 PM,"guestUser",26-DEC-13 11.16.20.355000000 AM
1281667,31611,"AC",30-JUL-09,31-DEC-99,151,14,"guestUser",13-MAR-14 03.05.13.625000000 PM,"guestUser",02-JAN-14 03.30.59.225000000 PM
1281809,31621,"SN",01-JAN-14,31-DEC-14,32,19,"guestUser",16-APR-14 04.53.08.744000000 PM,"guestUser",10-JAN-14 09.35.40.955000000 AM
1281809,31622,"BC",01-JAN-14,31-DEC-14,25,19,"guestUser",16-APR-14 04.53.08.745000000 PM,"guestUser",10-JAN-14 09.35.40.956000000 AM
1281810,31623,"SN",01-JAN-14,31-DEC-14,48,22,"guestUser",16-APR-14 06.02.22.560000000 PM,"guestUser",10-JAN-14 10.14.59.041000000 AM
1282434,31652,"AC",03-JUL-12,31-DEC-99,191,26,"guestUser",30-JUL-14 11.16.41.459000000 AM,"guestUser",29-JAN-14 06.09.51.039000000 PM
1154805,31659,"XX",01-OCT-13,31-DEC-99,14,1,"JMLAGRO",04-AUG-15 09.06.42.929000000 AM,"PJHEID",02-FEB-14 05.15.53.565000000 PM
1000003,31662,"XX",01-OCT-13,16-JUL-15,97,1,"B-Term-Prov-Trigger_2404152.00",20-FEB-19 06.01.01.368772000 PM,"JMLAGRO",05-FEB-14 09.58.41.472000000 AM
1153928,31663,"AC",01-OCT-13,06-FEB-19,267,1,"B-Term-Prov-Trigger_2391613.00",12-FEB-19 06.00.52.369662000 PM,"JMLAGRO",06-FEB-14 10.21.05.337000000 AM
1282615,31671,"AC",08-MAY-13,01-NOV-14,198,19,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.32.869869000 PM,"guestUser",11-FEB-14 12.07.35.356000000 PM
1171469,31682,"SN",01-OCT-13,30-APR-14,44,0,"ZOEASANDY",04-MAR-14 12.09.07.674000000 PM,"ZOEASANDY",04-MAR-14 12.09.07.674000000 PM
1277863,31293,"XX",01-JUL-11,31-DEC-99,48,24,"guestUser",25-APR-14 12.58.24.780000000 PM,"guestUser",30-MAY-13 01.11.43.905000000 PM
1278110,31301,"TC",01-JAN-13,04-OCT-15,6,64,"CR1906_SET_ENDDT_4OCT15",25-SEP-14 02.58.08.279000000 PM,"guestUser",18-JUN-13 01.53.06.377000000 PM
1278245,31319,"SN",01-JUL-13,31-DEC-99,37,29,"CR1906_SUP_PROV_DT",13-AUG-15 01.00.54.360000000 PM,"guestUser",28-JUN-13 09.14.29.396000000 AM
1278245,31320,"PR",01-JUL-13,31-DEC-99,16,29,"CR1906_SUP_PROV_DT",13-AUG-15 01.00.54.360000000 PM,"guestUser",28-JUN-13 09.14.29.396000000 AM
1278428,31327,"IC",26-JAN-84,31-DEC-99,6,10,"KARINARUIZ",10-OCT-14 01.15.59.234000000 PM,"guestUser",09-JUL-13 03.44.18.165000000 PM
1278505,31331,"AC",01-JAN-11,31-DEC-13,221,3,"guestUser",21-APR-14 11.04.07.396000000 AM,"guestUser",11-JUL-13 05.23.42.527000000 PM
1278566,31334,"BC",01-OCT-13,31-DEC-99,25,3,"guestUser",17-FEB-14 08.03.03.658000000 PM,"guestUser",16-JUL-13 11.11.25.460000000 AM
1278597,31337,"XX",01-JAN-53,31-DEC-30,108,37,"GUESTUSER",22-AUG-14 07.11.43.720000000 PM,"guestUser",17-JUL-13 03.28.49.331000000 PM
1278646,31340,"AC",26-JUL-10,31-DEC-99,25,29,"GUESTUSER",23-OCT-14 12.13.53.071000000 PM,"guestUser",22-JUL-13 10.40.28.228000000 AM
1278695,31342,"SN",01-MAY-13,30-APR-14,44,36,"guestUser",04-MAR-14 12.06.40.410000000 PM,"guestUser",23-JUL-13 11.55.02.704000000 AM
1278615,31343,"AC",31-JUL-90,31-DEC-99,25,23,"guestUser",07-APR-14 01.49.01.980000000 PM,"guestUser",24-JUL-13 10.08.39.448000000 AM
1278792,31345,"XX",01-JUL-98,31-DEC-99,20,15,"guestUser",24-JUL-13 03.51.18.881000000 PM,"guestUser",24-JUL-13 02.04.39.544000000 PM
1278897,31347,"XX",01-JUL-98,31-DEC-99,20,11,"GUESTUSER",30-SEP-14 12.07.54.619000000 PM,"guestUser",26-JUL-13 10.49.26.340000000 AM
1278934,31353,"MS",01-APR-07,31-DEC-99,9,25,"guestUser",26-JUL-13 04.35.28.682000000 PM,"guestUser",26-JUL-13 04.06.31.976000000 PM
1279023,31401,"IC",01-JUL-13,30-JUN-14,7,16,"guestUser",14-MAY-14 09.06.42.118000000 AM,"guestUser",30-JUL-13 02.59.58.009000000 PM
1279039,31407,"IC",01-JUL-13,30-JUN-14,4,11,"guestUser",14-MAY-14 09.30.45.973000000 AM,"guestUser",31-JUL-13 10.24.27.944000000 AM
1279021,31408,"IC",01-JUL-13,30-JUN-14,7,11,"guestUser",14-MAY-14 09.00.23.446000000 AM,"guestUser",31-JUL-13 10.30.53.326000000 AM
1279101,31413,"SN",24-JUL-07,31-DEC-99,114,30,"guestUser",19-MAY-14 03.09.51.951000000 PM,"guestUser",01-AUG-13 01.58.47.822000000 PM
1279277,31422,"IC",26-JAN-84,31-DEC-99,5,15,"guestUser",14-MAY-14 01.18.18.398000000 PM,"guestUser",08-AUG-13 10.56.57.146000000 AM
1279768,31428,"IC",01-JUL-13,30-JUN-14,5,11,"KARINARUIZ",10-OCT-14 01.38.48.758000000 PM,"guestUser",13-AUG-13 04.56.31.483000000 PM
1279498,31429,"AC",27-JUN-13,26-NOV-18,60,12,"B-Term-Prov-Trigger_2288043.00",07-DEC-18 06.03.34.391767000 PM,"guestUser",14-AUG-13 11.10.42.899000000 AM
1279582,31434,"SN",24-FEB-09,31-DEC-99,72,28,"guestUser",30-MAY-14 12.05.08.642000000 PM,"guestUser",19-AUG-13 09.22.08.645000000 AM
1279589,31437,"BC",15-DEC-94,31-DEC-99,20,38,"guestUser",26-JUN-14 01.54.14.315000000 PM,"guestUser",19-AUG-13 10.33.05.117000000 AM
1279727,31446,"AC",01-JAN-13,31-DEC-13,546,9,"GUESTUSER",11-SEP-14 10.24.14.183000000 AM,"guestUser",23-AUG-13 10.38.50.695000000 AM
1279753,31447,"AC",01-JAN-13,31-DEC-13,43,8,"GUESTUSER",11-SEP-14 10.33.04.037000000 AM,"guestUser",23-AUG-13 02.03.20.216000000 PM
1279826,31449,"SN",03-JUL-12,31-DEC-99,64,35,"guestUser",27-JUN-14 09.08.09.584000000 AM,"guestUser",26-AUG-13 02.08.33.179000000 PM
1279875,31453,"NF",06-APR-09,31-DEC-99,48,20,"guestUser",16-DEC-13 02.05.24.687000000 PM,"guestUser",27-AUG-13 01.50.49.101000000 PM
1279544,31504,"MC",01-JUL-84,31-DEC-99,60,38,"guestUser",29-JUL-14 11.20.27.053000000 AM,"guestUser",17-SEP-13 01.23.21.258000000 PM
1280787,31538,"BC",01-JAN-13,31-DEC-13,7,31,"guestUser",01-FEB-14 04.38.44.034000000 PM,"guestUser",06-NOV-13 03.55.26.095000000 PM
1154779,31543,"AC",01-OCT-13,30-JUN-14,35,1,"SHERSAYLER",30-MAR-14 03.39.23.818000000 PM,"JMLAGRO",07-NOV-13 01.17.43.681000000 PM
1281524,31596,"XX",23-OCT-95,01-APR-13,16,27,"guestUser",08-JUL-14 07.23.39.449000000 AM,"guestUser",17-DEC-13 02.37.13.683000000 PM
1281524,31597,"XX",01-APR-13,17-DEC-13,12,27,"guestUser",08-JUL-14 07.23.39.450000000 AM,"guestUser",17-DEC-13 02.37.13.683000000 PM
1281633,31608,"AC",01-JAN-98,31-DEC-13,341,2,"guestUser",20-FEB-14 11.26.29.736000000 AM,"guestUser",30-DEC-13 12.15.47.192000000 PM
1281697,31614,"AC",26-JUN-13,06-FEB-19,437,28,"B-Term-Prov-Trigger_2411762.00",25-FEB-19 06.00.55.950041000 PM,"guestUser",07-JAN-14 07.54.06.334000000 AM
1281697,31615,"PS",26-JUN-13,06-FEB-19,101,28,"B-Term-Prov-Trigger_2411762.00",25-FEB-19 06.00.55.950041000 PM,"guestUser",07-JAN-14 07.54.06.334000000 AM
1153798,31646,"AC",01-OCT-13,31-DEC-13,12,5,"THENDERSON",17-AUG-15 01.44.27.925000000 PM,"CKRAFT",24-JAN-14 07.35.25.222000000 AM
1280563,31650,"AC",01-JAN-66,31-DEC-99,99,21,"guestUser",29-MAY-14 11.03.10.910000000 AM,"guestUser",28-JAN-14 02.40.31.748000000 PM
1282435,31653,"PS",03-JUL-12,31-DEC-99,20,25,"guestUser",08-JUL-14 01.30.43.079000000 PM,"guestUser",29-JAN-14 07.03.07.325000000 PM
1171429,31656,"NF",01-OCT-13,30-JAN-19,195,1,"B-Term-Prov-Trigger_2391613.00",12-FEB-19 06.00.52.369662000 PM,"ZOEASANDY",30-JAN-14 11.42.01.122000000 AM
1171409,31661,"DC",01-OCT-13,31-DEC-99,55,2,"THENDERSON",14-AUG-15 02.39.57.086000000 PM,"PJHEID",04-FEB-14 04.24.12.784000000 PM
1283323,31706,"SN",20-JUL-89,31-DEC-99,47,18,"guestUser",14-MAR-14 12.16.03.069000000 PM,"guestUser",12-MAR-14 11.10.42.645000000 PM
1153753,31707,"BC",01-OCT-13,31-DEC-14,14,2,"JMLAGRO",04-AUG-15 11.19.17.540000000 AM,"JOYSPEZIALE",13-MAR-14 01.29.10.526000000 PM
1154720,31708,"AC",01-OCT-13,01-FEB-15,151,2,"B-Term-Prov-Trigger_2371571.00",30-JAN-19 06.03.13.858234000 PM,"PJHEID",13-MAR-14 03.05.54.722000000 PM
1171573,31709,"SN",01-OCT-13,31-DEC-15,47,1,"B-Term-Prov-Trigger_1184890.00",04-NOV-16 06.01.42.089159000 PM,"JMLAGRO",14-MAR-14 12.18.12.481000000 PM
1280256,31716,"BC",01-OCT-13,31-DEC-99,43,65,"guestUser",11-APR-14 02.10.44.695000000 PM,"guestUser",16-MAR-14 04.46.01.567000000 PM
1283406,31717,"AC",01-MAR-46,01-MAR-99,264,20,"guestUser",29-MAY-14 12.36.52.766000000 PM,"guestUser",17-MAR-14 10.18.08.774000000 AM
1278030,31718,"IC",01-JUL-81,31-DEC-99,6,3,"GUESTUSER",06-FEB-15 01.49.57.670000000 PM,"guestUser",17-MAR-14 11.28.06.645000000 AM
1000097,31719,"PS",01-OCT-13,31-DEC-99,24,3,"THENDERSON",21-AUG-15 08.14.23.450000000 AM,"JMLAGRO",17-MAR-14 03.17.56.176000000 PM
1283496,31720,"AC",01-SEP-13,31-JAN-18,16,35,"B-Term-Prov-Trigger_1806955.00",31-JAN-18 06.01.06.020013000 PM,"guestUser",18-MAR-14 03.16.56.429000000 PM
1172003,31721,"BC",01-OCT-13,31-DEC-99,53,3,"JMLAGRO",20-JUL-15 08.34.55.829000000 AM,"JOYSPEZIALE",18-MAR-14 04.53.12.691000000 PM
1283572,31722,"AC",22-DEC-66,31-DEC-14,254,17,"GUESTUSER",26-AUG-14 02.56.58.479000000 PM,"guestUser",20-MAR-14 02.53.54.522000000 PM
1283587,31723,"XX",01-JUN-97,31-DEC-99,131,7,"guestUser",09-APR-14 04.02.45.827000000 PM,"guestUser",21-MAR-14 01.05.56.067000000 PM
1283594,31724,"AC",01-JAN-13,01-JAN-15,450,26,"guestUser",29-MAY-14 12.58.26.503000000 PM,"guestUser",21-MAR-14 03.26.26.554000000 PM
1283632,31725,"AC",20-MAY-13,01-APR-17,152,11,"B-Term-Prov-Trigger_2359525.00",22-JAN-19 06.01.00.368478000 PM,"guestUser",24-MAR-14 11.14.44.237000000 AM
1183571,31726,"RE",01-OCT-13,30-SEP-19,8,6,"B-Term-Prov-Trigger_3039301.00",13-MAR-20 06.02.11.504859000 PM,"ZOEASANDY",25-MAR-14 01.00.46.238000000 PM
1283666,31727,"XX",11-SEP-13,30-JUN-15,466,13,"CR1906_SUP_PROV_DT",30-MAY-14 10.30.16.976000000 AM,"guestUser",25-MAR-14 02.00.42.437000000 PM
1283720,31728,"AC",01-JAN-12,31-DEC-99,15,10,"guestUser",14-MAY-14 11.17.06.182000000 AM,"guestUser",26-MAR-14 01.21.25.857000000 PM
1283720,31729,"SW",01-JAN-12,31-DEC-99,15,10,"guestUser",14-MAY-14 11.17.06.182000000 AM,"guestUser",26-MAR-14 01.21.25.857000000 PM
1283804,31730,"AC",14-FEB-52,31-DEC-99,22,12,"GUESTUSER",05-SEP-14 03.44.57.645000000 PM,"guestUser",28-MAR-14 10.51.59.006000000 AM
1172047,31731,"BC",01-OCT-13,31-MAR-16,41,8,"B-Term-Prov-Trigger_970884.00",05-MAY-16 06.00.37.658563000 PM,"JOYSPEZIALE",28-MAR-14 05.06.56.692000000 PM
1282517,31732,"BC",01-JAN-14,31-DEC-14,13,16,"guestUser",15-MAY-14 08.11.04.075000000 PM,"guestUser",31-MAR-14 09.17.45.817000000 AM
1284490,31733,"SN",01-JAN-14,31-DEC-14,45,6,"guestUser",16-APR-14 04.30.20.693000000 PM,"guestUser",31-MAR-14 09.32.00.503000000 AM
1283849,31734,"SN",01-FEB-13,30-JUN-14,212,23,"guestUser",17-JUL-14 09.44.09.345000000 AM,"guestUser",31-MAR-14 02.53.10.501000000 PM
1283918,31735,"AC",29-DEC-13,30-JUN-14,300,10,"CR1906_SUP_PROV_DT",23-JUL-14 11.36.10.519000000 AM,"guestUser",01-APR-14 05.58.09.162000000 PM
1283937,31736,"BC",01-JAN-14,31-DEC-14,18,16,"guestUser",19-APR-14 01.29.20.252000000 PM,"guestUser",02-APR-14 10.39.47.706000000 AM
1283958,31737,"BC",01-JAN-14,31-DEC-14,40,15,"guestUser",19-APR-14 01.50.07.357000000 PM,"guestUser",02-APR-14 01.07.00.891000000 PM
1153765,31738,"XX",01-OCT-13,31-DEC-99,25,7,"JMLAGRO",04-AUG-15 11.20.23.706000000 AM,"JOYSPEZIALE",02-APR-14 04.48.01.929000000 PM
1283992,31739,"BC",01-JAN-14,31-DEC-14,7,18,"guestUser",19-APR-14 02.14.34.679000000 PM,"guestUser",03-APR-14 09.06.39.534000000 AM
1283965,31740,"SN",01-MAR-01,31-DEC-99,32,24,"guestUser",07-APR-14 05.04.53.020000000 PM,"guestUser",03-APR-14 09.09.53.984000000 AM
1283994,31741,"BC",01-JAN-14,31-DEC-14,12,16,"guestUser",19-APR-14 02.32.12.541000000 PM,"guestUser",03-APR-14 09.26.34.306000000 AM
1172033,31742,"BC",01-OCT-13,31-DEC-14,7,5,"JMLAGRO",20-JUL-15 08.35.42.638000000 AM,"PJHEID",03-APR-14 01.58.01.579000000 PM
