"P_SYS_ID","P_SPECL_SK","P_SPECL_CD","P_SPECL_BEG_DT","P_SPECL_END_DT","P_SPECL_CERT_NUM","P_STATE_CD","P_SPECL_CERT_BOARD_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1000981,1000953,"121",30-NOV-11,23-MAR-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000982,1000954,"014",23-NOV-11,23-MAR-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000983,1000955,"014",05-DEC-11,28-FEB-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000984,1000956,"270",12-DEC-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000985,1000957,"275",21-DEC-11,06-APR-12,"","ND","",2,"MMANYGUNS",23-FEB-15 01.51.24.128000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000986,1000958,"007",09-NOV-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000987,1000959,"033",01-DEC-11,30-SEP-13,"","ND","",6,"JMLAGRO",30-JUL-15 07.52.14.850000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000988,1000960,"001",30-NOV-11,04-OCT-15,"0000","ND","26",3,"KHANDELAND",29-NOV-19 02.11.50.604000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000989,1000961,"341",28-NOV-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000000,1000000,"091",06-SEP-10,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000001,1000001,"091",03-DEC-09,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000002,1000002,"091",23-AUG-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000003,1000003,"091",05-OCT-10,31-DEC-11,"","ND","",1,"JASTONE",04-DEC-18 01.22.13.875000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000004,1000004,"091",14-MAY-10,30-SEP-13,"","ND","",1,"PJHEID",17-DEC-15 08.23.17.470000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000005,1000005,"091",01-NOV-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000006,1000006,"091",30-JUL-10,31-DEC-11,"","ND","",1,"RRUD",11-OCT-22 08.14.24.291000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000007,1000007,"091",10-JUN-10,31-DEC-11,"","ND","",1,"RRUD",20-MAR-23 02.31.51.613000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000008,1000008,"091",26-AUG-10,31-DEC-11,"","ND","",1,"RRUD",08-SEP-22 09.36.52.002000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000009,1000009,"091",16-JUN-10,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000010,1000010,"091",26-AUG-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000011,1000011,"091",04-AUG-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000012,1000012,"091",30-SEP-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000013,1000013,"091",10-AUG-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000014,1000014,"091",25-OCT-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000015,1000015,"091",04-DEC-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000016,1000016,"091",06-AUG-10,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000017,1000017,"091",16-NOV-10,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000018,1000018,"091",20-AUG-10,04-OCT-15,"","ND","",1,"PJHEID",05-APR-17 08.21.06.646000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000019,1000019,"091",09-JUL-10,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000020,1000020,"091",01-JUN-10,30-SEP-13,"","ND","",1,"MMANYGUNS",10-MAR-15 12.04.55.428000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000021,1000021,"091",13-AUG-10,31-DEC-11,"","ND","",1,"RRUD",03-NOV-22 10.56.26.807000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000022,1000022,"091",08-AUG-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000023,1000023,"091",22-JUL-10,30-SEP-13,"","ND","",1,"CJFRANCIS",03-FEB-16 11.03.58.819000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000024,1000024,"091",21-AUG-10,31-DEC-11,"","ND","",1,"RRUD",12-DEC-22 04.25.57.878000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000025,1000025,"091",24-NOV-10,31-DEC-11,"","ND","",1,"RRUD",13-SEP-22 03.30.22.897000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000026,1000026,"091",12-OCT-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000027,1000027,"091",20-NOV-10,31-DEC-11,"","ND","",1,"AYARBROUGH",06-OCT-16 02.06.13.767000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000028,1000028,"091",23-FEB-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000029,1000029,"091",09-NOV-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000030,1000030,"091",01-OCT-10,31-DEC-11,"","ND","",1,"MLMOOS",12-SEP-19 01.48.23.386000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000031,1000031,"111",22-JUL-10,30-SEP-13,"","ND","",7,"THENDERSON",21-AUG-15 10.56.02.917000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000032,1000032,"091",09-SEP-10,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000033,1000033,"091",16-JAN-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000034,1000034,"091",23-DEC-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000035,1000035,"091",31-JAN-11,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000036,1000036,"091",19-MAR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000037,1000037,"091",18-OCT-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000038,1000038,"091",19-OCT-10,31-JUL-13,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000039,1000039,"091",08-MAR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000040,1000040,"091",03-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000041,1000041,"091",22-JAN-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000042,1000042,"091",16-JAN-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000043,1000043,"091",01-JUN-11,30-SEP-13,"","ND","",2,"THENDERSON",21-AUG-15 08.18.27.475000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000044,1000044,"091",25-APR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000045,1000045,"091",01-JUL-11,30-SEP-13,"","ND","",7,"JMLAGRO",06-OCT-14 01.30.42.686000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000046,1000046,"091",20-FEB-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000047,1000047,"091",05-AUG-10,31-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000048,1000048,"091",27-MAY-11,30-SEP-13,"","ND","",1,"ANNDOLL",17-JAN-17 12.00.55.643000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000049,1000049,"091",01-DEC-11,04-OCT-15,"","ND","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.58.02.841000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000050,1000050,"091",01-DEC-11,04-OCT-15,"","ND","",1,"CR1906_SET_ENDDT_4OCT15",20-AUG-15 10.59.25.680000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000051,1000051,"091",08-MAY-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000052,1000052,"091",01-AUG-11,04-OCT-15,"","ND","",1,"PJHEID",06-APR-17 01.44.47.792000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000053,1000053,"091",28-MAR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000054,1000054,"091",11-JAN-11,04-OCT-15,"","ND","",1,"MLMOOS",08-NOV-19 02.33.33.522000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000055,1000055,"091",05-MAR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000057,1000057,"091",07-OCT-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000058,1000058,"091",05-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000059,1000059,"091",27-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000060,1000060,"091",11-JAN-12,04-OCT-15,"","ND","",1,"DMOCK",11-DEC-17 04.19.09.571000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000061,1000061,"091",13-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000062,1000062,"091",29-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000063,1000063,"091",31-JAN-12,04-MAY-15,"00000","ND","25",3,"RRUD",23-NOV-15 08.38.50.193000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000064,1000064,"091",19-DEC-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000065,1000065,"091",31-DEC-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000066,1000066,"091",06-MAR-12,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000067,1000067,"091",21-NOV-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000068,1000068,"091",11-DEC-11,04-OCT-15,"","ND","",1,"PJHEID",05-JAN-16 01.42.56.498000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000069,1000069,"091",19-APR-12,30-SEP-13,"","ND","",1,"SHERSAYLER",30-MAR-14 03.40.44.447000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000070,1000070,"091",19-APR-12,30-SEP-13,"","ND","",1,"SHERSAYLER",30-MAR-14 03.40.18.617000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000071,1000071,"091",06-JAN-12,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000072,1000072,"091",27-DEC-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000073,1000073,"091",10-JAN-12,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000694,1000666,"001",11-JUL-11,30-SEP-13,"","ND","",7,"MAURICIOPENERAND",24-JUL-15 03.41.51.215000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000695,1000667,"341",01-DEC-10,31-DEC-99,"00000","ND","26",8,"MLMOOS",24-FEB-20 03.17.02.576000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000696,1000668,"011",01-JUN-11,04-OCT-15,"0000","ND","26",1,"KHANDELAND",29-NOV-19 01.48.52.655000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000697,1000669,"047",01-JUL-11,30-SEP-13,"","ND","",2,"CAROLREEVES",08-JUN-15 03.00.08.003000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000698,1000670,"001",01-JUL-11,04-OCT-15,"","ND","",1,"AFISCHER",23-FEB-16 08.38.31.171000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000699,1000671,"001",01-JUL-11,30-SEP-13,"","ND","",6,"MMANYGUNS",02-MAR-15 01.48.49.481000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000700,1000672,"275",01-JUL-11,30-SEP-13,"","ND","",5,"MMANYGUNS",02-MAR-15 10.03.11.822000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000701,1000673,"018",14-JUL-11,30-SEP-13,"","ND","",1,"NEERUSHARMA",21-OCT-15 10.28.14.862000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000702,1000674,"359",09-AUG-10,30-SEP-13,"","ND","",1,"DMOCK",30-OCT-15 05.27.43.352000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000703,1000675,"359",01-AUG-11,31-DEC-99,"00000","ND","26",7,"THENDERSON",14-AUG-15 10.38.29.939000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000704,1000676,"275",01-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000705,1000677,"001",23-MAY-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000706,1000678,"034",18-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000707,1000679,"001",11-JUL-11,10-SEP-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000708,1000680,"020",01-JUL-11,30-SEP-13,"","ND","",3,"CAROLREEVES",30-JUN-15 10.14.32.691000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000709,1000681,"359",01-JUL-11,30-SEP-13,"","ND","",15,"THENDERSON",21-AUG-15 09.09.39.966000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000710,1000682,"011",11-JUL-11,30-SEP-13,"","ND","",3,"MMANYGUNS",23-FEB-15 02.27.39.383000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000711,1000683,"189",13-JUL-11,30-SEP-13,"","ND","",6,"MMANYGUNS",25-JUN-15 10.07.58.057000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000712,1000684,"001",13-JUL-11,30-SEP-13,"","ND","",3,"SKOEHLY",28-NOV-14 04.58.05.299000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000713,1000685,"359",01-JUL-11,30-SEP-13,"","ND","",5,"THENDERSON",21-AUG-15 09.19.38.772000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000714,1000686,"001",14-JUN-11,30-SEP-13,"","ND","",2,"SKOEHLY",16-OCT-14 04.00.19.636000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000715,1000687,"016",18-JUL-11,18-OCT-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000716,1000688,"001",27-JUL-11,04-OCT-15,"0000","ND","26",1,"KHANDELAND",29-NOV-19 01.50.34.751000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000717,1000689,"179",16-JUN-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000718,1000690,"025",15-JUL-11,30-SEP-13,"","ND","",1,"DMOCK",02-MAY-18 11.39.39.914000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000719,1000691,"011",01-JUL-11,30-SEP-13,"","ND","",7,"USHASHA",30-JUL-15 02.27.05.927000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000720,1000692,"011",18-JUN-11,30-SEP-13,"","ND","",7,"USHASHA",18-AUG-15 09.18.52.492000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000721,1000693,"341",18-APR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000722,1000694,"005",15-JUL-11,18-NOV-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000723,1000695,"011",01-AUG-11,30-SEP-13,"","ND","",3,"MAURICIOPENERAND",20-MAY-15 04.52.13.914000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000724,1000696,"001",01-AUG-11,30-SEP-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000725,1000697,"049",14-JUN-11,30-SEP-13,"","ND","",5,"MMANYGUNS",24-FEB-15 04.38.26.305000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000726,1000698,"179",11-JUL-11,30-SEP-13,"","ND","",3,"JMLAGRO",12-JUN-15 08.52.20.730000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000727,1000699,"001",27-JUL-11,04-OCT-15,"0000","ND","26",1,"KHANDELAND",29-NOV-19 01.51.21.756000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000728,1000700,"049",25-JUL-11,30-SEP-13,"","ND","",5,"MMANYGUNS",21-JUL-15 12.53.04.612000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000730,1000702,"001",01-AUG-11,04-OCT-15,"","ND","",1,"SKOEHLY",19-JAN-16 04.29.32.649000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000731,1000703,"020",25-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000732,1000704,"359",29-MAR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000733,1000705,"217",01-AUG-11,18-OCT-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000734,1000706,"005",01-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000735,1000707,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000736,1000708,"020",01-SEP-11,30-SEP-13,"","ND","",5,"CAROLREEVES",19-JUN-15 03.30.41.849000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000737,1000709,"217",29-JUL-11,30-SEP-13,"","ND","",2,"MAURICIOPENERAND",03-AUG-15 03.42.55.793000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000738,1000710,"001",15-JUL-11,06-APR-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000739,1000711,"001",15-JUL-11,06-APR-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000740,1000712,"001",09-JUN-11,10-SEP-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000741,1000713,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000742,1000714,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000743,1000715,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000744,1000716,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000745,1000717,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000746,1000718,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000747,1000719,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000748,1000720,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000749,1000721,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000750,1000722,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000751,1000723,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000752,1000724,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000753,1000725,"049",28-APR-11,17-JUN-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000754,1000726,"359",01-JUL-11,30-SEP-13,"","ND","",6,"THENDERSON",21-AUG-15 09.21.09.936000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
