"P_GRP_SYS_ID","P_MBR_SYS_ID","P_AFFL_SK","P_AFFL_PCP_IND","L_HIBERNATE_VER_NUM","G_AUD_ADD_TS","G_AUD_ADD_USER_ID","G_AUD_TS","G_AUD_USER_ID"
1003118,1278356,1019529,"N",1,26-NOV-13 10.37.56.656000000 AM,"JMLAGRO",08-JUL-15 11.04.51.827000000 AM,"DANIELLAESTRELLA"
1163095,1278337,1019534,"Y",0,26-NOV-13 11.19.41.241000000 AM,"JMLAGRO",26-NOV-13 11.19.41.241000000 AM,"DataFix_PCPAffiliaion"
1155553,1280710,1019922,"Y",0,20-DEC-13 02.42.53.215000000 PM,"JMLAGRO",20-DEC-13 02.42.53.215000000 PM,"DataFix_PCPAffiliaion"
1183544,1280855,1019923,"N",0,20-DEC-13 02.49.21.988000000 PM,"JMLAGRO",20-DEC-13 02.49.21.988000000 PM,"JMLAGRO"
1165483,1281369,1019952,"N",3,27-DEC-13 07.35.56.073000000 AM,"JMLAGRO",31-JUL-15 03.38.39.677000000 PM,"MAURICIOPENERAND"
1000108,1281472,1019994,"Y",1,31-DEC-13 07.16.40.177000000 AM,"JMLAGRO",22-JUN-15 05.06.22.072000000 PM,"DataFix_PCPAffiliaion"
1155664,1281139,1019997,"Y",3,31-DEC-13 12.26.43.208000000 PM,"DATAFFIX_PCPAffiliation",04-DEC-15 10.46.40.952000000 AM,"DATA_FFIX_PCPIndicator_850493"
1000950,1280816,1023421,"Y",1,10-MAR-14 08.11.18.593000000 AM,"JMLAGRO",26-JUN-15 04.48.41.991000000 PM,"DATA_FFIX_PCPIndicator_850493"
1163095,1278448,1020077,"N",0,02-JAN-14 12.40.51.542000000 PM,"JMLAGRO",02-JAN-14 12.40.51.542000000 PM,"JMLAGRO"
1160955,1280816,1023422,"Y",1,10-MAR-14 08.11.18.614000000 AM,"JMLAGRO",26-JUN-15 04.48.41.990000000 PM,"DATA_FFIX_PCPIndicator_850493"
1186303,1281909,1020337,"N",1,14-JAN-14 12.55.12.487000000 PM,"PJHEID",20-JUL-15 03.15.20.650000000 PM,"JMLAGRO"
1000795,1281567,1020256,"N",0,10-JAN-14 03.20.37.037000000 PM,"JMLAGRO",10-JAN-14 03.20.37.037000000 PM,"JMLAGRO"
1157125,1277907,1018570,"N",3,01-JUL-13 10.44.06.779000000 AM,"PJHEID",17-JUL-15 09.47.51.591000000 AM,"PJHEID"
1159357,1280692,1019147,"N",0,30-OCT-13 07.05.35.119000000 AM,"JMLAGRO",30-OCT-13 07.05.35.119000000 AM,"JMLAGRO"
1155497,1280615,1019651,"Y",0,02-DEC-13 10.15.13.536000000 AM,"JMLAGRO",02-DEC-13 10.15.13.536000000 AM,"DATA_FFIX_PCPIndicator_850493"
1001549,1280758,1019493,"N",0,24-NOV-13 03.06.16.941000000 PM,"PJHEID",24-NOV-13 03.06.16.941000000 PM,"PJHEID"
1001549,1280179,1019652,"N",0,02-DEC-13 10.19.52.114000000 AM,"JMLAGRO",02-DEC-13 10.19.52.114000000 AM,"JMLAGRO"
1155497,1280603,1019650,"Y",0,02-DEC-13 10.11.51.561000000 AM,"JMLAGRO",02-DEC-13 10.11.51.561000000 AM,"DATA_FFIX_PCPIndicator_850493"
1163095,1278334,1019470,"Y",0,23-NOV-13 10.38.00.504000000 PM,"PJHEID",23-NOV-13 10.38.00.504000000 PM,"DATA_FFIX_PCPIndicator_850493"
1154779,1277237,1019662,"N",4,02-DEC-13 01.15.42.126000000 PM,"PJHEID",17-JUL-15 10.09.59.357000000 AM,"JMLAGRO"
1159303,1280109,1019682,"N",0,03-DEC-13 07.31.55.447000000 AM,"JMLAGRO",03-DEC-13 07.31.55.447000000 AM,"JMLAGRO"
1156276,1278627,1019692,"N",3,03-DEC-13 11.06.50.680000000 AM,"JMLAGRO",16-JUL-15 09.00.13.231000000 AM,"JMLAGRO"
1169015,1281330,1019716,"N",1,05-DEC-13 09.38.18.129000000 AM,"JMLAGRO",08-JUL-15 11.09.55.380000000 AM,"PJHEID"
1166116,1279211,1019718,"N",2,05-DEC-13 12.26.58.266000000 PM,"JMLAGRO",11-AUG-15 03.03.01.839000000 PM,"CAROLREEVES"
1001508,1277618,1019733,"Y",0,05-DEC-13 08.04.59.552000000 PM,"PJHEID",05-DEC-13 08.04.59.552000000 PM,"DATA_FFIX_PCPIndicator_850493"
1166116,1281044,1019750,"N",2,06-DEC-13 10.14.43.799000000 AM,"JMLAGRO",12-JUN-15 03.45.14.068000000 PM,"MMANYGUNS"
1167626,1280588,1019730,"N",1,05-DEC-13 01.59.11.051000000 PM,"JMLAGRO",24-JUN-15 02.48.00.631000000 PM,"PJHEID"
1281034,1281048,1020211,"N",2,10-JAN-14 10.53.27.902000000 AM,"JMLAGRO",07-AUG-15 11.26.06.231000000 AM,"MMANYGUNS"
1183618,1281254,1019883,"N",0,13-DEC-13 03.33.39.110000000 PM,"JMLAGRO",13-DEC-13 03.33.39.110000000 PM,"JMLAGRO"
1155497,1281680,1020790,"N",0,29-JAN-14 10.29.46.022000000 AM,"PJHEID",29-JAN-14 10.29.46.022000000 AM,"PJHEID"
1157851,1280750,1020149,"Y",1,06-JAN-14 01.25.44.080000000 PM,"JMLAGRO",22-JUN-15 09.35.47.416000000 AM,"DataFix_PCPAffiliaion"
1155664,1282514,1022165,"Y",1,12-FEB-14 12.33.34.883000000 PM,"JMLAGRO",07-MAR-18 08.10.39.827000000 AM,"JMLAGRO"
1162914,1282514,1022164,"Y",1,12-FEB-14 12.33.34.870000000 PM,"JMLAGRO",07-MAR-18 08.10.39.826000000 AM,"JMLAGRO"
1166885,1281545,1022367,"Y",1,15-FEB-14 02.00.29.389000000 PM,"PJHEID",17-JUL-15 09.22.36.320000000 AM,"DataFix_PCPAffiliaion"
1166885,1281836,1020950,"Y",2,04-FEB-14 11.30.42.113000000 AM,"JMLAGRO",30-JUL-15 03.11.02.703000000 PM,"DataFix_PCPAffiliaion"
1157851,1282502,1023338,"N",0,07-MAR-14 11.30.53.709000000 AM,"PJHEID",07-MAR-14 11.30.53.709000000 AM,"PJHEID"
1163095,1281598,1023364,"N",1,07-MAR-14 03.49.37.072000000 PM,"PJHEID",25-JUN-15 12.14.06.759000000 PM,"CAROLREEVES"
1157587,1278214,1018566,"Y",0,26-JUN-13 01.42.05.589000000 PM,"PJHEID",26-JUN-13 01.42.05.589000000 PM,"DATA_FFIX_PCPIndicator_850493"
1155397,1278214,1018567,"Y",0,26-JUN-13 01.42.05.740000000 PM,"PJHEID",26-JUN-13 01.42.05.740000000 PM,"DATA_FFIX_PCPIndicator_850493"
1155461,1278214,1018568,"Y",0,26-JUN-13 01.42.05.833000000 PM,"PJHEID",26-JUN-13 01.42.05.833000000 PM,"DATA_FFIX_PCPIndicator_850493"
1156082,1278214,1018569,"Y",0,26-JUN-13 01.42.05.843000000 PM,"PJHEID",26-JUN-13 01.42.05.843000000 PM,"DATA_FFIX_PCPIndicator_850493"
1183626,1279127,1018602,"N",0,30-AUG-13 02.35.51.706000000 PM,"JMLAGRO",30-AUG-13 02.35.51.706000000 PM,"JMLAGRO"
1162330,1279527,1018645,"Y",0,25-SEP-13 02.38.54.324000000 PM,"PJHEID",25-SEP-13 02.38.54.324000000 PM,"DATA_FFIX_PCPIndicator_850493"
1159436,1280173,1018612,"N",1,18-SEP-13 12.23.15.149000000 PM,"JMLAGRO",29-JUN-15 03.27.01.662000000 PM,"JMLAGRO"
1167767,1277311,1019252,"N",1,05-NOV-13 03.45.22.973000000 PM,"PJHEID",02-JUL-15 10.32.30.119000000 AM,"JMLAGRO"
1164697,1276873,1018719,"N",3,02-OCT-13 03.22.05.552000000 PM,"PJHEID",17-JUL-15 09.14.35.232000000 AM,"NEERUSHARMA"
1165183,1278335,1019373,"Y",1,15-NOV-13 03.11.08.852000000 PM,"JMLAGRO",29-JUN-15 03.08.00.882000000 PM,"DataFix_PCPAffiliaion"
1163185,1281110,1019365,"N",1,15-NOV-13 01.49.34.379000000 PM,"JMLAGRO",18-MAR-16 10.32.27.393000000 AM,"DATA_FFIX_PCPIndicator_850493"
1155371,1278335,1019374,"Y",1,15-NOV-13 03.11.08.862000000 PM,"JMLAGRO",29-JUN-15 03.08.00.881000000 PM,"DataFix_PCPAffiliaion"
1155387,1278335,1019375,"Y",1,15-NOV-13 03.11.08.868000000 PM,"JMLAGRO",29-JUN-15 03.08.00.881000000 PM,"DataFix_PCPAffiliaion"
1155452,1278335,1019376,"Y",1,15-NOV-13 03.11.08.873000000 PM,"JMLAGRO",29-JUN-15 03.08.00.881000000 PM,"DataFix_PCPAffiliaion"
1155347,1278335,1019377,"Y",1,15-NOV-13 03.11.08.878000000 PM,"JMLAGRO",29-JUN-15 03.08.00.880000000 PM,"DataFix_PCPAffiliaion"
1191348,1278689,1019390,"N",0,16-NOV-13 11.28.37.617000000 AM,"JMLAGRO",16-NOV-13 11.28.37.617000000 AM,"JMLAGRO"
1155497,1281025,1019388,"N",2,15-NOV-13 04.35.24.558000000 PM,"PJHEID",17-JAN-24 02.07.59.495000000 PM,"DataFix_PCPAffiliaion"
1182825,1278604,1019389,"N",4,16-NOV-13 11.19.24.213000000 AM,"JMLAGRO",10-AUG-15 05.28.19.329000000 PM,"PJHEID"
1162499,1279654,1019395,"N",2,16-NOV-13 12.16.16.560000000 PM,"JMLAGRO",15-JUL-15 12.50.57.234000000 PM,"USHASHA"
1159919,1279654,1019396,"N",2,16-NOV-13 12.16.16.584000000 PM,"JMLAGRO",15-JUL-15 12.50.57.233000000 PM,"USHASHA"
1157938,1279654,1019397,"N",2,16-NOV-13 12.16.16.627000000 PM,"JMLAGRO",15-JUL-15 12.50.57.234000000 PM,"USHASHA"
1161513,1279654,1019398,"N",2,16-NOV-13 12.16.16.645000000 PM,"JMLAGRO",15-JUL-15 12.50.57.233000000 PM,"USHASHA"
1166708,1279654,1019399,"N",2,16-NOV-13 12.16.16.677000000 PM,"JMLAGRO",15-JUL-15 12.50.57.234000000 PM,"USHASHA"
1162883,1281844,1022967,"Y",1,27-FEB-14 07.46.00.064000000 AM,"JMLAGRO",07-MAR-18 08.04.12.479000000 AM,"JMLAGRO"
1166250,1280189,1019469,"N",0,23-NOV-13 09.45.06.216000000 PM,"PJHEID",23-NOV-13 09.45.06.216000000 PM,"PJHEID"
1001549,1277386,1019525,"N",0,26-NOV-13 08.39.56.736000000 AM,"JMLAGRO",26-NOV-13 08.39.56.736000000 AM,"JMLAGRO"
1155553,1281713,1020293,"Y",1,13-JAN-14 11.21.50.282000000 AM,"JMLAGRO",07-MAR-18 08.02.24.275000000 AM,"JMLAGRO"
1155497,1280571,1019586,"N",1,27-NOV-13 02.54.33.288000000 PM,"JMLAGRO",22-JUN-15 10.55.32.827000000 AM,"JMLAGRO"
1155620,1277774,1019585,"N",0,27-NOV-13 02.43.13.178000000 PM,"PJHEID",27-NOV-13 02.43.13.178000000 PM,"PJHEID"
1155497,1280538,1019587,"N",1,27-NOV-13 03.14.12.069000000 PM,"JMLAGRO",24-JUN-15 02.42.16.528000000 PM,"JMLAGRO"
1166885,1280598,1022144,"Y",2,11-FEB-14 12.34.37.746000000 PM,"JMLAGRO",30-JUN-15 10.47.26.752000000 AM,"DATA_FFIX_PCPIndicator_850493"
1155644,1281844,1022968,"Y",1,27-FEB-14 07.46.00.068000000 AM,"JMLAGRO",07-MAR-18 08.04.12.478000000 AM,"JMLAGRO"
1003062,1279878,1018624,"N",0,23-SEP-13 02.04.24.990000000 PM,"JMLAGRO",23-SEP-13 02.04.24.990000000 PM,"JMLAGRO"
1155553,1281703,1020390,"N",2,15-JAN-14 03.58.24.160000000 PM,"JMLAGRO",31-JUL-15 03.59.36.550000000 PM,"MAURICIOPENERAND"
1155553,1281720,1020389,"N",0,15-JAN-14 03.52.58.295000000 PM,"JMLAGRO",15-JAN-14 03.52.58.295000000 PM,"JMLAGRO"
1186303,1282397,1020971,"N",3,04-FEB-14 03.40.47.517000000 PM,"JMLAGRO",13-JUL-15 10.12.14.818000000 AM,"JMLAGRO"
1155553,1280705,1020524,"N",0,22-JAN-14 12.50.31.393000000 PM,"JMLAGRO",22-JAN-14 12.50.31.393000000 PM,"JMLAGRO"
1163179,1282597,1022911,"N",0,25-FEB-14 01.14.57.188000000 PM,"PJHEID",25-FEB-14 01.14.57.188000000 PM,"PJHEID"
1162883,1282597,1022910,"N",0,25-FEB-14 01.14.57.164000000 PM,"PJHEID",25-FEB-14 01.14.57.164000000 PM,"PJHEID"
1164507,1282265,1022155,"N",0,11-FEB-14 03.47.57.466000000 PM,"PJHEID",11-FEB-14 03.47.57.466000000 PM,"PJHEID"
1155497,1283121,1023331,"Y",1,07-MAR-14 12.12.56.868000000 AM,"PJHEID",23-JUN-15 10.23.02.519000000 AM,"DataFix_PCPAffiliaion"
1166751,1282055,1022362,"N",0,15-FEB-14 11.47.45.497000000 AM,"PJHEID",15-FEB-14 11.47.45.497000000 AM,"PJHEID"
1182637,1280636,1023171,"N",0,03-MAR-14 06.41.03.269000000 PM,"JOYSPEZIALE",03-MAR-14 06.41.03.269000000 PM,"JOYSPEZIALE"
1204758,1281745,1023332,"N",0,07-MAR-14 12.38.05.816000000 AM,"PJHEID",07-MAR-14 12.38.05.816000000 AM,"PJHEID"
1163095,1283121,1023330,"Y",1,07-MAR-14 12.12.56.856000000 AM,"PJHEID",23-JUN-15 10.23.02.519000000 AM,"DataFix_PCPAffiliaion"
1169025,1281673,1022135,"N",1,11-FEB-14 09.45.29.957000000 AM,"JMLAGRO",08-JUL-15 11.33.58.038000000 AM,"JMLAGRO"
1157938,1279623,1019401,"N",1,16-NOV-13 12.47.55.948000000 PM,"JMLAGRO",04-JUN-15 03.03.59.812000000 PM,"JMLAGRO"
1191348,1278564,1019391,"N",0,16-NOV-13 11.37.31.385000000 AM,"JMLAGRO",16-NOV-13 11.37.31.385000000 AM,"JMLAGRO"
1159352,1281061,1022152,"Y",0,11-FEB-14 01.28.45.307000000 PM,"JMLAGRO",11-FEB-14 01.28.45.307000000 PM,"DataFix_PCPAffiliaion"
1161513,1279623,1019400,"N",1,16-NOV-13 12.47.55.938000000 PM,"JMLAGRO",04-JUN-15 03.03.59.812000000 PM,"JMLAGRO"
1166708,1279623,1019402,"N",1,16-NOV-13 12.47.55.966000000 PM,"JMLAGRO",04-JUN-15 03.03.59.813000000 PM,"JMLAGRO"
1162499,1279623,1019403,"N",1,16-NOV-13 12.47.55.972000000 PM,"JMLAGRO",04-JUN-15 03.03.59.814000000 PM,"JMLAGRO"
1159919,1279623,1019404,"N",1,16-NOV-13 12.47.55.979000000 PM,"JMLAGRO",04-JUN-15 03.03.59.813000000 PM,"JMLAGRO"
1157938,1279617,1019405,"N",1,16-NOV-13 01.00.27.736000000 PM,"JMLAGRO",30-JUN-15 03.57.10.010000000 PM,"KARINARUIZ"
1161513,1279617,1019406,"N",1,16-NOV-13 01.00.27.739000000 PM,"JMLAGRO",30-JUN-15 03.57.10.009000000 PM,"KARINARUIZ"
1166708,1279617,1019407,"N",1,16-NOV-13 01.00.27.742000000 PM,"JMLAGRO",30-JUN-15 03.57.10.010000000 PM,"KARINARUIZ"
1162499,1279617,1019408,"N",1,16-NOV-13 01.00.27.745000000 PM,"JMLAGRO",30-JUN-15 03.57.10.011000000 PM,"KARINARUIZ"
1159919,1279617,1019409,"N",1,16-NOV-13 01.00.27.750000000 PM,"JMLAGRO",30-JUN-15 03.57.10.010000000 PM,"KARINARUIZ"
1278145,1280416,1019412,"Y",0,16-NOV-13 01.27.42.467000000 PM,"JMLAGRO",16-NOV-13 01.27.42.467000000 PM,"DataFix_PCPAffiliaion"
1192257,1281649,1020523,"N",0,22-JAN-14 12.44.18.546000000 PM,"JMLAGRO",22-JAN-14 12.44.18.546000000 PM,"JMLAGRO"
1002960,1278093,1019471,"N",3,23-NOV-13 11.12.40.077000000 PM,"PJHEID",19-AUG-15 08.23.30.014000000 AM,"PJHEID"
1182924,1278093,1019472,"N",3,23-NOV-13 11.12.40.095000000 PM,"PJHEID",19-AUG-15 08.23.30.014000000 AM,"PJHEID"
1002960,1280357,1019473,"N",1,23-NOV-13 11.12.40.202000000 PM,"guestUser",19-AUG-15 08.26.47.777000000 AM,"PJHEID"
1182924,1280357,1019474,"N",1,23-NOV-13 11.12.40.208000000 PM,"guestUser",19-AUG-15 08.26.47.777000000 AM,"PJHEID"
1155497,1280535,1019584,"N",2,27-NOV-13 01.33.13.961000000 PM,"JMLAGRO",24-JUN-15 01.51.28.352000000 PM,"CAROLREEVES"
1278142,1278143,1018575,"N",1,02-JUL-13 03.27.00.326000000 PM,"JMLAGRO",22-JUL-15 02.55.32.813000000 PM,"PJHEID"
1188669,1276761,1019413,"N",0,16-NOV-13 01.53.54.938000000 PM,"JMLAGRO",16-NOV-13 01.53.54.938000000 PM,"JMLAGRO"
1155664,1280311,1018606,"Y",1,16-SEP-13 02.00.24.825000000 PM,"PJHEID",10-JUL-15 10.22.59.059000000 AM,"DataFix_PCPAffiliaion"
1191604,1280837,1019392,"N",0,16-NOV-13 11.45.28.797000000 AM,"JMLAGRO",16-NOV-13 11.45.28.797000000 AM,"JMLAGRO"
1191348,1279097,1019393,"N",3,16-NOV-13 11.52.17.106000000 AM,"JMLAGRO",29-JUN-15 01.46.46.685000000 PM,"PJHEID"
1191604,1278835,1019414,"N",0,16-NOV-13 02.39.00.762000000 PM,"JMLAGRO",16-NOV-13 02.39.00.762000000 PM,"JMLAGRO"
1191604,1278868,1019415,"N",0,16-NOV-13 02.48.19.843000000 PM,"JMLAGRO",16-NOV-13 02.48.19.843000000 PM,"JMLAGRO"
1155480,1279494,1019416,"Y",2,16-NOV-13 02.59.46.754000000 PM,"JMLAGRO",24-DEC-15 11.56.39.610000000 AM,"MMANYGUNS"
1192234,1280285,1019468,"N",0,23-NOV-13 09.08.22.452000000 PM,"PJHEID",23-NOV-13 09.08.22.452000000 PM,"PJHEID"
1155497,1280605,1019599,"N",1,27-NOV-13 03.43.05.130000000 PM,"JMLAGRO",22-JUN-15 01.02.12.175000000 PM,"JMLAGRO"
1190885,1280662,1019467,"N",2,23-NOV-13 08.38.42.169000000 PM,"PJHEID",15-JUL-15 01.48.51.956000000 PM,"MMANYGUNS"
1163185,1281249,1019524,"N",3,26-NOV-13 08.31.52.767000000 AM,"JMLAGRO",18-MAR-16 10.31.18.220000000 AM,"DATA_FFIX_PCPIndicator_850493"
1166250,1281312,1019606,"N",0,29-NOV-13 03.36.23.480000000 PM,"PJHEID",29-NOV-13 03.36.23.480000000 PM,"PJHEID"
1155497,1281812,1020453,"Y",0,19-JAN-14 08.53.38.321000000 PM,"PJHEID",19-JAN-14 08.53.38.321000000 PM,"DataFix_PCPAffiliaion"
1162384,1278316,1020520,"N",1,21-JAN-14 09.30.13.012000000 PM,"PJHEID",08-JUN-15 12.38.38.813000000 PM,"MMANYGUNS"
1167767,1277416,1020515,"N",1,21-JAN-14 02.02.47.018000000 PM,"PJHEID",02-JUL-15 10.31.51.959000000 AM,"JMLAGRO"
1166236,1279619,1019417,"N",1,16-NOV-13 03.33.14.736000000 PM,"JMLAGRO",04-JUN-15 03.04.28.614000000 PM,"JMLAGRO"
1166708,1279619,1019418,"N",1,16-NOV-13 03.33.14.773000000 PM,"JMLAGRO",04-JUN-15 03.04.28.613000000 PM,"JMLAGRO"
1162499,1279619,1019419,"N",1,16-NOV-13 03.33.14.777000000 PM,"JMLAGRO",04-JUN-15 03.04.28.615000000 PM,"JMLAGRO"
1159919,1279619,1019420,"N",1,16-NOV-13 03.33.14.781000000 PM,"JMLAGRO",04-JUN-15 03.04.28.613000000 PM,"JMLAGRO"
1157938,1279619,1019421,"N",1,16-NOV-13 03.33.14.784000000 PM,"JMLAGRO",04-JUN-15 03.04.28.614000000 PM,"JMLAGRO"
1161513,1279619,1019422,"N",1,16-NOV-13 03.33.14.788000000 PM,"JMLAGRO",04-JUN-15 03.04.28.613000000 PM,"JMLAGRO"
1166786,1280443,1019476,"Y",4,24-NOV-13 09.09.31.742000000 AM,"PJHEID",15-JUL-15 02.02.25.132000000 PM,"DataFix_PCPAffiliaion"
1155337,1280443,1019477,"Y",4,24-NOV-13 09.09.31.748000000 AM,"PJHEID",15-JUL-15 02.02.25.130000000 PM,"DataFix_PCPAffiliaion"
1155497,1280606,1019600,"N",3,27-NOV-13 03.47.46.879000000 PM,"JMLAGRO",24-JUN-15 03.13.49.947000000 PM,"USHASHA"
1155497,1280558,1019597,"Y",1,27-NOV-13 03.35.26.451000000 PM,"JMLAGRO",24-JUN-15 01.41.27.666000000 PM,"DATA_FFIX_PCPIndicator_850493"
1155497,1280562,1019598,"Y",1,27-NOV-13 03.38.47.909000000 PM,"JMLAGRO",10-AUG-15 08.20.06.104000000 AM,"DATA_FFIX_PCPIndicator_850493"
1155497,1280607,1019601,"N",1,27-NOV-13 03.51.14.794000000 PM,"JMLAGRO",24-JUN-15 01.42.11.107000000 PM,"JMLAGRO"
1155497,1280608,1019602,"Y",0,27-NOV-13 03.58.22.335000000 PM,"JMLAGRO",27-NOV-13 03.58.22.335000000 PM,"DATA_FFIX_PCPIndicator_850493"
1191604,1278872,1019622,"N",0,30-NOV-13 10.05.52.167000000 AM,"PJHEID",30-NOV-13 10.05.52.167000000 AM,"PJHEID"
1167006,1281320,1019636,"Y",1,01-DEC-13 03.33.52.872000000 PM,"PJHEID",07-MAR-18 07.57.13.908000000 AM,"DataFix_906400"
1160197,1282336,1023153,"N",3,03-MAR-14 05.06.23.005000000 PM,"PJHEID",23-JUL-15 07.53.38.403000000 AM,"PJHEID"
1204196,1281894,1022132,"N",0,11-FEB-14 09.01.20.881000000 AM,"JMLAGRO",11-FEB-14 09.01.20.881000000 AM,"JMLAGRO"
1162284,1278028,1018609,"N",1,18-SEP-13 11.29.08.647000000 AM,"PJHEID",10-JUL-15 10.24.09.618000000 AM,"PJHEID"
1277925,1277939,1018572,"N",1,02-JUL-13 01.37.19.536000000 PM,"JMLAGRO",16-JUN-15 11.40.06.572000000 AM,"MMANYGUNS"
1191348,1278071,1018574,"N",0,02-JUL-13 03.21.03.197000000 PM,"JMLAGRO",02-JUL-13 03.21.03.197000000 PM,"JMLAGRO"
1162284,1278020,1018610,"N",1,18-SEP-13 12.09.29.040000000 PM,"PJHEID",31-JUL-15 03.13.08.981000000 PM,"PJHEID"
1277686,1276819,1018639,"N",0,25-SEP-13 09.14.02.004000000 AM,"JMLAGRO",25-SEP-13 09.14.02.004000000 AM,"JMLAGRO"
1185530,1277060,1018992,"N",0,21-OCT-13 10.09.43.115000000 AM,"guestUser",21-OCT-13 10.09.43.115000000 AM,"PJHEID"
1186303,1281212,1019466,"N",0,23-NOV-13 05.58.54.582000000 PM,"PJHEID",23-NOV-13 05.58.54.582000000 PM,"PJHEID"
1002956,1280345,1019423,"N",0,16-NOV-13 03.55.37.816000000 PM,"JMLAGRO",16-NOV-13 03.55.37.816000000 PM,"JMLAGRO"
1156276,1277345,1019479,"N",0,24-NOV-13 11.22.36.579000000 AM,"PJHEID",24-NOV-13 11.22.36.579000000 AM,"PJHEID"
1164691,1279489,1019475,"Y",0,23-NOV-13 11.27.15.231000000 PM,"DATAFFIX_PCPAffiliation",23-NOV-13 11.27.15.231000000 PM,"DATAFFIX_PCPAffiliation"
1000221,1277050,1019480,"Y",0,24-NOV-13 12.14.26.128000000 PM,"PJHEID",24-NOV-13 12.14.26.128000000 PM,"DataFix_PCPAffiliaion"
1000221,1277149,1019486,"N",0,24-NOV-13 12.57.57.184000000 PM,"PJHEID",24-NOV-13 12.57.57.184000000 PM,"PJHEID"
1000221,1277999,1019491,"N",0,24-NOV-13 01.32.16.374000000 PM,"PJHEID",24-NOV-13 01.32.16.374000000 PM,"PJHEID"
1000596,1280638,1019605,"Y",1,29-NOV-13 02.53.12.528000000 PM,"PJHEID",18-MAY-17 12.51.58.204000000 PM,"PJHEID"
1157694,1278322,1019503,"N",1,25-NOV-13 09.37.54.650000000 PM,"PJHEID",17-JUL-15 03.36.53.811000000 PM,"ESTHERSHAHPAR"
1163095,1277799,1019535,"N",0,26-NOV-13 11.35.04.374000000 AM,"JMLAGRO",26-NOV-13 11.35.04.374000000 AM,"JMLAGRO"
1167767,1277248,1019626,"N",3,30-NOV-13 02.40.02.558000000 PM,"PJHEID",02-JUL-15 10.29.51.471000000 AM,"NEERUSHARMA"
1191604,1278895,1019621,"N",0,30-NOV-13 09.49.39.381000000 AM,"PJHEID",30-NOV-13 09.49.39.381000000 AM,"PJHEID"
1155470,1281141,1019632,"N",2,01-DEC-13 09.17.34.047000000 AM,"PJHEID",17-JUN-15 03.35.54.542000000 PM,"MMANYGUNS"
1155553,1280708,1019637,"Y",2,01-DEC-13 06.32.58.426000000 PM,"PJHEID",27-JUL-15 09.04.33.099000000 AM,"DataFix_PCPAffiliaion"
1155497,1280550,1019646,"Y",0,02-DEC-13 09.57.43.898000000 AM,"JMLAGRO",02-DEC-13 09.57.43.898000000 AM,"DATA_FFIX_PCPIndicator_850493"
1169026,1280027,1019688,"N",0,03-DEC-13 08.27.46.036000000 AM,"JMLAGRO",03-DEC-13 08.27.46.036000000 AM,"JMLAGRO"
1155370,1281357,1019814,"Y",1,12-DEC-13 09.09.05.688000000 PM,"PJHEID",07-MAR-18 07.58.17.419000000 AM,"PJHEID"
1163095,1279889,1019686,"N",0,03-DEC-13 08.10.21.298000000 AM,"JMLAGRO",03-DEC-13 08.10.21.298000000 AM,"JMLAGRO"
1167749,1281357,1019815,"N",0,12-DEC-13 09.09.05.897000000 PM,"PJHEID",12-DEC-13 09.09.05.897000000 PM,"PJHEID"
1162177,1281357,1019813,"N",0,12-DEC-13 09.09.05.673000000 PM,"PJHEID",12-DEC-13 09.09.05.673000000 PM,"PJHEID"
1003051,1280877,1019874,"N",1,13-DEC-13 02.32.56.622000000 PM,"JMLAGRO",16-JUN-15 11.41.51.051000000 AM,"MMANYGUNS"
1155553,1280735,1019888,"Y",0,17-DEC-13 10.03.15.084000000 AM,"JMLAGRO",17-DEC-13 10.03.15.084000000 AM,"DataFix_PCPAffiliaion"
1182753,1278160,1019910,"N",0,19-DEC-13 02.45.11.088000000 PM,"PJHEID",19-DEC-13 02.45.11.088000000 PM,"PJHEID"
1184918,1281407,1019953,"N",0,27-DEC-13 07.40.32.629000000 AM,"JMLAGRO",27-DEC-13 07.40.32.629000000 AM,"JMLAGRO"
1166116,1281001,1019921,"N",2,20-DEC-13 11.58.33.569000000 AM,"JMLAGRO",30-JUN-15 05.40.13.088000000 PM,"CAROLREEVES"
1182038,1278761,1019971,"N",2,27-DEC-13 12.48.57.523000000 PM,"JMLAGRO",29-JUL-15 04.11.21.211000000 PM,"MMANYGUNS"
1003134,1281200,1019995,"N",0,31-DEC-13 07.22.46.637000000 AM,"JMLAGRO",31-DEC-13 07.22.46.637000000 AM,"JMLAGRO"
1161513,1280600,1020183,"N",5,09-JAN-14 12.00.05.555000000 PM,"JMLAGRO",17-JUL-15 10.29.53.477000000 AM,"JMLAGRO"
1162499,1280600,1020182,"N",5,09-JAN-14 12.00.05.550000000 PM,"JMLAGRO",17-JUL-15 10.29.53.477000000 AM,"JMLAGRO"
1157938,1280600,1020184,"N",5,09-JAN-14 12.00.05.559000000 PM,"JMLAGRO",17-JUL-15 10.29.53.476000000 AM,"JMLAGRO"
1166708,1280600,1020185,"N",5,09-JAN-14 12.00.05.564000000 PM,"JMLAGRO",17-JUL-15 10.29.53.477000000 AM,"JMLAGRO"
1169015,1281353,1023121,"N",1,03-MAR-14 01.51.38.417000000 PM,"JMLAGRO",08-JUL-15 11.09.36.965000000 AM,"PJHEID"
1155553,1281686,1020780,"N",2,28-JAN-14 12.27.45.857000000 AM,"PJHEID",25-JUN-15 05.05.41.550000000 PM,"USHASHA"
