"P_CLIA_NUM","P_CLIA_CERT_LI_NUM","P_CLIA_CERT_TY_CD","P_CLIA_CERT_BEG_DT","P_CLIA_CERT_END_DT","P_CLIA_LAB_TY_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS","P_CLIA_CERT_SEQ_NUM"
"01D0301003","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163393000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163393000 AM,0
"01D0301003","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163403000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163403000 AM,0
"01D0301022","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_1051373.00",15-JUL-16 09.35.13.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163414000 AM,0
"01D0301022","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163425000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163425000 AM,0
"01D0301022","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163435000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163435000 AM,0
"01D0301022","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163446000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163446000 AM,0
"01D0301022","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163456000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163456000 AM,0
"01D0301022","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163467000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163467000 AM,0
"01D0301022","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163478000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163478000 AM,0
"01D0301022","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163489000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163489000 AM,0
"01D0303442","07","1",13-DEC-01,12-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315141000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315141000 AM,0
"01D0303442","08","1",13-DEC-99,12-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315151000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315151000 AM,0
"01D0303442","09","1",13-DEC-97,12-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315161000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315161000 AM,0
"01D0303442","10","1",13-DEC-95,12-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315171000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315171000 AM,0
"01D0303544","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_1051373.00",15-JUL-16 09.35.13.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315181000 AM,0
"01D0303544","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315192000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315192000 AM,0
"01D0303544","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315202000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315202000 AM,0
"01D0303544","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315212000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315212000 AM,0
"01D0303544","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315222000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315222000 AM,0
"01D0303544","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315232000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315232000 AM,0
"01D0303544","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315242000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315242000 AM,0
"01D0303544","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315252000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315252000 AM,0
"01D0303544","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315262000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315262000 AM,0
"01D0303544","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315272000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315272000 AM,0
"01D0303594","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_953610.00",21-APR-16 09.12.21.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315282000 AM,0
"01D0303594","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315292000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315292000 AM,0
"01D0303594","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315302000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315302000 AM,0
"01D0303594","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315312000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315312000 AM,0
"01D0303594","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315322000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315322000 AM,0
"01D0303594","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315332000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315332000 AM,0
"01D0303594","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315343000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315343000 AM,0
"01D0303594","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315353000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315353000 AM,0
"01D0303594","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315363000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315363000 AM,0
"01D0303594","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315373000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315373000 AM,0
"01D0303873","01","3",03-JAN-13,02-JAN-15," ",0,"B-IF-PRV-CLIA-UPD_723052.00",07-OCT-15 10.28.03.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315384000 AM,0
"01D0303873","02","3",03-JAN-11,02-JAN-13," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315394000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315394000 AM,0
"01D0303873","03","3",03-JAN-09,02-JAN-11," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315404000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315404000 AM,0
"01D0303873","04","3",03-JAN-07,02-JAN-09," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315414000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315414000 AM,0
"01D0303873","05","3",03-JAN-05,02-JAN-07," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315424000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315424000 AM,0
"01D0303873","06","3",03-JAN-03,02-JAN-05," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315434000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315434000 AM,0
"01D0303873","07","3",03-JAN-01,02-JAN-03," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315444000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315444000 AM,0
"01D0303873","08","3",03-JAN-99,02-JAN-01," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315454000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315454000 AM,0
"01D0303873","09","3",03-JAN-97,02-JAN-99," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315465000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315465000 AM,0
"01D0303873","10","3",03-JAN-95,02-JAN-97," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315475000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315475000 AM,0
"01D0304152","01","1",05-JAN-12,04-JAN-14,"2",0,"B-IF-PRV-CLIA-UPD_9554259.00",06-MAY-14 06.16.29.003535000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315485000 AM,0
"01D0304152","02","1",05-JAN-10,04-JAN-12,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315495000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315495000 AM,0
"01D0304152","03","1",05-JAN-08,04-JAN-10,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315505000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315505000 AM,0
"01D0304152","04","1",05-JAN-06,04-JAN-08,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315515000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315515000 AM,0
"01D0304152","05","1",05-JAN-04,04-JAN-06,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315525000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315525000 AM,0
"01D0304152","06","1",05-JAN-02,04-JAN-04,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315536000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315536000 AM,0
"01D0304152","07","1",05-JAN-00,04-JAN-02,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315546000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315546000 AM,0
"01D0304152","08","1",05-JAN-98,04-JAN-00,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315556000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315556000 AM,0
"01D0304152","09","1",05-JAN-96,04-JAN-98,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315566000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315566000 AM,0
"01D0304152","10","1",05-JAN-94,04-JAN-96,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315577000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315577000 AM,0
"01D0304176","01","3",23-DEC-13,22-DEC-15," ",0,"B-IF-PRV-CLIA-UPD_1051373.00",15-JUL-16 09.35.13.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315587000 AM,0
"01D0304176","02","3",23-DEC-11,22-DEC-13," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315597000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315597000 AM,0
"01D0304176","03","3",23-DEC-09,22-DEC-11," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315607000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315607000 AM,0
"01D0304176","04","3",23-DEC-07,22-DEC-09," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315617000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315617000 AM,0
"01D0304176","05","3",23-DEC-05,22-DEC-07," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315628000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315628000 AM,0
"01D0304176","06","3",23-DEC-03,22-DEC-05," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315638000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315638000 AM,0
"01D0304176","07","3",23-DEC-01,22-DEC-03," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315648000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315648000 AM,0
"01D0304176","08","3",23-DEC-99,22-DEC-01," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315658000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315658000 AM,0
"01D0304176","09","3",23-DEC-97,22-DEC-99," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315668000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315668000 AM,0
"01D0304176","10","3",23-DEC-95,22-DEC-97," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315678000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315678000 AM,0
"01D0304350","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_1051373.00",15-JUL-16 09.35.13.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315688000 AM,0
"01D0304350","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315698000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315698000 AM,0
"01D0304350","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315709000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315709000 AM,0
"01D0304350","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315719000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315719000 AM,0
"01D0304350","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315729000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.315729000 AM,0
"01D0301022","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163499000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163499000 AM,0
"01D0301022","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163510000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163510000 AM,0
"01D0301071","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_953610.00",21-APR-16 09.12.21.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163521000 AM,0
"01D0301071","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163531000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163531000 AM,0
"01D0301071","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163542000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163542000 AM,0
"01D0301071","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163553000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163553000 AM,0
"01D0301071","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163563000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163563000 AM,0
"01D0301071","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163574000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163574000 AM,0
"01D0301071","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163584000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163584000 AM,0
"01D0301071","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163595000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163595000 AM,0
"01D0301071","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163605000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163605000 AM,0
"01D0301071","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163616000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163616000 AM,0
"01D0301161","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_967146.00",02-MAY-16 06.20.40.000000000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163627000 AM,0
"01D0301161","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163638000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163638000 AM,0
"01D0301161","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163649000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163649000 AM,0
"01D0301161","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163659000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163659000 AM,0
"01D0301161","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163670000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163670000 AM,0
"01D0301161","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163681000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163681000 AM,0
"01D0301161","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163691000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163691000 AM,0
"01D0301161","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163702000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163702000 AM,0
"01D0301161","09","3",23-DEC-97,22-DEC-99,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163713000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163713000 AM,0
"01D0301161","10","3",23-DEC-95,22-DEC-97,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163724000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163724000 AM,0
"01D0301246","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_953610.00",21-APR-16 09.12.21.000000000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163735000 AM,0
"01D0301246","02","3",23-DEC-11,22-DEC-13," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163746000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163746000 AM,0
"01D0301246","03","3",23-DEC-09,22-DEC-11," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163756000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163756000 AM,0
"01D0301246","04","3",23-DEC-07,22-DEC-09," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163767000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163767000 AM,0
"01D0301246","05","3",23-DEC-05,22-DEC-07," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163778000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163778000 AM,0
"01D0301246","06","3",23-DEC-03,22-DEC-05," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163788000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163788000 AM,0
"01D0301246","07","3",23-DEC-01,22-DEC-03," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163799000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163799000 AM,0
"01D0301246","08","3",23-DEC-99,22-DEC-01," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163810000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163810000 AM,0
"01D0301246","09","3",23-DEC-97,22-DEC-99," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163821000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163821000 AM,0
"01D0301246","10","3",23-DEC-95,22-DEC-97," ",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163832000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163832000 AM,0
"01D0301577","01","3",23-DEC-13,22-DEC-15,"2",0,"B-IF-PRV-CLIA-UPD_967146.00",02-MAY-16 06.20.40.000000000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163843000 AM,0
"01D0301577","02","3",23-DEC-11,22-DEC-13,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163853000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.163853000 AM,0
"01D0301577","03","3",23-DEC-09,22-DEC-11,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314281000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314281000 AM,0
"01D0301577","04","3",23-DEC-07,22-DEC-09,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314295000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314295000 AM,0
"01D0301577","05","3",23-DEC-05,22-DEC-07,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314306000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314306000 AM,0
"01D0301577","06","3",23-DEC-03,22-DEC-05,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314316000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314316000 AM,0
"01D0301577","07","3",23-DEC-01,22-DEC-03,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314326000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314326000 AM,0
"01D0301577","08","3",23-DEC-99,22-DEC-01,"2",0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314336000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.41.49.314336000 AM,0
