"P_SYS_ID","P_TXNMY_SK","P_TXNMY_CD","P_TXNMY_BEG_DT","P_TXNMY_END_DT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1001031,1000736,"208600000X",01-JAN-12,01-JAN-12,9,"PJHEID",25-FEB-15 08.51.56.593000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001033,1000738,"367500000X",01-FEB-12,31-DEC-99,1,"Provider Conversion",08-JUL-14 01.16.30.817000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001034,1000739,"367500000X",24-JAN-12,31-DEC-99,1,"Provider Conversion",24-JAN-14 06.54.29.765000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001038,1000743,"207R00000X",03-FEB-12,31-DEC-99,6,"MAURICIOPENERAND",24-JUL-15 09.38.04.505000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001049,1000749,"207Q00000X",01-JUL-11,04-OCT-15,2,"B-Term-Prov-Trigger_3039301.00",13-MAR-20 06.02.13.774601000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001051,1000751,"207RG0100X",30-JAN-12,30-SEP-13,9,"MAURICIOPENERAND",24-JUL-15 09.33.22.079000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001056,1000755,"207L00000X",08-FEB-12,15-MAY-25,2,"B-Term-Prov-Trigger_1380111.00",15-MAY-25 06.02.06.343292000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001058,1000758,"2084N0402X",01-OCT-13,01-AUG-21,6,"B-Term-Prov-Trigger_4184932.00",20-JAN-22 06.03.13.707636000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001061,1000761,"207R00000X",14-FEB-12,31-MAY-18,7,"B-Term-Prov-Trigger_3039301.00",13-MAR-20 06.02.13.774601000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001062,1000762,"367500000X",06-FEB-12,31-JAN-15,3,"B-Term-Prov-Trigger_2559340.00",28-MAY-19 06.01.21.950267000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001064,1000763,"103T00000X",13-SEP-10,01-JAN-16,5,"B-Term-Prov-Trigger_429633.00",26-JUL-23 06.12.57.851541000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001068,1000764,"367500000X",20-DEC-11,01-JUL-16,2,"B-Term-Prov-Trigger_1160335.00",14-OCT-16 06.01.43.113829000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001071,1000767,"367500000X",27-FEB-12,31-DEC-99,1,"Provider Conversion",27-JUN-14 11.51.21.348000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001073,1000769,"2085R0202X",01-MAR-12,31-DEC-99,7,"MAURICIOPENERAND",24-JUL-15 10.09.26.344000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001076,1000771,"2084N0400X",01-JUL-11,31-DEC-99,3,"JMLAGRO",22-JUL-14 10.11.13.252000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001079,1000773,"208800000X",27-FEB-12,07-JUL-20,4,"B-Term-Prov-Trigger_3233687.00",07-JUL-20 06.01.43.196878000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001082,1000775,"111N00000X",01-NOV-11,31-DEC-99,3,"MESYLVESTER",22-SEP-23 11.04.41.584000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001083,1000776,"111N00000X",14-DEC-11,31-DEC-99,3,"CAROLREEVES",31-JUL-15 01.54.50.627000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001084,1000777,"193400000X",01-JAN-12,31-DEC-99,8,"MLMOOS",20-AUG-19 04.52.18.288000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000495,1000285,"2085R0202X",28-DEC-11,31-DEC-99,10,"PJHEID",14-JUL-15 04.57.22.125000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000501,1000291,"2085R0202X",28-DEC-11,02-OCT-13,7,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.27.804208000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000505,1000295,"2085R0202X",28-DEC-11,02-JUN-11,6,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.27.871508000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000506,1000296,"2085R0202X",28-DEC-11,15-AUG-24,7,"B-Term-Prov-Trigger_1502456.00",07-AUG-25 06.02.00.057763000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000516,1000306,"2085R0202X",28-DEC-11,02-OCT-13,6,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.27.804208000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000518,1000308,"2085R0202X",28-DEC-11,31-DEC-99,14,"PJHEID",28-JUL-15 06.24.53.727000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000537,1000324,"2085R0202X",01-JUN-11,30-SEP-13,3,"JMLAGRO",30-DEC-13 01.31.53.120000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000538,1000325,"2085R0202X",01-JUN-11,30-SEP-13,7,"MMANYGUNS",03-AUG-15 01.28.08.126000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000539,1000326,"2085R0202X",01-OCT-13,31-DEC-99,6,"JASTONE",14-JUL-18 11.32.24.838000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000544,1000331,"2085R0202X",28-DEC-11,31-DEC-99,4,"JMLAGRO",15-JUL-15 12.39.24.597000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000549,1000336,"2085R0202X",01-JUN-11,31-DEC-99,9,"ESTHERSHAHPAR",04-AUG-15 12.11.36.282000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000562,1000346,"207L00000X",25-MAR-11,15-MAR-15,2,"B-Term-Prov-Trigger_919052.00",22-MAR-16 06.01.33.909051000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000564,1000348,"207R00000X",14-NOV-09,15-JUL-19,5,"B-Term-Prov-Trigger_2690711.00",16-AUG-19 06.01.03.645898000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000569,1000353,"367500000X",08-JAN-09,03-JUN-21,4,"B-Term-Prov-Trigger_3790504.00",03-JUN-21 06.05.18.764035000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000414,1000219,"207X00000X",06-OCT-10,31-DEC-99,6,"DMOCK",19-APR-16 08.55.50.849000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000416,1000221,"367500000X",11-OCT-10,31-DEC-99,3,"AYARBROUGH",02-AUG-19 01.30.46.991000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000417,1000222,"367500000X",11-OCT-10,31-DEC-99,2,"MAGDALENAHANUSIA",08-SEP-14 10.09.40.619000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000418,1000223,"367500000X",11-DEC-10,31-DEC-99,4,"BRENDAPEREZESCOB",04-MAY-15 12.05.31.271000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000426,1000233,"208600000X",26-MAY-11,21-FEB-24,4,"B-Term-Prov-Trigger_735839.00",21-FEB-24 06.01.22.840095000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000428,1000235,"367500000X",12-APR-11,30-SEP-13,1,"MMANYGUNS",06-APR-15 04.53.11.909000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000429,1000236,"207Q00000X",20-MAY-11,31-DEC-99,4,"ESTHERSHAHPAR",11-NOV-14 03.50.20.880000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000430,1000237,"207Q00000X",26-MAY-11,10-FEB-17,10,"B-Term-Prov-Trigger_2551074.00",23-MAY-19 06.01.23.847545000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000431,1000238,"208600000X",31-MAR-11,22-JAN-26,7,"B-Term-Prov-Trigger_1743120.00",22-JAN-26 06.01.16.357354000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000438,1000243,"207L00000X",01-MAY-11,01-JUL-16,9,"B-Term-Prov-Trigger_1160335.00",14-OCT-16 06.01.43.113829000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000439,1000244,"261Q00000X",01-MAY-11,04-OCT-15,2,"CR1906_SET_ENDDT_4OCT15",16-JUN-15 12.49.29.341000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000447,1000247,"207L00000X",01-MAY-11,30-SEP-13,4,"NEERUSHARMA",29-JUN-15 02.04.29.868000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000457,1000253,"207Q00000X",13-JUN-11,31-DEC-99,5,"KAMELTZER",16-AUG-21 03.30.48.447000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000461,1000256,"2085R0202X",09-FEB-12,31-DEC-99,2,"RACHELSPANGENBER",08-SEP-14 08.48.20.666000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000464,1000258,"207Y00000X",04-MAY-11,10-FEB-15,4,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.531603000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000470,1000262,"207RG0100X",08-OCT-10,02-APR-15,11,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.392029000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000474,1000265,"207Q00000X",18-JUL-08,31-DEC-99,9,"PJHEID",08-AUG-15 01.34.24.559000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000475,1000266,"2085R0202X",01-JUN-11,30-SEP-13,18,"MMANYGUNS",07-AUG-15 11.13.09.862000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000477,1000268,"2085R0202X",01-JUN-11,31-DEC-99,1,"Provider Conversion",10-JAN-14 12.23.32.425000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000478,1000269,"2085R0202X",01-JUN-11,31-DEC-99,2,"DOMINICKNGANTOU",26-JUN-14 10.52.48.606000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000479,1000270,"2085R0202X",01-JUN-11,13-JAN-19,9,"B-Term-Prov-Trigger_2360952.00",23-JAN-19 06.00.58.232810000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000480,1000271,"2085R0202X",01-JUN-11,31-DEC-99,5,"MMANYGUNS",21-JUL-15 11.07.02.190000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000481,1000272,"2085R0202X",01-JUN-11,31-DEC-99,6,"MMANYGUNS",11-AUG-15 11.27.05.502000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000482,1000273,"2085R0202X",01-JUN-11,05-JUL-23,6,"B-Term-Prov-Trigger_5113706.00",05-JUL-23 06.02.42.131633000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000483,1000274,"2085R0202X",01-JUN-11,30-SEP-13,5,"DOMINICKNGANTOU",26-JUN-14 01.16.22.632000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000484,1000275,"2085R0202X",01-JUN-11,30-SEP-13,14,"MMANYGUNS",18-AUG-15 11.36.31.835000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000485,1000276,"2085R0202X",01-JUN-11,30-SEP-13,11,"MMANYGUNS",12-AUG-15 03.40.39.792000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000487,1000278,"2085R0202X",01-JUN-11,31-JUL-17,9,"B-Term-Prov-Trigger_1889355.00",28-MAR-18 06.00.54.924466000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000573,1000356,"111N00000X",01-SEP-08,31-DEC-99,3,"AYARBROUGH",02-AUG-19 10.30.16.591000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000574,1000357,"207Q00000X",15-OCT-10,22-JUN-18,4,"B-Term-Prov-Trigger_2021286.00",22-JUN-18 06.01.04.287448000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000577,1000359,"207Q00000X",07-MAY-07,05-JUN-19,21,"MLMOOS",29-NOV-19 11.22.56.078000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000579,1000361,"208000000X",03-MAY-07,31-DEC-99,16,"DMOCK",11-MAR-16 02.53.08.647000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000580,1000362,"207RC0000X",17-APR-07,31-DEC-99,8,"MAURICIOPENERAND",03-AUG-15 03.23.36.190000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000583,1000365,"367500000X",03-MAY-07,31-DEC-99,1,"Provider Conversion",01-JUL-14 02.54.20.141000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000586,1000368,"1223S0112X",14-JAN-11,31-DEC-99,1,"Provider Conversion",17-JUN-14 01.01.28.409000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000587,1000369,"207RN0300X",25-MAR-11,09-MAY-25,11,"B-Term-Prov-Trigger_1371381.00",09-MAY-25 06.02.19.579258000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000589,1000371,"207RE0101X",01-JUL-11,31-DEC-99,8,"CAROLREEVES",26-JUN-15 01.47.21.875000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000590,1000372,"207R00000X",15-AUG-11,05-JUL-21,5,"B-Term-Prov-Trigger_3851516.00",09-JUL-21 06.02.56.656153000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000593,1000375,"207L00000X",01-JUL-11,28-AUG-20,4,"B-Term-Prov-Trigger_3500464.00",14-DEC-20 06.02.56.878037000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000597,1000377,"207L00000X",01-JUL-11,30-AUG-24,4,"B-Term-Prov-Trigger_1502456.00",07-AUG-25 06.02.00.057763000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000598,1000378,"207V00000X",14-JUL-11,01-JAN-15,5,"B-Term-Prov-Trigger_1077170.00",05-AUG-16 06.01.33.709550000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000600,1000380,"2085R0202X",14-JUL-11,04-NOV-14,7,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.531603000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000604,1000383,"207T00000X",23-JUN-11,05-JUN-14,5,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.392029000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000606,1000385,"207X00000X",23-MAY-11,30-SEP-13,1,"JOYSPEZIALE",19-SEP-14 05.54.27.284000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000607,1000386,"208600000X",27-JUL-11,18-MAR-19,3,"B-Term-Prov-Trigger_2450447.00",21-MAR-19 06.01.08.382979000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000608,1000387,"111N00000X",01-JAN-11,31-DEC-99,4,"ANNDOLL",26-FEB-19 11.09.54.097000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000609,1000388,"213E00000X",01-JUL-08,31-DEC-99,2,"BRENDAPEREZESCOB",11-MAR-15 12.36.52.317000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000610,1000389,"207R00000X",04-APR-03,31-DEC-99,4,"CAROLREEVES",29-JUN-15 02.42.51.422000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000611,1000390,"207RG0100X",05-JUL-12,01-NOV-19,2,"B-Term-Prov-Trigger_4917704.00",15-MAR-23 06.02.46.136615000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000612,1000391,"367500000X",05-JUL-11,31-DEC-99,6,"JAWALTON",10-AUG-20 04.15.23.307000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000613,1000392,"111N00000X",01-SEP-11,31-AUG-12,0,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000614,1000393,"207R00000X",03-JUL-11,02-JAN-16,6,"B-Term-Prov-Trigger_911413.00",15-MAR-16 06.01.28.794124000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000615,1000394,"208000000X",25-JUL-11,31-DEC-99,6,"MMANYGUNS",21-JUL-15 11.40.26.024000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000617,1000396,"208000000X",28-JUL-11,21-MAY-19,5,"B-Term-Prov-Trigger_2548096.00",21-MAY-19 06.01.20.152178000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000648,1000427,"207RN0300X",01-JUL-11,04-JUN-20,5,"B-Term-Prov-Trigger_3178037.00",04-JUN-20 06.03.22.559648000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000654,1000433,"2084P0800X",05-JUL-11,11-JUL-23,2,"B-Term-Prov-Trigger_5123755.00",11-JUL-23 06.02.56.270280000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000666,1000441,"207X00000X",23-JUN-11,18-AUG-14,3,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.27.871508000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000667,1000442,"207R00000X",07-JUL-11,25-SEP-18,8,"B-Term-Prov-Trigger_2171082.00",25-SEP-18 06.01.31.058236000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000669,1000444,"208600000X",01-JUN-11,22-NOV-24,8,"B-Term-Prov-Trigger_1131358.00",22-NOV-24 06.01.25.755420000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000671,1000445,"207RC0000X",13-JUL-11,20-JUL-18,6,"B-Term-Prov-Trigger_2064525.00",20-JUL-18 06.00.58.748708000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000673,1000447,"207P00000X",01-JUL-11,31-DEC-99,4,"JMLAGRO",17-JUL-15 09.57.39.307000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000674,1000448,"207R00000X",07-JUL-11,31-MAR-16,8,"B-Term-Prov-Trigger_1419572.00",18-MAY-17 06.01.40.974769000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000677,1000450,"207P00000X",06-JUL-11,31-DEC-99,1,"Provider Conversion",15-MAR-14 01.32.10.115000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000679,1000452,"2085R0202X",11-JUL-11,31-DEC-99,16,"DMOCK",30-DEC-15 09.52.11.778000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000682,1000455,"207R00000X",01-JUL-11,22-FEB-15,7,"B-Term-Prov-Trigger_951700.00",19-APR-16 06.01.30.405241000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000689,1000460,"207R00000X",01-JUL-11,24-FEB-19,5,"B-Term-Prov-Trigger_2413222.00",26-FEB-19 06.00.55.044857000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000690,1000461,"207R00000X",01-JUL-11,31-OCT-14,9,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.392029000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000692,1000463,"207R00000X",13-JUL-11,31-DEC-99,7,"DMOCK",20-APR-16 03.58.08.411000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000693,1000464,"207R00000X",01-JUL-11,30-SEP-13,8,"USHASHA",30-JUL-15 04.20.44.943000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000694,1000465,"207Q00000X",01-JUL-11,12-SEP-23,9,"B-Term-Prov-Trigger_500153.00",12-SEP-23 09.51.09.745591000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000699,1000470,"207Q00000X",23-APR-07,31-DEC-99,8,"DMOCK",29-NOV-17 10.38.36.755000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000700,1000471,"208600000X",03-MAY-07,31-AUG-24,7,"B-Term-Prov-Trigger_1166028.00",16-DEC-24 06.01.42.279930000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000701,1000472,"207W00000X",14-JUL-11,06-AUG-20,2,"B-Term-Prov-Trigger_3284045.00",06-AUG-20 06.02.34.897152000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000711,1000483,"2085R0202X",18-AUG-11,31-DEC-99,7,"MMANYGUNS",25-JUN-15 10.07.58.048000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000712,1000484,"207Q00000X",18-AUG-11,27-MAY-15,5,"RRUD",23-MAY-16 04.10.43.058000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000714,1000486,"207Q00000X",18-AUG-11,31-DEC-99,3,"SKOEHLY",16-OCT-14 04.00.19.627000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000718,1000490,"208100000X",15-JUL-11,24-JUL-15,2,"B-Term-Prov-Trigger_1942660.00",02-MAY-18 06.02.04.247497000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000719,1000491,"207R00000X",01-JUL-11,30-SEP-13,7,"USHASHA",30-JUL-15 02.27.05.914000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000720,1000492,"207R00000X",18-AUG-11,11-AUG-17,9,"B-Term-Prov-Trigger_1725578.00",08-DEC-17 06.02.03.676766000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000728,1000498,"208000000X",18-AUG-11,30-JAN-24,7,"B-Term-Prov-Trigger_1672150.00",03-DEC-25 06.00.26.106723000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000757,1000511,"111N00000X",15-JUL-11,04-OCT-15,2,"CR1906_SET_ENDDT_4OCT15",06-OCT-14 10.51.55.310000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000758,1000512,"2085R0202X",22-JUL-11,31-DEC-99,4,"JMLAGRO",20-APR-15 10.20.46.430000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000759,1000513,"207Q00000X",01-AUG-11,03-MAY-19,5,"B-Term-Prov-Trigger_2573853.00",06-JUN-19 06.01.29.338169000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000760,1000514,"207V00000X",01-AUG-11,31-DEC-99,5,"DANIELLAESTRELLA",29-JUN-15 09.30.42.724000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000761,1000515,"207Q00000X",12-MAR-11,17-MAR-25,7,"B-Term-Prov-Trigger_1295935.00",17-MAR-25 06.02.13.052579000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000762,1000516,"207R00000X",01-SEP-11,26-SEP-16,5,"RRUD",29-MAR-17 04.12.42.571000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000764,1000518,"103T00000X",08-JUL-11,31-DEC-99,1,"Provider Conversion",10-FEB-14 12.41.24.798000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000765,1000519,"111N00000X",15-JUL-11,04-OCT-15,4,"CR1906_SET_ENDDT_4OCT15",06-OCT-14 10.53.35.820000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000767,1000520,"207V00000X",26-JUL-11,31-DEC-99,3,"DOMINICKNGANTOU",11-NOV-14 02.52.01.716000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000768,1000521,"208000000X",01-AUG-11,30-SEP-13,7,"MMANYGUNS",21-JUL-15 11.02.52.022000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000769,1000522,"207P00000X",01-AUG-11,20-JUN-23,9,"B-Term-Prov-Trigger_5087003.00",20-JUN-23 06.02.52.578300000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000772,1000524,"207V00000X",01-AUG-12,31-DEC-99,3,"KAMELTZER",30-JUL-21 11.53.12.221000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000775,1000526,"207Q00000X",08-SEP-11,11-AUG-17,5,"B-Term-Prov-Trigger_2453441.00",23-MAR-19 06.01.03.129889000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000776,1000527,"207Q00000X",01-AUG-11,31-DEC-99,4,"JMLAGRO",20-FEB-15 01.13.58.792000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000778,1000530,"367500000X",09-AUG-11,30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000785,1000536,"208000000X",25-JUL-11,31-DEC-99,11,"ESTHERSHAHPAR",27-JUL-15 03.55.47.363000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000787,1000538,"207L00000X",27-JUL-11,13-MAY-18,3,"B-Term-Prov-Trigger_2363963.00",25-JAN-19 06.01.00.048090000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000791,1000542,"208000000X",01-AUG-11,30-SEP-16,6,"B-Term-Prov-Trigger_1467965.00",20-JUN-17 06.00.35.781958000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000792,1000543,"2085R0202X",18-JUL-11,31-DEC-99,7,"DMOCK",19-APR-16 11.00.43.153000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000807,1000550,"2085R0202X",30-JUN-90,31-DEC-99,2,"KARINARUIZ",06-MAR-15 02.46.23.172000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000809,1000552,"207Q00000X",12-AUG-11,31-DEC-99,8,"DMOCK",29-OCT-18 07.42.09.748000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000811,1000553,"207Q00000X",29-AUG-11,31-DEC-99,9,"ANNDOLL",18-SEP-20 12.06.54.731000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000817,1000559,"207RG0100X",26-APR-11,01-FEB-21,8,"B-Term-Prov-Trigger_4198484.00",28-JAN-22 06.02.51.735391000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000819,1000561,"207V00000X",27-SEP-11,31-DEC-99,13,"CAROLREEVES",27-JUL-15 03.25.57.239000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000825,1000567,"207W00000X",06-SEP-11,31-DEC-99,28,"CAROLREEVES",17-JUL-15 10.36.51.419000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000832,1000573,"208600000X",22-JUL-11,15-JUL-22,4,"B-Term-Prov-Trigger_4838815.00",30-JAN-23 06.09.22.874837000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000833,1000574,"207Q00000X",01-SEP-11,31-DEC-99,15,"AYARBROUGH",05-SEP-19 04.30.47.538000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
