"P_SYS_ID","P_MC_PRTCPTN_PROG_CD","P_MC_PROG_PRTCPTN_BEG_DT","P_MC_PROG_PRTCPTN_END_DT","P_MC_STAT_CD","P_MC_PRTCPTN_RSN_CD","G_AUD_ADD_TS","G_AUD_ADD_USER_ID","G_AUD_TS","G_AUD_USER_ID","P_MC_MAX_MBR_CNT","P_MC_ACT_MBR_CNT"
1000346,"P",02-NOV-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000347,"P",07-MAR-11,31-DEC-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,0
1000347,"P",04-JAN-12,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,0
1000348,"P",01-MAR-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,138
1000352,"P",13-DEC-10,28-JUN-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",22-JUN-15 03.49.59.339000000 PM,"CAROLREEVES",1500,0
1000352,"P",29-JUN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",22-JUN-15 03.49.59.339000000 PM,"CAROLREEVES",1500,0
1000353,"P",01-AUG-10,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",09-SEP-16 12.19.48.618000000 PM,"SKOEHLY",1500,0
1000355,"P",01-AUG-10,18-AUG-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000356,"P",01-AUG-10,26-JAN-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000357,"P",01-AUG-10,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.30.52.938000000 PM,"KHANDELAND",1500,0
1000370,"P",25-MAR-11,21-NOV-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",13-JUL-15 10.21.24.030000000 AM,"JMLAGRO",1500,0
1000370,"P",22-NOV-11,30-SEP-13,"VV","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",13-JUL-15 10.21.24.030000000 AM,"JMLAGRO",1500,0
1000371,"P",01-MAR-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",18-JUN-15 10.06.21.915000000 AM,"JMLAGRO",1500,0
1000379,"P",01-MAR-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.31.46.758000000 PM,"KHANDELAND",1500,0
1000392,"P",01-FEB-11,04-APR-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000392,"P",05-DEC-12,14-JAN-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000392,"P",15-JAN-13,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000395,"P",01-APR-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.32.33.444000000 PM,"KHANDELAND",1500,0
1000397,"P",01-APR-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.33.26.943000000 PM,"KHANDELAND",1500,0
1000402,"P",10-JAN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",17-FEB-17 09.28.44.033000000 AM,"SKOEHLY",0,0
1000404,"P",17-JAN-11,08-AUG-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-JUN-15 01.36.21.464000000 PM,"ESTHERSHAHPAR",1500,0
1000404,"P",09-AUG-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",23-MAY-16 01.49.46.161000000 PM,"B-Mass-Enrllmnt991529.00",1500,1
1000405,"P",01-FEB-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",23-APR-18 05.31.38.000000000 PM,"DATAFIX_HT1086103",1500,0
1000406,"P",08-APR-11,18-JUL-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000406,"P",19-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000408,"P",01-APR-11,15-AUG-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",12-NOV-14 10.03.37.257000000 AM,"MELISSABULGER",1500,191
1000408,"P",16-AUG-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",22-APR-16 08.30.23.817000000 PM,"B-Enroll-AutoAssign955298.00",1500,191
1000409,"P",22-DEC-10,16-MAY-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000409,"P",17-MAY-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000413,"P",01-JUL-10,23-DEC-10,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000429,"P",01-JAN-11,31-DEC-23,"00","OEN",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",19-DEC-23 05.49.42.642897000 PM,"CR_5637_DM",1500,34
1000430,"P",25-MAR-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",22-MAR-16 11.02.25.251000000 AM,"DATAFIX_ESPRD01209184",1500,44
1000433,"P",04-NOV-10,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.35.20.595000000 PM,"KHANDELAND",1500,0
1000443,"P",07-JAN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.36.19.630000000 PM,"KHANDELAND",1500,0
1000444,"P",01-MAY-11,16-JUL-12,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000444,"P",17-JUL-12,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000448,"P",14-JAN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.36.00.494000000 PM,"KHANDELAND",1500,0
1000449,"P",01-MAY-11,26-JUL-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000451,"P",20-APR-11,14-MAY-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000453,"P",27-APR-11,22-JUL-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000457,"P",01-JUN-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,5
1000459,"P",01-APR-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.41.05.722000000 PM,"KHANDELAND",1500,0
1000463,"P",01-MAY-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.42.15.720000000 PM,"KHANDELAND",1500,0
1000473,"P",16-MAY-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.44.18.606000000 PM,"KHANDELAND",1500,0
1000474,"P",01-MAY-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,3
1000553,"P",01-JUN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",15-APR-19 05.18.24.000000000 PM,"DATAFIX_HT1194306",1500,0
1000564,"P",01-JUN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",24-JUL-19 05.58.41.000000000 PM,"DATAFIX_ESPRD01258738",1500,0
1000567,"P",02-MAY-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.45.09.189000000 PM,"KHANDELAND",1500,0
1000571,"P",17-JUN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000574,"P",01-OCT-10,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",23-APR-18 05.31.38.000000000 PM,"DATAFIX_HT1086103",1500,1
1000579,"P",01-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",17-FEB-17 09.32.42.090000000 AM,"SKOEHLY",0,0
1000589,"P",01-JUL-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",26-JUN-15 01.47.21.902000000 PM,"CAROLREEVES",1500,211
1000590,"P",16-JUN-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",05-OCT-20 05.54.30.000000000 PM,"DATAFIX_ESPRD01276543",1500,30
1000591,"P",01-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",24-JUN-15 11.49.19.983000000 AM,"DANIELLAESTRELLA",1500,440
1000592,"P",01-JUL-11,05-MAR-12,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",26-FEB-15 04.23.55.145000000 PM,"MMANYGUNS",1500,0
1000592,"P",06-MAR-12,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",26-FEB-15 04.23.55.145000000 PM,"MMANYGUNS",1500,0
1000598,"P",11-JUN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",26-AUG-16 08.25.29.490000000 AM,"SKOEHLY",1500,56
1000601,"P",01-JUN-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,5
1000610,"P",04-JUL-11,18-JUL-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",14-DEC-15 12.47.43.532000000 PM,"JMMARTY",1500,95
1000610,"P",19-JUL-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",17-OCT-18 04.22.00.529000000 PM,"DLUCAS",1500,93
1000614,"P",13-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",25-JAN-16 08.52.08.969000000 AM,"SKOEHLY",1500,0
1000615,"P",01-JUL-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,379
1000616,"P",30-JUN-11,04-JAN-12,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",04-AUG-15 05.01.10.611000000 PM,"PJHEID",1500,0
1000616,"P",05-JAN-12,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",22-APR-16 08.31.31.831000000 PM,"B-Enroll-AutoAssign955298.00",1500,1
1000617,"P",26-JUN-11,22-AUG-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",15-APR-19 05.18.24.000000000 PM,"DATAFIX_HT1194306",32,11
1000617,"P",23-AUG-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",15-APR-19 05.18.24.000000000 PM,"DATAFIX_HT1194306",32,11
1000649,"P",01-JUL-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",21-JUL-15 01.04.20.924000000 PM,"CAROLREEVES",1500,0
1000650,"P",01-JUL-11,01-NOV-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000650,"P",02-NOV-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000651,"P",01-JUL-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",25-FEB-15 12.50.22.323000000 PM,"JMLAGRO",1500,0
1000652,"P",21-JUL-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-JUL-15 03.02.20.546000000 PM,"JMLAGRO",1500,0
1000655,"P",01-MAR-11,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",24-JUL-15 03.27.12.155000000 PM,"MAURICIOPENERAND",1500,0
1000667,"P",07-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",23-APR-18 05.31.37.000000000 PM,"DATAFIX_HT1086103",1500,37
1000668,"P",01-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.47.10.815000000 PM,"KHANDELAND",1500,0
1000674,"P",07-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",12-SEP-18 05.19.29.000000000 PM,"DATAFIX_ESPRD01230300",0,0
1000682,"P",01-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",23-FEB-15 07.37.50.493000000 AM,"JMLAGRO",1500,0
1000684,"P",26-JUN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-JUN-15 08.47.03.466000000 AM,"DANIELLAESTRELLA",1500,257
1000688,"P",01-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000689,"P",01-JUL-11,15-AUG-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",12-NOV-14 01.52.38.661000000 PM,"ESTHERSHAHPAR",1500,0
1000689,"P",16-AUG-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",12-NOV-14 01.52.38.661000000 PM,"ESTHERSHAHPAR",1500,0
1000690,"P",01-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",26-MAY-15 01.25.56.927000000 PM,"PJHEID",1500,0
1000692,"P",13-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,4
1000694,"P",11-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,1
1000696,"P",01-JUN-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",29-NOV-19 01.48.52.655000000 PM,"KHANDELAND",1500,0
1000698,"P",01-JUL-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",12-SEP-18 05.19.29.000000000 PM,"DATAFIX_ESPRD01230300",1500,0
1000705,"P",23-MAY-11,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1000707,"P",11-JUL-11,10-SEP-11,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155341,"P",01-APR-92,31-JUL-10,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",12-SEP-18 05.19.29.000000000 PM,"DATAFIX_ESPRD01230300",1500,0
1155342,"P",11-MAY-92,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,22
1155343,"P",11-MAY-92,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,15
1155344,"P",09-MAR-92,31-AUG-03,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155345,"P",01-APR-91,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,12
1155346,"P",02-JUL-92,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,8
1155347,"P",28-APR-92,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,65
1155348,"P",13-JUL-92,31-DEC-00,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155349,"P",05-SEP-91,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,55
1155350,"P",18-NOV-92,31-DEC-01,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155351,"P",01-MAR-92,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,0
1155352,"P",09-MAR-93,30-APR-01,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155353,"P",22-DEC-92,01-JAN-04,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155354,"P",22-DEC-92,01-JAN-02,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155355,"P",21-DEC-92,24-JAN-04,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155356,"P",10-MAR-93,01-JUL-95,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155357,"P",10-MAR-93,03-MAR-03,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155358,"P",20-APR-93,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,58
1155359,"P",02-JUN-93,30-SEP-02,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155360,"P",28-JUL-93,30-JUN-06,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155361,"P",20-JUN-93,21-NOV-01,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155362,"P",20-JUN-93,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,92
1155363,"P",20-JUN-93,01-MAY-05,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155364,"P",20-JUN-93,31-OCT-09,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",12-SEP-18 05.19.29.000000000 PM,"DATAFIX_ESPRD01230300",1500,0
1155365,"P",01-SEP-93,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,32
1155366,"P",02-JUL-93,30-SEP-13,"99","PNP",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,25
1155367,"P",19-NOV-93,31-DEC-00,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155368,"P",24-NOV-93,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,193
1155369,"P",12-NOV-92,30-JUN-00,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155370,"P",01-JAN-93,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,0
1155371,"P",20-JAN-94,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,74
1155372,"P",10-JAN-94,01-JUL-03,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155373,"P",01-NOV-93,30-JUN-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155374,"P",19-FEB-93,27-JUN-08,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155375,"P",30-JUN-93,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155376,"P",01-JAN-96,01-MAY-04,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155377,"P",13-APR-94,30-JUN-11,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155378,"P",14-SEP-93,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,257
1155379,"P",01-JUL-94,30-JUN-99,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155380,"P",01-JUL-94,30-JUN-99,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155381,"P",01-JUL-94,30-JUN-99,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155382,"P",01-JUL-94,30-JUN-99,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155383,"P",01-JUL-94,30-JUN-99,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155384,"P",30-AUG-94,30-JUN-99,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155385,"P",01-JAN-95,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,101
1155386,"P",22-NOV-94,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,91
1155387,"P",14-OCT-94,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,23
1155388,"P",01-OCT-95,09-SEP-01,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155389,"P",01-JUN-95,12-OCT-03,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155390,"P",09-JAN-96,30-JUN-96,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155391,"P",18-APR-96,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"DATAFIX_ESPRD01209184",08-AUG-22 05.51.11.000000000 PM,"DATAFIX_ESPRD01303811",1500,60
1155392,"P",15-APR-96,30-SEP-13,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",20-AUG-15 08.51.55.812000000 AM,"JMLAGRO",1500,0
1155393,"P",03-APR-96,30-JUN-96,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155394,"P",17-MAR-95,30-SEP-02,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
1155395,"P",22-MAY-96,30-JUN-99,"00","",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",28-MAR-13 03.57.57.000000000 AM,"Provider conversion",1500,0
