"P_RPT_LN_CL_ERR_SK","P_CL_PROV_ID","P_CL_NAME","P_CL_CLIA_NUM","P_CL_EXP_DT","P_CL_LAB_TYPE","P_CL_TERM_CD","P_CL_TERM_RSN","P_CL_EXPIRED_CD","P_CL_ERROR_MSG","P_CL_PRCS_DT","L_HIBERNATE_VER_NUM","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
79720,"1452473","St Alexius Medical Center","35D2150749",01-JUL-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79721,"1454338","St Alexius Health Medical Center","35D0409014",17-MAY-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79722,"1457513","Altru Health System","35D0663789",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79723,"1458140","First Care Medical Services","24D0676729",03-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79724,"1459416","University of North Dakota","35D0409191",16-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79725,"1458967","Fairview Health Services","24D0403135",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79726,"1458477","CHI Health Connect at Home Fargo","35D0684476",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79727,"1458484","Wishek Hospital Clinic Association","35D0693180",24-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79728,"1458117","Carrington Health Center","35D0408755",23-MAY-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79729,"1463657","Glendive Medical Center Inc","27D0672851",18-MAY-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79730,"1456821","Presentation Medical Center","35D0041821",24-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79731,"1455956","Wishek Hospital Clinic Association","35D0693180",24-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79732,"1456120","Mercy Medical Center","35D0409305",16-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79733,"1459886","Mountrail County Medical Center Inc","35D0409270",17-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79734,"1459697","Trinity Medical Group","35D2154109",05-SEP-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79735,"1457602","Altru Health System","35D0663789",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79736,"1464413","PSJ Acquisition LLC","35D2083008",25-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79737,"1458815","Souris Valley Care Center Inc","35D0409273",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79738,"1459034","West River Health Services","35D0655705",11-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79739,"1456048","Sanford Bismarck","35D2305803",05-JUN-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79740,"1460349","Avera St Lukes","43D0670428",22-OCT-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79741,"1457894","Southwest Healthcare Services","35D0409088",18-MAY-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79742,"1460377","St Alexius Medical Center","35D0408924",27-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79743,"1462062","Lisbon Area Health Services","35D0408215",04-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79744,"1457506","Sanford Medical Center","43D0407227",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79745,"1464222","Quest Diagnostics Nichols Institute Inc","49D0221801",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79746,"1455702","Tioga Medical Center","35D0409329",02-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79747,"1456130","Trinity Health","35D0409312",10-JAN-28,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79748,"1460578","Central Dakota Family Physicians PC","35D0408671",06-OCT-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79749,"1466014","Laboratory Corporation of America Holdings","34D0655059",19-OCT-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79750,"1472475","Summit Counseling Incorporated","35D2331054",24-SEP-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79751,"1472475","Summit Counseling Incorporated","35D2331055",24-SEP-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79752,"1474924","Towner County Medical Center Inc","35D0408659",12-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79753,"1477837","PSJ Acquistion LLC","35D0951705",31-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79754,"1467947","White Drug Company of Jamestown Inc","35D2115617",10-JUL-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79755,"1462626","Sanford Health Network","43D0407465",31-OCT-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79756,"1481341","The Evangelical Lutheran Good Samaritan Society","35D0408797",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79757,"1470673","Phoenix Childrens Hospital","03D0057140",02-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79758,"1488073","Stephanie Hendricks PLLC","35D2270150",10-OCT-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79759,"1467600","St Marys Medical Center","24D0404052",02-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79760,"1460486","St Alexius Medical Center","35D1037915",29-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79761,"1487524","Innovis Health LLC","35D2301952",02-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79762,"1487962","Innovis Health LLC","35D2270510",07-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79763,"1487498","Innovis Health LLC","35D1045420",31-MAY-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79764,"1463425","University of North Dakota","35D0408878",04-JAN-28,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79765,"1496456","Variantyx Inc","22D2140582",13-NOV-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79766,"1489255","BillionToOne Inc","05D2167800",13-JUN-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79767,"1496454","St Lukes Community Hospital","27D0411099",27-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79768,"1496576","Lovelace Health Systems LLC","32D0535343",14-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79769,"1496809","City of Dickinson","35D2318905",19-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79770,"1496994","CeGat Corporation","99D2130225",20-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79578,"1498483","Memorial Hospital of Sweetwater County","53D0520150",30-NOV-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79579,"1452018","PR Health Corporation","35D0408612",01-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79580,"1454817","University of North Dakota","35D0041767",22-DEC-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79581,"1461437","Childrens Health Care","24D0401390",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79582,"1450821","Sanford Health Network","24D0405365",14-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79583,"1454049","Mayo Clinic","24D0404292",27-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79584,"1453418","Sanford Medical Center Fargo","35D0655613",03-NOV-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79585,"1454540","Walhalla Community Hospital Association","35D0692683",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79586,"1462769","Cooperstown Medical Center","35D0408762",01-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79587,"1452345","Lutheran Charity Association","35D0408732",02-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79588,"1452833","Central Valley Health District","35D0408723",30-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79589,"1454418","Garrison Memorial Hospital","35D0408969",31-MAY-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79590,"1455251","Griggs County Nursing Home","35D0408762",01-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79591,"1459009","St Andrews Hospital","35D0408653",07-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79592,"1463514","Glendive Medical Center Inc","27D0672851",18-MAY-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79593,"1463367","Altru Health System","35D0663789",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79594,"1460596","Sanford Bismarck","35D2068148",03-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79595,"1461951","Sanford Bismarck","35D2078594",01-JUN-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79596,"1459697","Trinity Medical Group","35D0409224",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79597,"1459050","West River Health Services","35D0655705",11-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79598,"1459123","Pembina County Memorial Hospital Association","35D0408554",01-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79599,"1460324","St Josephs Hospital and Health Center","35D0409072",27-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79600,"1456025","Western Plains Public Health","35D0695365",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79601,"1457510","Sanford Medical Center Fargo","35D0655616",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79602,"1456940","Coteau des Prairies Hospital","43D0706248",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79603,"1455098","Northern Plains Laboratory LLC","35D1037915",29-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79604,"1458149","Innovis Health LLC","35D0925020",30-SEP-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79605,"1459774","Mayo Collaborative Services Inc","24D0404292",27-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79606,"1455072","Medscan Laboratory Inc","35D0991209",17-MAR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79607,"1455963","Wishek Hospital Clinics Association","35D0693180",24-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79608,"1461017","Altru Health System","24D2060080",31-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79609,"1457302","West River Health Services","35D0655705",11-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79610,"1457848","Southwest Healthcare Services","35D0409088",18-MAY-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79611,"1457958","Burleigh County Housing Authority","35D0914487",30-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79612,"1460372","St Alexius Medical Center","35D0408924",27-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79613,"1460648","Altru Health System","35D0408629",22-DEC-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79614,"1461838","St Josephs Hospital and Health Center","35D0409072",27-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79615,"1472475","Summit Counseling Incorporated","35D2331051",24-SEP-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79616,"1468177","Memorial Hospital of Sheridan County","53D0520103",02-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79617,"1473744","Sanford Health Network North","24D2083249",01-SEP-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79618,"1473904","The Duluth Clinic LTD","24D0978973",04-JUN-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79619,"1479847","Sanford Medical Center","43D1008375",12-JUL-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79620,"1485378","Beyond Healthcare PLLC","35D2238521",04-OCT-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79621,"1483704","Compass Health Inc","35D2220805",14-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79622,"1485278","Innovis Health LLC","35D1001562",07-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79623,"1481344","The Evangelical Lutheran Good Samaritan Society","35D2006504",21-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79624,"1487722","NSTX Inc","45D2093704",22-DEC-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79625,"1494032","North Shore Medical Labs Inc","33D0692030",30-JUN-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79626,"1490917","Quadrant Laboratories LLC","33D2218809",26-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79627,"1493915","Wishek Home for the Aged","35D0408810",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79628,"1491533","McKenzie County Healthcare Systems Inc","35D2298302",30-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79629,"1493875","Sanford Medical Center Fargo","35D0921259",22-OCT-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79630,"1492767","Altru Health System","24D0406307",10-MAY-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79631,"1462466","University of Colorado Hospital Authority","06D0644352",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79632,"1494371","Allina Health System","24D0919152",28-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79633,"1464532","Poudre Valley Healthcare Inc","06D0516124",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79634,"1495494","Northland Health Partners Community Health Center","35D2315463",11-DEC-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79635,"1493534","Labcorp Genetics Inc","05D2040778",25-NOV-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79636,"1490490","PreventionGentics LLC","52D2065132",01-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79637,"1496683","XWA 2024 LLC","35D2318517",11-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79638,"1498250","Landmann Jungman Memorial Hospital Corporation","43D0658864",18-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79639,"1496836","HealthTrackRx Indiana Inc","18D2319534",08-JUL-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
