"P_ENROL_SYS_ID","P_ENROL_AFFL_SEQ_NUM","P_AFFL_PCP_IND","L_HIBERNATE_VER_NUM","G_AUD_ADD_TS","G_AUD_ADD_USER_ID","G_AUD_USER_ID","G_AUD_TS"
1276913,22,"Y",13,19-APR-13 01.56.03.257000000 PM,"guestUser","JMLAGRO",16-APR-14 09.33.07.866000000 AM
1276913,20,"Y",12,19-APR-13 01.56.03.258000000 PM,"guestUser","JMLAGRO",16-APR-14 09.33.07.866000000 AM
1276913,24,"Y",12,19-APR-13 01.56.03.258000000 PM,"guestUser","JMLAGRO",16-APR-14 09.33.07.866000000 AM
1276913,18,"Y",12,19-APR-13 01.56.03.259000000 PM,"guestUser","JMLAGRO",16-APR-14 09.33.07.866000000 AM
1276973,1,"N",5,23-APR-13 12.44.20.616000000 PM,"guestUser","DMOCK",24-JUL-14 03.12.24.563000000 PM
1276974,5,"N",5,23-APR-13 12.45.15.128000000 PM,"guestUser","DOMINICKNGANTOU",20-JUN-14 10.00.12.599000000 AM
1276975,8,"N",26,23-APR-13 12.52.54.551000000 PM,"guestUser","DOMINICKNGANTOU",26-JUN-14 03.02.07.114000000 PM
1277000,1,"N",16,24-APR-13 02.04.48.895000000 PM,"guestUser","JMLAGRO",06-MAR-14 08.50.17.490000000 AM
1277005,22,"Y",14,24-APR-13 02.11.33.969000000 PM,"guestUser","KWOODALL",01-APR-14 10.47.32.841000000 AM
1277005,16,"Y",14,24-APR-13 02.11.33.969000000 PM,"guestUser","KWOODALL",01-APR-14 10.47.32.841000000 AM
1277005,20,"Y",14,24-APR-13 02.11.33.970000000 PM,"guestUser","KWOODALL",01-APR-14 10.47.32.841000000 AM
1277005,18,"Y",14,24-APR-13 02.11.33.970000000 PM,"guestUser","KWOODALL",01-APR-14 10.47.32.841000000 AM
1277007,28,"Y",17,24-APR-13 02.16.13.615000000 PM,"guestUser","KWOODALL",01-APR-14 10.46.06.716000000 AM
1277007,32,"Y",17,24-APR-13 02.16.13.615000000 PM,"guestUser","KWOODALL",01-APR-14 10.46.06.716000000 AM
1277007,26,"Y",17,24-APR-13 02.16.13.616000000 PM,"guestUser","KWOODALL",01-APR-14 10.46.06.716000000 AM
1277007,30,"Y",17,24-APR-13 02.16.13.616000000 PM,"guestUser","KWOODALL",01-APR-14 10.46.06.716000000 AM
1277011,1,"N",11,25-APR-13 01.23.43.633000000 PM,"guestUser","JMLAGRO",14-FEB-14 08.07.51.062000000 AM
1277084,1,"N",32,29-APR-13 04.41.24.972000000 PM,"guestUser","CKRAFT",24-JAN-14 07.26.38.146000000 AM
1277094,94,"Y",8,30-APR-13 10.40.42.678000000 AM,"guestUser","guestUser",30-APR-13 10.41.46.069000000 AM
1277094,88,"Y",8,30-APR-13 10.40.42.678000000 AM,"guestUser","guestUser",30-APR-13 10.41.46.069000000 AM
1277094,92,"Y",8,30-APR-13 10.40.42.679000000 AM,"guestUser","guestUser",30-APR-13 10.41.46.069000000 AM
1277094,90,"Y",8,30-APR-13 10.40.42.679000000 AM,"guestUser","guestUser",30-APR-13 10.41.46.069000000 AM
1277097,1,"N",31,30-APR-13 11.45.29.374000000 AM,"guestUser","ZOEASANDY",13-JAN-14 03.42.37.586000000 PM
1277115,1,"Y",25,01-MAY-13 10.00.35.146000000 AM,"guestUser","JOYSPEZIALE",24-JAN-14 02.40.14.363000000 PM
1277118,1,"Y",33,01-MAY-13 10.32.45.077000000 AM,"guestUser","JUDITHSZEGEDI",27-JAN-14 02.59.19.689000000 PM
1277119,1,"N",37,01-MAY-13 10.58.51.515000000 AM,"guestUser","JOYSPEZIALE",24-JAN-14 02.19.18.041000000 PM
1277122,1,"Y",34,01-MAY-13 11.27.59.415000000 AM,"guestUser","LISACAMPBELL",24-JAN-14 11.02.19.879000000 AM
1277126,1,"Y",26,01-MAY-13 11.33.25.239000000 AM,"guestUser","JMLAGRO",16-APR-14 11.24.00.171000000 AM
1277126,5,"Y",26,01-MAY-13 11.33.25.241000000 AM,"guestUser","JMLAGRO",16-APR-14 11.24.00.171000000 AM
1277126,3,"Y",26,01-MAY-13 11.33.25.242000000 AM,"guestUser","JMLAGRO",16-APR-14 11.24.00.171000000 AM
1277126,7,"Y",26,01-MAY-13 11.33.25.243000000 AM,"guestUser","JMLAGRO",16-APR-14 11.24.00.171000000 AM
1277128,12,"Y",8,01-MAY-13 11.36.43.023000000 AM,"guestUser","JMLAGRO",16-APR-14 11.19.31.421000000 AM
1277128,10,"Y",8,01-MAY-13 11.36.43.024000000 AM,"guestUser","JMLAGRO",16-APR-14 11.19.31.421000000 AM
1277128,14,"Y",8,01-MAY-13 11.36.43.024000000 AM,"guestUser","JMLAGRO",16-APR-14 11.19.31.421000000 AM
1277128,8,"Y",8,01-MAY-13 11.36.43.025000000 AM,"guestUser","JMLAGRO",16-APR-14 11.19.31.421000000 AM
1277127,1,"Y",26,01-MAY-13 11.42.06.589000000 AM,"guestUser","LISACAMPBELL",24-JAN-14 11.04.33.200000000 AM
1277167,1,"Y",16,02-MAY-13 09.20.33.077000000 AM,"guestUser","JOYSPEZIALE",05-MAR-14 11.37.26.601000000 AM
1277166,1,"N",12,02-MAY-13 09.24.25.690000000 AM,"guestUser","JMLAGRO",22-OCT-13 08.07.30.554000000 AM
1277168,1,"Y",23,02-MAY-13 09.32.34.329000000 AM,"guestUser","JOYSPEZIALE",17-FEB-14 01.35.21.768000000 PM
1277181,1,"N",20,02-MAY-13 11.15.09.478000000 AM,"guestUser","LISACAMPBELL",24-JAN-14 11.14.33.190000000 AM
1277186,12,"Y",9,02-MAY-13 11.23.16.036000000 AM,"guestUser","guestUser",02-MAY-13 11.30.03.581000000 AM
1277186,10,"Y",9,02-MAY-13 11.23.16.036000000 AM,"guestUser","guestUser",02-MAY-13 11.30.03.581000000 AM
1277186,14,"Y",9,02-MAY-13 11.23.16.037000000 AM,"guestUser","guestUser",02-MAY-13 11.30.03.581000000 AM
1277186,8,"Y",9,02-MAY-13 11.23.16.037000000 AM,"guestUser","guestUser",02-MAY-13 11.30.03.581000000 AM
1277188,22,"Y",13,02-MAY-13 11.29.17.783000000 AM,"guestUser","guestUser",02-MAY-13 11.34.24.613000000 AM
1277188,16,"Y",13,02-MAY-13 11.29.17.783000000 AM,"guestUser","guestUser",02-MAY-13 11.34.24.613000000 AM
1277188,20,"Y",13,02-MAY-13 11.29.17.784000000 AM,"guestUser","guestUser",02-MAY-13 11.34.24.613000000 AM
1277188,18,"Y",13,02-MAY-13 11.29.17.784000000 AM,"guestUser","guestUser",02-MAY-13 11.34.24.613000000 AM
1277193,1,"N",26,02-MAY-13 01.27.44.077000000 PM,"guestUser","LISACAMPBELL",24-JAN-14 11.24.39.004000000 AM
1277208,1,"Y",12,02-MAY-13 02.47.29.317000000 PM,"guestUser","JOYSPEZIALE",24-JAN-14 05.30.26.475000000 PM
1277214,1,"Y",13,02-MAY-13 02.59.52.880000000 PM,"guestUser","JOYSPEZIALE",24-JAN-14 03.45.42.212000000 PM
1277218,1,"N",19,02-MAY-13 04.19.05.630000000 PM,"guestUser","JOYSPEZIALE",24-JAN-14 04.16.32.476000000 PM
1277222,1,"N",20,03-MAY-13 09.00.54.235000000 AM,"guestUser","JMLAGRO",09-JAN-14 08.56.09.388000000 AM
1277223,1,"N",9,03-MAY-13 09.19.03.983000000 AM,"guestUser","JOYSPEZIALE",08-MAY-14 02.05.32.826000000 PM
1277244,6,"N",8,06-MAY-13 08.25.37.590000000 AM,"guestUser","JMLAGRO",04-NOV-13 01.51.21.985000000 PM
1277244,4,"N",8,06-MAY-13 08.25.37.591000000 AM,"guestUser","JMLAGRO",04-NOV-13 01.51.21.986000000 PM
1277246,12,"N",13,06-MAY-13 08.36.20.905000000 AM,"guestUser","JMLAGRO",04-NOV-13 01.53.11.705000000 PM
1277246,14,"N",13,06-MAY-13 08.36.20.906000000 AM,"guestUser","JMLAGRO",04-NOV-13 01.53.11.705000000 PM
1277247,17,"N",16,06-MAY-13 08.37.21.274000000 AM,"guestUser","JMLAGRO",04-NOV-13 01.52.01.149000000 PM
1277247,15,"N",16,06-MAY-13 08.37.21.275000000 AM,"guestUser","JMLAGRO",04-NOV-13 01.52.01.149000000 PM
1277268,6,"N",7,06-MAY-13 11.05.16.273000000 AM,"guestUser","guestUser",06-MAY-13 11.05.26.892000000 AM
1277268,4,"N",7,06-MAY-13 11.05.16.274000000 AM,"guestUser","guestUser",06-MAY-13 11.05.26.892000000 AM
1277289,3,"N",19,06-MAY-13 01.07.06.142000000 PM,"guestUser","PJHEID",04-NOV-13 03.15.50.369000000 PM
1277294,6,"N",11,06-MAY-13 01.12.32.486000000 PM,"guestUser","PJHEID",04-NOV-13 03.09.49.430000000 PM
1277294,4,"N",11,06-MAY-13 01.12.32.487000000 PM,"guestUser","PJHEID",04-NOV-13 03.09.49.430000000 PM
1277295,10,"N",10,06-MAY-13 01.20.09.548000000 PM,"guestUser","PJHEID",04-NOV-13 03.11.30.029000000 PM
1277295,8,"N",10,06-MAY-13 01.20.09.548000000 PM,"guestUser","PJHEID",04-NOV-13 03.11.30.029000000 PM
1277296,12,"N",13,06-MAY-13 01.24.19.153000000 PM,"guestUser","PJHEID",04-NOV-13 03.11.52.959000000 PM
1277296,14,"N",13,06-MAY-13 01.24.19.154000000 PM,"guestUser","PJHEID",04-NOV-13 03.11.52.959000000 PM
1277297,17,"N",16,06-MAY-13 01.27.52.872000000 PM,"guestUser","PJHEID",04-NOV-13 03.12.11.795000000 PM
1277297,15,"N",16,06-MAY-13 01.27.52.872000000 PM,"guestUser","PJHEID",04-NOV-13 03.12.11.796000000 PM
1277304,1,"N",46,06-MAY-13 02.56.39.743000000 PM,"guestUser","JUDITHSZEGEDI",27-JAN-14 01.51.03.516000000 PM
1277309,1,"N",14,06-MAY-13 03.59.42.197000000 PM,"guestUser","PJHEID",24-DEC-13 10.14.41.219000000 AM
1277311,1,"N",19,07-MAY-13 07.19.37.644000000 AM,"guestUser","PJHEID",05-NOV-13 03.43.05.697000000 PM
1277311,3,"N",19,07-MAY-13 07.19.37.645000000 AM,"guestUser","PJHEID",05-NOV-13 03.43.05.697000000 PM
1277312,6,"N",11,07-MAY-13 07.43.53.691000000 AM,"guestUser","PJHEID",05-NOV-13 03.33.42.296000000 PM
1277312,4,"N",11,07-MAY-13 07.43.53.691000000 AM,"guestUser","PJHEID",05-NOV-13 03.33.42.296000000 PM
1277313,10,"N",13,07-MAY-13 08.24.17.242000000 AM,"guestUser","PJHEID",05-NOV-13 03.32.47.198000000 PM
1277313,8,"N",13,07-MAY-13 08.24.17.243000000 AM,"guestUser","PJHEID",05-NOV-13 03.32.47.198000000 PM
1277315,12,"N",15,07-MAY-13 08.41.50.251000000 AM,"guestUser","PJHEID",05-NOV-13 03.34.33.093000000 PM
1277315,14,"N",15,07-MAY-13 08.41.50.252000000 AM,"guestUser","PJHEID",05-NOV-13 03.34.33.093000000 PM
1277314,1,"Y",27,07-MAY-13 08.49.22.258000000 AM,"guestUser","JMLAGRO",10-OCT-13 08.57.39.537000000 AM
1277317,17,"N",18,07-MAY-13 08.49.04.758000000 AM,"guestUser","PJHEID",05-NOV-13 03.33.26.808000000 PM
1277317,15,"N",18,07-MAY-13 08.49.04.758000000 AM,"guestUser","PJHEID",05-NOV-13 03.33.26.808000000 PM
1277316,1,"N",17,07-MAY-13 08.57.37.536000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 03.34.34.596000000 PM
1277318,1,"N",21,07-MAY-13 09.13.50.818000000 AM,"guestUser","PJHEID",08-NOV-13 07.25.14.948000000 AM
1277318,3,"N",21,07-MAY-13 09.13.50.818000000 AM,"guestUser","PJHEID",08-NOV-13 07.25.14.948000000 AM
1277321,1,"N",10,07-MAY-13 09.35.21.074000000 AM,"guestUser","PJHEID",07-NOV-13 05.15.33.343000000 PM
1277321,3,"N",10,07-MAY-13 09.35.21.076000000 AM,"guestUser","PJHEID",07-NOV-13 05.15.33.343000000 PM
1277329,1,"N",18,07-MAY-13 10.38.04.337000000 AM,"guestUser","ZOEASANDY",24-JAN-14 03.49.27.358000000 PM
1277332,1,"Y",17,07-MAY-13 10.56.10.295000000 AM,"guestUser","ZOEASANDY",24-JAN-14 03.53.40.938000000 PM
1277334,1,"N",15,07-MAY-13 11.07.07.736000000 AM,"guestUser","ZOEASANDY",24-JAN-14 03.58.26.521000000 PM
1277337,1,"N",17,07-MAY-13 11.44.12.756000000 AM,"guestUser","JOYSPEZIALE",18-MAR-14 12.29.58.103000000 PM
1277339,1,"N",19,07-MAY-13 11.55.01.173000000 AM,"guestUser","ZOEASANDY",05-FEB-14 03.26.38.885000000 PM
1277346,1,"N",12,08-MAY-13 09.10.56.340000000 AM,"guestUser","JOYSPEZIALE",18-MAR-14 02.48.37.036000000 PM
1277353,1,"Y",17,08-MAY-13 09.51.06.640000000 AM,"guestUser","ZOEASANDY",05-FEB-14 03.34.17.529000000 PM
1277355,1,"Y",13,08-MAY-13 10.05.05.027000000 AM,"guestUser","JOYSPEZIALE",06-MAR-14 03.59.37.443000000 PM
1277365,1,"N",24,08-MAY-13 12.50.19.413000000 PM,"guestUser","PAULASOLL",03-FEB-14 01.55.00.578000000 PM
1277179,1,"Y",29,02-MAY-13 11.00.12.358000000 AM,"guestUser","ZOEASANDY",24-JAN-14 03.25.09.991000000 PM
1277191,1,"N",27,02-MAY-13 12.21.49.023000000 PM,"guestUser","LISACAMPBELL",24-JAN-14 11.18.29.979000000 AM
1277220,1,"N",22,02-MAY-13 04.29.37.855000000 PM,"guestUser","ZOEASANDY",30-JAN-14 03.48.17.675000000 PM
1277227,1,"N",23,03-MAY-13 11.06.15.768000000 AM,"guestUser","JMLAGRO",09-JAN-14 08.35.10.748000000 AM
1277378,1,"N",22,09-MAY-13 07.45.53.627000000 AM,"guestUser","JMLAGRO",12-DEC-13 07.31.51.210000000 AM
1277378,3,"N",22,09-MAY-13 07.45.53.628000000 AM,"guestUser","JMLAGRO",12-DEC-13 07.31.51.210000000 AM
1277379,6,"N",9,09-MAY-13 07.56.47.339000000 AM,"guestUser","JMLAGRO",12-DEC-13 07.31.39.367000000 AM
1277379,4,"N",9,09-MAY-13 07.56.47.340000000 AM,"guestUser","JMLAGRO",12-DEC-13 07.31.39.367000000 AM
1277380,10,"N",10,09-MAY-13 08.35.09.220000000 AM,"guestUser","guestUser",09-MAY-13 08.35.53.138000000 AM
1277380,8,"N",10,09-MAY-13 08.35.09.221000000 AM,"guestUser","guestUser",09-MAY-13 08.35.53.138000000 AM
1277381,12,"N",12,09-MAY-13 08.40.18.754000000 AM,"guestUser","guestUser",09-MAY-13 08.41.02.202000000 AM
1277381,14,"N",12,09-MAY-13 08.40.18.754000000 AM,"guestUser","guestUser",09-MAY-13 08.41.02.202000000 AM
1277382,17,"N",14,09-MAY-13 08.43.59.485000000 AM,"guestUser","guestUser",09-MAY-13 08.44.40.528000000 AM
1277382,15,"N",14,09-MAY-13 08.43.59.485000000 AM,"guestUser","guestUser",09-MAY-13 08.44.40.528000000 AM
1277384,1,"N",23,09-MAY-13 10.00.35.070000000 AM,"guestUser","SHERSAYLER",22-APR-14 10.54.37.034000000 AM
1277390,1,"Y",14,09-MAY-13 10.53.29.990000000 AM,"guestUser","JUDITHSZEGEDI",27-JAN-14 01.10.57.233000000 PM
1277391,1,"N",11,09-MAY-13 11.14.27.950000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 02.49.10.912000000 PM
1277392,1,"N",17,09-MAY-13 11.25.52.633000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 02.25.39.218000000 PM
1277393,1,"N",13,09-MAY-13 11.39.14.282000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 02.14.20.851000000 PM
1277396,1,"N",16,09-MAY-13 11.57.08.504000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 02.01.34.438000000 PM
1277397,1,"N",18,09-MAY-13 12.04.29.856000000 PM,"guestUser","ZOEASANDY",20-MAR-14 05.12.52.989000000 PM
1277398,1,"Y",22,09-MAY-13 12.15.53.365000000 PM,"guestUser","LISACAMPBELL",24-JAN-14 12.03.31.288000000 PM
1277203,1,"Y",7,09-MAY-13 12.33.22.907000000 PM,"guestUser","PJHEID",27-FEB-14 03.49.23.282000000 PM
1277402,1,"Y",21,09-MAY-13 02.42.50.163000000 PM,"guestUser","PJHEID",13-FEB-14 12.16.06.420000000 AM
1277403,1,"Y",18,09-MAY-13 03.06.15.405000000 PM,"guestUser","ZOEASANDY",20-MAR-14 05.21.26.994000000 PM
1277404,1,"N",21,09-MAY-13 03.16.30.979000000 PM,"guestUser","ZOEASANDY",14-MAR-14 03.36.54.790000000 PM
1277406,1,"N",28,09-MAY-13 03.25.59.993000000 PM,"guestUser","LISACAMPBELL",24-JAN-14 12.04.58.568000000 PM
1277408,1,"Y",19,09-MAY-13 03.40.41.795000000 PM,"guestUser","LISACAMPBELL",24-JAN-14 12.08.48.406000000 PM
1277411,1,"N",16,10-MAY-13 06.54.30.395000000 AM,"guestUser","JMLAGRO",12-DEC-13 07.03.26.665000000 AM
1277411,3,"N",16,10-MAY-13 06.54.30.397000000 AM,"guestUser","JMLAGRO",12-DEC-13 07.03.26.665000000 AM
1277412,6,"N",8,10-MAY-13 07.02.12.811000000 AM,"guestUser","guestUser",10-MAY-13 07.02.54.716000000 AM
1277412,4,"N",8,10-MAY-13 07.02.12.812000000 AM,"guestUser","guestUser",10-MAY-13 07.02.54.716000000 AM
1277413,10,"N",10,10-MAY-13 07.05.42.440000000 AM,"guestUser","guestUser",10-MAY-13 07.06.26.391000000 AM
1277413,8,"N",10,10-MAY-13 07.05.42.440000000 AM,"guestUser","guestUser",10-MAY-13 07.06.26.391000000 AM
1277414,12,"N",12,10-MAY-13 07.09.29.673000000 AM,"guestUser","guestUser",10-MAY-13 07.10.46.829000000 AM
1277414,14,"N",12,10-MAY-13 07.09.29.674000000 AM,"guestUser","guestUser",10-MAY-13 07.10.46.829000000 AM
1277415,17,"N",15,10-MAY-13 07.13.47.686000000 AM,"guestUser","guestUser",10-MAY-13 07.14.57.835000000 AM
1277415,15,"N",15,10-MAY-13 07.13.47.686000000 AM,"guestUser","guestUser",10-MAY-13 07.14.57.835000000 AM
1277416,1,"N",19,10-MAY-13 07.22.50.608000000 AM,"guestUser","PJHEID",21-JAN-14 02.00.26.612000000 PM
1277416,3,"N",19,10-MAY-13 07.22.50.608000000 AM,"guestUser","PJHEID",21-JAN-14 02.00.26.612000000 PM
1277417,6,"N",7,10-MAY-13 07.30.07.099000000 AM,"guestUser","guestUser",10-MAY-13 07.30.53.301000000 AM
1277417,4,"N",7,10-MAY-13 07.30.07.100000000 AM,"guestUser","guestUser",10-MAY-13 07.30.53.301000000 AM
1277418,10,"N",9,10-MAY-13 07.42.26.452000000 AM,"guestUser","guestUser",10-MAY-13 07.43.12.165000000 AM
1277418,8,"N",9,10-MAY-13 07.42.26.452000000 AM,"guestUser","guestUser",10-MAY-13 07.43.12.165000000 AM
1277419,12,"N",11,10-MAY-13 07.46.04.660000000 AM,"guestUser","guestUser",10-MAY-13 07.46.57.201000000 AM
1277419,14,"N",11,10-MAY-13 07.46.04.661000000 AM,"guestUser","guestUser",10-MAY-13 07.46.57.201000000 AM
1277420,17,"N",14,10-MAY-13 07.49.42.013000000 AM,"guestUser","guestUser",10-MAY-13 07.50.26.249000000 AM
1277420,15,"N",14,10-MAY-13 07.49.42.014000000 AM,"guestUser","guestUser",10-MAY-13 07.50.26.250000000 AM
1277421,1,"Y",21,10-MAY-13 08.29.05.620000000 AM,"guestUser","JUDITHSZEGEDI",27-JAN-14 12.54.15.551000000 PM
1277422,1,"N",14,10-MAY-13 08.44.57.689000000 AM,"guestUser","LISACAMPBELL",24-JAN-14 12.11.33.304000000 PM
1277423,1,"N",20,10-MAY-13 09.05.39.701000000 AM,"guestUser","LISACAMPBELL",30-JAN-14 12.25.37.634000000 AM
1277424,1,"N",19,10-MAY-13 09.15.27.744000000 AM,"guestUser","ZOEASANDY",24-MAR-14 02.17.50.638000000 PM
1277428,1,"N",24,10-MAY-13 10.25.34.511000000 AM,"guestUser","JUDITHSZEGEDI",27-JAN-14 01.47.52.179000000 PM
1277440,1,"N",17,10-MAY-13 01.21.23.539000000 PM,"guestUser","ZOEASANDY",24-MAR-14 11.46.37.143000000 AM
1277441,1,"Y",17,10-MAY-13 01.41.43.817000000 PM,"guestUser","ZOEASANDY",05-FEB-14 04.06.53.682000000 PM
1277442,1,"Y",22,10-MAY-13 02.21.58.154000000 PM,"guestUser","JUDITHSZEGEDI",27-JAN-14 12.15.14.582000000 PM
1277446,1,"N",20,10-MAY-13 02.52.51.302000000 PM,"guestUser","JOYSPEZIALE",27-JAN-14 01.48.37.025000000 PM
1277447,1,"N",17,10-MAY-13 03.21.08.486000000 PM,"guestUser","JOYSPEZIALE",27-JAN-14 01.36.52.429000000 PM
1277450,1,"N",19,10-MAY-13 03.51.09.004000000 PM,"guestUser","ZOEASANDY",05-FEB-14 04.14.42.569000000 PM
1277451,1,"Y",20,10-MAY-13 04.01.16.105000000 PM,"guestUser","JMLAGRO",03-FEB-14 12.05.06.926000000 PM
1277455,1,"Y",21,13-MAY-13 08.12.35.845000000 AM,"guestUser","ZOEASANDY",24-JAN-14 04.05.22.523000000 PM
1277456,1,"Y",6,13-MAY-13 08.18.46.898000000 AM,"guestUser","ZOEASANDY",10-APR-14 03.59.18.552000000 PM
1277457,1,"Y",22,13-MAY-13 08.26.38.350000000 AM,"guestUser","ZOEASANDY",24-JAN-14 04.09.38.807000000 PM
1277458,1,"Y",20,13-MAY-13 08.32.06.157000000 AM,"guestUser","ZOEASANDY",24-MAR-14 01.33.22.183000000 PM
1277460,1,"Y",15,13-MAY-13 08.48.08.771000000 AM,"guestUser","ZOEASANDY",24-MAR-14 01.42.54.424000000 PM
1277461,1,"N",22,13-MAY-13 08.58.32.399000000 AM,"guestUser","ZOEASANDY",24-JAN-14 04.13.21.607000000 PM
1277463,1,"Y",11,13-MAY-13 09.05.24.314000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 01.24.08.179000000 PM
1277464,1,"N",5,13-MAY-13 09.12.37.853000000 AM,"guestUser","JMLAGRO",02-DEC-13 01.21.15.750000000 PM
1277465,1,"N",16,13-MAY-13 09.19.24.811000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 01.12.26.518000000 PM
1277466,1,"N",13,13-MAY-13 09.26.40.406000000 AM,"guestUser","ZOEASANDY",22-APR-14 04.11.02.852000000 PM
1277467,1,"Y",16,13-MAY-13 09.34.31.609000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 12.55.59.521000000 PM
1277468,1,"N",18,13-MAY-13 09.44.06.480000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 12.35.47.279000000 PM
1277469,1,"Y",14,13-MAY-13 09.53.10.458000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 12.26.26.392000000 PM
1277470,1,"N",15,13-MAY-13 10.01.29.823000000 AM,"guestUser","ZOEASANDY",05-FEB-14 04.30.32.030000000 PM
1277471,1,"N",15,13-MAY-13 10.30.06.623000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 12.16.15.913000000 PM
1277472,1,"Y",18,13-MAY-13 10.46.50.348000000 AM,"guestUser","ZOEASANDY",05-FEB-14 04.37.22.800000000 PM
1277473,1,"Y",18,13-MAY-13 10.55.22.243000000 AM,"guestUser","ZOEASANDY",24-MAR-14 01.52.58.430000000 PM
1277474,1,"N",23,13-MAY-13 11.10.50.035000000 AM,"guestUser","LISACAMPBELL",07-FEB-14 12.00.22.094000000 AM
1277475,1,"N",17,13-MAY-13 01.41.54.751000000 PM,"guestUser","JOYSPEZIALE",27-JAN-14 12.01.16.436000000 PM
1277477,1,"Y",15,13-MAY-13 01.48.42.005000000 PM,"guestUser","PAULASOLL",02-APR-14 11.40.50.133000000 AM
1277478,1,"N",16,13-MAY-13 01.56.16.123000000 PM,"guestUser","DOMINICKNGANTOU",20-JUN-14 12.35.04.290000000 PM
1277483,1,"Y",12,13-MAY-13 02.34.31.993000000 PM,"guestUser","JOYSPEZIALE",14-APR-14 05.40.11.333000000 PM
1277489,1,"N",6,13-MAY-13 03.11.25.177000000 PM,"guestUser","JMLAGRO",17-MAR-14 08.42.25.198000000 AM
1277490,1,"N",13,13-MAY-13 03.17.49.623000000 PM,"guestUser","JOYSPEZIALE",27-JAN-14 11.40.57.375000000 AM
1277499,1,"N",16,14-MAY-13 08.57.19.034000000 AM,"guestUser","PJHEID",28-MAY-14 12.05.08.600000000 AM
1277501,1,"N",12,14-MAY-13 09.16.47.032000000 AM,"guestUser","PJHEID",04-APR-14 04.29.12.278000000 PM
1277504,1,"N",18,14-MAY-13 09.36.44.854000000 AM,"guestUser","LISACAMPBELL",24-JAN-14 12.17.19.766000000 PM
1277505,1,"Y",21,14-MAY-13 09.44.04.439000000 AM,"guestUser","LISACAMPBELL",24-JAN-14 12.18.32.061000000 PM
1277506,1,"N",16,14-MAY-13 09.52.56.673000000 AM,"guestUser","LISACAMPBELL",24-JAN-14 01.03.46.138000000 PM
1277509,1,"Y",5,14-MAY-13 10.14.09.771000000 AM,"guestUser","JMLAGRO",15-APR-14 07.28.42.869000000 AM
1277510,1,"Y",11,14-MAY-13 10.27.33.567000000 AM,"guestUser","JOYSPEZIALE",14-APR-14 06.25.46.079000000 PM
1277511,1,"Y",15,14-MAY-13 10.34.05.596000000 AM,"guestUser","JOYSPEZIALE",27-JAN-14 11.31.33.959000000 AM
1277512,1,"N",13,14-MAY-13 10.42.30.041000000 AM,"guestUser","JOYSPEZIALE",14-APR-14 06.42.03.226000000 PM
1277513,1,"Y",14,14-MAY-13 10.49.45.050000000 AM,"guestUser","JOYSPEZIALE",14-APR-14 07.00.42.096000000 PM
1277514,1,"N",20,14-MAY-13 10.57.15.586000000 AM,"guestUser","PAULASOLL",28-JAN-14 02.01.54.696000000 PM
1277516,1,"N",18,14-MAY-13 11.12.37.923000000 AM,"guestUser","PAULASOLL",03-FEB-14 12.30.38.246000000 PM
1277517,1,"N",16,14-MAY-13 11.21.24.045000000 AM,"guestUser","PAULASOLL",20-MAR-14 11.29.01.976000000 PM
1277521,1,"N",12,14-MAY-13 02.00.02.317000000 PM,"guestUser","JOYSPEZIALE",14-APR-14 07.21.29.060000000 PM
1277522,1,"Y",11,14-MAY-13 02.07.51.756000000 PM,"guestUser","JOYSPEZIALE",15-APR-14 02.20.51.093000000 PM
1277523,1,"N",24,14-MAY-13 02.14.22.107000000 PM,"guestUser","PAULASOLL",08-APR-14 11.14.06.119000000 AM
1277524,1,"Y",11,14-MAY-13 02.21.04.071000000 PM,"guestUser","JOYSPEZIALE",23-APR-14 04.05.17.458000000 PM
1277525,1,"N",16,14-MAY-13 02.29.32.782000000 PM,"guestUser","PAULASOLL",30-JAN-14 03.44.53.021000000 PM
1277528,1,"N",10,14-MAY-13 02.39.54.429000000 PM,"guestUser","PJHEID",04-APR-14 05.19.52.180000000 PM
1277529,1,"N",13,14-MAY-13 02.47.16.030000000 PM,"guestUser","JOYSPEZIALE",27-JAN-14 11.21.16.779000000 AM
1277533,1,"N",14,14-MAY-13 03.08.47.193000000 PM,"guestUser","JOYSPEZIALE",24-JAN-14 07.24.54.547000000 PM
1277553,1,"N",21,15-MAY-13 09.42.44.529000000 AM,"guestUser","LISACAMPBELL",31-JAN-14 07.56.07.261000000 PM
1277555,1,"N",17,15-MAY-13 09.53.04.057000000 AM,"guestUser","LISACAMPBELL",31-JAN-14 11.10.44.106000000 AM
1277556,1,"Y",20,15-MAY-13 10.01.00.737000000 AM,"guestUser","JUDITHSZEGEDI",24-JAN-14 06.39.51.911000000 PM
