"P_SYS_ID","P_CLIA_PROV_SK","P_CLIA_NUM","P_CLIA_PROV_BEG_DT","P_CLIA_PROV_END_DT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1283496,51572,"35D0408204",01-SEP-13,31-JAN-18,10,"B-Term-Prov-Trigger_1806955.00",31-JAN-18 06.01.04.732789000 PM,"JMLAGRO",11-JUL-14 11.10.07.835000000 AM
1287677,51581,"35D0670867",01-SEP-12,02-OCT-13,8,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"KARINARUIZ",11-JUL-14 01.39.31.387000000 PM
1000947,51577,"32D0653253",28-FEB-13,25-JUL-25,8,"B-Term-Prov-Trigger_1482925.00",25-JUL-25 06.01.46.849970000 PM,"DOMINICKNGANTOU",11-JUL-14 11.22.35.942000000 AM
1286415,51578,"35D0408204",01-SEP-13,22-FEB-17,5,"CJFRANCIS",17-MAY-16 09.02.09.920000000 AM,"JMLAGRO",11-JUL-14 11.27.26.191000000 AM
1288070,51579,"35D0408301",06-DEC-13,02-OCT-13,7,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JMLAGRO",11-JUL-14 12.46.15.094000000 PM
1287758,51582,"35D0670867",01-SEP-12,03-FEB-17,8,"ESPRD01160601",14-AUG-15 11.42.19.590000000 AM,"KARINARUIZ",11-JUL-14 01.43.50.499000000 PM
1289352,51589,"24D0406266",31-MAR-14,30-MAR-18,4,"PJHEID",12-APR-16 07.39.44.907000000 AM,"JMLAGRO",14-JUL-14 09.48.09.144000000 AM
1155475,51584,"35D2070434",16-DEC-13,15-DEC-21,5,"B-IF-CLIA-MNLY_3982672.00",24-SEP-21 03.48.46.156640000 PM,"SHERSAYLER",11-JUL-14 01.56.43.491000000 PM
1171392,51591,"35D0409074",01-JAN-59,03-FEB-17,1,"ESPRD01160601",11-MAR-15 01.32.27.615000000 PM,"PJHEID",14-JUL-14 11.36.59.138000000 AM
1280455,51592,"35D2033923",13-DEC-11,02-OCT-13,5,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"KARINARUIZ",14-JUL-14 11.43.36.079000000 AM
1280457,50972,"35D0408696",28-DEC-09,02-OCT-13,3,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JUDITHSZEGEDI",20-MAR-14 03.45.03.526000000 PM
1305194,57132,"35D2195869",13-OCT-20,12-OCT-22,0,"BYANCY",30-AUG-22 03.21.13.043000000 PM,"BYANCY",30-AUG-22 03.21.13.043000000 PM
1156084,50983,"24D0404292",28-FEB-13,27-FEB-27,6,"NICOLERICHTER",06-MAR-25 02.56.22.960000000 PM,"PJHEID",31-MAR-14 06.42.49.424000000 PM
1162914,51070,"35D0409305",17-AUG-13,16-AUG-15,11,"RRUD",08-FEB-16 04.56.32.500000000 PM,"ZOEASANDY",20-MAY-14 05.28.29.163000000 PM
1000004,51009,"24D0400744",17-AUG-13,16-AUG-21,2,"B-IF-CLIA-MNLY_2731541.00",10-SEP-19 01.32.47.435062000 PM,"JOYSPEZIALE",07-MAY-14 01.54.43.410000000 PM
1190941,51058,"35D1011469",11-APR-13,03-FEB-17,7,"ESPRD01160601",24-JUN-15 03.25.27.088000000 PM,"JOYSPEZIALE",19-MAY-14 12.28.20.159000000 PM
1003433,51022,"35D2052473",10-JAN-13,09-JAN-25,3,"DEDEMILLS",05-NOV-24 05.20.40.612000000 AM,"JOYSPEZIALE",09-MAY-14 04.55.20.224000000 PM
1171408,51091,"35D0919381",06-SEP-12,03-FEB-17,3,"ESPRD01160601",24-FEB-15 06.40.25.555000000 AM,"PJHEID",27-MAY-14 09.05.02.030000000 AM
1171971,51062,"35D0408363",01-SEP-12,23-OCT-18,5,"B-Term-Prov-Trigger_2435956.00",12-MAR-19 06.00.50.099990000 PM,"ZOEASANDY",19-MAY-14 03.07.33.092000000 PM
1154037,51115,"50D0684007",01-JUL-13,03-FEB-17,0,"ESPRD01160601",29-MAY-14 12.59.00.779000000 PM,"JMLAGRO",29-MAY-14 12.59.00.779000000 PM
1155321,51074,"35D0408995",25-OCT-23,24-OCT-25,16,"VELVETOLSON",13-NOV-24 02.03.52.376000000 PM,"JOYSPEZIALE",21-MAY-14 01.55.03.128000000 PM
1154887,51126,"24D0399385",09-FEB-13,08-FEB-27,8,"NICOLERICHTER",13-JUN-25 11.27.24.854000000 AM,"JMLAGRO",30-MAY-14 10.15.01.907000000 AM
1154820,51106,"35D0041821",25-MAR-13,24-MAR-27,11,"NICOLERICHTER",05-MAR-25 01.57.28.025000000 PM,"JMLAGRO",29-MAY-14 10.52.30.247000000 AM
1154105,51124,"43D0407688",25-JUN-13,03-FEB-17,0,"ESPRD01160601",30-MAY-14 10.04.54.390000000 AM,"JMLAGRO",30-MAY-14 10.04.54.390000000 AM
1171405,51119,"35D0655713",01-SEP-12,03-FEB-17,3,"ESPRD01160601",24-FEB-15 06.36.00.191000000 AM,"PJHEID",29-MAY-14 03.59.18.378000000 PM
1282788,51122,"26D0443323",16-FEB-14,01-JAN-17,7,"B-Term-Prov-Trigger_2391613.00",12-FEB-19 06.00.51.757475000 PM,"JMLAGRO",30-MAY-14 08.37.11.152000000 AM
1171465,51142,"35D0684416",01-SEP-12,03-FEB-17,2,"ESPRD01160601",13-AUG-15 01.04.57.739000000 PM,"PJHEID",30-MAY-14 01.05.15.286000000 PM
1283826,51143,"35D1076669",15-JAN-14,10-NOV-22,2,"ANDOLL",02-JUN-22 06.55.50.795000000 AM,"JMLAGRO",30-MAY-14 01.59.01.195000000 PM
1153809,51136,"35D0041727",09-NOV-13,08-NOV-27,11,"DEDEMILLS",10-FEB-26 01.16.34.330000000 PM,"PJHEID",30-MAY-14 12.22.31.608000000 PM
1170532,51147,"35D0956555",29-JAN-13,28-JAN-25,7,"BYANCY",08-MAY-24 04.04.29.749000000 PM,"JOYSPEZIALE",02-JUN-14 07.35.31.891000000 PM
1171444,51158,"35D0655659",01-SEP-12,03-FEB-17,0,"ESPRD01160601",04-JUN-14 08.59.48.078000000 AM,"KWOODALL",04-JUN-14 08.59.48.078000000 AM
1154807,51162,"35D0408706",30-JUN-14,29-JUN-24,10,"TONIWORKMAN",29-AUG-22 06.32.13.106000000 AM,"JOYSPEZIALE",05-JUN-14 03.47.39.700000000 PM
1000043,51173,"35D0655613",04-NOV-10,03-NOV-26,7,"NICOLERICHTER",19-MAR-25 02.01.04.686000000 PM,"ZOEASANDY",06-JUN-14 01.20.08.967000000 PM
1171414,51160,"35D0724200",01-SEP-12,03-FEB-17,3,"ESPRD01160601",12-AUG-15 08.39.41.209000000 AM,"ZOEASANDY",04-JUN-14 01.39.42.051000000 PM
1171485,51164,"35D0668181",01-SEP-12,31-AUG-24,4,"NICOLERICHTER",25-MAR-24 04.07.39.960000000 PM,"JOYSPEZIALE",05-JUN-14 07.37.22.450000000 PM
1184972,51213,"35D1061994",04-DEC-12,03-DEC-26,3,"MKLEVEN",05-DEC-24 08.47.51.373000000 AM,"JMLAGRO",12-JUN-14 03.10.54.359000000 PM
1283145,51191,"35D0655617",30-MAY-14,31-JUL-24,17,"B-Term-Prov-Trigger_1125372.00",18-NOV-24 06.02.14.019596000 PM,"JMLAGRO",10-JUN-14 12.57.38.319000000 PM
1155427,51198,"24D0406702",01-NOV-13,31-OCT-19,7,"MLMOOS",07-NOV-19 05.56.37.456000000 PM,"JMLAGRO",11-JUN-14 10.44.35.960000000 AM
1000678,51208,"35D0655616",09-FEB-13,01-AUG-24,9,"B-Term-Prov-Trigger_1217606.00",21-JAN-25 06.01.27.366583000 PM,"RACHELSPANGENBER",12-JUN-14 10.25.46.026000000 AM
1160607,51221,"43D0041555",01-OCT-13,03-FEB-17,3,"ESPRD01160601",11-NOV-14 12.45.16.851000000 PM,"PJHEID",13-JUN-14 10.43.50.052000000 AM
1153804,51273,"35D0041821",25-MAR-13,24-MAR-27,10,"NICOLERICHTER",05-MAR-25 01.41.24.578000000 PM,"TOMBADER",17-JUN-14 07.06.01.017000000 PM
1160183,51249,"43D0041555",24-MAY-13,03-FEB-17,9,"ESPRD01160601",28-JUL-15 08.14.04.784000000 AM,"PJHEID",16-JUN-14 03.35.49.215000000 PM
1001823,51223,"24D2000287",24-NOV-13,03-FEB-17,0,"ESPRD01160601",13-JUN-14 11.33.36.436000000 AM,"KWOODALL",13-JUN-14 11.33.36.436000000 AM
1154808,51251,"35D0409236",17-MAR-13,16-MAR-27,7,"NICOLERICHTER",29-APR-25 02.52.58.935000000 PM,"JOYSPEZIALE",16-JUN-14 04.17.27.211000000 PM
1000056,51286,"24D0405647",01-OCT-13,30-SEP-17,4,"PJHEID",22-MAY-17 04.25.45.804000000 PM,"JMLAGRO",18-JUN-14 03.47.20.917000000 PM
1171981,51265,"24D0666589",01-SEP-12,31-MAR-16,5,"B-Term-Prov-Trigger_2382224.00",06-FEB-19 06.00.57.972064000 PM,"BRENDAPEREZESCOB",17-JUN-14 12.51.27.939000000 PM
1164492,51278,"35D0978097",30-MAY-13,29-MAY-27,7,"NICOLERICHTER",09-JUN-25 12.51.47.261000000 PM,"JOYSPEZIALE",18-JUN-14 01.41.42.401000000 PM
1154801,51310,"35D0667372",29-JAN-13,28-JAN-25,5,"TONIWORKMAN",05-AUG-24 07.05.16.839000000 AM,"RACHELSPANGENBER",20-JUN-14 04.52.22.575000000 PM
1278904,51313,"35D0926532",01-JAN-13,17-OCT-25,3,"PEGBROSSART",09-DEC-24 06.08.59.525000000 AM,"JMLAGRO",23-JUN-14 10.38.35.999000000 AM
1153754,51306,"35D1081555",22-MAR-13,21-MAR-23,4,"B-IF-CLIA-MNLY_3694523.00",09-APR-21 02.41.28.182249000 AM,"DOMINICKNGANTOU",20-JUN-14 11.36.09.883000000 AM
1162883,51323,"35D1048764",12-DEC-13,01-JUL-20,7,"B-Term-Prov-Trigger_3979663.00",22-SEP-21 06.03.18.451109000 PM,"JOYSPEZIALE",23-JUN-14 01.17.35.571000000 PM
1166096,51342,"35D0041821",25-MAR-13,24-MAR-27,10,"NICOLERICHTER",05-MAR-25 02.15.21.538000000 PM,"RACHELSPANGENBER",24-JUN-14 02.16.28.145000000 PM
1153819,51320,"27D0872032",09-JUN-13,08-JUN-19,1,"B-IF-CLIA-MNLY_2192790.00",08-OCT-18 10.51.39.236851000 PM,"JMLAGRO",23-JUN-14 12.07.52.245000000 PM
1153819,51321,"27D0652478",17-MAY-13,16-MAY-25,2,"NICOLERICHTER",19-DEC-23 09.56.32.083000000 AM,"JMLAGRO",23-JUN-14 12.07.52.250000000 PM
1288848,51358,"35D0408795",19-MAR-13,28-AUG-14,16,"THENDERSON",21-AUG-15 09.06.51.422000000 AM,"JMLAGRO",25-JUN-14 11.06.49.043000000 AM
1171973,51330,"24D1062865",28-DEC-12,03-FEB-17,1,"ESPRD01160601",11-MAR-15 01.14.10.316000000 PM,"JMLAGRO",24-JUN-14 09.22.01.775000000 AM
1165422,51370,"35D0655616",09-FEB-13,01-AUG-24,12,"B-Term-Prov-Trigger_1008765.00",29-AUG-24 06.01.54.513825000 PM,"JMLAGRO",26-JUN-14 08.58.26.619000000 AM
1000755,51351,"35D0979038",05-AUG-12,31-AUG-15,7,"B-Term-Prov-Trigger_429633.00",26-JUL-23 06.12.49.748671000 PM,"JMLAGRO",25-JUN-14 07.57.00.866000000 AM
1001650,51362,"35D0860715",13-NOV-13,31-AUG-15,17,"B-Term-Prov-Trigger_429633.00",26-JUL-23 06.12.49.748671000 PM,"JMLAGRO",25-JUN-14 01.00.18.473000000 PM
1171439,51366,"35D0689384",16-JUL-12,03-FEB-17,4,"ESPRD01160601",13-AUG-15 01.05.53.659000000 PM,"KWOODALL",25-JUN-14 05.22.34.284000000 PM
1154810,51372,"35D0869325",18-AUG-13,17-AUG-25,11,"DEDEMILLS",10-OCT-23 08.38.19.759000000 AM,"KWOODALL",26-JUN-14 09.31.43.011000000 AM
1278157,51373,"24D0406439",03-APR-13,03-OCT-25,12,"DEDEMILLS",13-MAY-25 01.02.23.345000000 PM,"KWOODALL",26-JUN-14 11.32.52.459000000 AM
1172015,51387,"35D1051548",06-MAR-14,05-MAR-26,9,"DEDEMILLS",05-NOV-24 08.49.36.383000000 AM,"ZULEIMARUIZ",26-JUN-14 01.54.24.847000000 PM
1287378,51426,"27D0927448",21-APR-13,03-FEB-17,2,"ESPRD01160601",22-APR-15 03.35.56.375000000 PM,"KARINARUIZ",30-JUN-14 11.26.35.136000000 AM
1157590,51389,"35D0946316",04-NOV-13,30-NOV-16,2,"B-Term-Prov-Trigger_1720855.00",05-DEC-17 06.02.03.730939000 PM,"BRENDAPEREZESCOB",26-JUN-14 02.05.58.589000000 PM
1171995,51410,"35D0408705",01-SEP-12,03-FEB-17,5,"ESPRD01160601",20-JUL-15 08.47.52.408000000 AM,"JMLAGRO",27-JUN-14 11.33.06.454000000 AM
1156946,51397,"35D1051548",01-OCT-13,01-JUN-17,1,"JMLAGRO",09-JUL-15 01.50.34.437000000 PM,"ZULEIMARUIZ",26-JUN-14 02.44.53.673000000 PM
1278162,51406,"24D0670411",03-APR-13,02-OCT-14,4,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"PJHEID",27-JUN-14 08.37.07.786000000 AM
1288469,51422,"24D1052108",28-FEB-14,02-OCT-13,7,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JMLAGRO",30-JUN-14 08.41.53.650000000 AM
1153956,51438,"24D0403520",09-FEB-97,08-FEB-27,7,"DEDEMILLS",24-MAR-25 05.40.52.612000000 AM,"JOYSPEZIALE",30-JUN-14 06.38.02.879000000 PM
1153792,51434,"35D0655641",01-FEB-13,31-JAN-27,9,"NICOLERICHTER",09-APR-25 10.14.33.616000000 AM,"PJHEID",30-JUN-14 05.13.13.238000000 PM
1001844,51446,"35D0895561",12-DEC-12,30-SEP-14,3,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.31.955254000 PM,"KARCHARVAT",01-JUL-14 08.37.18.299000000 AM
1155452,51436,"35D1022730",24-FEB-14,23-FEB-22,2,"B-IF-CLIA-MNLY_3982672.00",24-SEP-21 03.48.46.156640000 PM,"JOYSPEZIALE",30-JUN-14 05.48.02.453000000 PM
1288692,51449,"24D0975548",02-MAY-14,02-OCT-13,9,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JMLAGRO",01-JUL-14 10.42.24.584000000 AM
1001367,51442,"43D1036500",04-FEB-13,03-FEB-19,2,"CHLHARMON",19-JUL-18 05.20.06.358000000 PM,"JMLAGRO",01-JUL-14 07.16.40.359000000 AM
1167489,51455,"35D0408746",03-JAN-13,02-JAN-23,7,"B-IF-CLIA-MNLY_3644023.00",08-MAR-21 11.01.12.446923000 PM,"JUDITHSZEGEDI",01-JUL-14 02.11.40.118000000 PM
1182808,51452,"35D1063375",11-JAN-13,10-JAN-23,6,"ANNDOLL",01-JAN-21 08.35.46.030000000 AM,"KWOODALL",01-JUL-14 01.11.05.329000000 PM
1000045,51461,"24D0406649",01-DEC-13,30-NOV-17,8,"RRUD",18-JUL-17 02.21.07.305000000 PM,"JMLAGRO",01-JUL-14 03.35.39.546000000 PM
1159936,51457,"27D0409769",01-SEP-13,01-JAN-17,5,"B-Term-Prov-Trigger_2549575.00",22-MAY-19 06.01.24.679279000 PM,"JOYSPEZIALE",01-JUL-14 02.21.41.453000000 PM
1288805,51474,"35D0408232",07-JUN-13,02-OCT-13,8,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JMLAGRO",02-JUL-14 08.29.48.231000000 AM
1155480,51035,"43D0917681",04-MAR-14,31-DEC-15,2,"B-Term-Prov-Trigger_2570566.00",04-JUN-19 06.01.42.332129000 PM,"PJHEID",14-MAY-14 09.55.57.276000000 PM
1154864,51003,"43D0406780",30-SEP-12,29-SEP-18,1,"CHLHARMON",28-FEB-18 11.53.18.753000000 AM,"PJHEID",06-MAY-14 07.29.35.946000000 PM
1282508,51010,"35D2002387",20-OCT-10,02-OCT-13,5,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"KARCHARVAT",07-MAY-14 02.14.43.038000000 PM
1154818,51016,"35D0693180",25-JAN-13,24-JAN-27,7,"ANDOLL",07-AUG-25 11.23.32.765000000 AM,"PJHEID",07-MAY-14 03.31.36.058000000 PM
1161426,51043,"43D0658975",25-MAR-13,31-DEC-16,2,"B-Term-Prov-Trigger_2451975.00",22-MAR-19 06.00.50.745318000 PM,"PJHEID",15-MAY-14 03.00.17.811000000 PM
1284117,51056,"31D2053667",07-APR-14,31-DEC-16,8,"B-Term-Prov-Trigger_2428004.00",07-MAR-19 06.00.55.264040000 PM,"KWOODALL",19-MAY-14 11.10.02.715000000 AM
1166935,51037,"24D0691046",03-OCT-12,02-OCT-14,5,"RRUD",19-MAY-16 01.25.57.138000000 PM,"PJHEID",14-MAY-14 10.35.23.639000000 PM
1154816,51068,"35D0655641",01-FEB-13,31-JAN-27,8,"NICOLERICHTER",09-APR-25 10.23.00.992000000 AM,"PJHEID",19-MAY-14 09.40.59.460000000 PM
1171569,51095,"24D0403520",09-FEB-13,31-DEC-16,1,"B-Term-Prov-Trigger_2451975.00",22-MAR-19 06.00.50.745318000 PM,"JMLAGRO",27-MAY-14 01.51.28.890000000 PM
1154639,51111,"28D0047491",09-FEB-13,03-FEB-17,0,"ESPRD01160601",29-MAY-14 12.28.16.851000000 PM,"JMLAGRO",29-MAY-14 12.28.16.851000000 PM
1000124,51076,"43D1058010",07-NOV-12,06-NOV-22,1,"B-IF-CLIA-MNLY_3982672.00",24-SEP-21 03.48.46.156640000 PM,"JMLAGRO",23-MAY-14 12.31.41.856000000 PM
1278082,51149,"35D0667044",30-JUL-11,29-JUL-13,0,"JOYSPEZIALE",03-JUN-14 03.49.35.123000000 PM,"JOYSPEZIALE",03-JUN-14 03.49.35.123000000 PM
1155299,51108,"24D0398163",18-MAY-13,31-DEC-16,1,"B-Term-Prov-Trigger_2451975.00",22-MAR-19 06.00.50.745318000 PM,"JMLAGRO",29-MAY-14 11.03.38.573000000 AM
1171466,51132,"35D0655684",01-SEP-12,31-AUG-24,5,"NICOLERICHTER",06-JUN-24 01.25.23.390000000 PM,"PJHEID",30-MAY-14 11.59.19.378000000 AM
1154882,51113,"28D0679413",28-FEB-13,27-FEB-25,1,"TONIWORKMAN",01-OCT-24 09.34.00.482000000 AM,"JMLAGRO",29-MAY-14 12.37.31.234000000 PM
1284195,51121,"35D0858136",01-MAR-14,31-AUG-16,5,"B-IF-PRV-CLIA-UPD_1122136.00",12-SEP-16 06.17.45.664386000 PM,"JMLAGRO",30-MAY-14 08.15.37.930000000 AM
1153854,51193,"35D1085224",12-JUN-12,11-JUN-20,0,"B-IF-CLIA-MNLY_2192790.00",08-OCT-18 10.51.39.236851000 PM,"JMLAGRO",11-JUN-14 08.07.20.717000000 AM
1283150,51194,"43D0407227",29-JUL-13,08-FEB-27,7,"DEDEMILLS",02-JUN-25 09.56.41.330000000 AM,"JMLAGRO",11-JUN-14 08.15.33.889000000 AM
1000108,51151,"35D1035575",05-JAN-13,04-JAN-25,6,"TONIWORKMAN",03-JUN-24 06.11.05.027000000 AM,"JOYSPEZIALE",03-JUN-14 03.49.36.039000000 PM
1000105,51152,"35D0655656",01-AUG-12,03-FEB-17,1,"ESPRD01160601",27-JAN-15 10.14.53.929000000 AM,"JOYSPEZIALE",03-JUN-14 03.49.38.234000000 PM
1167482,51216,"43D0041555",01-OCT-13,03-FEB-17,1,"ESPRD01160601",20-APR-15 11.56.56.519000000 AM,"CHRISTIANGONZALE",12-JUN-14 04.24.25.545000000 PM
1153805,51156,"35D0408706",30-JUN-14,29-JUN-26,6,"DEDEMILLS",24-SEP-24 05.06.19.997000000 AM,"KWOODALL",04-JUN-14 08.07.54.476000000 AM
1001831,51200,"24D0399476",01-SEP-12,31-DEC-16,2,"B-Term-Prov-Trigger_2456973.00",25-MAR-19 06.00.53.870858000 PM,"JMLAGRO",11-JUN-14 10.58.49.579000000 AM
1287994,51253,"35D0655717",01-MAY-13,03-FEB-17,6,"ESPRD01160601",15-AUG-15 01.21.20.515000000 PM,"JOYSPEZIALE",16-JUN-14 05.44.21.934000000 PM
1155451,51202,"35D1028523",27-JUL-12,29-NOV-20,7,"B-Term-Prov-Trigger_4376466.00",12-MAY-22 06.02.56.577144000 PM,"IFRANKHAN",11-JUN-14 11.59.03.076000000 AM
1171458,51294,"35D0914395",29-APR-14,03-FEB-17,2,"ESPRD01160601",24-FEB-15 07.38.30.943000000 AM,"BRENDAPEREZESCOB",19-JUN-14 05.06.51.412000000 PM
1004223,51218,"35D2045613",16-AUG-12,31-DEC-22,6,"B-Term-Prov-Trigger_631745.00",11-DEC-23 06.01.47.644125000 PM,"SHERSAYLER",12-JUN-14 04.32.24.303000000 PM
1280176,51219,"35D1066851",29-MAY-12,28-MAY-14,0,"JUDITHSZEGEDI",12-JUN-14 05.40.09.207000000 PM,"JUDITHSZEGEDI",12-JUN-14 05.40.09.207000000 PM
1280277,51261,"35D0408220",01-SEP-12,02-OCT-13,3,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"PJHEID",17-JUN-14 12.08.15.954000000 PM
1280277,51262,"24D0691046",03-OCT-12,02-OCT-13,3,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"PJHEID",17-JUN-14 12.08.15.955000000 PM
1155366,51263,"35D0408220",01-SEP-12,31-AUG-24,6,"TSTREET",18-JAN-23 01.00.10.707000000 PM,"PJHEID",17-JUN-14 12.08.16.724000000 PM
1000100,51284,"24D0405647",01-OCT-13,03-FEB-17,3,"ESPRD01160601",04-AUG-15 10.12.21.232000000 AM,"JMLAGRO",18-JUN-14 03.29.10.664000000 PM
1172018,51304,"35D0914487",01-MAY-14,03-FEB-17,4,"ESPRD01160601",20-JUL-15 08.45.19.004000000 AM,"KARINARUIZ",20-JUN-14 10.13.00.541000000 AM
1154795,51296,"35D0408969",01-JUN-13,31-MAY-27,6,"PEGBROSSART",17-SEP-25 03.48.06.824000000 PM,"DOMINICKNGANTOU",19-JUN-14 05.51.57.859000000 PM
1154809,51355,"35D0408602",19-MAY-12,18-MAY-20,5,"ANNDOLL",22-JAN-19 09.16.30.789000000 AM,"KWOODALL",25-JUN-14 10.26.41.153000000 AM
1288843,51417,"24D0406266",31-MAR-14,31-DEC-14,14,"B-Term-Prov-Trigger_429633.00",26-JUL-23 06.12.49.748671000 PM,"JMLAGRO",27-JUN-14 02.56.26.515000000 PM
1153828,51368,"24D0404292",28-FEB-13,27-FEB-27,7,"NICOLERICHTER",07-MAR-25 08.05.44.078000000 AM,"ZOEASANDY",25-JUN-14 05.58.54.496000000 PM
1001395,51357,"35D0408795",29-AUG-12,28-AUG-14,17,"THENDERSON",21-AUG-15 09.15.43.575000000 AM,"JMLAGRO",25-JUN-14 10.36.45.131000000 AM
1280470,51403,"35D0408755",24-MAY-12,23-MAY-14,0,"B-IF-PRV-CLIA-UPD_233151.00",04-DEC-14 12.37.19.876297000 PM,"JOYSPEZIALE",26-JUN-14 03.57.42.378000000 PM
1000419,51416,"24D0975548",02-MAY-14,31-AUG-15,22,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.31.955254000 PM,"JMLAGRO",27-JUN-14 01.55.12.308000000 PM
1288041,51477,"35D0408444",26-JUN-21,02-OCT-13,11,"B-Term-Prov-Trigger_429633.00",26-JUL-23 06.12.49.748671000 PM,"JMLAGRO",02-JUL-14 11.00.24.337000000 AM
1163158,51467,"35D1055181",16-MAY-13,01-JAN-17,3,"B-Term-Prov-Trigger_3039301.00",13-MAR-20 06.02.10.583429000 PM,"JOYSPEZIALE",01-JUL-14 05.54.15.560000000 PM
1288846,51475,"35D0944756",15-NOV-13,02-OCT-13,7,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JMLAGRO",02-JUL-14 08.52.59.392000000 AM
1288069,51481,"35D0408301",06-DEC-13,02-OCT-13,7,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JMLAGRO",02-JUL-14 01.24.04.872000000 PM
1278153,51488,"35D0930424",07-JUL-13,30-SEP-25,8,"DEDEMILLS",01-AUG-25 12.18.35.765000000 PM,"JOYSPEZIALE",02-JUL-14 06.45.58.962000000 PM
1154741,51484,"35D0978097",30-MAY-13,29-MAY-27,7,"NICOLERICHTER",09-JUN-25 01.57.13.533000000 PM,"JOYSPEZIALE",02-JUL-14 01.49.08.833000000 PM
1278139,51487,"35D0655599",11-JUN-14,16-FEB-28,16,"TONIWORKMAN",11-MAR-26 01.05.01.083000000 PM,"JOYSPEZIALE",02-JUL-14 05.52.52.673000000 PM
1288698,51490,"35D0694241",29-MAY-13,02-OCT-13,7,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JMLAGRO",03-JUL-14 07.00.58.013000000 AM
1288798,51491,"35D0408232",07-JUN-13,02-OCT-13,8,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JMLAGRO",03-JUL-14 07.25.22.735000000 AM
1288845,51492,"35D0944756",15-NOV-13,02-OCT-13,10,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JMLAGRO",03-JUL-14 07.41.57.804000000 AM
1288891,51493,"35D1042860",11-JUL-13,02-OCT-13,9,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.24.041878000 PM,"JMLAGRO",03-JUL-14 08.03.31.445000000 AM
1157169,51509,"24D0400093",23-DEC-13,03-FEB-17,1,"ESPRD01160601",31-MAR-15 04.25.00.444000000 PM,"KARINARUIZ",07-JUL-14 01.34.44.139000000 PM
1153940,51500,"24D0403135",09-FEB-13,08-FEB-27,6,"ANDOLL",07-APR-25 12.41.58.475000000 PM,"LISACAMPBELL",03-JUL-14 04.42.35.427000000 PM
1281662,51505,"35D2069682",17-JAN-14,01-DEC-25,13,"TONIWORKMAN",10-JUL-24 07.18.50.101000000 AM,"NAKARRIABELL",07-JUL-14 01.14.07.338000000 PM
1162170,51507,"35D0408653",08-JAN-13,07-JAN-27,13,"NICOLERICHTER",04-MAR-25 03.21.18.159000000 PM,"ZULEIMARUIZ",07-JUL-14 01.27.22.389000000 PM
1170701,51515,"35D0655705",01-JAN-91,11-APR-20,3,"CHLHARMON",09-MAY-18 01.31.11.120000000 PM,"JUDITHSZEGEDI",07-JUL-14 04.25.02.002000000 PM
1155337,51521,"35D0655705",01-JAN-91,11-APR-26,8,"NICOLERICHTER",07-MAY-24 09.47.47.472000000 AM,"JUDITHSZEGEDI",07-JUL-14 05.11.00.098000000 PM
1166786,51513,"35D0655705",08-FEB-01,11-APR-26,9,"NICOLERICHTER",07-MAY-24 11.52.26.601000000 AM,"JUDITHSZEGEDI",07-JUL-14 01.45.50.840000000 PM
1288786,51534,"35D0857637",21-AUG-12,01-AUG-24,11,"B-Term-Prov-Trigger_1145927.00",02-DEC-24 06.00.35.279204000 PM,"JMLAGRO",08-JUL-14 12.42.03.766000000 PM
1155338,51519,"35D0655705",01-JAN-91,11-APR-26,7,"NICOLERICHTER",07-MAY-24 11.27.57.721000000 AM,"JUDITHSZEGEDI",07-JUL-14 04.39.44.689000000 PM
1154847,51536,"35D0655677",09-FEB-13,30-NOV-23,12,"B-Term-Prov-Trigger_615474.00",30-NOV-23 06.01.40.563437000 PM,"JMLAGRO",08-JUL-14 01.31.28.644000000 PM
