"P_CLIA_NUM","P_CLIA_LAB_CD","P_CLIA_CERT_BEG_DT","P_CLIA_CERT_END_DT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
"01D0304855","400",16-OCT-13,13-JUN-18,0,"B-IF-PRV-CLIA-UPD_1051298.00",15-JUL-16 07.31.47.033717000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410019000 AM
"01D0304855","400",03-JAN-95,02-JAN-97,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410027000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410027000 AM
"01D0304933","110",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808380000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410035000 AM
"01D0304933","120",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808380000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410044000 AM
"01D0304933","130",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808380000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410052000 AM
"01D0304933","140",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808381000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410060000 AM
"01D0304933","210",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808382000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410068000 AM
"01D0304933","220",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808382000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410076000 AM
"01D0304933","310",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808382000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410084000 AM
"01D0304933","320",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808383000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410093000 AM
"01D0304933","330",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808383000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410101000 AM
"01D0304933","340",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808384000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410109000 AM
"01D0304933","400",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808384000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410117000 AM
"01D0304933","510",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808385000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410126000 AM
"01D0304933","520",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808386000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410134000 AM
"01D0304933","530",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808386000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410142000 AM
"01D0304933","540",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808387000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410150000 AM
"01D0304933","550",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808387000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410158000 AM
"01D0304933","610",02-FEB-01,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808388000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410166000 AM
"01D0304937","120",18-JAN-09,12-OCT-16,0,"B-IF-PRV-CLIA-UPD_1205026.00",21-NOV-16 06.17.34.850862000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410174000 AM
"01D0304937","130",18-JAN-09,12-OCT-16,0,"B-IF-PRV-CLIA-UPD_1205026.00",21-NOV-16 06.17.34.850866000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410183000 AM
"01D0304937","310",12-JAN-96,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438243000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410191000 AM
"01D0304937","320",12-JAN-96,12-OCT-16,0,"B-IF-PRV-CLIA-UPD_1205026.00",21-NOV-16 06.17.34.850871000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410200000 AM
"01D0304937","330",12-JAN-96,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438244000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410208000 AM
"01D0304937","340",25-JAN-13,02-DEC-16,0,"B-IF-PRV-CLIA-UPD_1254842.00",02-JAN-17 06.23.52.581869000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410216000 AM
"01D0304937","400",12-JAN-96,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438244000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410225000 AM
"01D0305064","120",11-JAN-94,22-DEC-21,0,"B-IF-PRV-CLIA-UPD_4139035.00",24-DEC-21 06.32.40.608295000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410233000 AM
"01D0305064","130",11-JAN-94,22-DEC-21,0,"B-IF-PRV-CLIA-UPD_4139035.00",24-DEC-21 06.32.40.608302000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410241000 AM
"01D0305064","310",11-JAN-94,22-DEC-21,0,"B-IF-PRV-CLIA-UPD_4139035.00",24-DEC-21 06.32.40.608304000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410250000 AM
"01D0305064","320",11-JAN-94,22-DEC-21,0,"B-IF-PRV-CLIA-UPD_4139035.00",24-DEC-21 06.32.40.608307000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410258000 AM
"01D0305064","330",11-JAN-94,22-DEC-21,0,"B-IF-PRV-CLIA-UPD_4139035.00",24-DEC-21 06.32.40.608309000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410266000 AM
"01D0305064","400",11-JAN-94,22-JUN-16,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410275000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410275000 AM
"01D0305072","120",24-JAN-95,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438245000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410283000 AM
"01D0305072","130",24-JAN-95,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438245000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410291000 AM
"01D0305072","310",24-JAN-95,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438246000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410300000 AM
"01D0305072","320",24-JAN-95,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438246000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410308000 AM
"01D0305072","330",06-JAN-09,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438246000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410316000 AM
"01D0305072","340",24-JAN-95,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438247000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410324000 AM
"01D0305072","400",24-JAN-95,22-JUN-26,0,"B-IF-PRV-CLIA-UPD_617020.00",01-DEC-23 06.28.20.438247000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410333000 AM
"01D0305573","310",16-JUL-08,22-MAY-16,0,"B-IF-PRV-CLIA-UPD_1072181.00",01-AUG-16 06.21.21.713511000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410341000 AM
"01D0305573","320",16-JUL-08,22-MAY-16,0,"B-IF-PRV-CLIA-UPD_1072181.00",01-AUG-16 06.21.21.713515000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410349000 AM
"01D0305573","330",16-JUL-08,19-MAR-16,0,"B-IF-PRV-CLIA-UPD_953610.00",21-APR-16 09.12.59.332997000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410358000 AM
"01D0305573","400",13-FEB-13,22-JUN-16,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410366000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410366000 AM
"01D0305810","110",28-SEP-05,27-OCT-09,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410374000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410374000 AM
"01D0305810","110",25-MAY-94,24-MAY-00,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410382000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410382000 AM
"01D0305810","120",25-MAY-94,14-MAY-02,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410391000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410391000 AM
"01D0305810","130",28-SEP-05,31-MAR-19,0,"B-IF-PRV-CLIA-UPD_2451850.00",22-MAR-19 06.09.03.247825000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410399000 AM
"01D0305810","130",25-MAY-94,14-MAY-02,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410407000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410407000 AM
"01D0305810","140",21-JAN-04,31-MAR-19,0,"B-IF-PRV-CLIA-UPD_2451850.00",22-MAR-19 06.09.03.247829000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410415000 AM
"01D0305810","140",25-MAY-94,24-MAY-96,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410423000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410423000 AM
"01D0305810","220",28-SEP-05,31-MAR-19,0,"B-IF-PRV-CLIA-UPD_2451850.00",22-MAR-19 06.09.03.247832000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410431000 AM
"01D0305810","220",25-MAY-94,21-JAN-04,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410440000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410440000 AM
"01D0305810","310",25-MAY-94,24-MAY-00,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410448000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410448000 AM
"01D0305810","320",25-MAY-94,31-MAR-19,0,"B-IF-PRV-CLIA-UPD_2451850.00",22-MAR-19 06.09.03.247836000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410456000 AM
"01D0305810","330",25-OCT-00,14-MAY-02,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410464000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410464000 AM
"01D0305810","400",25-MAY-94,31-MAR-19,0,"B-IF-PRV-CLIA-UPD_2451850.00",22-MAR-19 06.09.03.247840000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410472000 AM
"01D0305899","120",16-MAY-06,27-OCT-14,0,"B-IF-PRV-CLIA-UPD_723052.00",07-OCT-15 10.31.46.533043000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410481000 AM
"01D0305899","130",16-MAY-06,27-OCT-14,0,"B-IF-PRV-CLIA-UPD_723052.00",07-OCT-15 10.31.46.533049000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410489000 AM
"01D0305899","220",07-NOV-95,06-MAY-15,0,"B-IF-PRV-CLIA-UPD_953610.00",21-APR-16 09.13.30.106022000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410497000 AM
"01D0305899","310",07-NOV-95,06-MAY-15,0,"B-IF-PRV-CLIA-UPD_953610.00",21-APR-16 09.13.30.106027000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410505000 AM
"01D0305899","320",16-SEP-06,27-OCT-14,0,"B-IF-PRV-CLIA-UPD_723052.00",07-OCT-15 10.31.46.533055000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410514000 AM
"01D0305899","330",07-NOV-95,06-MAY-15,0,"B-IF-PRV-CLIA-UPD_953610.00",21-APR-16 09.13.30.106032000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410522000 AM
"01D0305899","400",07-NOV-95,06-MAY-15,0,"B-IF-PRV-CLIA-UPD_953610.00",21-APR-16 09.13.30.106037000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410530000 AM
"01D0306015","110",30-NOV-98,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808397000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410538000 AM
"01D0306015","120",03-MAR-08,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808398000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410547000 AM
"01D0306015","130",26-JUL-95,24-NOV-97,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410555000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410555000 AM
"01D0306015","140",08-JUL-04,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.14.808398000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410563000 AM
"01D0306015","210",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028333000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410571000 AM
"01D0306015","220",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028337000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410580000 AM
"01D0306015","310",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028338000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410588000 AM
"01D0306015","320",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028339000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.410596000 AM
"01D0306015","330",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028339000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493901000 AM
"01D0306015","340",29-MAR-03,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028340000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493916000 AM
"01D0306015","400",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028340000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493925000 AM
"01D0306015","510",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028341000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493934000 AM
"01D0306015","520",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028342000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493943000 AM
"01D0306015","530",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028342000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493952000 AM
"01D0306015","540",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028343000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493961000 AM
"01D0306015","550",26-JUL-95,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028343000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493970000 AM
"01D0306015","610",30-NOV-98,02-JUL-27,0,"B-IF-PRV-CLIA-UPD_1151258.00",06-DEC-24 06.27.15.028344000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493979000 AM
"01D0306015","620",02-JAN-97,05-AUG-98,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493987000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493987000 AM
"01D0306015","800",26-JUL-95,20-AUG-96,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493996000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.493996000 AM
"01D0641723","110",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879164000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494005000 AM
"01D0641723","115",18-NOV-97,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879167000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494014000 AM
"01D0641723","120",18-NOV-97,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879170000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494022000 AM
"01D0641723","130",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879173000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494031000 AM
"01D0641723","140",18-NOV-97,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879176000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494040000 AM
"01D0641723","210",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879179000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494049000 AM
"01D0641723","220",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879182000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494057000 AM
"01D0641723","310",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879185000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494066000 AM
"01D0641723","320",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879188000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494075000 AM
"01D0641723","330",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879190000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494084000 AM
"01D0641723","340",18-NOV-97,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879193000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494092000 AM
"01D0641723","400",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879196000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494101000 AM
"01D0641723","510",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879199000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494110000 AM
"01D0641723","520",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879202000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494118000 AM
"01D0641723","530",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879205000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494127000 AM
"01D0641723","540",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879208000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494136000 AM
"01D0641723","550",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879211000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494145000 AM
"01D0641723","610",25-JUL-95,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879214000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494153000 AM
"01D0641723","620",18-NOV-97,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879217000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494162000 AM
"01D0641723","630",18-NOV-97,18-SEP-17,0,"B-IF-PRV-CLIA-UPD_Hist_14",21-AUG-18 11.45.05.879220000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494171000 AM
"01D0663711","110",13-DEC-94,15-DEC-09,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494179000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494179000 AM
"01D0663711","400",13-DEC-94,12-SEP-08,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494188000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494188000 AM
"01D0666147","120",23-DEC-93,29-MAY-23,0,"B-IF-PRV-CLIA-UPD_524774.00",29-SEP-23 06.27.41.393967000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494197000 AM
"01D0666147","130",23-DEC-93,29-MAY-23,0,"B-IF-PRV-CLIA-UPD_524774.00",29-SEP-23 06.27.41.393967000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494205000 AM
"01D0666147","320",23-DEC-93,29-MAY-23,0,"B-IF-PRV-CLIA-UPD_524774.00",29-SEP-23 06.27.41.393968000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494213000 AM
"01D0666147","400",27-FEB-13,22-JUN-16,0,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494222000 AM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494222000 AM
"01D0668478","120",12-JUN-08,22-JUN-20,0,"B-IF-PRV-CLIA-UPD_Hist_23",21-AUG-18 01.25.24.962148000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494230000 AM
"01D0668478","130",12-JUN-08,22-JUN-20,0,"B-IF-PRV-CLIA-UPD_Hist_23",21-AUG-18 01.25.24.962151000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494239000 AM
"01D0668478","220",12-JUN-08,22-JUN-20,0,"B-IF-PRV-CLIA-UPD_Hist_23",21-AUG-18 01.25.24.962154000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494248000 AM
"01D0668478","310",12-JUN-08,22-JUN-20,0,"B-IF-PRV-CLIA-UPD_Hist_23",21-AUG-18 01.25.24.962157000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494256000 AM
"01D0668478","320",12-JUN-08,22-JUN-20,0,"B-IF-PRV-CLIA-UPD_Hist_23",21-AUG-18 01.25.24.962159000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494265000 AM
"01D0668478","330",12-JUN-08,22-JUN-20,0,"B-IF-PRV-CLIA-UPD_Hist_23",21-AUG-18 01.25.24.962162000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494274000 AM
"01D0668478","400",12-JUN-08,22-JUN-20,0,"B-IF-PRV-CLIA-UPD_Hist_23",21-AUG-18 01.25.24.962165000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494282000 AM
"01D0668479","120",06-JAN-94,15-SEP-06,0,"B-IF-PRV-CLIA-UPD_2486214.00",12-APR-19 06.08.13.778229000 PM,"B-IF-PRV-CLIA-UPD_8943636.00",06-FEB-14 10.42.50.494291000 AM
