p_sys_id,p_specl_sk,p_specl_cd,p_specl_beg_dt,p_specl_end_dt,p_specl_cert_num,p_state_cd,p_specl_cert_board_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1000019,1000019,091,2010-07-09,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000020,1000020,091,2010-06-01,2013-09-30,,ND,,1,MMANYGUNS,2015-03-10 12:04:55.428000,Provider Conversion,2013-03-30 12:53:04.000000
1000021,1000021,091,2010-08-13,2011-12-31,,ND,,1,RRUD,2022-11-03 10:56:26.807000,Provider Conversion,2013-03-30 12:53:04.000000
1000022,1000022,091,2010-08-08,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000023,1000023,091,2010-07-22,2013-09-30,,ND,,1,CJFRANCIS,2016-02-03 11:03:58.819000,Provider Conversion,2013-03-30 12:53:04.000000
1000024,1000024,091,2010-08-21,2011-12-31,,ND,,1,RRUD,2022-12-12 16:25:57.878000,Provider Conversion,2013-03-30 12:53:04.000000
1000025,1000025,091,2010-11-24,2011-12-31,,ND,,1,RRUD,2022-09-13 15:30:22.897000,Provider Conversion,2013-03-30 12:53:04.000000
1000026,1000026,091,2010-10-12,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000027,1000027,091,2010-11-20,2011-12-31,,ND,,1,AYARBROUGH,2016-10-06 14:06:13.767000,Provider Conversion,2013-03-30 12:53:04.000000
1000028,1000028,091,2011-02-23,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000029,1000029,091,2010-11-09,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000030,1000030,091,2010-10-01,2011-12-31,,ND,,1,MLMOOS,2019-09-12 13:48:23.386000,Provider Conversion,2013-03-30 12:53:04.000000
1000031,1000031,111,2010-07-22,2013-09-30,,ND,,7,THENDERSON,2015-08-21 10:56:02.917000,Provider Conversion,2013-03-30 12:53:04.000000
1000032,1000032,091,2010-09-09,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000033,1000033,091,2011-01-16,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000034,1000034,091,2010-12-23,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000035,1000035,091,2011-01-31,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000036,1000036,091,2011-03-19,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000037,1000037,091,2010-10-18,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000038,1000038,091,2010-10-19,2013-07-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000039,1000039,091,2011-03-08,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000040,1000040,091,2011-07-03,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000041,1000041,091,2011-01-22,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000042,1000042,091,2011-01-16,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000043,1000043,091,2011-06-01,2013-09-30,,ND,,2,THENDERSON,2015-08-21 08:18:27.475000,Provider Conversion,2013-03-30 12:53:04.000000
1000044,1000044,091,2011-04-25,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000045,1000045,091,2011-07-01,2013-09-30,,ND,,7,JMLAGRO,2014-10-06 13:30:42.686000,Provider Conversion,2013-03-30 12:53:04.000000
1000046,1000046,091,2011-02-20,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000047,1000047,091,2010-08-05,2011-12-31,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000048,1000048,091,2011-05-27,2013-09-30,,ND,,1,ANNDOLL,2017-01-17 12:00:55.643000,Provider Conversion,2013-03-30 12:53:04.000000
1000049,1000049,091,2011-12-01,2015-10-04,,ND,,1,CR1906_SET_ENDDT_4OCT15,2015-08-20 10:58:02.841000,Provider Conversion,2013-03-30 12:53:04.000000
1000050,1000050,091,2011-12-01,2015-10-04,,ND,,1,CR1906_SET_ENDDT_4OCT15,2015-08-20 10:59:25.680000,Provider Conversion,2013-03-30 12:53:04.000000
1000051,1000051,091,2011-05-08,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000052,1000052,091,2011-08-01,2015-10-04,,ND,,1,PJHEID,2017-04-06 13:44:47.792000,Provider Conversion,2013-03-30 12:53:04.000000
1000053,1000053,091,2011-03-28,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000054,1000054,091,2011-01-11,2015-10-04,,ND,,1,MLMOOS,2019-11-08 14:33:33.522000,Provider Conversion,2013-03-30 12:53:04.000000
1000055,1000055,091,2011-03-05,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000057,1000057,091,2011-10-07,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000058,1000058,091,2011-07-05,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000059,1000059,091,2011-07-27,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000060,1000060,091,2012-01-11,2015-10-04,,ND,,1,DMOCK,2017-12-11 16:19:09.571000,Provider Conversion,2013-03-30 12:53:04.000000
1000061,1000061,091,2011-08-13,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000062,1000062,091,2011-07-29,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000063,1000063,091,2012-01-31,2015-05-04,00000,ND,25,3,RRUD,2015-11-23 08:38:50.193000,Provider Conversion,2013-03-30 12:53:04.000000
1000064,1000064,091,2011-12-19,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000065,1000065,091,2011-12-31,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000066,1000066,091,2012-03-06,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000067,1000067,091,2011-11-21,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000068,1000068,091,2011-12-11,2015-10-04,,ND,,1,PJHEID,2016-01-05 13:42:56.498000,Provider Conversion,2013-03-30 12:53:04.000000
1000069,1000069,091,2012-04-19,2013-09-30,,ND,,1,SHERSAYLER,2014-03-30 15:40:44.447000,Provider Conversion,2013-03-30 12:53:04.000000
1000070,1000070,091,2012-04-19,2013-09-30,,ND,,1,SHERSAYLER,2014-03-30 15:40:18.617000,Provider Conversion,2013-03-30 12:53:04.000000
1000071,1000071,091,2012-01-06,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000072,1000072,091,2011-12-27,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000073,1000073,091,2012-01-10,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000694,1000666,001,2011-07-11,2013-09-30,,ND,,7,MAURICIOPENERAND,2015-07-24 15:41:51.215000,Provider Conversion,2013-03-30 12:53:04.000000
1000695,1000667,341,2010-12-01,1999-12-31,00000,ND,26,8,MLMOOS,2020-02-24 15:17:02.576000,Provider Conversion,2013-03-30 12:53:04.000000
1000696,1000668,011,2011-06-01,2015-10-04,0000,ND,26,1,KHANDELAND,2019-11-29 13:48:52.655000,Provider Conversion,2013-03-30 12:53:04.000000
1000697,1000669,047,2011-07-01,2013-09-30,,ND,,2,CAROLREEVES,2015-06-08 15:00:08.003000,Provider Conversion,2013-03-30 12:53:04.000000
1000698,1000670,001,2011-07-01,2015-10-04,,ND,,1,AFISCHER,2016-02-23 08:38:31.171000,Provider Conversion,2013-03-30 12:53:04.000000
1000699,1000671,001,2011-07-01,2013-09-30,,ND,,6,MMANYGUNS,2015-03-02 13:48:49.481000,Provider Conversion,2013-03-30 12:53:04.000000
1000700,1000672,275,2011-07-01,2013-09-30,,ND,,5,MMANYGUNS,2015-03-02 10:03:11.822000,Provider Conversion,2013-03-30 12:53:04.000000
1000701,1000673,018,2011-07-14,2013-09-30,,ND,,1,NEERUSHARMA,2015-10-21 10:28:14.862000,Provider Conversion,2013-03-30 12:53:04.000000
1000702,1000674,359,2010-08-09,2013-09-30,,ND,,1,DMOCK,2015-10-30 17:27:43.352000,Provider Conversion,2013-03-30 12:53:04.000000
1000703,1000675,359,2011-08-01,1999-12-31,00000,ND,26,7,THENDERSON,2015-08-14 10:38:29.939000,Provider Conversion,2013-03-30 12:53:04.000000
1000704,1000676,275,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000705,1000677,001,2011-05-23,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000706,1000678,034,2011-07-18,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000707,1000679,001,2011-07-11,2011-09-10,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000708,1000680,020,2011-07-01,2013-09-30,,ND,,3,CAROLREEVES,2015-06-30 10:14:32.691000,Provider Conversion,2013-03-30 12:53:04.000000
1000709,1000681,359,2011-07-01,2013-09-30,,ND,,15,THENDERSON,2015-08-21 09:09:39.966000,Provider Conversion,2013-03-30 12:53:04.000000
1000710,1000682,011,2011-07-11,2013-09-30,,ND,,3,MMANYGUNS,2015-02-23 14:27:39.383000,Provider Conversion,2013-03-30 12:53:04.000000
1000711,1000683,189,2011-07-13,2013-09-30,,ND,,6,MMANYGUNS,2015-06-25 10:07:58.057000,Provider Conversion,2013-03-30 12:53:04.000000
1000712,1000684,001,2011-07-13,2013-09-30,,ND,,3,SKOEHLY,2014-11-28 16:58:05.299000,Provider Conversion,2013-03-30 12:53:04.000000
1000713,1000685,359,2011-07-01,2013-09-30,,ND,,5,THENDERSON,2015-08-21 09:19:38.772000,Provider Conversion,2013-03-30 12:53:04.000000
1000714,1000686,001,2011-06-14,2013-09-30,,ND,,2,SKOEHLY,2014-10-16 16:00:19.636000,Provider Conversion,2013-03-30 12:53:04.000000
1000715,1000687,016,2011-07-18,2011-10-18,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000716,1000688,001,2011-07-27,2015-10-04,0000,ND,26,1,KHANDELAND,2019-11-29 13:50:34.751000,Provider Conversion,2013-03-30 12:53:04.000000
1000717,1000689,179,2011-06-16,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000718,1000690,025,2011-07-15,2013-09-30,,ND,,1,DMOCK,2018-05-02 11:39:39.914000,Provider Conversion,2013-03-30 12:53:04.000000
1000719,1000691,011,2011-07-01,2013-09-30,,ND,,7,USHASHA,2015-07-30 14:27:05.927000,Provider Conversion,2013-03-30 12:53:04.000000
1000720,1000692,011,2011-06-18,2013-09-30,,ND,,7,USHASHA,2015-08-18 09:18:52.492000,Provider Conversion,2013-03-30 12:53:04.000000
1000721,1000693,341,2011-04-18,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000722,1000694,005,2011-07-15,2011-11-18,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000723,1000695,011,2011-08-01,2013-09-30,,ND,,3,MAURICIOPENERAND,2015-05-20 16:52:13.914000,Provider Conversion,2013-03-30 12:53:04.000000
1000724,1000696,001,2011-08-01,2011-09-30,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000725,1000697,049,2011-06-14,2013-09-30,,ND,,5,MMANYGUNS,2015-02-24 16:38:26.305000,Provider Conversion,2013-03-30 12:53:04.000000
1000726,1000698,179,2011-07-11,2013-09-30,,ND,,3,JMLAGRO,2015-06-12 08:52:20.730000,Provider Conversion,2013-03-30 12:53:04.000000
1000727,1000699,001,2011-07-27,2015-10-04,0000,ND,26,1,KHANDELAND,2019-11-29 13:51:21.756000,Provider Conversion,2013-03-30 12:53:04.000000
1000728,1000700,049,2011-07-25,2013-09-30,,ND,,5,MMANYGUNS,2015-07-21 12:53:04.612000,Provider Conversion,2013-03-30 12:53:04.000000
1000730,1000702,001,2011-08-01,2015-10-04,,ND,,1,SKOEHLY,2016-01-19 16:29:32.649000,Provider Conversion,2013-03-30 12:53:04.000000
1000731,1000703,020,2011-07-25,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000732,1000704,359,2011-03-29,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000733,1000705,217,2011-08-01,2011-10-18,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000734,1000706,005,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000735,1000707,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000736,1000708,020,2011-09-01,2013-09-30,,ND,,5,CAROLREEVES,2015-06-19 15:30:41.849000,Provider Conversion,2013-03-30 12:53:04.000000
1000737,1000709,217,2011-07-29,2013-09-30,,ND,,2,MAURICIOPENERAND,2015-08-03 15:42:55.793000,Provider Conversion,2013-03-30 12:53:04.000000
1000738,1000710,001,2011-07-15,2012-04-06,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000739,1000711,001,2011-07-15,2012-04-06,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000740,1000712,001,2011-06-09,2011-09-10,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000741,1000713,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000742,1000714,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000743,1000715,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000744,1000716,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000745,1000717,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000746,1000718,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000747,1000719,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000748,1000720,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000749,1000721,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000750,1000722,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000751,1000723,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000752,1000724,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000753,1000725,049,2011-04-28,2011-06-17,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000754,1000726,359,2011-07-01,2013-09-30,,ND,,6,THENDERSON,2015-08-21 09:21:09.936000,Provider Conversion,2013-03-30 12:53:04.000000
1000755,1000727,359,2011-07-01,2013-09-30,,ND,,5,THENDERSON,2015-08-21 09:14:51.904000,Provider Conversion,2013-03-30 12:53:04.000000
1000756,1000728,359,2011-07-01,2013-09-30,,ND,,5,THENDERSON,2015-08-21 09:22:38.916000,Provider Conversion,2013-03-30 12:53:04.000000
1000757,1000729,047,2011-07-19,2015-10-04,,ND,,2,CR1906_SET_ENDDT_4OCT15,2014-10-06 10:51:55.314000,Provider Conversion,2013-03-30 12:53:04.000000
1000759,1000731,001,2011-08-01,2013-09-30,,ND,,3,BARBXDANGELO,2014-09-08 12:51:13.869000,Provider Conversion,2013-03-30 12:53:04.000000
1000760,1000732,016,2011-08-01,2013-09-30,,ND,,4,DANIELLAESTRELLA,2015-06-29 09:30:42.735000,Provider Conversion,2013-03-30 12:53:04.000000
1000761,1000733,001,2011-08-01,2013-09-30,00000,ND,26,6,KMELTZER,2020-05-29 15:33:52.759000,Provider Conversion,2013-03-30 12:53:04.000000
1000762,1000734,011,2011-08-10,2013-09-30,,ND,,3,ESTHERSHAHPAR,2014-11-12 14:26:26.271000,Provider Conversion,2013-03-30 12:53:04.000000
1000763,1000735,020,2011-08-10,2012-04-06,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000764,1000736,050,2011-08-11,2013-09-30,,ND,,1,AYARBROUGH,2019-02-02 10:49:26.352000,Provider Conversion,2013-03-30 12:53:04.000000
1000765,1000737,047,2011-07-19,2015-10-04,,ND,,4,CR1906_SET_ENDDT_4OCT15,2014-10-06 10:53:35.825000,Provider Conversion,2013-03-30 12:53:04.000000
1000767,1000739,016,2011-07-26,2013-09-30,,ND,,2,DOMINICKNGANTOU,2014-11-11 14:52:01.732000,Provider Conversion,2013-03-30 12:53:04.000000
1000768,1000740,049,2011-08-01,2013-09-30,,ND,,7,MMANYGUNS,2015-07-21 11:02:52.031000,Provider Conversion,2013-03-30 12:53:04.000000
1000769,1000741,270,2011-08-01,2013-09-30,,ND,,6,JMLAGRO,2015-07-20 12:52:14.285000,Provider Conversion,2013-03-30 12:53:04.000000
1000770,1000742,121,2011-07-28,2013-09-30,,ND,,4,PJHEID,2015-06-12 12:00:11.362000,Provider Conversion,2013-03-30 12:53:04.000000
1000771,1000743,270,2011-07-19,2013-09-30,,ND,,5,DANIELLAESTRELLA,2015-06-29 08:42:33.262000,Provider Conversion,2013-03-30 12:53:04.000000
1000772,1000744,016,2011-08-01,2013-09-30,,ND,,1,MAURICIOPENERAND,2015-10-08 11:55:13.991000,Provider Conversion,2013-03-30 12:53:04.000000
1000773,1000745,001,2011-07-15,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000774,1000746,050,2011-07-26,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000775,1000747,001,2011-08-08,2012-03-23,,ND,,3,CAROLREEVES,2015-07-21 12:00:17.005000,Provider Conversion,2013-03-30 12:53:04.000000
1000776,1000748,001,2011-08-15,2013-09-30,,ND,,3,JMLAGRO,2015-02-20 13:13:58.802000,Provider Conversion,2013-03-30 12:53:04.000000
1000777,1000749,359,2011-07-01,2013-09-30,,ND,,18,JMLAGRO,2015-08-17 06:54:53.943000,Provider Conversion,2013-03-30 12:53:04.000000
1000778,1000750,341,2011-08-11,2013-09-30,,ND,,1,DMOCK,2018-05-02 13:57:30.379000,Provider Conversion,2013-03-30 12:53:04.000000
1000780,1000752,005,2011-08-08,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000781,1000753,001,2011-08-08,2015-10-04,0000,ND,26,2,KHANDELAND,2019-11-29 13:54:04.404000,Provider Conversion,2013-03-30 12:53:04.000000
1000782,1000754,020,2011-08-15,2015-10-04,,ND,,1,DMOCK,2020-09-29 15:07:18.036000,Provider Conversion,2013-03-30 12:53:04.000000
1000783,1000755,189,2011-07-18,2013-09-30,,ND,,4,MMANYGUNS,2015-06-23 14:01:39.889000,Provider Conversion,2013-03-30 12:53:04.000000
1000784,1000756,179,2011-07-25,2013-09-30,,ND,,6,USHASHA,2015-06-15 13:33:13.192000,Provider Conversion,2013-03-30 12:53:04.000000
1000785,1000757,049,2011-07-25,2013-09-30,,ND,,10,ESTHERSHAHPAR,2015-07-27 15:55:47.373000,Provider Conversion,2013-03-30 12:53:04.000000
1000786,1000758,001,2011-07-01,2015-10-04,0000,ND,26,2,KHANDELAND,2019-11-29 13:53:47.268000,Provider Conversion,2013-03-30 12:53:04.000000
1000787,1000759,005,2011-07-27,2013-09-30,,ND,,1,JOYSPEZIALE,2014-06-04 17:29:47.318000,Provider Conversion,2013-03-30 12:53:04.000000
1000788,1000760,034,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000789,1000761,011,2011-07-22,2012-06-30,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000790,1000762,016,2011-08-15,2013-09-30,,ND,,3,MMANYGUNS,2015-02-27 14:16:30.275000,Provider Conversion,2013-03-30 12:53:04.000000
1000791,1000763,049,2011-08-01,2013-09-30,,ND,,4,MAURICIOPENERAND,2015-05-20 10:56:59.923000,Provider Conversion,2013-03-30 12:53:04.000000
1000792,1000764,189,2011-07-18,2013-09-30,00000,ND,26,6,KMELTZER,2020-07-13 10:49:02.987000,Provider Conversion,2013-03-30 12:53:04.000000
1000793,1000765,359,2011-03-28,2015-10-04,,ND,,1,MLMOOS,2019-01-31 19:10:26.928000,Provider Conversion,2013-03-30 12:53:04.000000
1000794,1000766,359,2011-04-05,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000795,1000767,359,2011-07-15,2020-03-08,00000,ND,26,5,MLMOOS,2019-12-09 17:36:37.061000,Provider Conversion,2013-03-30 12:53:04.000000
1000796,1000768,020,2011-07-01,2011-07-01,,ND,,2,JMLAGRO,2015-01-19 14:07:32.028000,Provider Conversion,2013-03-30 12:53:04.000000
1000797,1000769,001,2011-08-29,2013-09-30,,ND,,1,SKOEHLY,2015-03-27 12:39:41.552000,Provider Conversion,2013-03-30 12:53:04.000000
1000798,1000770,010,2011-08-11,2011-11-18,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000799,1000771,006,2011-08-12,2013-09-30,,ND,,6,CAROLREEVES,2015-06-22 14:41:01.660000,Provider Conversion,2013-03-30 12:53:04.000000
1000800,1000772,049,2011-08-15,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000801,1000773,049,2011-08-11,2013-09-30,,ND,,2,KARINARUIZ,2014-11-11 12:28:23.708000,Provider Conversion,2013-03-30 12:53:04.000000
1000802,1000774,001,2011-08-03,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000803,1000775,359,2011-04-10,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000804,1000776,001,2011-08-17,2015-10-04,0000,ND,26,2,KHANDELAND,2019-11-29 13:54:40.130000,Provider Conversion,2013-03-30 12:53:04.000000
1000805,1000777,005,2011-08-29,2011-11-26,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000806,1000778,005,2011-08-29,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000807,1000779,189,2011-08-10,2013-09-30,,ND,,1,KARINARUIZ,2015-03-06 14:46:23.181000,Provider Conversion,2013-03-30 12:53:04.000000
1000808,1000780,005,2011-08-31,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000809,1000781,001,2011-08-12,2013-09-30,00000,ND,26,5,KMELTZER,2020-06-08 10:21:40.529000,Provider Conversion,2013-03-30 12:53:04.000000
1000810,1000782,006,2011-09-01,2012-10-22,,,,0,Provider Conversion,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
1000811,1000783,001,2011-08-29,2013-09-30,,ND,,5,DANIELLAESTRELLA,2015-06-24 11:30:30.184000,Provider Conversion,2013-03-30 12:53:04.000000
1000812,1000784,034,2011-07-01,2015-10-04,,,,0,CR1906_SET_ENDDT_4OCT15,2013-03-30 12:53:04.000000,Provider Conversion,2013-03-30 12:53:04.000000
