p_sys_id,p_nw_part_sk,r_nw_id,p_nw_beg_dt,p_nw_end_dt,p_nw_stat_cd,p_nwst_rsn_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1000032,1000194,DDS,2010-09-09,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000032,1000195,DOCR,2010-09-09,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000032,1000196,MCAID,2010-09-09,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000033,1000198,ATYPICAL,2011-01-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000033,1000199,CSHS,2011-01-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000033,1000200,DDS,2011-01-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000033,1000201,DOCR,2011-01-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000033,1000202,MCAID,2011-01-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000034,1000204,ATYPICAL,2010-12-23,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000034,1000205,CSHS,2010-12-23,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000034,1000206,DDS,2010-12-23,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000034,1000207,DOCR,2010-12-23,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000034,1000208,MCAID,2010-12-23,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000035,1000210,ATYPICAL,2011-01-31,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000035,1000211,CSHS,2011-01-31,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000035,1000212,DDS,2011-01-31,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000035,1000213,DOCR,2011-01-31,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000035,1000214,MCAID,2011-01-31,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000000,1000000,ATYPICAL,2010-09-06,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000000,1000001,CSHS,2010-09-06,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000000,1000002,DDS,2010-09-06,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000000,1000003,DOCR,2010-09-06,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000000,1000004,MCAID,2010-09-06,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000001,1000006,ATYPICAL,2009-12-03,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000001,1000007,CSHS,2009-12-03,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000001,1000008,DDS,2009-12-03,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000001,1000009,DOCR,2009-12-03,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000001,1000010,MCAID,2009-12-03,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000002,1000012,ATYPICAL,2010-08-23,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000002,1000013,CSHS,2010-08-23,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000002,1000014,DDS,2010-08-23,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000002,1000015,DOCR,2010-08-23,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000002,1000016,MCAID,2010-08-23,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000003,1000020,DDS,2010-10-05,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000004,1000026,DDS,2010-05-14,2013-09-30,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000005,1000030,ATYPICAL,2010-11-01,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000005,1000031,CSHS,2010-11-01,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000005,1000032,DDS,2010-11-01,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000005,1000033,DOCR,2010-11-01,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000005,1000034,MCAID,2010-11-01,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000006,1000036,ATYPICAL,2010-07-30,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000006,1000037,CSHS,2010-07-30,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000006,1000038,DDS,2010-07-30,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000006,1000039,DOCR,2010-07-30,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000006,1000040,MCAID,2010-07-30,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000007,1000042,ATYPICAL,2010-06-10,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000007,1000043,CSHS,2010-06-10,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000007,1000044,DDS,2010-06-10,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000007,1000045,DOCR,2010-06-10,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000007,1000046,MCAID,2010-06-10,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000008,1000048,ATYPICAL,2010-08-26,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000008,1000049,CSHS,2010-08-26,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000008,1000050,DDS,2010-08-26,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000008,1000051,DOCR,2010-08-26,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000008,1000052,MCAID,2010-08-26,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000009,1000054,ATYPICAL,2010-06-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000009,1000055,CSHS,2010-06-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000009,1000056,DDS,2010-06-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000009,1000057,DOCR,2010-06-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000009,1000058,MCAID,2010-06-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000010,1000060,ATYPICAL,2010-08-26,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000010,1000061,CSHS,2010-08-26,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000010,1000062,DDS,2010-08-26,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000010,1000063,DOCR,2010-08-26,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000010,1000064,MCAID,2010-08-26,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000011,1000066,ATYPICAL,2010-08-04,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000011,1000067,CSHS,2010-08-04,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000011,1000068,DDS,2010-08-04,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000011,1000069,DOCR,2010-08-04,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000011,1000070,MCAID,2010-08-04,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000012,1000072,ATYPICAL,2010-09-30,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000012,1000073,CSHS,2010-09-30,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000012,1000074,DDS,2010-09-30,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000012,1000075,DOCR,2010-09-30,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000012,1000076,MCAID,2010-09-30,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000013,1000078,ATYPICAL,2010-08-10,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000013,1000079,CSHS,2010-08-10,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000013,1000080,DDS,2010-08-10,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000013,1000081,DOCR,2010-08-10,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000013,1000082,MCAID,2010-08-10,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000014,1000084,ATYPICAL,2010-10-25,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000014,1000085,CSHS,2010-10-25,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000014,1000086,DDS,2010-10-25,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000014,1000087,DOCR,2010-10-25,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000014,1000088,MCAID,2010-10-25,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000015,1000090,ATYPICAL,2010-12-04,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000015,1000091,CSHS,2010-12-04,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000015,1000092,DDS,2010-12-04,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000015,1000093,DOCR,2010-12-04,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000015,1000094,MCAID,2010-12-04,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000016,1000096,ATYPICAL,2010-08-06,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000016,1000097,CSHS,2010-08-06,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000016,1000098,DDS,2010-08-06,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000016,1000099,DOCR,2010-08-06,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000016,1000100,MCAID,2010-08-06,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000017,1000102,ATYPICAL,2010-11-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000017,1000103,CSHS,2010-11-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000017,1000104,DDS,2010-11-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000017,1000105,DOCR,2010-11-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000017,1000106,MCAID,2010-11-16,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000018,1000108,ATYPICAL,2010-08-20,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000018,1000109,CSHS,2010-08-20,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000018,1000110,DDS,2010-08-20,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000018,1000111,DOCR,2010-08-20,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000018,1000112,MCAID,2010-08-20,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000019,1000114,ATYPICAL,2010-07-09,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000019,1000115,CSHS,2010-07-09,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000019,1000116,DDS,2010-07-09,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000019,1000117,DOCR,2010-07-09,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000019,1000118,MCAID,2010-07-09,2015-10-04,00,,0,CR1906_SET_ENDDT_4OCT15,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000020,1000122,DDS,2010-06-01,2013-09-30,00,,1,MMANYGUNS,2015-03-10 12:04:55.426000,Provider Conversion,2013-03-28 03:57:29.000000
1000021,1000126,ATYPICAL,2010-08-13,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000021,1000127,CSHS,2010-08-13,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000021,1000128,DDS,2010-08-13,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000021,1000129,DOCR,2010-08-13,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000021,1000130,MCAID,2010-08-13,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000022,1000132,ATYPICAL,2010-08-08,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000022,1000133,CSHS,2010-08-08,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000022,1000134,DDS,2010-08-08,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000022,1000135,DOCR,2010-08-08,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000022,1000136,MCAID,2010-08-08,2011-12-31,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000023,1000140,DDS,2010-07-22,2013-09-30,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000107,1000648,ATYPICAL,2010-08-01,2011-08-18,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000107,1000649,CSHS,2010-08-01,2011-08-18,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000107,1000650,DDS,2010-08-01,2011-08-18,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000107,1000651,DOCR,2010-08-01,2011-08-18,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000107,1000652,MCAID,2010-08-01,2011-08-18,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1294182,1285394,MCAID,2007-07-02,1999-12-31,00,,0,CAROLREEVES,2015-08-03 10:25:57.186000,CAROLREEVES,2015-08-03 10:25:57.186000
1000108,1000656,DDS,2010-08-01,2013-09-30,00,,4,JMLAGRO,2015-02-23 12:15:58.921000,Provider Conversion,2013-03-28 03:57:29.000000
1164604,1285395,ATYPICAL,2008-01-01,1999-12-31,00, ,9,PJHEID,2016-08-09 11:48:19.411000,CAROLREEVES,2015-08-03 10:25:57.682000
1000109,1000662,DDS,2010-04-27,2013-09-30,00,,6,MMANYGUNS,2015-07-10 10:39:22.990000,Provider Conversion,2013-03-28 03:57:29.000000
1164604,1285396,CSHS,2008-01-01,1999-12-31,00,,8,CR1903_NETW_DATE,2015-08-04 08:44:47.274000,CAROLREEVES,2015-08-03 10:25:57.683000
1000110,1000666,ATYPICAL,2010-07-01,2015-10-04,00,,2,CR1906_SET_ENDDT_4OCT15,2015-06-11 10:33:37.094000,Provider Conversion,2013-03-28 03:57:29.000000
1000110,1000667,CSHS,2010-07-01,2015-10-04,00,,2,CR1906_SET_ENDDT_4OCT15,2015-06-11 10:33:37.097000,Provider Conversion,2013-03-28 03:57:29.000000
1000110,1000668,DDS,2010-07-01,2015-10-04,00,,2,CR1906_SET_ENDDT_4OCT15,2015-06-11 10:33:37.097000,Provider Conversion,2013-03-28 03:57:29.000000
1000110,1000669,DOCR,2010-07-01,2015-10-04,00,,2,CR1906_SET_ENDDT_4OCT15,2015-06-11 10:33:37.097000,Provider Conversion,2013-03-28 03:57:29.000000
1000110,1000670,MCAID,2010-07-01,2015-10-04,00,,2,CR1906_SET_ENDDT_4OCT15,2015-06-11 10:33:37.096000,Provider Conversion,2013-03-28 03:57:29.000000
1164604,1285397,DOCR,2008-01-01,1999-12-31,00,,8,CR1903_NETW_DATE,2015-08-04 08:44:47.279000,CAROLREEVES,2015-08-03 10:25:57.684000
1000111,1000672,ATYPICAL,2010-07-01,2012-11-01,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000111,1000673,CSHS,2010-07-01,2012-11-01,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000111,1000674,DDS,2010-07-01,2012-11-01,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000111,1000675,DOCR,2010-07-01,2012-11-01,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000111,1000676,MCAID,2010-07-01,2012-11-01,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1164604,1285398,MCAID,2008-01-01,1999-12-31,00,,8,CR1903_NETW_DATE,2015-08-04 08:44:47.275000,CAROLREEVES,2015-08-03 10:25:57.685000
1000112,1000680,DDS,2010-07-01,2013-09-30,00,,4,SKOEHLY,2015-03-03 13:34:05.489000,Provider Conversion,2013-03-28 03:57:29.000000
1294297,1285399,ATYPICAL,2015-07-27,2018-09-05,00,,1,B-Term-Prov-Trigger_2723485.00,2019-09-05 18:01:33.982817,USHASHA,2015-08-03 11:25:15.999000
1000113,1000684,ATYPICAL,2010-07-01,2012-11-01,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000113,1000685,CSHS,2010-07-01,2012-11-01,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000113,1000686,DDS,2010-07-01,2012-11-01,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000113,1000687,DOCR,2010-07-01,2012-11-01,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1000113,1000688,MCAID,2010-07-01,2012-11-01,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1294297,1285400,CSHS,2015-07-27,2018-09-05,00,,1,B-Term-Prov-Trigger_2723485.00,2019-09-05 18:01:33.982817,USHASHA,2015-08-03 11:25:16.000000
1000114,1000692,DDS,2010-07-01,2013-09-30,00,,3,THENDERSON,2015-08-21 10:44:59.371000,Provider Conversion,2013-03-28 03:57:29.000000
1294297,1285401,DOCR,2015-07-27,2018-09-05,00,,1,B-Term-Prov-Trigger_2723485.00,2019-09-05 18:01:33.982817,USHASHA,2015-08-03 11:25:16.001000
1000115,1000698,DDS,2010-07-01,2013-09-30,00,,1,SKOEHLY,2014-07-10 10:34:35.880000,Provider Conversion,2013-03-28 03:57:29.000000
1294297,1285402,MCAID,2015-07-27,2018-09-05,00,,1,B-Term-Prov-Trigger_2723485.00,2019-09-05 18:01:33.982817,USHASHA,2015-08-03 11:25:16.001000
1000116,1000704,DDS,2011-07-01,2015-06-30,00,I,6,RRUD,2019-02-22 13:42:32.125000,Provider Conversion,2013-03-28 03:57:29.000000
1294305,1285407,ATYPICAL,2015-07-30,1999-12-31,00,,2,CR1906_SUP_PROV_DT_NEW,2015-09-15 11:35:39.000000,USHASHA,2015-08-03 13:00:19.314000
1000117,1000710,DDS,2011-07-01,2013-09-30,00,,0,Provider Conversion,2013-03-28 03:57:29.000000,Provider Conversion,2013-03-28 03:57:29.000000
1294305,1285408,CSHS,2015-07-30,1999-12-31,00,,2,CR1906_SUP_PROV_DT_NEW,2015-09-15 11:35:39.000000,USHASHA,2015-08-03 13:00:19.316000
1000118,1000716,DDS,2012-06-01,2013-09-30,00,,4,CAROLREEVES,2015-06-05 08:54:47.835000,Provider Conversion,2013-03-28 03:57:29.000000
1294305,1285409,DOCR,2015-07-30,1999-12-31,00,,2,CR1906_SUP_PROV_DT_NEW,2015-09-15 11:35:39.000000,USHASHA,2015-08-03 13:00:19.316000
1294182,1285391,ATYPICAL,2007-07-02,1999-12-31,00,,0,CAROLREEVES,2015-08-03 10:25:57.166000,CAROLREEVES,2015-08-03 10:25:57.166000
1294182,1285392,CSHS,2007-07-02,1999-12-31,00,,0,CAROLREEVES,2015-08-03 10:25:57.175000,CAROLREEVES,2015-08-03 10:25:57.175000
1294182,1285393,DOCR,2007-07-02,1999-12-31,00,,0,CAROLREEVES,2015-08-03 10:25:57.178000,CAROLREEVES,2015-08-03 10:25:57.178000
