p_rpt_ln_cl_err_sk,p_cl_prov_id,p_cl_name,p_cl_clia_num,p_cl_exp_dt,p_cl_lab_type,p_cl_term_cd,p_cl_term_rsn,p_cl_expired_cd,p_cl_error_msg,p_cl_prcs_dt,l_hibernate_ver_num,g_aud_add_user_id,g_aud_add_ts
79731,1455956,Wishek Hospital Clinic Association,35D0693180,2027-01-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79732,1456120,Mercy Medical Center,35D0409305,2027-08-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79733,1459886,Mountrail County Medical Center Inc,35D0409270,2027-03-17,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79734,1459697,Trinity Medical Group,35D2154109,2026-09-05,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79735,1457602,Altru Health System,35D0663789,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79736,1464413,PSJ Acquisition LLC,35D2083008,2026-08-25,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79737,1458815,Souris Valley Care Center Inc,35D0409273,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79738,1459034,West River Health Services,35D0655705,2026-04-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79739,1456048,Sanford Bismarck,35D2305803,2026-06-05,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79740,1460349,Avera St Lukes,43D0670428,2027-10-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79741,1457894,Southwest Healthcare Services,35D0409088,2027-05-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79742,1460377,St Alexius Medical Center,35D0408924,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79743,1462062,Lisbon Area Health Services,35D0408215,2026-08-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79744,1457506,Sanford Medical Center,43D0407227,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79745,1464222,Quest Diagnostics Nichols Institute Inc,49D0221801,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79746,1455702,Tioga Medical Center,35D0409329,2027-03-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79747,1456130,Trinity Health,35D0409312,2028-01-10,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79748,1460578,Central Dakota Family Physicians PC,35D0408671,2027-10-06,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79749,1466014,Laboratory Corporation of America Holdings,34D0655059,2026-10-19,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79750,1472475,Summit Counseling Incorporated,35D2331054,2027-09-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79751,1472475,Summit Counseling Incorporated,35D2331055,2027-09-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79752,1474924,Towner County Medical Center Inc,35D0408659,2027-04-12,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79753,1477837,PSJ Acquistion LLC,35D0951705,2027-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79754,1467947,White Drug Company of Jamestown Inc,35D2115617,2026-07-10,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79755,1462626,Sanford Health Network,43D0407465,2026-10-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79756,1481341,The Evangelical Lutheran Good Samaritan Society,35D0408797,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79757,1470673,Phoenix Childrens Hospital,03D0057140,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79758,1488073,Stephanie Hendricks PLLC,35D2270150,2026-10-10,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79759,1467600,St Marys Medical Center,24D0404052,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79760,1460486,St Alexius Medical Center,35D1037915,2027-06-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79761,1487524,Innovis Health LLC,35D2301952,2026-04-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79762,1487962,Innovis Health LLC,35D2270510,2027-08-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79763,1487498,Innovis Health LLC,35D1045420,2026-05-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79764,1463425,University of North Dakota,35D0408878,2028-01-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79765,1496456,Variantyx Inc,22D2140582,2026-11-13,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79766,1489255,BillionToOne Inc,05D2167800,2026-06-13,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79767,1496454,St Lukes Community Hospital,27D0411099,2026-08-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79768,1496576,Lovelace Health Systems LLC,32D0535343,2027-03-14,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79769,1496809,City of Dickinson,35D2318905,2027-02-19,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79770,1496994,CeGat Corporation,99D2130225,2027-06-20,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79578,1498483,Memorial Hospital of Sweetwater County,53D0520150,2027-11-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79579,1452018,PR Health Corporation,35D0408612,2027-04-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79580,1454817,University of North Dakota,35D0041767,2027-12-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79581,1461437,Childrens Health Care,24D0401390,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79582,1450821,Sanford Health Network,24D0405365,2027-06-14,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79583,1454049,Mayo Clinic,24D0404292,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79584,1453418,Sanford Medical Center Fargo,35D0655613,2026-11-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79585,1454540,Walhalla Community Hospital Association,35D0692683,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79586,1462769,Cooperstown Medical Center,35D0408762,2027-02-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79587,1452345,Lutheran Charity Association,35D0408732,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79588,1452833,Central Valley Health District,35D0408723,2027-06-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79589,1454418,Garrison Memorial Hospital,35D0408969,2027-05-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79590,1455251,Griggs County Nursing Home,35D0408762,2027-02-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79591,1459009,St Andrews Hospital,35D0408653,2027-01-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79592,1463514,Glendive Medical Center Inc,27D0672851,2027-05-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79593,1463367,Altru Health System,35D0663789,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79594,1460596,Sanford Bismarck,35D2068148,2027-02-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79595,1461951,Sanford Bismarck,35D2078594,2026-06-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79596,1459697,Trinity Medical Group,35D0409224,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79597,1459050,West River Health Services,35D0655705,2026-04-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79598,1459123,Pembina County Memorial Hospital Association,35D0408554,2027-04-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79599,1460324,St Josephs Hospital and Health Center,35D0409072,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79600,1456025,Western Plains Public Health,35D0695365,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79601,1457510,Sanford Medical Center Fargo,35D0655616,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79602,1456940,Coteau des Prairies Hospital,43D0706248,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79603,1455098,Northern Plains Laboratory LLC,35D1037915,2027-06-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79604,1458149,Innovis Health LLC,35D0925020,2027-09-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79605,1459774,Mayo Collaborative Services Inc,24D0404292,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79606,1455072,Medscan Laboratory Inc,35D0991209,2026-03-17,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79607,1455963,Wishek Hospital Clinics Association,35D0693180,2027-01-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79608,1461017,Altru Health System,24D2060080,2027-03-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79609,1457302,West River Health Services,35D0655705,2026-04-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79610,1457848,Southwest Healthcare Services,35D0409088,2027-05-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79611,1457958,Burleigh County Housing Authority,35D0914487,2026-04-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79612,1460372,St Alexius Medical Center,35D0408924,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79613,1460648,Altru Health System,35D0408629,2027-12-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79614,1461838,St Josephs Hospital and Health Center,35D0409072,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79615,1472475,Summit Counseling Incorporated,35D2331051,2027-09-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79616,1468177,Memorial Hospital of Sheridan County,53D0520103,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79617,1473744,Sanford Health Network North,24D2083249,2026-09-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79618,1473904,The Duluth Clinic LTD,24D0978973,2026-06-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79619,1479847,Sanford Medical Center,43D1008375,2026-07-12,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79620,1485378,Beyond Healthcare PLLC,35D2238521,2027-10-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79621,1483704,Compass Health Inc,35D2220805,2027-04-14,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79622,1485278,Innovis Health LLC,35D1001562,2027-08-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79623,1481344,The Evangelical Lutheran Good Samaritan Society,35D2006504,2026-04-21,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79624,1487722,NSTX Inc,45D2093704,2026-12-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79625,1494032,North Shore Medical Labs Inc,33D0692030,2026-06-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79626,1490917,Quadrant Laboratories LLC,33D2218809,2027-03-26,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79627,1493915,Wishek Home for the Aged,35D0408810,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79628,1491533,McKenzie County Healthcare Systems Inc,35D2298302,2026-04-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79629,1493875,Sanford Medical Center Fargo,35D0921259,2026-10-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79630,1492767,Altru Health System,24D0406307,2026-05-10,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79631,1462466,University of Colorado Hospital Authority,06D0644352,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79632,1494371,Allina Health System,24D0919152,2026-08-28,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79633,1464532,Poudre Valley Healthcare Inc,06D0516124,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79634,1495494,Northland Health Partners Community Health Center,35D2315463,2026-12-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79635,1493534,Labcorp Genetics Inc,05D2040778,2026-11-25,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79636,1490490,PreventionGentics LLC,52D2065132,2026-04-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79637,1496683,XWA 2024 LLC,35D2318517,2027-02-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79638,1498250,Landmann Jungman Memorial Hospital Corporation,43D0658864,2027-03-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79639,1496836,HealthTrackRx Indiana Inc,18D2319534,2027-07-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79640,1496943,Sanford Medical Center Fargo,35D2203722,2026-11-26,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79641,1455053,Carrington Health Center,35D0408755,2026-05-23,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79642,1454825,Eyecare Professionals PC,35D2155371,2026-09-26,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79643,1457694,Innovis Health LLC,35D0408726,2027-04-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79644,1450983,Myriad Genetic Laboratories Inc,46D0880690,2027-04-26,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79645,1457183,Bethel Lutheran Nursing and Rehabilitation Center,35D0724200,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79646,1454594,St Aloisius Hospital Inc,35D0041814,2027-02-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79647,1454323,Cavalier County Memorial Hospital Association,35D0408585,2027-01-06,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79648,1450823,Sanford Health Network,43D0407393,2027-01-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79649,1452198,Heartland Diagnostic Services LLC,35D1026068,2026-08-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79650,1457609,Towner County Public Health District,35D1061994,2026-12-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79651,1458399,Innovis Health LLC,24D0406439,2027-10-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79652,1462830,Avera McKennan,43D0406836,2027-10-26,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79653,1458226,Presentation Medical Center,35D0041821,2027-03-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79654,1463259,Sanford Medical Center,43D1002016,2026-06-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79655,1458588,Garrison Memorial Hospital,35D0408969,2027-05-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79656,1458667,Linton Hospital,35D0667372,2027-01-28,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79657,1456540,Mercy Medical Center,35D0409305,2027-08-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79658,1460596,Sanford Bismarck,35D0655677,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79659,1460658,Altru Health System,35D0408629,2027-12-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79660,1455449,St Aloisius Hospital Inc,35D0041814,2027-02-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
