p_sys_id,p_qstnr_seq_num,p_qstnr_other_state_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1277360,27,MN,0,guestUser,2013-05-08 10:56:22.786000,guestUser,2013-05-08 10:56:22.786000
1277361,28,MN,0,guestUser,2013-05-08 10:56:23.042000,guestUser,2013-05-08 10:56:23.042000
1277362,29,MN,0,guestUser,2013-05-08 10:56:23.255000,guestUser,2013-05-08 10:56:23.255000
1279786,0,WA,0,guestUser,2013-09-24 17:15:46.844000,guestUser,2013-09-24 17:15:46.844000
1278585,0,MN,0,guestUser,2013-07-17 09:03:17.501000,guestUser,2013-07-17 09:03:17.501000
1277032,49,MN,0,guestUser,2013-07-16 15:25:40.118000,guestUser,2013-07-16 15:25:40.118000
1277025,50,MN,0,guestUser,2013-07-16 15:25:41.173000,guestUser,2013-07-16 15:25:41.173000
1278574,51,MN,0,guestUser,2013-07-16 15:25:41.771000,guestUser,2013-07-16 15:25:41.771000
1277819,52,MN,0,guestUser,2013-07-16 15:25:42.351000,guestUser,2013-07-16 15:25:42.351000
1280561,0,MN,0,guestUser,2013-10-03 11:20:18.160000,guestUser,2013-10-03 11:20:18.160000
1278593,0,AL,0,guestUser,2013-07-17 12:52:21.503000,guestUser,2013-07-17 12:52:21.503000
1277057,0,MN,0,guestUser,2013-07-18 09:44:46.875000,guestUser,2013-07-18 09:44:46.875000
1278638,0,SD,0,guestUser,2013-07-22 09:47:07.314000,guestUser,2013-07-22 09:47:07.314000
1279053,0,MN,0,guestUser,2013-07-31 13:24:11.635000,guestUser,2013-07-31 13:24:11.635000
1278666,0,MN,0,guestUser,2013-07-22 15:30:34.867000,guestUser,2013-07-22 15:30:34.867000
1278901,0,MN,0,guestUser,2013-07-26 11:09:36.947000,guestUser,2013-07-26 11:09:36.947000
1278906,0,SD,0,guestUser,2013-07-26 11:20:25.734000,guestUser,2013-07-26 11:20:25.734000
1279523,0,CA,0,guestUser,2013-09-24 14:11:47.310000,guestUser,2013-09-24 14:11:47.310000
1280489,0,SD,0,guestUser,2013-09-25 16:36:58.376000,guestUser,2013-09-25 16:36:58.376000
1182131,97,MN,0,JMLAGRO,2013-10-04 07:58:56.485000,JMLAGRO,2013-10-04 07:58:56.485000
1277909,0,MN,0,guestUser,2013-07-31 14:19:31.860000,guestUser,2013-07-31 14:19:31.860000
1280655,0,MN,0,guestUser,2013-10-09 11:44:12.197000,guestUser,2013-10-09 11:44:12.197000
1192446,119,MN,0,PJHEID,2013-10-09 15:02:45.634000,PJHEID,2013-10-09 15:02:45.634000
1280663,0,MN,0,guestUser,2013-10-09 15:07:07.724000,guestUser,2013-10-09 15:07:07.724000
1190623,177,MN,0,JMLAGRO,2013-11-26 10:31:22.581000,JMLAGRO,2013-11-26 10:31:22.581000
1003081,136,GA,0,PJHEID,2013-10-21 09:45:37.741000,PJHEID,2013-10-21 09:45:37.741000
1281236,0,MN,0,guestUser,2013-11-25 15:25:22.180000,guestUser,2013-11-25 15:25:22.180000
1281015,0,KS,0,guestUser,2013-11-27 13:40:58.318000,guestUser,2013-11-27 13:40:58.318000
1281887,0,FL,0,guestUser,2014-01-13 18:07:56.882000,guestUser,2014-01-13 18:07:56.882000
1276923,0,FL,0,guestUser,2013-12-05 14:05:03.813000,guestUser,2013-12-05 14:05:03.813000
1158699,197,MN,0,PJHEID,2013-12-05 22:48:27.188000,PJHEID,2013-12-05 22:48:27.188000
1281703,0,MN,0,guestUser,2014-01-07 10:22:32.847000,guestUser,2014-01-07 10:22:32.847000
1281894,0,OK,0,guestUser,2014-01-16 13:25:55.138000,guestUser,2014-01-16 13:25:55.138000
1282008,0,WI,0,guestUser,2014-01-16 11:17:02.222000,guestUser,2014-01-16 11:17:02.222000
1282037,0,MN,0,guestUser,2014-01-16 14:01:40.232000,guestUser,2014-01-16 14:01:40.232000
1281999,0,MN,0,guestUser,2014-01-16 14:19:55.447000,guestUser,2014-01-16 14:19:55.447000
1282079,0,MN,0,guestUser,2014-01-17 15:36:54.352000,guestUser,2014-01-17 15:36:54.352000
1282040,0,MN,0,guestUser,2014-01-16 14:26:09.205000,guestUser,2014-01-16 14:26:09.205000
1281962,0,LA,0,guestUser,2014-01-16 14:43:17.240000,guestUser,2014-01-16 14:43:17.240000
1162209,293,MN,0,JMLAGRO,2014-02-04 10:25:15.707000,JMLAGRO,2014-02-04 10:25:15.707000
1280557,0,MN,0,guestUser,2014-01-27 13:26:59.066000,guestUser,2014-01-27 13:26:59.066000
1003826,297,MN,0,JUDITHSZEGEDI,2014-02-04 19:08:52.213000,JUDITHSZEGEDI,2014-02-04 19:08:52.213000
1282306,0,CA,0,guestUser,2014-01-28 12:50:18.526000,guestUser,2014-01-28 12:50:18.526000
1282451,0,MT,0,guestUser,2014-01-30 10:51:59.025000,guestUser,2014-01-30 10:51:59.025000
1162418,294,CA,0,ZOEASANDY,2014-02-04 12:10:57.913000,ZOEASANDY,2014-02-04 12:10:57.913000
1283254,0,MN,0,guestUser,2014-03-11 10:56:06.098000,guestUser,2014-03-11 10:56:06.098000
1001785,310,TN,0,PJHEID,2014-02-09 21:46:01.813000,PJHEID,2014-02-09 21:46:01.813000
1282592,0,MN,0,guestUser,2014-02-18 15:06:49.827000,guestUser,2014-02-18 15:06:49.827000
1160671,312,SD,0,JOYSPEZIALE,2014-02-10 12:07:18.216000,JOYSPEZIALE,2014-02-10 12:07:18.216000
1282608,0,MN,0,guestUser,2014-02-11 11:07:20.566000,guestUser,2014-02-11 11:07:20.566000
1282593,0,MN,0,guestUser,2014-02-11 11:22:10.038000,guestUser,2014-02-11 11:22:10.038000
1282688,0,MN,0,guestUser,2014-02-18 15:24:23.431000,guestUser,2014-02-18 15:24:23.431000
1278115,0,MN,0,guestUser,2014-02-24 13:09:28.905000,guestUser,2014-02-24 13:09:28.905000
1165325,326,SD,0,JOYSPEZIALE,2014-02-19 16:25:18.312000,JOYSPEZIALE,2014-02-19 16:25:18.312000
1282916,0,MN,0,guestUser,2014-02-25 10:39:23.176000,guestUser,2014-02-25 10:39:23.176000
1192153,338,MN,0,JUDITHSZEGEDI,2014-02-24 13:20:50.013000,JUDITHSZEGEDI,2014-02-24 13:20:50.013000
1002990,345,MN,0,PJHEID,2014-02-25 16:31:39.986000,PJHEID,2014-02-25 16:31:39.986000
1182606,341,MN,0,PJHEID,2014-02-25 15:38:32.121000,PJHEID,2014-02-25 15:38:32.121000
1204678,347,MN,0,PJHEID,2014-02-25 16:50:18.246000,PJHEID,2014-02-25 16:50:18.246000
1283263,0,MN,0,guestUser,2014-03-11 11:59:20.054000,guestUser,2014-03-11 11:59:20.054000
1001210,359,SD,0,JUDITHSZEGEDI,2014-02-28 15:28:50.053000,JUDITHSZEGEDI,2014-02-28 15:28:50.053000
1001497,379,CA,0,JOYSPEZIALE,2014-03-04 20:04:46.849000,JOYSPEZIALE,2014-03-04 20:04:46.849000
1283150,0,SD,0,guestUser,2014-03-05 13:34:52.823000,guestUser,2014-03-05 13:34:52.823000
1276773,0,MN,0,guestUser,2013-04-09 14:11:00.910000,guestUser,2013-04-09 14:11:00.910000
1279324,0,SD,0,guestUser,2013-08-08 16:19:43.060000,guestUser,2013-08-08 16:19:43.060000
1276770,0,MN,0,guestUser,2013-04-12 13:51:43.178000,guestUser,2013-04-12 13:51:43.178000
1278262,0,MN,0,guestUser,2013-06-28 16:27:43.698000,guestUser,2013-06-28 16:27:43.698000
1279124,0,FL,0,guestUser,2013-08-13 14:04:15.667000,guestUser,2013-08-13 14:04:15.667000
1279215,0,CO,0,guestUser,2013-08-14 12:42:15.775000,guestUser,2013-08-14 12:42:15.775000
1280185,0,MN,0,guestUser,2013-09-04 16:21:18.077000,guestUser,2013-09-04 16:21:18.077000
1280179,0,SD,0,guestUser,2013-09-04 09:13:24.977000,guestUser,2013-09-04 09:13:24.977000
1279248,0,AZ,0,guestUser,2013-08-14 12:49:18.904000,guestUser,2013-08-14 12:49:18.904000
1280316,0,MN,0,guestUser,2013-09-12 10:58:22.742000,guestUser,2013-09-12 10:58:22.742000
1280035,66,MN,0,guestUser,2013-08-29 14:13:53.605000,guestUser,2013-08-29 14:13:53.605000
1278278,0,MT,0,guestUser,2013-09-09 12:39:57.071000,guestUser,2013-09-09 12:39:57.071000
1280299,0,SD,0,guestUser,2013-09-10 16:26:34.845000,guestUser,2013-09-10 16:26:34.845000
1280317,0,MN,0,guestUser,2013-09-12 11:12:50.680000,guestUser,2013-09-12 11:12:50.680000
1280315,70,MN,0,guestUser,2013-09-12 10:37:52.151000,guestUser,2013-09-12 10:37:52.151000
1281250,0,SD,0,guestUser,2013-11-26 08:52:11.492000,guestUser,2013-11-26 08:52:11.492000
1280318,71,MN,0,guestUser,2013-09-12 11:16:16.368000,guestUser,2013-09-12 11:16:16.368000
1280543,0,CA,0,guestUser,2013-10-02 14:53:01.815000,guestUser,2013-10-02 14:53:01.815000
1280560,0,MN,0,guestUser,2013-10-03 11:11:46.483000,guestUser,2013-10-03 11:11:46.483000
1280712,0,SD,0,guestUser,2013-10-16 09:53:08.568000,guestUser,2013-10-16 09:53:08.568000
1277758,0,GA,0,guestUser,2013-10-16 14:53:30.456000,guestUser,2013-10-16 14:53:30.456000
1280681,0,IA,0,guestUser,2013-10-16 12:47:45.102000,guestUser,2013-10-16 12:47:45.102000
1280728,0,MN,0,guestUser,2013-10-17 17:00:19.606000,guestUser,2013-10-17 17:00:19.606000
1280723,0,MT,0,guestUser,2013-10-17 12:52:49.043000,guestUser,2013-10-17 12:52:49.043000
1279616,0,MT,0,guestUser,2013-10-31 12:20:33.322000,guestUser,2013-10-31 12:20:33.322000
1190930,142,MN,0,JMLAGRO,2013-10-21 15:29:14.822000,JMLAGRO,2013-10-21 15:29:14.822000
1003070,150,MN,0,PJHEID,2013-10-23 10:34:05.888000,PJHEID,2013-10-23 10:34:05.888000
1279544,0,MN,0,guestUser,2013-10-31 11:31:44.261000,guestUser,2013-10-31 11:31:44.261000
1280753,0,MN,0,guestUser,2013-11-01 11:46:24.051000,guestUser,2013-11-01 11:46:24.051000
1280618,0,SD,0,guestUser,2013-11-01 13:23:27.841000,guestUser,2013-11-01 13:23:27.841000
1163717,158,MS,0,PJHEID,2013-11-01 12:44:01.126000,PJHEID,2013-11-01 12:44:01.126000
1280915,0,MN,0,guestUser,2013-11-04 08:44:37.470000,guestUser,2013-11-04 08:44:37.470000
1280912,0,SD,0,guestUser,2013-11-01 15:44:20.445000,guestUser,2013-11-01 15:44:20.445000
1000087,168,MN,0,JMLAGRO,2013-11-07 13:36:41.658000,JMLAGRO,2013-11-07 13:36:41.658000
1280994,0,SD,0,guestUser,2013-11-07 16:58:02.190000,guestUser,2013-11-07 16:58:02.190000
1281160,0,MN,0,guestUser,2013-11-20 10:45:39.890000,guestUser,2013-11-20 10:45:39.890000
1281030,173,MN,0,guestUser,2013-11-12 14:37:14.954000,guestUser,2013-11-12 14:37:14.954000
1281156,0,MN,0,guestUser,2013-11-20 10:52:50.090000,guestUser,2013-11-20 10:52:50.090000
1281190,0,MN,0,guestUser,2013-11-21 17:21:04.999000,guestUser,2013-11-21 17:21:04.999000
1001058,391,MN,0,JUDITHSZEGEDI,2014-03-10 13:21:15.566000,JUDITHSZEGEDI,2014-03-10 13:21:15.566000
1281426,0,SD,0,guestUser,2014-01-08 16:39:54.517000,guestUser,2014-01-08 16:39:54.517000
1281730,0,NE,0,guestUser,2014-01-09 11:30:31.993000,guestUser,2014-01-09 11:30:31.993000
1169905,244,MT,0,PJHEID,2014-01-03 12:48:44.491000,PJHEID,2014-01-03 12:48:44.491000
1281432,0,MN,0,guestUser,2014-01-09 12:48:45.807000,guestUser,2014-01-09 12:48:45.807000
1167648,265,IA,0,PJHEID,2014-01-14 15:57:39.559000,PJHEID,2014-01-14 15:57:39.559000
1000482,254,MN,0,JMLAGRO,2014-01-10 12:08:50.841000,JMLAGRO,2014-01-10 12:08:50.841000
1204196,266,MN,0,PJHEID,2014-01-15 12:36:48.234000,PJHEID,2014-01-15 12:36:48.234000
1282042,0,MN,0,guestUser,2014-01-22 14:31:08.711000,guestUser,2014-01-22 14:31:08.711000
1282103,0,MN,0,guestUser,2014-01-19 11:54:42.607000,guestUser,2014-01-19 11:54:42.607000
1281831,0,CA,0,guestUser,2014-01-10 14:14:26.225000,guestUser,2014-01-10 14:14:26.225000
1282054,0,MN,0,guestUser,2014-01-17 09:18:35.202000,guestUser,2014-01-17 09:18:35.202000
1282247,0,AZ,0,guestUser,2014-01-22 15:08:45.567000,guestUser,2014-01-22 15:08:45.567000
1277727,0,MO,0,guestUser,2013-05-22 14:31:21.988000,guestUser,2013-05-22 14:31:21.988000
1277357,0,MN,0,guestUser,2013-07-16 16:10:58.611000,guestUser,2013-07-16 16:10:58.611000
1281169,0,MN,0,guestUser,2013-11-20 12:07:08.299000,guestUser,2013-11-20 12:07:08.299000
1277743,0,SD,0,guestUser,2013-05-22 17:00:03.058000,guestUser,2013-05-22 17:00:03.058000
1278167,0,MN,0,guestUser,2013-06-24 16:42:37.438000,guestUser,2013-06-24 16:42:37.438000
1277688,0,MN,0,guestUser,2013-05-21 11:11:14.421000,guestUser,2013-05-21 11:11:14.421000
1279210,0,MN,0,guestUser,2013-08-07 08:30:08.866000,guestUser,2013-08-07 08:30:08.866000
1276872,0,MT,0,guestUser,2013-04-17 21:23:50.053000,guestUser,2013-04-17 21:23:50.053000
1278297,0,MN,0,guestUser,2013-07-08 10:23:24.161000,guestUser,2013-07-08 10:23:24.161000
1278162,0,MN,0,guestUser,2013-06-24 16:40:24.168000,guestUser,2013-06-24 16:40:24.168000
1278560,0,MN,0,guestUser,2013-07-16 09:41:12.693000,guestUser,2013-07-16 09:41:12.693000
1280642,0,MN,0,guestUser,2013-10-09 09:24:05.585000,guestUser,2013-10-09 09:24:05.585000
1278768,0,MN,0,guestUser,2013-07-24 13:46:17.257000,guestUser,2013-07-24 13:46:17.257000
1278705,0,SD,0,guestUser,2013-07-26 10:45:43.541000,guestUser,2013-07-26 10:45:43.541000
1278951,0,MS,0,guestUser,2013-07-28 10:34:14.891000,guestUser,2013-07-28 10:34:14.891000
1278946,0,CO,0,guestUser,2013-07-30 12:53:11.631000,guestUser,2013-07-30 12:53:11.631000
1000442,313,MN,0,PJHEID,2014-02-12 07:55:53.613000,PJHEID,2014-02-12 07:55:53.613000
1278907,53,SD,0,guestUser,2013-07-26 11:39:03.247000,guestUser,2013-07-26 11:39:03.247000
1278908,54,SD,0,guestUser,2013-07-26 11:39:03.439000,guestUser,2013-07-26 11:39:03.439000
1278909,55,SD,0,guestUser,2013-07-26 11:39:03.600000,guestUser,2013-07-26 11:39:03.600000
1280577,0,MN,0,guestUser,2013-10-04 15:18:36.768000,guestUser,2013-10-04 15:18:36.768000
1279045,0,SD,0,guestUser,2013-07-31 09:54:13.190000,guestUser,2013-07-31 09:54:13.190000
1167647,82,SD,0,JMLAGRO,2013-09-27 13:47:33.652000,JMLAGRO,2013-09-27 13:47:33.652000
1279448,0,MN,0,guestUser,2013-08-12 15:53:55.731000,guestUser,2013-08-12 15:53:55.731000
1280594,0,MN,0,guestUser,2013-10-07 08:30:17.996000,guestUser,2013-10-07 08:30:17.996000
1280602,0,MN,0,guestUser,2013-10-07 11:42:00.274000,guestUser,2013-10-07 11:42:00.274000
1279220,0,MO,0,guestUser,2013-08-07 16:17:00.760000,guestUser,2013-08-07 16:17:00.760000
1278982,0,SD,0,guestUser,2013-08-12 16:53:09.920000,guestUser,2013-08-12 16:53:09.920000
1280613,0,SD,0,guestUser,2013-10-07 14:49:02.082000,guestUser,2013-10-07 14:49:02.082000
1001681,105,MN,0,JMLAGRO,2013-10-09 08:27:07.252000,JMLAGRO,2013-10-09 08:27:07.252000
1279157,0,MN,0,guestUser,2013-08-13 09:59:10.387000,guestUser,2013-08-13 09:59:10.387000
1280672,0,MN,0,guestUser,2013-10-10 10:20:56.715000,guestUser,2013-10-10 10:20:56.715000
1187810,311,SD,0,JMLAGRO,2014-02-10 11:08:03.618000,JMLAGRO,2014-02-10 11:08:03.618000
1279461,0,MT,0,guestUser,2013-08-13 12:12:50.806000,guestUser,2013-08-13 12:12:50.806000
1281465,0,SD,0,guestUser,2013-12-12 09:35:11.895000,guestUser,2013-12-12 09:35:11.895000
1281713,0,MN,0,guestUser,2014-01-07 13:08:17.937000,guestUser,2014-01-07 13:08:17.937000
1280700,127,MN,0,guestUser,2013-10-15 10:41:49.051000,guestUser,2013-10-15 10:41:49.051000
1281112,0,MN,0,guestUser,2013-12-03 15:54:38.229000,guestUser,2013-12-03 15:54:38.229000
1190718,245,MT,0,JMLAGRO,2014-01-03 13:12:48.260000,JMLAGRO,2014-01-03 13:12:48.260000
1000695,331,MN,0,LISACAMPBELL,2014-02-21 10:21:55.735000,LISACAMPBELL,2014-02-21 10:21:55.735000
1280947,0,AZ,0,guestUser,2013-11-05 14:37:53.861000,guestUser,2013-11-05 14:37:53.861000
1280953,0,MN,0,guestUser,2013-11-05 17:24:04.876000,guestUser,2013-11-05 17:24:04.876000
1159277,161,MN,0,PJHEID,2013-11-06 08:24:39.381000,PJHEID,2013-11-06 08:24:39.381000
1279680,0,SD,0,guestUser,2013-11-06 15:00:54.282000,guestUser,2013-11-06 15:00:54.282000
1279690,0,SD,0,guestUser,2013-11-07 12:30:23.508000,guestUser,2013-11-07 12:30:23.508000
1280876,0,MN,0,guestUser,2013-11-19 15:27:57.548000,guestUser,2013-11-19 15:27:57.548000
1281168,0,MN,0,guestUser,2013-11-20 11:38:30.786000,guestUser,2013-11-20 11:38:30.786000
1281162,0,SD,0,guestUser,2013-11-20 08:04:34.871000,guestUser,2013-11-20 08:04:34.871000
1204375,196,MN,0,PJHEID,2013-12-05 20:34:39.865000,PJHEID,2013-12-05 20:34:39.865000
1280193,0,MN,0,guestUser,2013-11-20 12:11:54.296000,guestUser,2013-11-20 12:11:54.296000
1163670,191,WA,0,JMLAGRO,2013-12-05 12:45:00.713000,JMLAGRO,2013-12-05 12:45:00.713000
1001470,193,AZ,0,JMLAGRO,2013-12-05 13:09:11.058000,JMLAGRO,2013-12-05 13:09:11.058000
1281691,0,MN,0,guestUser,2014-01-06 14:42:27.838000,guestUser,2014-01-06 14:42:27.838000
1281413,0,NM,0,guestUser,2013-12-09 12:27:18.743000,guestUser,2013-12-09 12:27:18.743000
1281701,0,MN,0,guestUser,2014-01-07 09:56:08.886000,guestUser,2014-01-07 09:56:08.886000
1281429,0,VA,0,guestUser,2013-12-12 10:36:56.165000,guestUser,2013-12-12 10:36:56.165000
1283262,0,MN,0,guestUser,2014-03-11 11:35:22.259000,guestUser,2014-03-11 11:35:22.259000
1285937,0,MN,0,KWOODALL,2014-10-01 09:11:41.186000,KWOODALL,2014-10-01 09:11:41.186000
1281503,250,MN,0,guestUser,2014-01-09 12:56:08.525000,guestUser,2014-01-09 12:56:08.525000
1001832,329,IA,0,ZOEASANDY,2014-02-20 11:33:58.687000,ZOEASANDY,2014-02-20 11:33:58.687000
1183522,332,MN,0,JUDITHSZEGEDI,2014-02-21 12:15:40.964000,JUDITHSZEGEDI,2014-02-21 12:15:40.964000
1158570,403,SD,0,JOYSPEZIALE,2014-03-11 15:37:45.437000,JOYSPEZIALE,2014-03-11 15:37:45.437000
1277674,0,SD,0,JMLAGRO,2014-09-30 15:58:01.823000,JMLAGRO,2014-09-30 15:58:01.823000
1277761,0,MN,0,guestUser,2013-06-26 10:49:28.875000,guestUser,2013-06-26 10:49:28.875000
1280353,0,MN,0,guestUser,2013-09-17 16:27:16.818000,guestUser,2013-09-17 16:27:16.818000
1286358,0,MN,0,PJHEID,2014-10-01 13:35:53.533000,PJHEID,2014-10-01 13:35:53.533000
1289446,0,MN,0,GUESTUSER,2014-10-01 09:17:40.284000,GUESTUSER,2014-10-01 09:17:40.284000
1279717,0,MN,0,JMLAGRO,2014-10-01 12:11:36.305000,JMLAGRO,2014-10-01 12:11:36.305000
1281481,0,MT,0,JMLAGRO,2014-10-01 13:17:47.405000,JMLAGRO,2014-10-01 13:17:47.405000
1279719,1324,MN,0,JMLAGRO,2014-10-01 12:11:37.314000,JMLAGRO,2014-10-01 12:11:37.314000
1278294,0,SD,0,guestUser,2013-07-12 14:00:17.344000,guestUser,2013-07-12 14:00:17.344000
1278521,0,MN,0,guestUser,2013-07-12 13:55:35.335000,guestUser,2013-07-12 13:55:35.335000
1290677,0,MN,0,GUESTUSER,2014-10-01 16:07:15.469000,GUESTUSER,2014-10-01 16:07:15.469000
1278266,0,MN,0,guestUser,2013-07-12 14:01:05.743000,guestUser,2013-07-12 14:01:05.743000
1280322,0,MN,0,JMLAGRO,2014-10-01 13:33:41.972000,JMLAGRO,2014-10-01 13:33:41.972000
1278551,0,AK,0,guestUser,2013-07-16 08:36:01.996000,guestUser,2013-07-16 08:36:01.996000
1278571,0,SD,0,guestUser,2013-07-16 13:00:11.363000,guestUser,2013-07-16 13:00:11.363000
1278525,0,MN,0,guestUser,2013-07-12 14:25:20.519000,guestUser,2013-07-12 14:25:20.519000
1277668,0,MN,0,guestUser,2013-08-13 10:18:08.650000,guestUser,2013-08-13 10:18:08.650000
1278745,0,SD,0,guestUser,2013-07-24 11:21:22.092000,guestUser,2013-07-24 11:21:22.092000
1278674,0,MN,0,guestUser,2013-07-22 16:26:10.225000,guestUser,2013-07-22 16:26:10.225000
1278637,0,SD,0,guestUser,2013-07-19 10:47:01.032000,guestUser,2013-07-19 10:47:01.032000
1278704,0,MT,0,guestUser,2013-07-23 14:26:18.098000,guestUser,2013-07-23 14:26:18.098000
1278715,0,MN,0,guestUser,2013-07-23 16:26:07.554000,guestUser,2013-07-23 16:26:07.554000
1280180,0,MI,0,JMLAGRO,2014-10-01 15:06:42.142000,JMLAGRO,2014-10-01 15:06:42.142000
1278776,0,MN,0,guestUser,2013-07-24 14:25:57.982000,guestUser,2013-07-24 14:25:57.982000
1280365,0,MN,0,guestUser,2013-09-18 13:48:25.222000,guestUser,2013-09-18 13:48:25.222000
1001549,171,SD,0,JMLAGRO,2013-11-07 15:26:40.753000,JMLAGRO,2013-11-07 15:26:40.753000
1000069,170,MN,0,JMLAGRO,2013-11-07 15:04:20.304000,JMLAGRO,2013-11-07 15:04:20.304000
1157789,307,SD,0,JUDITHSZEGEDI,2014-02-06 19:13:04.031000,JUDITHSZEGEDI,2014-02-06 19:13:04.031000
1280872,0,IA,0,guestUser,2013-11-11 09:05:20.681000,guestUser,2013-11-11 09:05:20.681000
1280331,0,NE,0,guestUser,2013-11-12 12:48:16.882000,guestUser,2013-11-12 12:48:16.882000
1281687,0,SD,0,guestUser,2014-02-12 16:28:29.556000,guestUser,2014-02-12 16:28:29.556000
1282518,0,ND,0,KWOODALL,2014-10-02 10:25:21.301000,KWOODALL,2014-10-02 10:25:21.301000
1281089,0,SD,0,guestUser,2013-11-14 16:31:02.295000,guestUser,2013-11-14 16:31:02.295000
1281092,0,SD,0,guestUser,2013-11-15 09:26:27.628000,guestUser,2013-11-15 09:26:27.628000
1280934,0,MN,0,guestUser,2013-11-15 15:44:16.352000,guestUser,2013-11-15 15:44:16.352000
1290857,0,MN,0,GUESTUSER,2014-10-02 10:47:16.364000,GUESTUSER,2014-10-02 10:47:16.364000
1280854,0,MN,0,JMLAGRO,2014-10-03 09:40:23.146000,JMLAGRO,2014-10-03 09:40:23.146000
1280914,0,NV,0,guestUser,2013-11-16 22:32:34.888000,guestUser,2013-11-16 22:32:34.888000
1279273,0,MN,0,guestUser,2013-11-18 08:45:10.025000,guestUser,2013-11-18 08:45:10.025000
1281178,0,UT,0,guestUser,2013-11-21 11:17:21.412000,guestUser,2013-11-21 11:17:21.412000
1281229,0,MN,0,guestUser,2013-11-25 14:58:13.137000,guestUser,2013-11-25 14:58:13.137000
1281189,0,MN,0,guestUser,2013-11-21 17:44:42.850000,guestUser,2013-11-21 17:44:42.850000
1281231,0,SD,0,guestUser,2013-11-25 15:02:59.171000,guestUser,2013-11-25 15:02:59.171000
1280699,0,MN,0,guestUser,2013-11-26 13:17:57.379000,guestUser,2013-11-26 13:17:57.379000
1003242,176,MN,0,JMLAGRO,2013-11-26 07:19:12.647000,JMLAGRO,2013-11-26 07:19:12.647000
1280526,0,MN,0,guestUser,2013-11-26 13:17:59.550000,guestUser,2013-11-26 13:17:59.550000
1282767,0,AL,0,guestUser,2014-02-18 08:41:29.558000,guestUser,2014-02-18 08:41:29.558000
1281273,179,MN,0,guestUser,2013-11-26 15:26:31.391000,guestUser,2013-11-26 15:26:31.391000
1281274,180,MN,0,guestUser,2013-11-26 15:26:31.480000,guestUser,2013-11-26 15:26:31.480000
1281272,181,MN,0,guestUser,2013-11-26 15:26:31.606000,guestUser,2013-11-26 15:26:31.606000
1001397,182,MN,0,JMLAGRO,2013-11-26 18:40:06.562000,JMLAGRO,2013-11-26 18:40:06.562000
1281286,0,WI,0,guestUser,2013-11-26 23:03:24.158000,guestUser,2013-11-26 23:03:24.158000
1283232,0,NM,0,guestUser,2014-03-10 13:25:33.515000,guestUser,2014-03-10 13:25:33.515000
1278681,0,SD,0,guestUser,2014-02-27 16:28:53.553000,guestUser,2014-02-27 16:28:53.553000
1282923,0,MN,0,guestUser,2014-02-25 11:25:44.967000,guestUser,2014-02-25 11:25:44.967000
1278686,0,SD,0,guestUser,2014-02-27 16:32:54.626000,guestUser,2014-02-27 16:32:54.626000
1278684,355,SD,0,guestUser,2014-02-27 16:28:54.092000,guestUser,2014-02-27 16:28:54.092000
1278685,356,SD,0,guestUser,2014-02-27 16:28:54.318000,guestUser,2014-02-27 16:28:54.318000
1166250,392,MT,0,JOYSPEZIALE,2014-03-10 13:28:32.331000,JOYSPEZIALE,2014-03-10 13:28:32.331000
1278687,357,SD,0,guestUser,2014-02-27 16:32:55.151000,guestUser,2014-02-27 16:32:55.151000
1278688,358,SD,0,guestUser,2014-02-27 16:32:55.370000,guestUser,2014-02-27 16:32:55.370000
1283257,0,MN,0,guestUser,2014-03-11 10:56:03.361000,guestUser,2014-03-11 10:56:03.361000
1277949,0,NE,0,guestUser,2013-06-07 07:31:22.045000,guestUser,2013-06-07 07:31:22.045000
1276940,0,SD,0,guestUser,2013-04-23 13:33:18.899000,guestUser,2013-04-23 13:33:18.899000
1276873,0,PA,0,guestUser,2013-04-24 14:48:47.853000,guestUser,2013-04-24 14:48:47.853000
1276839,0,MN,0,guestUser,2013-04-30 08:48:47.397000,guestUser,2013-04-30 08:48:47.397000
1277045,0,MN,0,guestUser,2013-04-30 10:44:04.910000,guestUser,2013-04-30 10:44:04.910000
1277719,0,SD,0,guestUser,2013-06-05 14:03:59.489000,guestUser,2013-06-05 14:03:59.489000
1277059,0,GA,0,guestUser,2013-04-30 10:09:30.894000,guestUser,2013-04-30 10:09:30.894000
1277125,0,SD,0,guestUser,2013-05-01 11:23:53.912000,guestUser,2013-05-01 11:23:53.912000
1277723,0,MN,0,guestUser,2013-05-23 11:04:53.787000,guestUser,2013-05-23 11:04:53.787000
