p_sys_id,p_appl_stat_sk,p_appl_stat_cd,p_appl_stat_dt,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1276894,213033,V,2013-04-19,0,guestUser,2013-04-19 13:37:37.693000,guestUser,2013-04-19 13:37:37.693000
1276894,213034,PN,2013-04-19,0,guestUser,2013-04-19 13:37:37.699000,guestUser,2013-04-19 13:37:37.699000
1276862,213035,V,2013-04-19,0,guestUser,2013-04-19 13:37:37.702000,guestUser,2013-04-19 13:37:37.702000
1276862,213036,PN,2013-04-19,0,guestUser,2013-04-19 13:37:37.705000,guestUser,2013-04-19 13:37:37.705000
1276890,213037,V,2013-04-19,0,guestUser,2013-04-19 13:37:37.710000,guestUser,2013-04-19 13:37:37.710000
1276890,213038,PN,2013-04-19,0,guestUser,2013-04-19 13:37:37.713000,guestUser,2013-04-19 13:37:37.713000
1276893,213039,V,2013-04-19,0,guestUser,2013-04-19 13:37:37.716000,guestUser,2013-04-19 13:37:37.716000
1276893,213040,PN,2013-04-19,0,guestUser,2013-04-19 13:37:37.720000,guestUser,2013-04-19 13:37:37.720000
1276895,213041,V,2013-04-19,0,guestUser,2013-04-19 13:37:37.724000,guestUser,2013-04-19 13:37:37.724000
1276895,213042,PN,2013-04-19,0,guestUser,2013-04-19 13:37:37.727000,guestUser,2013-04-19 13:37:37.727000
1276896,213043,V,2013-04-19,0,guestUser,2013-04-19 13:37:37.730000,guestUser,2013-04-19 13:37:37.730000
1276896,213044,PN,2013-04-19,0,guestUser,2013-04-19 13:37:37.733000,guestUser,2013-04-19 13:37:37.733000
1276909,213045,IW,2013-04-19,0,guestUser,2013-04-19 13:38:07.806000,guestUser,2013-04-19 13:38:07.806000
1276912,213048,IW,2013-04-19,0,guestUser,2013-04-19 13:54:00.933000,guestUser,2013-04-19 13:54:00.933000
1276913,213063,PN,2013-04-19,0,guestUser,2013-04-19 14:15:17.674000,guestUser,2013-04-19 14:15:17.674000
1276916,213064,IW,2013-04-19,0,guestUser,2013-04-19 14:14:34.458000,guestUser,2013-04-19 14:14:34.458000
1276917,213065,IW,2013-04-19,0,guestUser,2013-04-19 14:28:26.715000,guestUser,2013-04-19 14:28:26.715000
1276920,213068,IW,2013-04-19,0,guestUser,2013-04-19 14:46:01.578000,guestUser,2013-04-19 14:46:01.578000
1276921,213069,IW,2013-04-19,0,guestUser,2013-04-19 14:48:26.025000,guestUser,2013-04-19 14:48:26.025000
1276922,213070,IW,2013-04-19,0,guestUser,2013-04-19 14:50:51.121000,guestUser,2013-04-19 14:50:51.121000
1276923,213071,IW,2013-04-19,0,guestUser,2013-04-19 14:55:08.529000,guestUser,2013-04-19 14:55:08.529000
1276917,213072,V,2013-04-19,0,guestUser,2013-04-19 14:55:46.061000,guestUser,2013-04-19 14:55:46.061000
1276917,213073,PN,2013-04-19,0,guestUser,2013-04-19 14:55:46.066000,guestUser,2013-04-19 14:55:46.066000
1276920,213074,V,2013-04-19,0,guestUser,2013-04-19 14:55:46.070000,guestUser,2013-04-19 14:55:46.070000
1276920,213075,PN,2013-04-19,0,guestUser,2013-04-19 14:55:46.074000,guestUser,2013-04-19 14:55:46.074000
1276922,213076,V,2013-04-19,0,guestUser,2013-04-19 14:55:46.077000,guestUser,2013-04-19 14:55:46.077000
1276922,213077,PN,2013-04-19,0,guestUser,2013-04-19 14:55:46.081000,guestUser,2013-04-19 14:55:46.081000
1276919,213078,V,2013-04-19,0,guestUser,2013-04-19 14:55:46.085000,guestUser,2013-04-19 14:55:46.085000
1276919,213079,PN,2013-04-19,0,guestUser,2013-04-19 14:55:46.089000,guestUser,2013-04-19 14:55:46.089000
1276924,213080,IW,2013-04-19,0,guestUser,2013-04-19 14:59:13.766000,guestUser,2013-04-19 14:59:13.766000
1276925,213081,IW,2013-04-19,0,guestUser,2013-04-19 15:05:45.624000,guestUser,2013-04-19 15:05:45.624000
1276927,213083,IW,2013-04-19,0,guestUser,2013-04-19 16:01:40.813000,guestUser,2013-04-19 16:01:40.813000
1276928,213084,IW,2013-04-19,0,guestUser,2013-04-19 16:07:54.228000,guestUser,2013-04-19 16:07:54.228000
1276929,213085,IW,2013-04-22,0,guestUser,2013-04-22 10:25:18.033000,guestUser,2013-04-22 10:25:18.033000
1276931,213087,IW,2013-04-22,0,guestUser,2013-04-22 10:55:34.815000,guestUser,2013-04-22 10:55:34.815000
1276930,213088,V,2013-04-22,0,guestUser,2013-04-22 10:55:35.349000,guestUser,2013-04-22 10:55:35.349000
1276930,213089,PN,2013-04-22,0,guestUser,2013-04-22 10:55:35.353000,guestUser,2013-04-22 10:55:35.353000
1276935,213093,IW,2013-04-22,0,guestUser,2013-04-22 12:17:02.467000,guestUser,2013-04-22 12:17:02.467000
1276937,213095,IW,2013-04-22,0,guestUser,2013-04-22 12:22:26.599000,guestUser,2013-04-22 12:22:26.599000
1276938,213096,IW,2013-04-22,0,guestUser,2013-04-22 12:41:26.110000,guestUser,2013-04-22 12:41:26.110000
1276939,213097,IW,2013-04-22,0,guestUser,2013-04-22 12:48:52.580000,guestUser,2013-04-22 12:48:52.580000
1276940,213098,IW,2013-04-22,0,guestUser,2013-04-22 15:05:25.162000,guestUser,2013-04-22 15:05:25.162000
1276941,213099,IW,2013-04-22,0,guestUser,2013-04-22 15:34:21.826000,guestUser,2013-04-22 15:34:21.826000
1276915,213102,V,2013-04-23,0,guestUser,2013-04-23 08:18:24.129000,guestUser,2013-04-23 08:18:24.129000
1276915,213103,PN,2013-04-23,0,guestUser,2013-04-23 08:18:24.137000,guestUser,2013-04-23 08:18:24.137000
1276924,213104,V,2013-04-23,0,guestUser,2013-04-23 08:25:33.118000,guestUser,2013-04-23 08:25:33.118000
1276924,213105,PN,2013-04-23,0,guestUser,2013-04-23 08:25:33.124000,guestUser,2013-04-23 08:25:33.124000
1276925,213106,V,2013-04-23,0,guestUser,2013-04-23 08:25:33.128000,guestUser,2013-04-23 08:25:33.128000
1276925,213107,PN,2013-04-23,0,guestUser,2013-04-23 08:25:33.131000,guestUser,2013-04-23 08:25:33.131000
1276918,213108,V,2013-04-23,0,guestUser,2013-04-23 08:25:33.134000,guestUser,2013-04-23 08:25:33.134000
1276918,213109,PN,2013-04-23,0,guestUser,2013-04-23 08:25:33.138000,guestUser,2013-04-23 08:25:33.138000
1276927,213110,V,2013-04-23,0,guestUser,2013-04-23 08:31:42.398000,guestUser,2013-04-23 08:31:42.398000
1276927,213111,PN,2013-04-23,0,guestUser,2013-04-23 08:31:42.404000,guestUser,2013-04-23 08:31:42.404000
1276928,213112,V,2013-04-23,0,guestUser,2013-04-23 08:31:42.408000,guestUser,2013-04-23 08:31:42.408000
1276928,213113,PN,2013-04-23,0,guestUser,2013-04-23 08:31:42.412000,guestUser,2013-04-23 08:31:42.412000
1276926,213114,V,2013-04-23,0,guestUser,2013-04-23 08:31:42.415000,guestUser,2013-04-23 08:31:42.415000
1276926,213115,PN,2013-04-23,0,guestUser,2013-04-23 08:31:42.418000,guestUser,2013-04-23 08:31:42.418000
1276945,213121,IW,2013-04-23,0,guestUser,2013-04-23 10:29:14.563000,guestUser,2013-04-23 10:29:14.563000
1276946,213122,IW,2013-04-23,0,guestUser,2013-04-23 10:33:44.618000,guestUser,2013-04-23 10:33:44.618000
1276947,213123,IW,2013-04-23,0,guestUser,2013-04-23 10:39:15.405000,guestUser,2013-04-23 10:39:15.405000
1276948,213124,IW,2013-04-23,0,guestUser,2013-04-23 10:43:41.960000,guestUser,2013-04-23 10:43:41.960000
1276949,213125,IW,2013-04-23,0,guestUser,2013-04-23 10:44:12.005000,guestUser,2013-04-23 10:44:12.005000
1276951,213135,IW,2013-04-23,0,guestUser,2013-04-23 11:02:23.381000,guestUser,2013-04-23 11:02:23.381000
1276952,213136,IW,2013-04-23,0,guestUser,2013-04-23 11:04:44.787000,guestUser,2013-04-23 11:04:44.787000
1276967,213151,IW,2013-04-23,0,guestUser,2013-04-23 11:45:56.784000,guestUser,2013-04-23 11:45:56.784000
1276968,213152,IW,2013-04-23,0,guestUser,2013-04-23 11:46:25.256000,guestUser,2013-04-23 11:46:25.256000
1276971,213159,IW,2013-04-23,0,guestUser,2013-04-23 12:03:00.383000,guestUser,2013-04-23 12:03:00.383000
1276972,213160,IW,2013-04-23,0,guestUser,2013-04-23 12:08:47.968000,guestUser,2013-04-23 12:08:47.968000
1276975,213165,IW,2013-04-23,0,guestUser,2013-04-23 12:52:54.549000,guestUser,2013-04-23 12:52:54.549000
1276975,213166,V,2013-04-23,0,guestUser,2013-04-23 12:52:54.906000,guestUser,2013-04-23 12:52:54.906000
1276975,213167,PN,2013-04-23,0,guestUser,2013-04-23 12:52:54.912000,guestUser,2013-04-23 12:52:54.912000
1276974,213168,V,2013-04-23,0,guestUser,2013-04-23 12:52:54.919000,guestUser,2013-04-23 12:52:54.919000
1276974,213169,PN,2013-04-23,0,guestUser,2013-04-23 12:52:54.925000,guestUser,2013-04-23 12:52:54.925000
1276978,213178,IW,2013-04-23,0,guestUser,2013-04-23 14:19:59.714000,guestUser,2013-04-23 14:19:59.714000
1276982,213182,IW,2013-04-23,0,guestUser,2013-04-23 15:51:23.644000,guestUser,2013-04-23 15:51:23.644000
1276978,213183,V,2013-04-23,0,guestUser,2013-04-23 15:51:48.186000,guestUser,2013-04-23 15:51:48.186000
1276978,213184,PN,2013-04-23,0,guestUser,2013-04-23 15:51:48.190000,guestUser,2013-04-23 15:51:48.190000
1276759,212583,PC,2013-04-04,0,RRUD,2013-04-04 13:51:21.274000,RRUD,2013-04-04 13:51:21.274000
1276759,212585,PS,2013-04-04,0,RRUD,2013-04-04 13:56:24.996000,RRUD,2013-04-04 13:56:24.996000
1276797,212715,PC,2013-04-10,0,NMAIER,2013-04-10 14:25:24.368000,NMAIER,2013-04-10 14:25:24.368000
1276798,212719,PS,2013-04-10,0,NMAIER,2013-04-10 14:46:33.892000,NMAIER,2013-04-10 14:46:33.892000
1276807,212777,IW,2013-04-11,0,guestUser,2013-04-11 10:35:03.297000,guestUser,2013-04-11 10:35:03.297000
1276828,212872,IW,2013-04-15,0,guestUser,2013-04-15 11:22:54.325000,guestUser,2013-04-15 11:22:54.325000
1276829,212873,IW,2013-04-15,0,guestUser,2013-04-15 11:26:40.949000,guestUser,2013-04-15 11:26:40.949000
1276834,212878,IW,2013-04-15,0,guestUser,2013-04-15 12:57:27.867000,guestUser,2013-04-15 12:57:27.867000
1276837,212884,V,2013-04-16,0,guestUser,2013-04-16 10:51:44.116000,guestUser,2013-04-16 10:51:44.116000
1276837,212885,PN,2013-04-16,0,guestUser,2013-04-16 10:51:44.121000,guestUser,2013-04-16 10:51:44.121000
1276881,212963,IW,2013-04-18,0,guestUser,2013-04-18 13:38:57.813000,guestUser,2013-04-18 13:38:57.813000
1276848,212904,IW,2013-04-16,0,guestUser,2013-04-16 14:42:00.353000,guestUser,2013-04-16 14:42:00.353000
1276849,212905,IW,2013-04-16,0,guestUser,2013-04-16 14:42:37.257000,guestUser,2013-04-16 14:42:37.257000
1276877,212965,V,2013-04-18,0,guestUser,2013-04-18 13:55:20.286000,guestUser,2013-04-18 13:55:20.286000
1276877,212966,PN,2013-04-18,0,guestUser,2013-04-18 13:55:20.292000,guestUser,2013-04-18 13:55:20.292000
1276879,212967,V,2013-04-18,0,guestUser,2013-04-18 13:55:20.297000,guestUser,2013-04-18 13:55:20.297000
1276879,212968,PN,2013-04-18,0,guestUser,2013-04-18 13:55:20.301000,guestUser,2013-04-18 13:55:20.301000
1276881,212969,V,2013-04-18,0,guestUser,2013-04-18 13:55:20.304000,guestUser,2013-04-18 13:55:20.304000
1276881,212970,PN,2013-04-18,0,guestUser,2013-04-18 13:55:20.309000,guestUser,2013-04-18 13:55:20.309000
1276880,212971,V,2013-04-18,0,guestUser,2013-04-18 13:55:20.312000,guestUser,2013-04-18 13:55:20.312000
1276880,212972,PN,2013-04-18,0,guestUser,2013-04-18 13:55:20.316000,guestUser,2013-04-18 13:55:20.316000
1276895,212997,IW,2013-04-18,0,guestUser,2013-04-18 15:55:11.309000,guestUser,2013-04-18 15:55:11.309000
1276910,213046,IW,2013-04-19,0,guestUser,2013-04-19 13:41:59.159000,guestUser,2013-04-19 13:41:59.159000
1276911,213047,IW,2013-04-19,0,guestUser,2013-04-19 13:49:59.842000,guestUser,2013-04-19 13:49:59.842000
1276913,213049,IW,2013-04-19,0,guestUser,2013-04-19 13:56:03.256000,guestUser,2013-04-19 13:56:03.256000
1276983,213185,IW,2013-04-23,0,guestUser,2013-04-23 16:25:14.477000,guestUser,2013-04-23 16:25:14.477000
1276984,213186,IW,2013-04-23,0,guestUser,2013-04-23 16:27:15.452000,guestUser,2013-04-23 16:27:15.452000
1276985,213187,IW,2013-04-23,0,guestUser,2013-04-23 16:59:14.801000,guestUser,2013-04-23 16:59:14.801000
1276986,213188,IW,2013-04-23,0,guestUser,2013-04-23 17:06:58.838000,guestUser,2013-04-23 17:06:58.838000
1276987,213189,IW,2013-04-23,0,guestUser,2013-04-23 17:07:32.116000,guestUser,2013-04-23 17:07:32.116000
1276988,213190,IW,2013-04-23,0,guestUser,2013-04-23 17:16:37.022000,guestUser,2013-04-23 17:16:37.022000
1276989,213191,IW,2013-04-23,0,guestUser,2013-04-23 17:29:25.223000,guestUser,2013-04-23 17:29:25.223000
1276988,213192,V,2013-04-23,0,guestUser,2013-04-23 17:34:28.765000,guestUser,2013-04-23 17:34:28.765000
1276988,213193,PN,2013-04-23,0,guestUser,2013-04-23 17:34:28.774000,guestUser,2013-04-23 17:34:28.774000
1276989,213194,V,2013-04-23,0,guestUser,2013-04-23 17:34:28.779000,guestUser,2013-04-23 17:34:28.779000
1276989,213195,PN,2013-04-23,0,guestUser,2013-04-23 17:34:28.782000,guestUser,2013-04-23 17:34:28.782000
1276980,213196,V,2013-04-23,0,guestUser,2013-04-23 17:34:28.785000,guestUser,2013-04-23 17:34:28.785000
1276980,213197,PN,2013-04-23,0,guestUser,2013-04-23 17:34:28.789000,guestUser,2013-04-23 17:34:28.789000
1276986,213198,V,2013-04-23,0,guestUser,2013-04-23 17:34:28.792000,guestUser,2013-04-23 17:34:28.792000
1276986,213199,PN,2013-04-23,0,guestUser,2013-04-23 17:34:28.795000,guestUser,2013-04-23 17:34:28.795000
1276987,213200,V,2013-04-23,0,guestUser,2013-04-23 17:34:28.798000,guestUser,2013-04-23 17:34:28.798000
1276987,213201,PN,2013-04-23,0,guestUser,2013-04-23 17:34:28.802000,guestUser,2013-04-23 17:34:28.802000
1276990,213204,IW,2013-04-23,0,guestUser,2013-04-23 19:32:31.372000,guestUser,2013-04-23 19:32:31.372000
1276990,213205,V,2013-04-23,0,guestUser,2013-04-23 20:26:08.707000,guestUser,2013-04-23 20:26:08.707000
1276990,213206,PN,2013-04-23,0,guestUser,2013-04-23 20:26:08.714000,guestUser,2013-04-23 20:26:08.714000
1276993,213209,IW,2013-04-24,0,guestUser,2013-04-24 09:12:21.753000,guestUser,2013-04-24 09:12:21.753000
1276994,213210,IW,2013-04-24,0,guestUser,2013-04-24 09:13:46.984000,guestUser,2013-04-24 09:13:46.984000
1276995,213211,IW,2013-04-24,0,guestUser,2013-04-24 09:31:07.262000,guestUser,2013-04-24 09:31:07.262000
1276807,213212,V,2013-04-24,0,guestUser,2013-04-24 09:33:51.856000,guestUser,2013-04-24 09:33:51.856000
1276807,213213,PN,2013-04-24,0,guestUser,2013-04-24 09:33:51.860000,guestUser,2013-04-24 09:33:51.860000
1276995,213214,V,2013-04-24,0,guestUser,2013-04-24 09:37:49.932000,guestUser,2013-04-24 09:37:49.932000
1276995,213215,PN,2013-04-24,0,guestUser,2013-04-24 09:37:49.937000,guestUser,2013-04-24 09:37:49.937000
1276929,213216,V,2013-04-24,0,guestUser,2013-04-24 09:37:49.941000,guestUser,2013-04-24 09:37:49.941000
1276929,213217,PN,2013-04-24,0,guestUser,2013-04-24 09:37:49.945000,guestUser,2013-04-24 09:37:49.945000
1276931,213218,V,2013-04-24,0,guestUser,2013-04-24 09:37:49.948000,guestUser,2013-04-24 09:37:49.948000
1276931,213219,PN,2013-04-24,0,guestUser,2013-04-24 09:37:49.952000,guestUser,2013-04-24 09:37:49.952000
1276993,213220,V,2013-04-24,0,guestUser,2013-04-24 09:37:49.955000,guestUser,2013-04-24 09:37:49.955000
1276993,213221,PN,2013-04-24,0,guestUser,2013-04-24 09:37:49.958000,guestUser,2013-04-24 09:37:49.958000
1276932,213222,V,2013-04-24,0,guestUser,2013-04-24 09:37:49.961000,guestUser,2013-04-24 09:37:49.961000
1276932,213223,PN,2013-04-24,0,guestUser,2013-04-24 09:37:49.965000,guestUser,2013-04-24 09:37:49.965000
1276860,213224,V,2013-04-24,0,guestUser,2013-04-24 10:29:46.077000,guestUser,2013-04-24 10:29:46.077000
1276860,213225,IP,2013-04-24,7,guestUser,2013-04-24 10:39:13.546000,guestUser,2013-04-24 10:29:46.078000
1276860,213226,V,2013-04-24,0,guestUser,2013-04-24 10:39:13.585000,guestUser,2013-04-24 10:39:13.585000
1276860,213227,PN,2013-04-24,0,guestUser,2013-04-24 10:39:13.589000,guestUser,2013-04-24 10:39:13.589000
1276996,213228,IW,2013-04-24,0,guestUser,2013-04-24 11:02:07.297000,guestUser,2013-04-24 11:02:07.297000
1276996,213229,V,2013-04-24,0,guestUser,2013-04-24 11:06:12.949000,guestUser,2013-04-24 11:06:12.949000
1276996,213230,PN,2013-04-24,0,guestUser,2013-04-24 11:06:12.957000,guestUser,2013-04-24 11:06:12.957000
1276994,213231,V,2013-04-24,0,guestUser,2013-04-24 11:05:23.973000,guestUser,2013-04-24 11:05:23.973000
1276994,213232,PN,2013-04-24,0,guestUser,2013-04-24 11:05:23.981000,guestUser,2013-04-24 11:05:23.981000
1276937,213233,V,2013-04-24,0,guestUser,2013-04-24 11:06:56.614000,guestUser,2013-04-24 11:06:56.614000
1276937,213234,PN,2013-04-24,0,guestUser,2013-04-24 11:06:56.618000,guestUser,2013-04-24 11:06:56.618000
1276997,213235,IW,2013-04-24,0,guestUser,2013-04-24 11:19:09.672000,guestUser,2013-04-24 11:19:09.672000
1276997,213236,V,2013-04-24,0,guestUser,2013-04-24 11:20:08.855000,guestUser,2013-04-24 11:20:08.855000
1276997,213237,PN,2013-04-24,0,guestUser,2013-04-24 11:20:08.858000,guestUser,2013-04-24 11:20:08.858000
1276998,213238,IW,2013-04-24,0,guestUser,2013-04-24 11:33:33.461000,guestUser,2013-04-24 11:33:33.461000
1276998,213240,V,2013-04-24,0,guestUser,2013-04-24 12:33:25.180000,guestUser,2013-04-24 12:33:25.180000
1276998,213241,PN,2013-04-24,0,guestUser,2013-04-24 12:33:25.188000,guestUser,2013-04-24 12:33:25.188000
1277001,213243,IW,2013-04-24,0,guestUser,2013-04-24 13:38:20.726000,guestUser,2013-04-24 13:38:20.726000
1277001,213244,V,2013-04-24,0,guestUser,2013-04-24 13:39:38.870000,guestUser,2013-04-24 13:39:38.870000
1277001,213245,PN,2013-04-24,0,guestUser,2013-04-24 13:39:38.875000,guestUser,2013-04-24 13:39:38.875000
1277002,213246,IW,2013-04-24,0,guestUser,2013-04-24 13:52:49.248000,guestUser,2013-04-24 13:52:49.248000
1277003,213247,IW,2013-04-24,0,guestUser,2013-04-24 13:53:34.822000,guestUser,2013-04-24 13:53:34.822000
1277004,213248,IW,2013-04-24,0,guestUser,2013-04-24 14:05:22.976000,guestUser,2013-04-24 14:05:22.976000
1277005,213249,IW,2013-04-24,0,guestUser,2013-04-24 14:11:33.967000,guestUser,2013-04-24 14:11:33.967000
1277006,213250,IW,2013-04-24,0,guestUser,2013-04-24 14:11:15.562000,guestUser,2013-04-24 14:11:15.562000
1277007,213251,IW,2013-04-24,0,guestUser,2013-04-24 14:16:13.613000,guestUser,2013-04-24 14:16:13.613000
1277000,213252,V,2013-04-24,0,guestUser,2013-04-24 14:20:49.071000,guestUser,2013-04-24 14:20:49.071000
1277000,213253,PN,2013-04-24,0,guestUser,2013-04-24 14:20:49.075000,guestUser,2013-04-24 14:20:49.075000
1277003,213254,V,2013-04-24,0,guestUser,2013-04-24 14:21:23.846000,guestUser,2013-04-24 14:21:23.846000
1277003,213255,PN,2013-04-24,0,guestUser,2013-04-24 14:21:23.852000,guestUser,2013-04-24 14:21:23.852000
1277004,213256,V,2013-04-24,0,guestUser,2013-04-24 14:21:23.855000,guestUser,2013-04-24 14:21:23.855000
1277004,213257,PN,2013-04-24,0,guestUser,2013-04-24 14:21:23.859000,guestUser,2013-04-24 14:21:23.859000
1277005,213258,V,2013-04-24,0,guestUser,2013-04-24 14:21:23.863000,guestUser,2013-04-24 14:21:23.863000
1277005,213259,PN,2013-04-24,0,guestUser,2013-04-24 14:21:23.867000,guestUser,2013-04-24 14:21:23.867000
1277007,213260,V,2013-04-24,0,guestUser,2013-04-24 14:21:23.871000,guestUser,2013-04-24 14:21:23.871000
1277007,213261,PN,2013-04-24,0,guestUser,2013-04-24 14:21:23.874000,guestUser,2013-04-24 14:21:23.874000
1277008,213262,IW,2013-04-24,0,guestUser,2013-04-24 14:39:50.809000,guestUser,2013-04-24 14:39:50.809000
1277009,213263,IW,2013-04-24,0,guestUser,2013-04-24 14:42:03.277000,guestUser,2013-04-24 14:42:03.277000
1277009,213264,V,2013-04-24,0,guestUser,2013-04-24 14:42:03.557000,guestUser,2013-04-24 14:42:03.557000
1277009,213265,PN,2013-04-24,0,guestUser,2013-04-24 14:42:03.562000,guestUser,2013-04-24 14:42:03.562000
1276759,212584,PC,2013-04-04,0,RRUD,2013-04-04 13:51:59.980000,RRUD,2013-04-04 13:51:59.980000
1276761,212594,V,2013-04-05,0,guestUser,2013-04-05 11:17:42.245000,guestUser,2013-04-05 11:17:42.245000
1276761,212595,PN,2013-04-05,0,guestUser,2013-04-05 11:17:42.258000,guestUser,2013-04-05 11:17:42.258000
1276777,212615,IW,2013-04-09,0,guestUser,2013-04-09 14:42:37.698000,guestUser,2013-04-09 14:42:37.698000
1276779,212619,IW,2013-04-09,0,guestUser,2013-04-09 15:29:38.732000,guestUser,2013-04-09 15:29:38.732000
1276780,212620,IW,2013-04-09,0,guestUser,2013-04-09 15:34:39.890000,guestUser,2013-04-09 15:34:39.890000
1276785,212646,IW,2013-04-10,0,guestUser,2013-04-10 09:20:30.155000,guestUser,2013-04-10 09:20:30.155000
1276825,212859,IW,2013-04-12,0,guestUser,2013-04-12 11:26:15.781000,guestUser,2013-04-12 11:26:15.781000
1276795,212672,V,2012-09-19,11,guestUser,2013-04-10 11:59:15.266000,guestUser,2013-04-10 11:11:02.923000
1276842,212891,V,2013-04-16,0,guestUser,2013-04-16 11:55:36.484000,guestUser,2013-04-16 11:55:36.484000
1276842,212892,PN,2013-04-16,0,guestUser,2013-04-16 11:55:36.488000,guestUser,2013-04-16 11:55:36.488000
1276880,212962,IW,2013-04-18,0,guestUser,2013-04-18 13:19:50.443000,guestUser,2013-04-18 13:19:50.443000
1276886,212978,IW,2013-04-18,0,guestUser,2013-04-18 14:50:13.393000,guestUser,2013-04-18 14:50:13.393000
1276887,212979,IW,2013-04-18,0,guestUser,2013-04-18 14:52:58.581000,guestUser,2013-04-18 14:52:58.581000
1276950,213134,IW,2013-04-23,0,guestUser,2013-04-23 10:59:50.925000,guestUser,2013-04-23 10:59:50.925000
1277010,213270,IW,2013-04-24,0,guestUser,2013-04-24 15:20:01.228000,guestUser,2013-04-24 15:20:01.228000
1277010,213271,V,2013-04-24,0,guestUser,2013-04-24 15:20:01.462000,guestUser,2013-04-24 15:20:01.462000
1277010,213272,PN,2013-04-24,0,guestUser,2013-04-24 15:20:01.470000,guestUser,2013-04-24 15:20:01.470000
1277011,213273,IW,2013-04-24,0,guestUser,2013-04-24 21:08:50.040000,guestUser,2013-04-24 21:08:50.040000
1277012,213274,IW,2013-04-25,0,guestUser,2013-04-25 09:34:45.675000,guestUser,2013-04-25 09:34:45.675000
1277013,213275,IW,2013-04-25,0,guestUser,2013-04-25 10:18:25.429000,guestUser,2013-04-25 10:18:25.429000
1277014,213278,IW,2013-04-25,0,guestUser,2013-04-25 10:39:09.664000,guestUser,2013-04-25 10:39:09.664000
1277017,213281,IW,2013-04-25,0,guestUser,2013-04-25 11:42:01.290000,guestUser,2013-04-25 11:42:01.290000
1277018,213282,IW,2013-04-25,0,guestUser,2013-04-25 11:42:56.235000,guestUser,2013-04-25 11:42:56.235000
1277020,213284,IW,2013-04-25,0,guestUser,2013-04-25 11:54:24.884000,guestUser,2013-04-25 11:54:24.884000
1277021,213285,IW,2013-04-25,0,guestUser,2013-04-25 11:59:45.395000,guestUser,2013-04-25 11:59:45.395000
1277021,213286,V,2013-04-25,0,guestUser,2013-04-25 12:21:55.760000,guestUser,2013-04-25 12:21:55.760000
1277021,213287,PN,2013-04-25,0,guestUser,2013-04-25 12:21:55.768000,guestUser,2013-04-25 12:21:55.768000
1277022,213288,IW,2013-04-25,0,guestUser,2013-04-25 13:04:52.568000,guestUser,2013-04-25 13:04:52.568000
1277023,213289,IW,2013-04-25,0,guestUser,2013-04-25 13:11:58.948000,guestUser,2013-04-25 13:11:58.948000
1277024,213290,IW,2013-04-25,0,guestUser,2013-04-25 13:18:01.586000,guestUser,2013-04-25 13:18:01.586000
1277025,213291,IW,2013-04-25,0,guestUser,2013-04-25 13:18:36.420000,guestUser,2013-04-25 13:18:36.420000
1277026,213292,IW,2013-04-25,0,guestUser,2013-04-25 13:33:44.291000,guestUser,2013-04-25 13:33:44.291000
1277028,213294,IW,2013-04-25,0,guestUser,2013-04-25 13:40:22.789000,guestUser,2013-04-25 13:40:22.789000
1277029,213295,IW,2013-04-25,0,guestUser,2013-04-25 13:40:59.962000,guestUser,2013-04-25 13:40:59.962000
1277030,213296,IW,2013-04-25,0,guestUser,2013-04-25 13:55:22.420000,guestUser,2013-04-25 13:55:22.420000
1277023,213297,V,2013-04-25,0,guestUser,2013-04-25 13:57:49.754000,guestUser,2013-04-25 13:57:49.754000
1277023,213298,PN,2013-04-25,0,guestUser,2013-04-25 13:57:49.757000,guestUser,2013-04-25 13:57:49.757000
1277002,213299,V,2013-04-25,2,guestUser,2013-04-25 14:07:26.074000,guestUser,2013-04-25 14:02:38.561000
1277002,213303,IP,2013-04-30,41,guestUser,2013-04-30 08:43:36.648000,guestUser,2013-04-25 14:07:26.052000
1277032,213304,IW,2013-04-25,0,guestUser,2013-04-25 14:13:43.907000,guestUser,2013-04-25 14:13:43.907000
1277031,213302,IW,2013-04-25,0,guestUser,2013-04-25 14:05:59.835000,guestUser,2013-04-25 14:05:59.835000
1277033,213305,IW,2013-04-25,0,guestUser,2013-04-25 14:14:03.341000,guestUser,2013-04-25 14:14:03.341000
1277034,213306,IW,2013-04-25,0,guestUser,2013-04-25 14:14:25.940000,guestUser,2013-04-25 14:14:25.940000
1277038,213312,IW,2013-04-25,0,guestUser,2013-04-25 15:22:29.096000,guestUser,2013-04-25 15:22:29.096000
1277035,213313,V,2013-04-25,0,guestUser,2013-04-25 15:35:18.520000,guestUser,2013-04-25 15:35:18.520000
1277035,213314,PN,2013-04-25,0,guestUser,2013-04-25 15:35:18.527000,guestUser,2013-04-25 15:35:18.527000
1277039,213315,IW,2013-04-25,0,guestUser,2013-04-25 15:58:56.709000,guestUser,2013-04-25 15:58:56.709000
1277039,213316,V,2013-04-25,0,guestUser,2013-04-25 15:58:56.934000,guestUser,2013-04-25 15:58:56.934000
1277039,213317,PN,2013-04-25,0,guestUser,2013-04-25 15:58:56.939000,guestUser,2013-04-25 15:58:56.939000
1277040,213318,IW,2013-04-25,0,guestUser,2013-04-25 16:29:17.558000,guestUser,2013-04-25 16:29:17.558000
