p_if_nam,p_ty_cd,p_specl_cd,g_aud_user_id,g_aud_add_ts,p_indiv_grp_cd
SANDATA,039,540,DataFix_ESPRD01285372,2021-08-12 20:31:42.000000,
SANDATA,039,541,DataFix_ESPRD01285372,2021-08-12 20:31:42.000000,
SANDATA,039,542,DataFix_ESPRD01285372,2021-08-12 20:31:43.000000,
SANDATA,039,543,DataFix_ESPRD01285372,2021-08-12 20:31:43.000000,
SANDATA,039,544,DataFix_ESPRD01285372,2021-08-12 20:31:43.000000,
SANDATA,039,545,DataFix_ESPRD01285372,2021-08-12 20:31:43.000000,
SANDATA,039,546,DataFix_ESPRD01285372,2021-08-12 20:31:43.000000,
SANDATA,039,547,DataFix_ESPRD01285372,2021-08-12 20:31:44.000000,
SANDATA,039,548,DataFix_ESPRD01285372,2021-08-12 20:31:44.000000,
SANDATA,039,549,DataFix_ESPRD01285372,2021-08-12 20:31:44.000000,
SANDATA,039,550,DataFix_ESPRD01285372,2021-08-12 20:31:44.000000,
SANDATA,039,551,DataFix_ESPRD01285372,2021-08-12 20:31:44.000000,
SANDATA,039,552,DataFix_ESPRD01285372,2021-08-12 20:31:45.000000,
SANDATA,039,553,DataFix_ESPRD01285372,2021-08-12 20:31:45.000000,
SANDATA,039,554,DataFix_ESPRD01285372,2021-08-12 20:31:45.000000,
SANDATA,039,555,DataFix_ESPRD01285372,2021-08-12 20:31:45.000000,
SANDATA,039,556,DataFix_ESPRD01285372,2021-08-12 20:31:46.000000,
SANDATA,039,557,DataFix_ESPRD01285372,2021-08-12 20:31:46.000000,
SANDATA,039,558,DataFix_ESPRD01285372,2021-08-12 20:31:46.000000,
SANDATA,039,559,DataFix_ESPRD01285372,2021-08-12 20:31:46.000000,
SANDATA,039,560,DataFix_ESPRD01285372,2021-08-12 20:31:46.000000,
SANDATA,039,561,DataFix_ESPRD01285372,2021-08-12 20:31:47.000000,
SANDATA,039,562,DataFix_ESPRD01285372,2021-08-12 20:31:47.000000,
SANDATA,039,563,DataFix_ESPRD01285372,2021-08-12 20:31:47.000000,
SANDATA,039,564,DataFix_ESPRD01285372,2021-08-12 20:31:48.000000,
SANDATA,039,565,DataFix_ESPRD01285372,2021-08-12 20:31:48.000000,
SANDATA,039,566,DataFix_ESPRD01285372,2021-08-12 20:31:48.000000,
SANDATA,039,567,DataFix_ESPRD01285372,2021-08-12 20:31:48.000000,
SANDATA,039,568,DataFix_ESPRD01285372,2021-08-12 20:31:48.000000,
SANDATA,039,569,DataFix_ESPRD01285372,2021-08-12 20:31:48.000000,
SANDATA,039,570,DataFix_ESPRD01285372,2021-08-12 20:31:49.000000,
SANDATA,039,571,DataFix_ESPRD01285372,2021-08-12 20:31:49.000000,
SANDATA,039,572,DataFix_ESPRD01285372,2021-08-12 20:31:49.000000,
SANDATA,039,573,DataFix_ESPRD01285372,2021-08-12 20:31:49.000000,
SANDATA,039,574,DataFix_ESPRD01285372,2021-08-12 20:31:50.000000,
SANDATA,039,575,DataFix_ESPRD01285372,2021-08-12 20:31:50.000000,
SANDATA,039,576,DataFix_ESPRD01285372,2021-08-12 20:31:50.000000,
SANDATA,039,577,DataFix_ESPRD01285372,2021-08-12 20:31:50.000000,
SANDATA,039,578,DataFix_ESPRD01285372,2021-08-12 20:31:50.000000,
SANDATA,039,579,DataFix_ESPRD01285372,2021-08-12 20:31:50.000000,
SANDATA,039,580,DataFix_ESPRD01285372,2021-08-12 20:31:51.000000,
SANDATA,039,581,DataFix_ESPRD01285372,2021-08-12 20:31:51.000000,
SANDATA,039,582,DataFix_ESPRD01285372,2021-08-12 20:31:51.000000,
SANDATA,039,583,DataFix_ESPRD01285372,2021-08-12 20:31:51.000000,
SANDATA,039,584,DataFix_ESPRD01285372,2021-08-12 20:31:51.000000,
SANDATA,039,585,DataFix_ESPRD01285372,2021-08-12 20:31:52.000000,
SANDATA,039,586,DataFix_ESPRD01285372,2021-08-12 20:31:52.000000,
SANDATA,039,587,DataFix_ESPRD01285372,2021-08-12 20:31:52.000000,
SANDATA,039,588,DataFix_ESPRD01285372,2021-08-12 20:31:52.000000,
SANDATA,039,589,DataFix_ESPRD01285372,2021-08-12 20:31:52.000000,
SANDATA,039,590,DataFix_ESPRD01285372,2021-08-12 20:31:53.000000,
SANDATA,039,591,DataFix_ESPRD01285372,2021-08-12 20:31:53.000000,
SANDATA,039,592,DataFix_ESPRD01285372,2021-08-12 20:31:53.000000,
SANDATA,039,593,DataFix_ESPRD01285372,2021-08-12 20:31:53.000000,
SANDATA,039,594,DataFix_ESPRD01285372,2021-08-12 20:31:53.000000,
SANDATA,039,595,DataFix_ESPRD01285372,2021-08-12 20:31:54.000000,
SANDATA,039,596,DataFix_ESPRD01285372,2021-08-12 20:31:54.000000,
SANDATA,039,597,DataFix_ESPRD01285372,2021-08-12 20:31:54.000000,
SANDATA,039,598,DataFix_ESPRD01285372,2021-08-12 20:31:54.000000,
SANDATA,039,599,DataFix_ESPRD01285372,2021-08-12 20:31:54.000000,
SANDATA,039,600,DataFix_ESPRD01285372,2021-08-12 20:31:55.000000,
SANDATA,039,601,DataFix_ESPRD01285372,2021-08-12 20:31:55.000000,
SANDATA,039,602,DataFix_ESPRD01285372,2021-08-12 20:31:55.000000,
SANDATA,039,603,DataFix_ESPRD01285372,2021-08-12 20:31:55.000000,
SANDATA,039,605,DataFix_ESPRD01285372,2021-08-12 20:31:55.000000,
SANDATA,039,606,DataFix_ESPRD01285372,2021-08-12 20:31:55.000000,
SANDATA,039,607,DataFix_ESPRD01285372,2021-08-12 20:31:56.000000,
SANDATA,039,608,DataFix_ESPRD01285372,2021-08-12 20:31:56.000000,
SANDATA,039,609,DataFix_ESPRD01285372,2021-08-12 20:31:56.000000,
SANDATA,039,610,DataFix_ESPRD01285372,2021-08-12 20:31:56.000000,
SANDATA,039,611,DataFix_ESPRD01285372,2021-08-12 20:31:56.000000,
SANDATA,039,612,DataFix_ESPRD01285372,2021-08-12 20:31:57.000000,
SANDATA,039,613,DataFix_ESPRD01285372,2021-08-12 20:31:57.000000,
SANDATA,039,614,DataFix_ESPRD01285372,2021-08-12 20:31:57.000000,
SANDATA,039,615,DataFix_ESPRD01285372,2021-08-12 20:31:57.000000,
SANDATA,039,616,DataFix_ESPRD01285372,2021-08-12 20:31:58.000000,
SANDATA,039,617,DataFix_ESPRD01285372,2021-08-12 20:31:58.000000,
SANDATA,039,618,DataFix_ESPRD01285372,2021-08-12 20:31:58.000000,
SANDATA,039,619,DataFix_ESPRD01285372,2021-08-12 20:31:58.000000,
SANDATA,039,620,DataFix_ESPRD01285372,2021-08-12 20:31:58.000000,
SANDATA,039,621,DataFix_ESPRD01285372,2021-08-12 20:31:59.000000,
SANDATA,039,622,DataFix_ESPRD01285372,2021-08-12 20:31:59.000000,
SANDATA,039,623,DataFix_ESPRD01285372,2021-08-12 20:31:59.000000,
SANDATA,039,624,DataFix_ESPRD01285372,2021-08-12 20:31:59.000000,
SANDATA,039,625,DataFix_ESPRD01285372,2021-08-12 20:31:59.000000,
SANDATA,039,626,DataFix_ESPRD01285372,2021-08-12 20:32:00.000000,
SANDATA,039,627,DataFix_ESPRD01285372,2021-08-12 20:32:00.000000,
SANDATA,039,628,DataFix_ESPRD01285372,2021-08-12 20:32:00.000000,
THERAP,048,310,DATAFIX_ESPRD01287128,2021-02-26 17:35:55.000000,
THERAP,048,311,DATAFIX_ESPRD01287128,2021-02-26 17:35:56.000000,
THERAP,048,319,DATAFIX_ESPRD01287128,2021-02-26 17:35:56.000000,
THERAP,048,112,DATAFIX_ESPRD01287128,2021-02-26 17:35:56.000000,
THERAP,048,330,DATAFIX_ESPRD01287128,2021-02-26 17:35:56.000000,
SANDATA,039,629,DataFix_ESPRD01285372,2021-08-12 20:32:00.000000,
SANDATA,039,630,DataFix_ESPRD01285372,2021-08-12 20:32:00.000000,
SANDATA,039,631,DataFix_ESPRD01285372,2021-08-12 20:32:01.000000,
SANDATA,039,632,DataFix_ESPRD01285372,2021-08-12 20:32:01.000000,
SANDATA,039,633,DataFix_ESPRD01285372,2021-08-12 20:32:01.000000,
SANDATA,039,634,DataFix_ESPRD01285372,2021-08-12 20:32:01.000000,
SANDATA,039,635,DataFix_ESPRD01285372,2021-08-12 20:32:01.000000,
SANDATA,039,636,DataFix_ESPRD01285372,2021-08-12 20:32:02.000000,
SANDATA,039,637,DataFix_ESPRD01285372,2021-08-12 20:32:02.000000,
SANDATA,039,638,DataFix_ESPRD01285372,2021-08-12 20:32:02.000000,
SANDATA,039,639,DataFix_ESPRD01285372,2021-08-12 20:32:02.000000,
SANDATA,039,640,DataFix_ESPRD01285372,2021-08-12 20:32:02.000000,
SANDATA,039,641,DataFix_ESPRD01285372,2021-08-12 20:32:03.000000,
SANDATA,039,642,DataFix_ESPRD01285372,2021-08-12 20:32:03.000000,
SANDATA,039,643,DataFix_ESPRD01285372,2021-08-12 20:32:03.000000,
SANDATA,039,644,DataFix_ESPRD01285372,2021-08-12 20:32:03.000000,
SANDATA,039,645,DataFix_ESPRD01285372,2021-08-12 20:32:03.000000,
SANDATA,039,646,DataFix_ESPRD01285372,2021-08-12 20:32:04.000000,
SANDATA,039,647,DataFix_ESPRD01285372,2021-08-12 20:32:04.000000,
SANDATA,039,648,DataFix_ESPRD01285372,2021-08-12 20:32:04.000000,
SANDATA,039,649,DataFix_ESPRD01285372,2021-08-12 20:32:04.000000,
SANDATA,039,650,DataFix_ESPRD01285372,2021-08-12 20:32:04.000000,
SANDATA,039,651,DataFix_ESPRD01285372,2021-08-12 20:32:04.000000,
SANDATA,039,652,DataFix_ESPRD01285372,2021-08-12 20:32:05.000000,
SANDATA,039,653,DataFix_ESPRD01285372,2021-08-12 20:32:05.000000,
SANDATA,039,654,DataFix_ESPRD01285372,2021-08-12 20:32:05.000000,
SANDATA,039,655,DataFix_ESPRD01285372,2021-08-12 20:32:05.000000,
SANDATA,039,656,DataFix_ESPRD01285372,2021-08-12 20:32:05.000000,
SANDATA,048,081,DataFix_ESPRD01285372,2021-08-12 20:32:06.000000,
SANDATA,048,112,DataFix_ESPRD01285372,2021-08-12 20:32:06.000000,
SANDATA,048,125,DataFix_ESPRD01285372,2021-08-12 20:32:06.000000,
SANDATA,048,146,DataFix_ESPRD01285372,2021-08-12 20:32:06.000000,
SANDATA,048,153,DataFix_ESPRD01285372,2021-08-12 20:32:06.000000,
SANDATA,048,180,DataFix_ESPRD01285372,2021-08-12 20:32:07.000000,
SANDATA,048,205,DataFix_ESPRD01285372,2021-08-12 20:32:07.000000,
SANDATA,048,209,DataFix_ESPRD01285372,2021-08-12 20:32:07.000000,
SANDATA,048,251,DataFix_ESPRD01285372,2021-08-12 20:32:07.000000,
SANDATA,048,287,DataFix_ESPRD01285372,2021-08-12 20:32:07.000000,
SANDATA,048,306,DataFix_ESPRD01285372,2021-08-12 20:32:08.000000,
SANDATA,048,308,DataFix_ESPRD01285372,2021-08-12 20:32:08.000000,
SANDATA,048,309,DataFix_ESPRD01285372,2021-08-12 20:32:08.000000,
SANDATA,048,310,DataFix_ESPRD01285372,2021-08-12 20:32:08.000000,
SANDATA,048,312,DataFix_ESPRD01285372,2021-08-12 20:32:08.000000,
SANDATA,048,313,DataFix_ESPRD01285372,2021-08-12 20:32:09.000000,
SANDATA,048,314,DataFix_ESPRD01285372,2021-08-12 20:32:09.000000,
SANDATA,048,315,DataFix_ESPRD01285372,2021-08-12 20:32:09.000000,
SANDATA,048,316,DataFix_ESPRD01285372,2021-08-12 20:32:09.000000,
SANDATA,048,317,DataFix_ESPRD01285372,2021-08-12 20:32:09.000000,
SANDATA,048,318,DataFix_ESPRD01285372,2021-08-12 20:32:10.000000,
SANDATA,048,319,DataFix_ESPRD01285372,2021-08-12 20:32:10.000000,
SANDATA,048,320,DataFix_ESPRD01285372,2021-08-12 20:32:10.000000,
SANDATA,048,321,DataFix_ESPRD01285372,2021-08-12 20:32:10.000000,
SANDATA,048,323,DataFix_ESPRD01285372,2021-08-12 20:32:10.000000,
SANDATA,048,324,DataFix_ESPRD01285372,2021-08-12 20:32:11.000000,
SANDATA,048,325,DataFix_ESPRD01285372,2021-08-12 20:32:11.000000,
SANDATA,048,326,DataFix_ESPRD01285372,2021-08-12 20:32:11.000000,
SANDATA,048,327,DataFix_ESPRD01285372,2021-08-12 20:32:11.000000,
SANDATA,048,329,DataFix_ESPRD01285372,2021-08-12 20:32:11.000000,
SANDATA,048,330,DataFix_ESPRD01285372,2021-08-12 20:32:11.000000,
SANDATA,048,394,DataFix_ESPRD01285372,2021-08-12 20:32:12.000000,
SANDATA,048,396,DataFix_ESPRD01285372,2021-08-12 20:32:12.000000,
SANDATA,048,399,DataFix_ESPRD01285372,2021-08-12 20:32:12.000000,
SANDATA,048,513,DataFix_ESPRD01285372,2021-08-12 20:32:12.000000,
SANDATA,048,622,DataFix_ESPRD01285372,2021-08-12 20:32:12.000000,
SANDATA,048,627,DataFix_ESPRD01285372,2021-08-12 20:32:13.000000,
SANDATA,048,628,DataFix_ESPRD01285372,2021-08-12 20:32:13.000000,
SANDATA,048,637,DataFix_ESPRD01285372,2021-08-12 20:32:13.000000,
