p_sys_id,p_mc_prtcptn_prog_cd,p_mc_prog_prtcptn_beg_dt,p_mc_prog_prtcptn_end_dt,p_mc_stat_cd,p_mc_prtcptn_rsn_cd,g_aud_add_ts,g_aud_add_user_id,g_aud_ts,g_aud_user_id,p_mc_max_mbr_cnt,p_mc_act_mbr_cnt
1000413,P,2010-07-01,2010-12-23,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000429,P,2011-01-01,2023-12-31,00,OEN,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2023-12-19 17:49:42.642897,CR_5637_DM,1500,34
1000430,P,2011-03-25,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2016-03-22 11:02:25.251000,DATAFIX_ESPRD01209184,1500,44
1000433,P,2010-11-04,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:35:20.595000,KHANDELAND,1500,0
1000443,P,2011-01-07,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:36:19.630000,KHANDELAND,1500,0
1000444,P,2011-05-01,2012-07-16,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000444,P,2012-07-17,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000448,P,2011-01-14,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:36:00.494000,KHANDELAND,1500,0
1000449,P,2011-05-01,2011-07-26,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000451,P,2011-04-20,2011-05-14,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000453,P,2011-04-27,2011-07-22,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000457,P,2011-06-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,5
1000459,P,2011-04-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:41:05.722000,KHANDELAND,1500,0
1000463,P,2011-05-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:42:15.720000,KHANDELAND,1500,0
1000473,P,2011-05-16,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:44:18.606000,KHANDELAND,1500,0
1000474,P,2011-05-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,3
1000553,P,2011-06-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2019-04-15 17:18:24.000000,DATAFIX_HT1194306,1500,0
1000564,P,2011-06-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2019-07-24 17:58:41.000000,DATAFIX_ESPRD01258738,1500,0
1000567,P,2011-05-02,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:45:09.189000,KHANDELAND,1500,0
1000571,P,2011-06-17,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000574,P,2010-10-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2018-04-23 17:31:38.000000,DATAFIX_HT1086103,1500,1
1000579,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2017-02-17 09:32:42.090000,SKOEHLY,0,0
1000589,P,2011-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-06-26 13:47:21.902000,CAROLREEVES,1500,211
1000590,P,2011-06-16,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2020-10-05 17:54:30.000000,DATAFIX_ESPRD01276543,1500,30
1000591,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-06-24 11:49:19.983000,DANIELLAESTRELLA,1500,440
1000592,P,2011-07-01,2012-03-05,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-02-26 16:23:55.145000,MMANYGUNS,1500,0
1000592,P,2012-03-06,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-02-26 16:23:55.145000,MMANYGUNS,1500,0
1000598,P,2011-06-11,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2016-08-26 08:25:29.490000,SKOEHLY,1500,56
1000601,P,2011-06-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,5
1000610,P,2011-07-04,2011-07-18,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-12-14 12:47:43.532000,JMMARTY,1500,95
1000610,P,2011-07-19,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2018-10-17 16:22:00.529000,DLUCAS,1500,93
1000614,P,2011-07-13,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2016-01-25 08:52:08.969000,SKOEHLY,1500,0
1000615,P,2011-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,379
1000616,P,2011-06-30,2012-01-04,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-08-04 17:01:10.611000,PJHEID,1500,0
1000616,P,2012-01-05,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2016-04-22 20:31:31.831000,B-Enroll-AutoAssign955298.00,1500,1
1000617,P,2011-06-26,2011-08-22,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2019-04-15 17:18:24.000000,DATAFIX_HT1194306,32,11
1000617,P,2011-08-23,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2019-04-15 17:18:24.000000,DATAFIX_HT1194306,32,11
1000649,P,2011-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-07-21 13:04:20.924000,CAROLREEVES,1500,0
1000650,P,2011-07-01,2011-11-01,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000650,P,2011-11-02,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000651,P,2011-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-02-25 12:50:22.323000,JMLAGRO,1500,0
1000652,P,2011-07-21,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-07-28 15:02:20.546000,JMLAGRO,1500,0
1000655,P,2011-03-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-07-24 15:27:12.155000,MAURICIOPENERAND,1500,0
1000667,P,2011-07-07,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2018-04-23 17:31:37.000000,DATAFIX_HT1086103,1500,37
1000668,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:47:10.815000,KHANDELAND,1500,0
1000674,P,2011-07-07,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2018-09-12 17:19:29.000000,DATAFIX_ESPRD01230300,0,0
1000682,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-02-23 07:37:50.493000,JMLAGRO,1500,0
1000684,P,2011-06-26,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-06-29 08:47:03.466000,DANIELLAESTRELLA,1500,257
1000688,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000689,P,2011-07-01,2011-08-15,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2014-11-12 13:52:38.661000,ESTHERSHAHPAR,1500,0
1000689,P,2011-08-16,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2014-11-12 13:52:38.661000,ESTHERSHAHPAR,1500,0
1000690,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2015-05-26 13:25:56.927000,PJHEID,1500,0
1000692,P,2011-07-13,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,4
1000694,P,2011-07-11,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,1
1000696,P,2011-06-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2019-11-29 13:48:52.655000,KHANDELAND,1500,0
1000698,P,2011-07-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2018-09-12 17:19:29.000000,DATAFIX_ESPRD01230300,1500,0
1000705,P,2011-05-23,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1000707,P,2011-07-11,2011-09-10,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155341,P,1992-04-01,2010-07-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2018-09-12 17:19:29.000000,DATAFIX_ESPRD01230300,1500,0
1155342,P,1992-05-11,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,22
1155343,P,1992-05-11,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,15
1155344,P,1992-03-09,2003-08-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155345,P,1991-04-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,12
1155346,P,1992-07-02,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,8
1155347,P,1992-04-28,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,65
1155348,P,1992-07-13,2000-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155349,P,1991-09-05,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,55
1155350,P,1992-11-18,2001-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155351,P,1992-03-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,0
1155352,P,1993-03-09,2001-04-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155353,P,1992-12-22,2004-01-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155354,P,1992-12-22,2002-01-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155355,P,1992-12-21,2004-01-24,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155356,P,1993-03-10,1995-07-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155357,P,1993-03-10,2003-03-03,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155358,P,1993-04-20,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,58
1155359,P,1993-06-02,2002-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155360,P,1993-07-28,2006-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155361,P,1993-06-20,2001-11-21,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155362,P,1993-06-20,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,92
1155363,P,1993-06-20,2005-05-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155364,P,1993-06-20,2009-10-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2018-09-12 17:19:29.000000,DATAFIX_ESPRD01230300,1500,0
1155365,P,1993-09-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,32
1155366,P,1993-07-02,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,25
1155367,P,1993-11-19,2000-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155368,P,1993-11-24,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,193
1155369,P,1992-11-12,2000-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155370,P,1993-01-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,0
1155371,P,1994-01-20,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,74
1155372,P,1994-01-10,2003-07-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155373,P,1993-11-01,2011-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155374,P,1993-02-19,2008-06-27,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155375,P,1993-06-30,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155376,P,1996-01-01,2004-05-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155377,P,1994-04-13,2011-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155378,P,1993-09-14,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,257
1155379,P,1994-07-01,1999-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155380,P,1994-07-01,1999-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155381,P,1994-07-01,1999-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155382,P,1994-07-01,1999-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155383,P,1994-07-01,1999-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155384,P,1994-08-30,1999-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155385,P,1995-01-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,101
1155386,P,1994-11-22,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,91
1155387,P,1994-10-14,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,23
1155388,P,1995-10-01,2001-09-09,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155389,P,1995-06-01,2003-10-12,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155390,P,1996-01-09,1996-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155391,P,1996-04-18,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,60
1155392,P,1996-04-15,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-08-20 08:51:55.812000,JMLAGRO,1500,0
1155393,P,1996-04-03,1996-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155394,P,1995-03-17,2002-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155395,P,1996-05-22,1999-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155396,P,1996-06-19,2002-04-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155397,P,1996-08-05,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,115
1155398,P,1996-10-08,2009-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155399,P,1996-11-22,2001-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155400,P,1997-01-22,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,77
1155401,P,1996-03-11,2000-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155402,P,1995-01-26,2011-12-31,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2019-04-15 17:18:24.000000,DATAFIX_HT1194306,1500,0
1155403,P,1997-06-03,2009-01-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1155404,P,1997-07-09,1999-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156076,P,1997-01-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,4
1156081,P,1997-07-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2018-04-23 17:31:37.000000,DATAFIX_HT1086103,1500,12
1156085,P,1993-04-01,1998-05-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156097,P,1997-07-07,2002-01-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156103,P,1997-05-06,2003-07-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156103,P,2005-03-01,2009-06-11,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156110,P,2009-01-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,0
1156111,P,2009-02-16,2009-07-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156111,P,2010-06-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156112,P,2009-01-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-06-12 17:59:46.721000,USHASHA,1500,0
1156113,P,1997-07-01,1998-10-22,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156114,P,1997-07-01,2003-10-24,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156117,P,2009-02-14,2010-02-02,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156117,P,2010-02-03,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2018-09-12 17:19:29.000000,DATAFIX_ESPRD01230300,1500,0
1156126,P,1997-05-06,1998-11-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156130,P,1997-07-25,2006-06-12,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156131,P,1997-07-28,2000-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156132,P,1997-07-01,2001-07-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156132,P,2002-04-01,2008-08-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156138,P,2009-02-01,2011-05-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156139,P,1997-07-09,2003-01-23,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156142,P,1997-01-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,107
1156146,P,1977-01-01,2004-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156149,P,1997-07-25,2002-10-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156155,P,1997-07-25,1999-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156156,P,1997-07-25,1998-01-20,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156158,P,1997-01-01,2010-02-02,00,,2013-03-28 03:57:57.000000,Provider conversion,2016-01-04 12:49:42.855000,cloh,1500,80
1156158,P,2010-02-03,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2015-06-29 08:41:13.573000,CAROLREEVES,1500,80
1156163,P,1996-11-22,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,55
1156165,P,1997-07-01,2000-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156173,P,1997-09-22,2001-12-31,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156175,P,2009-01-01,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2018-04-23 17:31:38.000000,DATAFIX_HT1086103,1500,0
1156177,P,1997-07-25,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156178,P,1997-07-25,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156180,P,1977-01-01,2010-02-02,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156180,P,2010-02-03,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156190,P,1997-07-28,2013-09-30,99,ADC,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2018-06-13 13:35:31.785000,SKOEHLY,282,122
1156191,P,2009-03-01,2013-09-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156195,P,1997-03-21,2004-04-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156196,P,1997-01-01,2004-05-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156199,P,1977-01-01,2013-09-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2017-02-23 12:12:13.115000,SKOEHLY,0,0
1156202,P,1997-07-28,2010-11-02,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156203,P,1997-08-22,2009-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156207,P,1997-08-20,1998-08-15,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156208,P,1997-07-25,2000-06-30,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156210,P,1997-07-25,2005-01-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156211,P,1997-07-25,2000-06-30,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156212,P,1977-01-01,1999-07-01,00,,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156213,P,1997-07-25,2013-09-30,00,,2013-03-28 03:57:57.000000,DATAFIX_ESPRD01209184,2022-08-08 17:51:11.000000,DATAFIX_ESPRD01303811,1500,132
1156214,P,2009-03-18,2010-02-02,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
1156214,P,2010-02-03,2012-06-18,99,PNP,2013-03-28 03:57:57.000000,Provider conversion,2013-03-28 03:57:57.000000,Provider conversion,1500,0
