p_sys_id,p_isp_ind,p_vnd_nam,p_blng_agent_nam,w_sftwr_nam,w_ver_id,w_sftwr_prtcl_cd,g_cmn_enty_sk,g_note_set_sk,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,w_txn_drctn_cd
1277027,Y,,,,,  ,11348767,,51,GUESTUSER,2013-04-25 13:36:40.881000,GUESTUSER,2013-04-25 13:37:29.247000,
1277022,N,PC-ACE,,PC-ACE Pro32,13.03,4,11348752,,31,GUESTUSER,2013-08-22 11:54:07.327000,GUESTUSER,2013-04-25 13:37:56.068000,
1277055,N,,Emdeon,,,  ,11348902,,12,GUESTUSER,2013-04-26 15:29:37.582000,GUESTUSER,2013-04-26 14:18:16.365000,
1277056,N,Noridian,,PCACE,32,2,11348903,,6,GUESTUSER,2013-04-26 14:32:53.137000,GUESTUSER,2013-04-26 14:22:49.469000,
1277061,Y,,,,,  ,11348921,,10,GUESTUSER,2013-07-18 10:00:46.443000,GUESTUSER,2013-04-26 14:33:40.943000,
1277137,Y,,,,,  ,11349142,,1,GUESTUSER,2013-05-01 13:22:23.795000,GUESTUSER,2013-05-01 13:22:45.861000,
1277182,Y,,,,,  ,11349263,,0,GUESTUSER,2013-05-02 11:10:31.550000,GUESTUSER,2013-05-02 11:10:31.550000,
1277184,Y,,,,,  ,11349265,,0,GUESTUSER,2013-05-02 11:18:38.523000,GUESTUSER,2013-05-02 11:18:38.523000,
1277183,N,,RelayHealth,,,  ,11349264,,5,GUESTUSER,2013-05-02 11:23:58.261000,GUESTUSER,2013-05-02 11:22:38.999000,
1277236,N,,ZIRMED,,,  ,11349446,,0,GUESTUSER,2013-05-03 13:33:36.995000,GUESTUSER,2013-05-03 13:33:36.995000,
1277194,Y,,,,,  ,11349299,,19,GUESTUSER,2013-05-06 07:41:19.691000,GUESTUSER,2013-05-02 13:01:43.571000,
1277379,Y,,,,,  ,11350069,,0,GUESTUSER,2013-05-09 08:44:42.184000,GUESTUSER,2013-05-09 08:44:42.184000,
1277386,Y,,,,,  ,11350093,,2,GUESTUSER,2013-05-09 10:15:31.192000,GUESTUSER,2013-05-09 10:13:11.811000,
1277387,N,PointClickCare,,PointClickCare ,3.7.3,1,11350096,,15,GUESTUSER,2014-06-03 13:12:40.580000,GUESTUSER,2013-05-09 11:13:44.207000,
1277047,N,,Relay Health,,,  ,11348865,,66,GUESTUSER,2013-07-23 12:14:52.807000,GUESTUSER,2013-05-09 11:19:57.966000,
1277394,Y,,,,,  ,11350114,,6,GUESTUSER,2014-10-07 14:26:44.177000,GUESTUSER,2013-05-09 11:34:36.461000,
1277405,Y,,,,,  ,11350131,,19,GUESTUSER,2013-07-23 10:29:16.153000,GUESTUSER,2013-05-09 15:48:53.820000,
1277411,Y,,,,,  ,11350143,,5,GUESTUSER,2013-05-10 06:57:51.928000,GUESTUSER,2013-05-10 06:55:34.240000,
1277418,Y,,,,,  ,11350170,,0,GUESTUSER,2013-05-10 07:50:27.077000,GUESTUSER,2013-05-10 07:50:27.077000,
1277419,Y,,,,,  ,11350173,,0,GUESTUSER,2013-05-10 07:50:27.354000,GUESTUSER,2013-05-10 07:50:27.354000,
1277420,Y,,,,,  ,11350176,,0,GUESTUSER,2013-05-10 07:50:27.575000,GUESTUSER,2013-05-10 07:50:27.575000,
1277417,Y,,,,,  ,11350167,,0,GUESTUSER,2013-05-10 07:50:27.838000,GUESTUSER,2013-05-10 07:50:27.838000,
1277437,Y,,,,,  ,11350216,,0,GUESTUSER,2013-05-10 12:07:30.718000,GUESTUSER,2013-05-10 12:07:30.718000,
1277444,N,,practice insight,,,  ,11350243,,7,GUESTUSER,2013-05-10 15:38:10.496000,GUESTUSER,2013-05-10 15:22:09.270000,
1277330,N,EDISS,,PC-ACE Pro 32,5010,2,11349897,,0,GUESTUSER,2013-05-13 09:42:14.290000,GUESTUSER,2013-05-13 09:42:14.290000,
1277350,N,EDI Support Services,,PC-ACE Pro 32,5010,2,11349965,,0,GUESTUSER,2013-05-13 09:04:19.407000,GUESTUSER,2013-05-13 09:04:19.407000,
1277462,Y,,,,,  ,11350294,,3,GUESTUSER,2013-05-13 09:10:31.770000,GUESTUSER,2013-05-13 09:06:34.399000,
1277331,N,EDISS,,PC-ACE Pro 32,5010,2,11349901,,0,GUESTUSER,2013-05-13 09:47:08.178000,GUESTUSER,2013-05-13 09:47:08.178000,
1277493,N,Internal Software,,RxHome,0,4,11350352,,6,GUESTUSER,2013-05-13 16:59:44.845000,GUESTUSER,2013-05-13 16:43:40.994000,
1277497,N,Internal Software,,RxHome,0,4,11350373,,5,GUESTUSER,2013-05-14 09:41:00.305000,GUESTUSER,2013-05-14 09:21:53.542000,
1277520,Y,,,,,  ,11350423,,6,GUESTUSER,2013-05-14 14:56:09.028000,GUESTUSER,2013-05-14 14:38:40.189000,
1277539,N,,BRIGHTREE INC.,,,  ,11350456,,13,GUESTUSER,2013-05-14 17:27:46.417000,GUESTUSER,2013-05-14 16:29:30.130000,
1277552,N,,Infinedi,,,  ,11350487,,6,GUESTUSER,2013-05-15 10:35:33.502000,GUESTUSER,2013-05-15 09:56:10.099000,
1277554,Y,,,,,  ,11350489,,6,GUESTUSER,2013-05-15 10:07:22.142000,GUESTUSER,2013-05-15 10:00:27.894000,
1277542,Y,,,,,  ,11350477,,9,GUESTUSER,2013-05-15 11:21:33.348000,GUESTUSER,2013-05-15 11:07:42.385000,
1277558,Y,,,,,  ,11350504,,9,GUESTUSER,2013-05-15 12:07:30.083000,GUESTUSER,2013-05-15 11:39:13.407000,
1277559,Y,,,,,  ,11350505,,13,GUESTUSER,2013-05-22 15:41:10.956000,GUESTUSER,2013-05-15 11:49:34.819000,
1277563,Y,,,,,  ,11350516,,14,GUESTUSER,2013-05-22 16:10:32.703000,GUESTUSER,2013-05-15 13:46:14.454000,
1277604,N,,eProvider Solutions,,,  ,11350582,,4,GUESTUSER,2013-05-16 10:47:58.241000,GUESTUSER,2013-05-16 10:40:41.564000,
1277602,Y,,,,,  ,11350579,,6,GUESTUSER,2013-08-13 15:15:34.007000,GUESTUSER,2013-05-16 10:41:46.658000,
1277605,Y,,,,,  ,11350587,,3,GUESTUSER,2013-05-22 11:53:40.995000,GUESTUSER,2013-05-16 10:43:05.888000,
1277607,N,,eProvider Solutions,,,  ,11350591,,4,GUESTUSER,2013-05-16 11:14:50.854000,GUESTUSER,2013-05-16 11:13:28.712000,
1277610,N,,Capario,,,  ,11350602,,0,GUESTUSER,2013-05-16 11:44:56.225000,GUESTUSER,2013-05-16 11:44:56.225000,
1277178,N,,Capario,,,  ,11349249,,0,GUESTUSER,2013-05-16 11:44:56.550000,GUESTUSER,2013-05-16 11:44:56.550000,
1277180,N,,Capario,,,  ,11349251,,0,GUESTUSER,2013-05-16 11:44:56.728000,GUESTUSER,2013-05-16 11:44:56.728000,
1277613,N,,Capario,,,  ,11350608,,0,GUESTUSER,2013-05-16 11:44:56.885000,GUESTUSER,2013-05-16 11:44:56.885000,
1277611,Y,,,,,  ,11350604,,6,GUESTUSER,2013-05-29 13:48:14.113000,GUESTUSER,2013-05-16 11:53:32.029000,
1277615,Y,,,,,  ,11350631,,26,GUESTUSER,2013-05-16 12:37:33.270000,GUESTUSER,2013-05-16 12:37:33.270000,
1277623,N,,eProvider Solutions,,,  ,11350651,,1,GUESTUSER,2013-05-16 16:22:51.286000,GUESTUSER,2013-05-16 16:20:52.084000,
1277631,N,,eProvider Solutions,,,  ,11350677,,1,GUESTUSER,2013-05-17 11:26:11.361000,GUESTUSER,2013-05-17 11:25:10.414000,
1277636,N,,eProvider Solutions,,,  ,11350701,,0,GUESTUSER,2013-05-17 11:58:48.539000,GUESTUSER,2013-05-17 11:58:48.539000,
1277639,Y,,,,,  ,11350718,,1,GUESTUSER,2013-05-17 12:19:17.413000,GUESTUSER,2013-05-17 12:17:23.411000,
1277670,Y,,,,,  ,11350771,,11,GUESTUSER,2013-05-28 11:11:15.960000,GUESTUSER,2013-05-20 14:09:45.098000,
1277669,N,EVOLV,,EVOLV,8.5.613,2,11350770,,6,GUESTUSER,2013-05-20 14:49:36.609000,GUESTUSER,2013-05-20 14:15:55.784000,
1277679,Y,,,,,  ,11350810,,15,GUESTUSER,2013-05-21 11:52:59.294000,GUESTUSER,2013-05-21 07:59:08.634000,
1277699,N,EVOLV,,EVOLV,8.5.613,2,11350868,,8,GUESTUSER,2013-08-22 11:18:55.158000,GUESTUSER,2013-05-21 14:11:00.186000,
1277697,N,EVOLV,,EVOLV,8.5.613,2,11350866,,6,GUESTUSER,2013-08-22 11:19:44.643000,GUESTUSER,2013-05-21 14:11:37.510000,
1277707,N,EVOLV,,EVOLV,8.5.613,2,11350899,,11,GUESTUSER,2013-08-22 11:20:37.874000,GUESTUSER,2013-05-21 14:46:54.845000,
1277717,N,EVOLV,,EVOLV,8.5.613,2,11350952,,12,GUESTUSER,2013-08-22 12:54:59.862000,GUESTUSER,2013-05-21 15:54:08.959000,
1276853,N,RX30,,RX30,3.07.00,1,11347964,,7,GUESTUSER,2014-06-11 20:18:11.113000,GUESTUSER,2013-05-21 17:32:07.962000,
1277721,N,,Procentive,,,  ,11350981,,16,GUESTUSER,2013-05-22 10:05:54.640000,GUESTUSER,2013-05-22 09:44:58.188000,
1277722,N,EVOLV,,EVOLV,8.5.613,2,11350992,,8,GUESTUSER,2013-08-22 13:03:06.512000,GUESTUSER,2013-05-22 11:14:48.709000,
1277725,Y,,,,,  ,11351044,,5,GUESTUSER,2013-05-22 13:09:09.710000,GUESTUSER,2013-05-22 12:39:36.498000,
1277685,Y,,,,,  ,11350829,,6,GUESTUSER,2013-05-23 10:49:35.496000,GUESTUSER,2013-05-23 10:32:30.588000,
1277747,N,,HDM Corp,,,  ,11351161,,4,GUESTUSER,2013-05-23 10:50:48.826000,GUESTUSER,2013-05-23 10:48:34.015000,
1277755,Y,,,,,  ,11351184,,5,GUESTUSER,2013-05-23 12:08:03.256000,GUESTUSER,2013-05-23 12:06:09.719000,
1277761,Y,,,,,  ,11351211,,8,GUESTUSER,2013-06-26 10:49:28.889000,GUESTUSER,2013-05-23 15:37:09.524000,
1277780,Y,,,,,  ,11351280,,0,GUESTUSER,2013-05-24 11:09:23.094000,GUESTUSER,2013-05-24 11:09:23.094000,
1277781,Y,,,,,  ,11351281,,0,GUESTUSER,2013-05-24 11:09:23.186000,GUESTUSER,2013-05-24 11:09:23.186000,
1277782,N,EVOLV,,EVOLV,8.5.613,2,11351285,,15,GUESTUSER,2013-08-22 12:59:51.807000,GUESTUSER,2013-05-24 11:40:20.299000,
1277784,Y,,,,,  ,11351290,,0,GUESTUSER,2013-05-24 11:48:25.742000,GUESTUSER,2013-05-24 11:48:25.742000,
1277786,Y,,,,,  ,11351293,,0,GUESTUSER,2013-05-24 11:51:29.846000,GUESTUSER,2013-05-24 11:51:29.846000,
1277785,Y,,,,,  ,11351292,,0,GUESTUSER,2013-05-24 11:51:29.929000,GUESTUSER,2013-05-24 11:51:29.929000,
1277793,Y,,,,,  ,11351300,,0,GUESTUSER,2013-05-24 12:18:54.610000,GUESTUSER,2013-05-24 12:18:54.610000,
1277792,Y,,,,,  ,11351299,,0,GUESTUSER,2013-05-24 12:18:54.719000,GUESTUSER,2013-05-24 12:18:54.719000,
1277795,Y,,,,,  ,11351302,,0,GUESTUSER,2013-05-24 12:28:21.022000,GUESTUSER,2013-05-24 12:28:21.022000,
1277788,N,EVOLV,,EVOLV,8.5.613,2,11351295,,10,GUESTUSER,2013-08-22 13:29:51.022000,GUESTUSER,2013-05-24 12:33:05.295000,
1277796,Y,,,,,  ,11351306,,0,GUESTUSER,2013-05-24 12:42:58.433000,GUESTUSER,2013-05-24 12:42:58.433000,
1276828,N,,eProvider Solutions,,,  ,11347887,,4,GUESTUSER,2013-04-15 11:22:54.325000,GUESTUSER,2013-04-15 11:22:54.325000,
1277783,N,PCACE,,PCACE,13.02,1,11351286,,10,GUESTUSER,2013-05-29 09:27:07.464000,GUESTUSER,2013-05-24 12:56:59.665000,
1276839,Y,,,,,  ,11347902,,12,GUESTUSER,2013-04-30 08:48:47.418000,GUESTUSER,2013-04-16 10:45:06.793000,
1276973,Y,,,,,  ,11348538,,4,GUESTUSER,2014-07-24 15:13:38.319000,GUESTUSER,2013-04-23 12:44:20.614000,
1276974,Y,,,,,  ,11348541,,0,GUESTUSER,2013-04-23 12:45:15.126000,GUESTUSER,2013-04-23 12:45:15.126000,
1276879,N,,RelayHealth,,,  ,11348102,,0,GUESTUSER,2013-04-18 13:55:19.223000,GUESTUSER,2013-04-18 13:55:19.223000,
1276881,N,,RelayHealth,,,  ,11348111,,0,GUESTUSER,2013-04-18 13:55:19.717000,GUESTUSER,2013-04-18 13:55:19.717000,
1276880,N,,RelayHealth,,,  ,11348107,,0,GUESTUSER,2013-04-18 13:55:20.251000,GUESTUSER,2013-04-18 13:55:20.251000,
1276978,Y,,,,,  ,11348564,,6,GUESTUSER,2013-04-23 15:51:48.131000,GUESTUSER,2013-04-23 15:43:52.795000,
1276977,Y,,,,,  ,11348550,,0,GUESTUSER,2013-04-23 13:39:28.280000,GUESTUSER,2013-04-23 13:39:28.280000,
1276976,Y,,,,,  ,11348548,,25,GUESTUSER,2013-05-14 09:33:54.233000,GUESTUSER,2013-04-23 13:52:23.074000,
1277798,Y,,,,,  ,11351310,,0,GUESTUSER,2013-05-24 13:00:42.071000,GUESTUSER,2013-05-24 13:00:42.071000,
1277813,N,,Zirmed,,,  ,11351357,,7,GUESTUSER,2013-05-28 10:33:54.635000,GUESTUSER,2013-05-28 10:33:54.635000,
1277816,Y,,,,,  ,11351364,,0,GUESTUSER,2013-05-28 10:45:23.455000,GUESTUSER,2013-05-28 10:45:23.455000,
1277814,N,,Zirmed,,,  ,11351358,,0,GUESTUSER,2013-05-28 10:49:02.651000,GUESTUSER,2013-05-28 10:49:02.651000,
1277817,Y,,,,,  ,11351368,,0,GUESTUSER,2013-05-28 11:04:08.733000,GUESTUSER,2013-05-28 11:04:08.733000,
1277818,Y,,,,,  ,11351369,,14,GUESTUSER,2015-01-30 07:27:52.028000,GUESTUSER,2013-05-28 11:04:51.757000,
1277820,Y,,,,,  ,11351371,,0,GUESTUSER,2013-05-28 11:17:27.671000,GUESTUSER,2013-05-28 11:17:27.671000,
1277821,Y,,,,,  ,11351372,,0,GUESTUSER,2013-05-28 11:28:08.849000,GUESTUSER,2013-05-28 11:28:08.849000,
1277823,Y,,,,,  ,11351374,,7,GUESTUSER,2013-05-28 12:11:07.492000,GUESTUSER,2013-05-28 11:46:47.452000,
1277829,Y,,,,,  ,11351410,,126,GUESTUSER,2014-07-18 01:24:22.299000,GUESTUSER,2013-05-28 15:29:14.512000,
1277841,N,,Zirmed,,,  ,11351461,,15,GUESTUSER,2013-06-03 09:50:36.389000,GUESTUSER,2013-05-29 10:28:01.492000,
1277842,N,PC ACE PRO 32,,PC ACE PRO 32,13.02,3,11351468,,8,GUESTUSER,2013-05-29 12:20:08.263000,GUESTUSER,2013-05-29 12:12:12.219000,
1277844,N,EVOLV,,EVOLV,8.5.613,2,11351495,,15,GUESTUSER,2013-08-22 13:20:43.806000,GUESTUSER,2013-05-29 13:04:33.776000,
1277848,N,EVOLV,,EVOLV,8.5.612,2,11351508,,10,GUESTUSER,2013-08-22 13:19:29.969000,GUESTUSER,2013-05-29 13:42:21.194000,
1277840,N,Noridian,,PCACE Pro-32,13.02,2,11351460,,33,GUESTUSER,2013-05-31 09:24:37.396000,GUESTUSER,2013-05-30 14:09:22.893000,
1277863,Y,,,,,  ,11351598,,6,GUESTUSER,2013-08-13 16:12:05.414000,GUESTUSER,2013-05-30 14:57:43.841000,
1277888,N,Noridian,,PCACE PRO 32,13.02,2,11351758,,4,GUESTUSER,2013-05-31 15:16:00.204000,GUESTUSER,2013-05-31 15:14:26.461000,
1277486,N,PC-ACE,,PC-ACE,13.02,3,11350345,,43,GUESTUSER,2013-08-27 14:58:10.923000,GUESTUSER,2013-05-30 15:27:37.393000,
1277866,N,,Healthusion,,,  ,11351613,,12,GUESTUSER,2013-06-05 09:38:12.919000,GUESTUSER,2013-05-30 15:39:05.491000,
1277874,Y,,,,,  ,11351653,,8,GUESTUSER,2013-10-31 13:03:11.315000,GUESTUSER,2013-05-30 16:51:54.061000,
1277875,Y,,,,,  ,11351655,,2,GUESTUSER,2013-05-31 09:11:53.574000,GUESTUSER,2013-05-31 09:09:08.451000,
1277883,N,PC-ACE Pro 32,,PC-ACE Pro 32,0000,2,11351707,,12,GUESTUSER,2013-05-31 11:13:32.718000,GUESTUSER,2013-05-31 11:11:12.757000,
1277868,Y,,,,,  ,11351635,,11,GUESTUSER,2013-06-14 10:14:33.284000,GUESTUSER,2013-05-31 14:05:57.858000,
1277873,N,Noridian,,PCACE Pro-32,13.02,2,11351645,,0,GUESTUSER,2013-05-31 14:28:35.635000,GUESTUSER,2013-05-31 14:28:35.635000,
1277867,N,Noridian,,PCACE Pro-32,13.02,2,11351614,,0,GUESTUSER,2013-05-31 14:28:35.847000,GUESTUSER,2013-05-31 14:28:35.847000,
1277886,N,Noridian,,PCACE Pro-32,13.02,2,11351721,,0,GUESTUSER,2013-05-31 14:28:36.327000,GUESTUSER,2013-05-31 14:28:36.327000,
1277865,N,Noridian,,PCACE Pro-32,13.02,2,11351612,,0,GUESTUSER,2013-05-31 14:28:36.853000,GUESTUSER,2013-05-31 14:28:36.853000,
1277877,N,Willow,,RelayHealth,0,4,11351665,,2,GUESTUSER,2013-06-03 09:37:04.452000,GUESTUSER,2013-06-03 09:33:56.883000,
1277893,N,PCACE,,PCACE,2.44.0.100,2,11351768,,10,GUESTUSER,2013-06-03 10:16:17.144000,GUESTUSER,2013-06-03 09:39:35.034000,
1277894,N,,Zirmed,,,  ,11351783,,6,GUESTUSER,2013-06-03 10:36:14.973000,GUESTUSER,2013-06-03 10:30:36.220000,
1277895,N,,Navicure,,,  ,11351784,,3,GUESTUSER,2013-06-03 10:53:59.424000,GUESTUSER,2013-06-03 10:43:31.349000,
1277900,Y,,,,,  ,11351830,,7,GUESTUSER,2013-06-04 10:55:14.123000,GUESTUSER,2013-06-04 10:25:45.396000,
1277902,Y,,,,,  ,11351844,,0,GUESTUSER,2013-06-04 12:24:36.109000,GUESTUSER,2013-06-04 12:24:36.109000,
1277903,Y,,,,,  ,11351851,,7,GUESTUSER,2013-06-04 13:00:15.559000,GUESTUSER,2013-06-04 12:54:01.951000,
1277719,N,,APEX EDI,,,  ,11350972,,5,GUESTUSER,2013-06-05 14:03:59.507000,GUESTUSER,2013-06-04 13:41:22.213000,
1277907,N,,Zirmed,,,  ,11351865,,2,GUESTUSER,2013-06-04 15:05:17.946000,GUESTUSER,2013-06-04 15:03:28.770000,
1277911,N,Noridian,,PCACE,2.44.0.100,2,11351907,,8,GUESTUSER,2013-06-05 15:25:22.069000,GUESTUSER,2013-06-05 15:17:28.932000,
1277913,N,Noridian,,PCACE,2.44.0.100,2,11351933,,8,GUESTUSER,2013-06-05 16:11:06.237000,GUESTUSER,2013-06-05 16:04:27.198000,
1277915,N,,Office Ally,,,  ,11351951,,17,GUESTUSER,2013-06-05 16:10:51.999000,GUESTUSER,2013-06-05 16:10:51.999000,
1277916,N,,,,,  ,11351954,,0,GUESTUSER,2013-06-05 16:16:35.303000,GUESTUSER,2013-06-05 16:16:35.303000,
1277920,N,,Zirmed,,,  ,11351969,,0,GUESTUSER,2013-06-05 17:41:11.776000,GUESTUSER,2013-06-05 17:41:11.776000,
1277919,N,,Navicure,,,  ,11351965,,5,GUESTUSER,2013-06-06 10:31:45.458000,GUESTUSER,2013-06-05 17:41:16.167000,
1277932,N,,Zirmed,,,  ,11351995,,0,GUESTUSER,2013-06-06 11:26:46.103000,GUESTUSER,2013-06-06 11:26:46.103000,
1277928,N,,Office Ally,,,  ,11351984,,10,GUESTUSER,2013-06-18 14:49:59.474000,GUESTUSER,2013-06-06 12:35:14.171000,
1277940,N,,Healthfusion,,,  ,11352027,,8,GUESTUSER,2013-06-06 15:42:34.968000,GUESTUSER,2013-06-06 14:25:20.139000,
1277541,N,EDISS,,PC-ACE Pro,5010,2,11350475,,0,GUESTUSER,2013-06-06 16:07:02.888000,GUESTUSER,2013-06-06 16:07:02.888000,
1277949,Y,,,,,  ,11352087,,5,GUESTUSER,2013-06-07 07:31:22.059000,GUESTUSER,2013-06-07 07:28:07.071000,
1277409,Y,,,,,  ,11350141,,5,GUESTUSER,2013-06-07 10:28:48.055000,GUESTUSER,2013-06-07 10:16:09.913000,
1277956,N,Noridian,,PCACE,2.44.0.100,2,11352145,,15,GUESTUSER,2013-07-11 08:18:19.849000,GUESTUSER,2013-06-07 13:07:59.697000,
1277957,N,,Healthfusion,,,  ,11352148,,5,GUESTUSER,2013-06-07 13:53:40.790000,GUESTUSER,2013-06-07 13:47:37.760000,
1277960,N,,Office Ally,,,  ,11352188,,18,GUESTUSER,2013-07-31 16:30:15.055000,GUESTUSER,2013-06-09 17:04:34.782000,
1277963,Y,,,,,  ,11352197,,6,GUESTUSER,2014-08-18 14:24:33.854000,GUESTUSER,2013-06-10 10:22:25.831000,
1277964,N,,GATEWAY EDI,,,  ,11352207,,1,GUESTUSER,2013-06-10 13:21:39.470000,GUESTUSER,2013-06-10 13:20:09.718000,
1277977,Y,,,,,  ,11352284,,4,GUESTUSER,2013-06-11 14:42:08.011000,GUESTUSER,2013-06-11 14:35:38.243000,
1277970,Y,,,,,  ,11352229,,0,GUESTUSER,2013-06-11 07:31:36.617000,GUESTUSER,2013-06-11 07:31:36.617000,
1277971,Y,,,,,  ,11352230,,0,GUESTUSER,2013-06-11 07:31:36.826000,GUESTUSER,2013-06-11 07:31:36.826000,
1277983,Y,,,,,  ,11352298,,3,GUESTUSER,2013-06-12 13:16:36.159000,GUESTUSER,2013-06-12 11:02:44.355000,
1277987,Y,,,,,  ,11352305,,7,GUESTUSER,2013-06-13 15:53:47.181000,GUESTUSER,2013-06-12 14:36:54.409000,
1277996,N,PC-Ace Pro 32,,PC-Ace Pro 32,00000,2,11352317,,12,GUESTUSER,2013-06-28 11:15:58.078000,GUESTUSER,2013-06-12 15:48:15.437000,
1277998,N,,caremedic,,,  ,11352325,,3,GUESTUSER,2013-06-14 09:39:13.056000,GUESTUSER,2013-06-12 15:54:58.357000,
1277999,N,,eProvider Solutions,,,  ,11352332,,0,GUESTUSER,2013-06-12 16:02:44.964000,GUESTUSER,2013-06-12 16:02:44.964000,
1278000,Y,,,,,  ,11352356,,1,GUESTUSER,2013-06-12 16:40:14.561000,GUESTUSER,2013-06-12 16:37:59.541000,
1278004,N,,Healthfusion,,,  ,11352389,,14,GUESTUSER,2013-06-13 12:41:37.999000,GUESTUSER,2013-06-13 11:53:59.305000,
1278008,N,,eProvider Solutions,,,  ,11352412,,1,GUESTUSER,2013-06-13 12:23:38.788000,GUESTUSER,2013-06-13 12:23:24.701000,
1278011,N,,Healthfusion,,,  ,11352419,,8,GUESTUSER,2013-06-13 13:20:45.674000,GUESTUSER,2013-06-13 13:14:11.387000,
1278015,Y,,,,,  ,11352431,,112,GUESTUSER,2015-01-14 10:45:45.404000,GUESTUSER,2013-06-13 13:50:01.156000,
1278007,N,,"Gateway EDI, LLC",,,  ,11352411,,5,GUESTUSER,2013-06-13 14:05:40.179000,GUESTUSER,2013-06-13 14:01:04.449000,
1278014,N,McKesson Pharmacy Systems,,Enterprise Rx,3.2.1.0,2,11352426,,31,GUESTUSER,2013-07-12 15:20:18.849000,GUESTUSER,2013-06-13 14:13:31.843000,
1278022,Y,,,,,  ,11352463,,23,GUESTUSER,2014-07-17 19:07:08.572000,GUESTUSER,2013-06-13 16:23:20.625000,
1278031,N,,eProvider Solutions,,,  ,11352480,,1,GUESTUSER,2013-06-14 10:02:36.397000,GUESTUSER,2013-06-14 10:02:26.515000,
1278032,N,,eProvider Solutions,,,  ,11352483,,0,GUESTUSER,2013-06-14 10:22:08.472000,GUESTUSER,2013-06-14 10:22:08.472000,
1278034,N,Willow,,RelayHealth,0,4,11352519,,0,GUESTUSER,2013-06-14 13:14:06.611000,GUESTUSER,2013-06-14 13:14:06.611000,
1278035,N,,Healthfusion,,,  ,11352539,,6,GUESTUSER,2013-06-14 14:16:24.602000,GUESTUSER,2013-06-14 13:58:44.575000,
1278038,Y,,,,,  ,11352547,,3,GUESTUSER,2013-06-14 14:39:34.008000,GUESTUSER,2013-06-14 14:38:20.395000,
1278043,Y,,,,,  ,11352577,,3,GUESTUSER,2013-06-14 16:49:04.255000,GUESTUSER,2013-06-14 16:46:28.405000,
1277948,N,,EDIInsight,,,  ,11352079,,29,GUESTUSER,2013-08-22 20:17:17.100000,GUESTUSER,2013-06-15 10:57:06.236000,
1276823,Y,,,,,  ,11347851,,5,GUESTUSER,2013-04-12 10:45:21.335000,GUESTUSER,2013-04-12 10:40:19.374000,
1276838,N,PC AVE PRO 32,,PC ACE,13.01,1,11347901,,6,GUESTUSER,2013-04-16 11:11:39.251000,GUESTUSER,2013-04-16 11:03:23.098000,
1277153,Y,,,,,  ,11349197,,3,GUESTUSER,2013-05-02 08:13:38.086000,GUESTUSER,2013-05-02 08:05:46.361000,
1277198,N,,ALLSCRIPTS,,,  ,11349314,,0,GUESTUSER,2013-05-02 13:28:30.874000,GUESTUSER,2013-05-02 13:28:30.874000,
1277189,Y,,,,,  ,11349275,,7,GUESTUSER,2013-05-02 14:30:51.734000,GUESTUSER,2013-05-02 12:17:27.225000,
1277196,N,PCACE,,PCACE,13.02,1,11349309,,24,GUESTUSER,2013-05-29 08:59:05.081000,GUESTUSER,2013-05-02 13:39:38.756000,
1277207,Y,,,,,  ,11349355,,7,GUESTUSER,2013-05-02 14:34:47.574000,GUESTUSER,2013-05-02 14:34:47.574000,
1277230,N,,ZIRMED,,,  ,11349414,,0,GUESTUSER,2013-05-03 11:04:04.515000,GUESTUSER,2013-05-03 11:04:04.515000,
1277227,N,EDISS,,PC-ACE Pro 32,5010,2,11349411,,10,GUESTUSER,2013-05-13 09:47:07.790000,GUESTUSER,2013-05-03 11:07:41.688000,
1277221,Y,,,,,  ,11349391,,21,GUESTUSER,2013-08-29 08:49:20.781000,GUESTUSER,2013-05-03 11:21:17.953000,
1277239,N,,ZIRMED,,,  ,11349452,,0,GUESTUSER,2013-05-03 13:49:15.793000,GUESTUSER,2013-05-03 13:49:15.793000,
1277359,Y,,,,,  ,11349988,,0,GUESTUSER,2013-05-08 10:56:22.534000,GUESTUSER,2013-05-08 10:56:22.534000,
1277360,Y,,,,,  ,11349991,,0,GUESTUSER,2013-05-08 10:56:22.788000,GUESTUSER,2013-05-08 10:56:22.788000,
1277361,Y,,,,,  ,11349994,,0,GUESTUSER,2013-05-08 10:56:23.044000,GUESTUSER,2013-05-08 10:56:23.044000,
1277276,Y,,,,,  ,11349667,,5,GUESTUSER,2013-05-06 12:17:05.884000,GUESTUSER,2013-05-06 12:12:52.297000,
1277310,Y,,,,,  ,11349847,,3,GUESTUSER,2013-05-06 18:23:59.239000,GUESTUSER,2013-05-06 18:19:53.445000,
1277362,Y,,,,,  ,11350000,,0,GUESTUSER,2013-05-08 10:56:23.259000,GUESTUSER,2013-05-08 10:56:23.259000,
1277388,Y,,,,,  ,11350097,,0,GUESTUSER,2013-05-09 10:30:10.377000,GUESTUSER,2013-05-09 10:30:10.377000,
1277399,Y,,,,,  ,11350122,,4,GUESTUSER,2013-05-09 12:37:23.407000,GUESTUSER,2013-05-09 12:33:22.577000,
1277429,Y,,,,,  ,11350193,,7,GUESTUSER,2013-05-10 11:43:42.790000,GUESTUSER,2013-05-10 11:00:57.040000,
1277436,Y,,,,,  ,11350209,,0,GUESTUSER,2013-05-10 11:41:04.674000,GUESTUSER,2013-05-10 11:41:04.674000,
