p_rpt_cms_upd_sk,p_rec_type,p_iface_prcs_dt,p_mmis_id,p_prov_nam,p_err_msg_text,l_hibernate_ver_num,g_aud_add_user_id,g_aud_add_ts
213, ,2025-09-22,1452839,Elm Crest Manor,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
214, ,2025-09-22,1454518,Western Horizons Living Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
215, ,2025-09-22,1454648,Ashley Medical Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
216, ,2025-09-22,1463078,Benedictine Living Communities Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
217, ,2025-09-22,1456930,Bethany on 42nd,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
218, ,2025-09-22,1455221,Dunseith Community Nursing Home,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
219, ,2025-09-22,1463532,Parkside Lutheran Home,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
220, ,2025-09-22,1461890,Perham Hospital District,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
221, ,2025-09-22,1457283,Aneta Nursing Home Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
222, ,2025-09-22,1460364,American Lutheran Homes Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
223, ,2025-09-22,1456872,Trinity Homes,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
224, ,2025-09-22,1460455,LSS of Frazee LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
225, ,2025-09-22,1460704,Missouri Slope Lutheran Care Center Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
226, ,2025-09-22,1457679,Kittson Memorial Hospital Association,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
227, ,2025-09-22,1459597,St Lukes Home,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
228, ,2025-09-22,1457910,4000 Valley Square Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
229, ,2025-09-22,1456067,City of Ulen Municipal Liquor Store and Viking Manor,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
230, ,2025-09-22,1461296,St Francis Home,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
231, ,2025-09-22,1465079,McKenzie County Healthcare Systems,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
232, ,2025-09-22,1465543,Valley Care and Rehab LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
233, ,2025-09-22,1452491,Quality Living Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
234, ,2025-09-22,1472338,Green Pine Acres Nursing Home,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
235, ,2025-09-22,1472402,Lyngblomsten Care Center Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
236, ,2025-09-22,1487345,Cokato Charitable Trust,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
237, ,2025-09-22,1484755,Good Shepherd Lutheran Home of Sauk Rapids Minnesota,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
238, ,2025-09-22,1487126,First Care Medical Services,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
239, ,2025-09-22,1481135,Pioneer Home Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
240, ,2025-09-22,1482742,St Williams Living Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
241, ,2025-09-22,1468138,Warroad Care Center Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
242, ,2025-09-22,1451299,Village Family Service Center,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
243, ,2025-09-22,1462501,NuVation Health Services PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
244, ,2025-09-22,1452182,Solutions Counseling Services Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
245, ,2025-09-22,1456875,Chambers and Blohm Psycholocial Services PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
246, ,2025-09-22,1468844,Leah Hanson,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
247, ,2025-09-22,1482531,Ellie Family Services PLLP,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
248, ,2025-09-22,1482092,Therapeutic Services Agency Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
249, ,2025-09-22,1461858,Jennifer A Hoffmann,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
250, ,2025-09-22,1467847,Anna B Strand,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
251, ,2025-09-22,1474062,Shana S Salik,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
252, ,2025-09-22,1475862,Angela M Kosec,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
253, ,2025-09-22,1486112,Jillian L DeAngelis,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
254, ,2025-09-22,1473406,Rachel M Wiste,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
255, ,2025-09-22,1482341,Jenna N Wygant,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
256, ,2025-09-22,1489702,Candace Dalpiaz-Seitz,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
257, ,2025-09-22,1471578,Ashley K Johnson,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
258, ,2025-09-22,1483766,Wolfgang B Gaertner,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
259, ,2025-09-22,1464908,Minnesota Eye Surgery and Laser Centers LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
260, ,2025-09-22,1464956,Northern Plains Surgery Center LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
261, ,2025-09-22,1465089,FM Endoscopy Center LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
262, ,2025-09-22,1472001,Center for Pain Medicine Surgery Center LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
263, ,2025-09-22,1454825,Eyecare Professionals PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
264, ,2025-09-22,1450699,Forks Optometric Ltd,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
265, ,2025-09-22,1454050,Minnesota Epilepsy Group PA,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
266, ,2025-09-22,1453026,Med Plus Health Care PLLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
267, ,2025-09-22,1461821,Excellent Eyes PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
268, ,2025-09-22,1450772,Visionary Eye Care,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
269, ,2025-09-22,1451093,Align Chiropractic PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
270, ,2025-09-22,1458004,Heartland Eye Care,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
271, ,2025-09-22,1452470,Drs Moen Enderle and Krein PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
272, ,2025-09-22,1451437,Hutzenbiler Chiropractic PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
273, ,2025-09-22,1461972,Eye Center of the Dakotas PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
274, ,2025-09-22,1462679,Ficek Chiropractic PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
275, ,2025-09-22,1452745,Pederson Chiropractic Clinic PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
1, ,2025-09-22,1486455,Kirstin S LeSage,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
2, ,2025-09-22,1475961,Sasha Skendzel,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
3, ,2025-09-22,1489745,Timothy J Douglas,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
4, ,2025-09-22,1460276,Sanford Clinic North,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
5, ,2025-09-22,1468304,Sanford Clinic North,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
6, ,2025-09-22,1459178,Sanford Clinic North,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
7, ,2025-09-22,1459177,Sanford Medical Center Fargo,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
8, ,2025-09-22,1464079,Trinity Health,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
9, ,2025-09-22,1482149,Premier Optical LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
10, ,2025-09-22,1457803,Innovis Health LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
11, ,2025-09-22,1476622,Heidi J Kamrath,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
12, ,2025-09-22,1482362,Amber E Fort,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
13, ,2025-09-22,1473662,Ideal Option PLLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
14, ,2025-09-22,1450972,Matthew J Loe,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
15, ,2025-09-22,1450814,Paul R Carolan,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
16, ,2025-09-22,1450882,Thomas C Bryson,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
17, ,2025-09-22,1450891,Erich N Bryan,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
18, ,2025-09-22,1467496,Mathew J So,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
19, ,2025-09-22,1467758,Harry J Cloft,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
20, ,2025-09-22,1477690,Emad Yacoub,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
21, ,2025-09-22,1475965,Julie B Guerin,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
22, ,2025-09-22,1470623,Jennifer S Gutierrez,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
23, ,2025-09-22,1470325,Scott R Kerns,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
24, ,2025-09-22,1484482,Jonathan A Jaksha,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
25, ,2025-09-22,1479313,William J Wright,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
26, ,2025-09-22,1480309,Gregory B Snyder,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
27, ,2025-09-22,1482469,Jacob D Waxman,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
28, ,2025-09-22,1488736,Daniel P Moloney,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
29, ,2025-09-22,1479030,Margaret P Huber,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
30, ,2025-09-22,1487266,Carl N Schofield,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
31, ,2025-09-22,1485664,Mark D Kovacs,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
32, ,2025-09-22,1479961,Bradley H Kranendonk,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
33, ,2025-09-22,1482476,Assefa M Ayalew,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
34, ,2025-09-22,1488923,Jason R Bauer,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
35, ,2025-09-22,1491777,William Phillips,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
36, ,2025-09-22,1486805,Frank Brancaccio,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
37, ,2025-09-22,1463050,Alicia Vollmers,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
38, ,2025-09-22,1453576,Steven S Pederson,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
39, ,2025-09-22,1451068,Erica L Jorde,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
40, ,2025-09-22,1450948,Stephanie Roers,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
41, ,2025-09-22,1450686,Jason S Dammen,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
42, ,2025-09-22,1462705,Amy L Borgen,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
43, ,2025-09-22,1464246,Joshua S Carter,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
44, ,2025-09-22,1461206,Carol J winkler,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
45, ,2025-09-22,1455753,Christy M Fetzer,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
46, ,2025-09-22,1463368,Tobias T McCabe,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
47, ,2025-09-22,1464674,JaDean J Anderson,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
48, ,2025-09-22,1464154,Andrea M Burckhard,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
49, ,2025-09-22,1463127,Julie E Bryant,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
50, ,2025-09-22,1467951,Sarah L VanCleave,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
51, ,2025-09-22,1467001,Matthew Franck,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
52, ,2025-09-22,1465814,Ken Carwile,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
53, ,2025-09-22,1470601,Tanner Parizek,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
54, ,2025-09-22,1475925,Rebecca A Kasian,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
55, ,2025-09-22,1472981,Anna Petry,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
56, ,2025-09-22,1467487,Jennifer M Sabourin,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
57, ,2025-09-22,1467639,Kathryn Kram,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
58, ,2025-09-22,1465168,Justin R Foell,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
59, ,2025-09-22,1473180,Blake K Hochhalter,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
276, ,2025-09-22,1459356,Midwest Radiology PA,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
277, ,2025-09-22,1462880,Lifetime Vision Source PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
278, ,2025-09-22,1463370,McCabe Family Chiropractic PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
279, ,2025-09-22,1459737,Ray Chiropractic PA,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
280, ,2025-09-22,1464238,Steven C Kourajian,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
281, ,2025-09-22,1463654,Avera McKennan,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
282, ,2025-09-22,1464168,Foell Chiropractic Clinic PA,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
283, ,2025-09-22,1460070,Johnson Eyecare PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
284, ,2025-09-22,1458705,Volk Human Services PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
285, ,2025-09-22,1464068,Life Solutions and Therapy PLLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
286, ,2025-09-22,1463354,LANCE K BERGSTROM MD PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
287, ,2025-09-22,1461408,Heart Institute of North Dakota LTD,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
288, ,2025-09-22,1464294,Dr Virginia J Faulkner PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
289, ,2025-09-22,1460308,Prairie Assisted Living Services LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
290, ,2025-09-22,1455177,Drs Schindler and Deis PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
291, ,2025-09-22,1455178,Drs Schindler and Deis PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
292, ,2025-09-22,1463070,Lau Gilbertson Chiropractic Clinic PA,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
293, ,2025-09-22,1463992,Spine Care Chiropractic,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
294, ,2025-09-22,1464898,Fairview Health Services,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
295, ,2025-09-22,1464919,TNT Kids Fitness,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
296, ,2025-09-22,1464153,Spine and Sport Chiropractic PLLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
297, ,2025-09-22,1463037,Reading Therapy Center Inc,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
298, ,2025-09-22,1462997,WASHBURN CHIROPRACTIC INC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
299, ,2025-09-22,1463119,Total Wellness Chiropractic Clinic PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
300, ,2025-09-22,1461047,Kenn Iverson DC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
301, ,2025-09-22,1455794,FamilyVision Clinic LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
302, ,2025-09-22,1461100,Vibra Physicians LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
303, ,2025-09-22,1461260,Dr Jaime L Haaland Opt PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
304, ,2025-09-22,1465215,Bismarck Surgical Associates LLC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
305, ,2025-09-22,1467950,VanCleave Chiropractic PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
306, ,2025-09-22,1465004,Alisa T Mitskog PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
307, ,2025-09-22,1466999,Alpha Chiropractic PC,ND-MSG-02-8610-Revalidation DT Updated,0,B-IF-CMS-RVL_IB_1568478.00,2025-09-22 20:03:07.559157
