"G_CMN_ENTY_SK","G_ADR_USG_TY_CD","G_ADR_SK","G_ADR_USG_SEQ_NUM","G_ADR_GLBL_SIG_CD","G_ADR_USG_TY_SIG_CD","G_ADR_USG_CHG_RSN_CD","G_ADR_USG_STAT_CD","G_ADR_USG_END_DT","G_ADR_USG_BEG_DT","G_ATTN_NAM","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS","G_DUMMY_IND","G_DUMMY_TS","G_DUMMY_USER_ID"
538,"S",591,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
539,"M",539,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
539,"S",592,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
540,"M",540,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
540,"S",593,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
541,"M",541,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
541,"S",594,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
542,"M",542,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
542,"S",595,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
543,"M",543,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
543,"S",596,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
544,"M",544,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
544,"S",597,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
545,"M",545,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
545,"S",598,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
546,"M",546,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
546,"S",599,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
547,"M",547,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
547,"S",600,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
548,"M",548,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
548,"S",601,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
549,"M",549,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
549,"S",602,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
550,"M",550,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
550,"S",603,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
551,"M",551,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
551,"S",604,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
552,"M",552,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
552,"S",605,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
553,"M",553,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
553,"S",606,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
554,"M",554,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
554,"S",607,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
555,"M",555,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
555,"S",608,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
556,"M",556,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
556,"S",609,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
557,"M",557,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
557,"S",610,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
558,"M",558,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
558,"S",611,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
559,"M",559,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
559,"S",612,1,"","P","","A",02-JAN-19,01-JAN-64,"",1,"SKOEHLY",03-JAN-19 08.24.58.277000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
560,"M",560,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
560,"S",613,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
561,"M",561,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
561,"S",614,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
562,"M",562,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
562,"S",615,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
563,"M",563,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
563,"S",616,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
511,"M",511,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
511,"S",564,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
512,"M",512,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
512,"S",565,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
513,"M",513,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
513,"S",566,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
514,"M",514,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
514,"S",567,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
515,"M",515,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
515,"S",568,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
516,"M",516,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
516,"S",569,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
517,"M",517,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
517,"S",570,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
518,"M",518,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
518,"S",571,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
519,"M",519,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
519,"S",572,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
520,"M",520,1,"","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"wf_ND_MC_County_InfoV2",17-MAR-15 05.32.17.000000000 AM,"N",,""
501,"BA",501,1,"P","P","","A",31-DEC-99,01-JAN-64,"",0,"wf_ND_ManConfig_CUST_AND_LOB",25-MAR-13 03.35.40.000000000 AM,"wf_ND_ManConfig_CUST_AND_LOB",25-MAR-13 03.35.40.000000000 AM,"N",,""
1000004,"M",12019838,0,"","S","","A",31-DEC-99,04-NOV-16,"",2,"DMOCK",22-MAR-19 08.54.59.689000000 AM,"BRACULP",04-NOV-16 08.18.05.681000000 AM,"N",,""
1000004,"M",12019839,0,"","S","I","A",04-NOV-16,04-NOV-16,"",2,"DMOCK",22-MAR-19 08.54.59.689000000 AM,"BRACULP",04-NOV-16 08.18.05.757000000 AM,"N",,""
5000,"M",12636690,1,"","P","","A",31-DEC-99,25-JAN-23,"",0,"C5133855",25-JAN-23 01.54.59.655000000 AM,"C5133855",25-JAN-23 01.54.59.655000000 AM,"N",,""
5000,"B",12638307,2,"","P","","V",01-FEB-23,01-FEB-23,"",0,"C5133855",01-FEB-23 04.01.22.829000000 AM,"C5133855",01-FEB-23 04.01.22.829000000 AM,"N",,""
5000,"B",12638308,4,"","P","","A",27-MAR-23,01-FEB-23,"",1,"C5129084",28-MAR-23 04.43.45.136000000 AM,"C5133855",01-FEB-23 04.01.22.857000000 AM,"N",,""
5000,"BA",12636732,4,"","P","","A",31-JAN-23,26-JAN-23,"",1,"C5133855",01-FEB-23 04.01.22.859000000 AM,"C5133855",26-JAN-23 08.04.07.638000000 AM,"N",,""
502,"AP",12627463,1,"","P","","A",31-DEC-99,09-MAY-22,"",0,"MVIJAYAKUMAR",09-MAY-22 11.36.48.307000000 AM,"MVIJAYAKUMAR",09-MAY-22 11.36.48.307000000 AM,"N",,""
5000,"B",12636689,1,"","P","","A",31-DEC-99,25-JAN-23,"",0,"C5133855",25-JAN-23 01.43.25.976000000 AM,"C5133855",25-JAN-23 01.43.25.976000000 AM,"N",,""
5002,"OW",12627763,1,"","P","","A",31-DEC-99,16-MAY-22,"",0,"C5133855",16-MAY-22 06.54.57.240000000 AM,"C5133855",16-MAY-22 06.54.57.240000000 AM,"N",,""
5000,"B",12641541,2,"","P","","A",31-DEC-98,28-MAR-23,"",0,"C5129084",28-MAR-23 04.43.45.127000000 AM,"C5129084",28-MAR-23 04.43.45.127000000 AM,"N",,""
5000,"AE",12636730,2,"","P","","A",31-DEC-99,25-JAN-23,"",0,"C5133855",25-JAN-23 05.17.24.255000000 AM,"C5133855",25-JAN-23 05.17.24.255000000 AM,"N",,""
