R_FUNC_AREA_CD,R_LIST_NUM,R_LIST_DTL_SK,R_LOB_CD,R_LIST_BEG_DT,R_LIST_BEG_VALUE,R_VOID_DT,R_LIST_END_DT,R_LIST_END_VALUE,R_LIST_SORT_NUM,L_HIBERNATE_VER_NUM,G_AUD_USER_ID,G_AUD_TS,G_AUD_ADD_USER_ID,G_AUD_ADD_TS
P1,1061,1013064,MED,01-JAN-01,1223P0700X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013065,MED,01-JAN-01,1223S0112X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013066,MED,01-JAN-01,1223X0008X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013067,MED,01-JAN-01,1223X0400X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013068,MED,01-JAN-01,122400000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013069,MED,01-JAN-01,124Q00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013070,MED,01-JAN-01,126800000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013071,MED,01-JAN-01,126900000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013072,MED,01-JAN-01,132700000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013073,MED,01-JAN-01,133N00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013074,MED,01-JAN-01,133NN1002X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013075,MED,01-JAN-01,103TP2700X,,31-MAR-07,103TP2700X,,1,PSMITHSU05,17-DEC-13 10.40.45.331000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013076,MED,01-JAN-01,133V00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013077,MED,01-JAN-01,133VN1004X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013078,MED,01-JAN-01,133VN1005X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013079,MED,01-JAN-01,133VN1006X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013080,MED,01-JAN-01,136A00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013081,MED,01-JAN-01,146D00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013082,MED,01-JAN-01,146L00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013083,MED,01-JAN-01,146M00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013084,MED,01-JAN-01,146N00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013088,MED,01-JAN-01,152W00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013089,MED,01-JAN-01,152WC0802X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013090,MED,01-JAN-01,152WL0500X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013091,MED,01-JAN-01,163W00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013092,MED,01-JAN-01,156FC0801X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013093,MED,01-JAN-01,156FX1100X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,11,1020050,MED,01-JAN-01,062,,31-DEC-99,062,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020051,MED,01-JAN-01,034,,31-DEC-99,034,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020052,MED,01-JAN-01,043,,31-DEC-99,043,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020053,MED,01-JAN-01,120,,31-DEC-99,120,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020054,MED,01-JAN-01,046,,31-DEC-99,046,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020055,MED,01-JAN-01,205,,31-DEC-99,205,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020056,MED,01-JAN-01,053,,31-DEC-99,053,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020057,MED,01-JAN-01,055,,31-DEC-99,055,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020058,MED,01-JAN-01,025,,31-DEC-99,025,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020059,MED,01-JAN-01,202,,31-DEC-99,202,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020060,MED,01-JAN-01,085,,31-DEC-99,085,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020061,MED,01-JAN-01,031,,31-DEC-99,031,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020062,MED,01-JAN-01,030,,31-DEC-99,030,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020063,MED,01-JAN-01,097,,31-DEC-99,097,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020064,MED,01-JAN-01,003,,31-DEC-99,003,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020065,MED,01-JAN-01,052,,31-DEC-99,052,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020066,MED,01-JAN-01,056,,31-DEC-99,056,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020067,MED,01-JAN-01,210,,31-DEC-99,210,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1020068,MED,01-JAN-01,001,,31-DEC-99,001,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,1020,1020082,MED,01-JAN-01,S003,,31-DEC-99,,,0,JPRYOR,14-JUL-09 12.00.00.000000000 AM,JPRYOR,14-JUL-09 12.00.00.000000000 AM
P1,49,1014037,MED,01-JAN-05,243U00000X,,31-DEC-99,243U00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014038,MED,01-JAN-05,246Q00000X,,31-DEC-99,246Q00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014039,MED,01-JAN-05,246QB0000X,,31-DEC-99,246QB0000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014040,MED,01-JAN-05,246QC1000X,,31-DEC-99,246QC1000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014041,MED,01-JAN-05,246QC2700X,,31-DEC-99,246QC2700X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014042,MED,01-JAN-05,246QH0000X,,31-DEC-99,246QH0000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014043,MED,01-JAN-05,246QH0401X,,31-DEC-99,246QH0401X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014044,MED,01-JAN-05,246QH0600X,,31-DEC-99,246QH0600X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014045,MED,01-JAN-05,246QI0000X,,31-DEC-99,246QI0000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014046,MED,01-JAN-05,246QL0900X,,31-DEC-99,246QL0900X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014047,MED,01-JAN-05,246QL0901X,,31-DEC-99,246QL0901X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014048,MED,01-JAN-05,246QM0706X,,31-DEC-99,246QM0706X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014049,MED,01-JAN-05,246QM0900X,,31-DEC-99,246QM0900X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014050,MED,01-JAN-05,246R00000X,,31-DEC-99,246R00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014051,MED,01-JAN-05,246RH0600X,,31-DEC-99,246RH0600X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014052,MED,01-JAN-05,246RM2200X,,31-DEC-99,246RM2200X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014053,MED,01-JAN-05,246RP1900X,,31-DEC-99,246RP1900X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014054,MED,01-JAN-05,246W00000X,,31-DEC-99,246W00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014055,MED,01-JAN-05,246X00000X,,31-DEC-99,246X00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014056,MED,01-JAN-05,246XC2901X,,31-DEC-99,246XC2901X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014057,MED,01-JAN-05,246XC2903X,,31-DEC-99,246XC2903X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014058,MED,01-JAN-05,246XS1301X,,31-DEC-99,246XS1301X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014059,MED,01-JAN-05,246Y00000X,,31-DEC-99,246Y00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014060,MED,01-JAN-05,246YC3301X,,31-DEC-99,246YC3301X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014061,MED,01-JAN-05,246YC3302X,,31-DEC-99,246YC3302X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014062,MED,01-JAN-05,246YR1600X,,31-DEC-99,246YR1600X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1014063,MED,01-JAN-05,246Z00000X,,31-DEC-99,246Z00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,1086,1013629,MED,01-JAN-01,III,,31-DEC-99,,,0,mboufford,05-SEP-07 12.00.00.000000000 AM,mboufford,05-SEP-07 12.00.00.000000000 AM
P1,1061,1013630,MED,01-JAN-01,275N00000X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013672,MED,01-JAN-01,2084P0005X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013673,MED,01-JAN-01,2084P0015X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013674,MED,01-JAN-01,2084P0800X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013675,MED,01-JAN-01,2084P0802X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013676,MED,01-JAN-01,2084P0804X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013677,MED,01-JAN-01,2084P0805X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013678,MED,01-JAN-01,2084P2900X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013679,MED,01-JAN-01,2084S0010X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013680,MED,01-JAN-01,2084S0012X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013681,MED,01-JAN-01,2084V0102X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013682,MED,01-JAN-01,2085B0100X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013683,MED,01-JAN-01,2085D0003X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013684,MED,01-JAN-01,2085H0002X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013685,MED,01-JAN-01,2085N0700X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1061,1013686,MED,01-JAN-01,2085N0904X,,31-DEC-99,,,0,JPRYOR,21-JUL-09 12.00.00.000000000 AM,JPRYOR,21-JUL-09 12.00.00.000000000 AM
P1,1028,1003460,MED,01-JAN-01,35,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1028,1003461,MED,01-JAN-01,36,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1000,1003470,MED,01-JAN-01,C,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1000,1003471,MED,01-JAN-01,G,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1001,1003472,MED,01-JAN-01,G,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1001,1003473,MED,01-JAN-01,P,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,1003474,MED,01-JAN-01,0B,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,1003475,MED,01-JAN-01,12,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,1003476,MED,01-JAN-01,1A,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,1003477,MED,01-JAN-01,1B,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,1003478,MED,01-JAN-01,1C,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,1003479,MED,01-JAN-01,1D,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,1003480,MED,01-JAN-01,1E,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,1003481,MED,01-JAN-01,1G,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,1003482,MED,01-JAN-01,1H,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,1003483,MED,01-JAN-01,1J,,31-DEC-99,,,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,31,1019814,MED,01-JAN-01,P,,31-DEC-99,P,,0,INITIAL_LOAD,11-MAY-09 12.00.00.000000000 AM,INITIAL_LOAD,11-MAY-09 12.00.00.000000000 AM
P1,31,1019815,MED,01-JAN-01,R,,31-DEC-99,R,,0,INITIAL_LOAD,11-MAY-09 12.00.00.000000000 AM,INITIAL_LOAD,11-MAY-09 12.00.00.000000000 AM
P1,31,1019816,MED,01-JAN-01,TD,,31-DEC-99,TD,,0,INITIAL_LOAD,11-MAY-09 12.00.00.000000000 AM,INITIAL_LOAD,11-MAY-09 12.00.00.000000000 AM
P1,31,1019817,MED,01-JAN-01,SE,,31-DEC-99,SE,,0,INITIAL_LOAD,11-MAY-09 12.00.00.000000000 AM,INITIAL_LOAD,11-MAY-09 12.00.00.000000000 AM
P1,11,1019823,MED,01-JAN-01,024,,31-DEC-99,024,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019824,MED,01-JAN-01,063,,31-DEC-99,063,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019825,MED,01-JAN-01,059,,31-DEC-99,059,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019826,MED,01-JAN-01,060,,31-DEC-99,060,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019827,MED,01-JAN-01,096,,31-DEC-99,096,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019828,MED,01-JAN-01,009,,31-DEC-99,009,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019829,MED,01-JAN-01,090,,31-DEC-99,090,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019830,MED,01-JAN-01,076,,31-DEC-99,076,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019831,MED,01-JAN-01,093,,31-DEC-99,093,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019832,MED,01-JAN-01,002,,31-DEC-99,002,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019833,MED,01-JAN-01,101,,31-DEC-99,101,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019834,MED,01-JAN-01,102,,31-DEC-99,102,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019835,MED,01-JAN-01,080,,31-DEC-99,080,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019836,MED,01-JAN-01,081,,31-DEC-99,081,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019837,MED,01-JAN-01,099,,31-DEC-99,099,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019838,MED,01-JAN-01,012,,31-DEC-99,012,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,49,1016656,MED,01-JAN-05,251C00000X,,31-DEC-99,251C00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1016657,MED,01-JAN-05,251E00000X,,31-DEC-99,251E00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1016658,MED,01-JAN-05,251F00000X,,31-DEC-99,251F00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1016659,MED,01-JAN-05,251G00000X,,31-DEC-99,251G00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,11,1019839,MED,01-JAN-01,010,,31-DEC-99,010,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019840,MED,01-JAN-01,041,,31-DEC-99,041,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019841,MED,01-JAN-01,209,,31-DEC-99,209,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019842,MED,01-JAN-01,075,,31-DEC-99,075,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019843,MED,01-JAN-01,204,,31-DEC-99,204,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,11,1019844,MED,01-JAN-01,035,,31-DEC-99,035,,0,JPRYOR,17-AUG-09 12.00.00.000000000 AM,JPRYOR,17-AUG-09 12.00.00.000000000 AM
P1,49,1016654,MED,01-JAN-05,251300000X,,31-DEC-99,251300000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,49,1016655,MED,01-JAN-05,251B00000X,,31-DEC-99,251B00000X,,0,JPRYOR,05-JUN-09 12.00.00.000000000 AM,JPRYOR,05-JUN-09 12.00.00.000000000 AM
P1,1004,1017862,MED,01-JAN-01,39,,31-DEC-99,39,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1004,1017863,MED,01-JAN-01,40,,31-DEC-99,40,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1004,1017864,MED,01-JAN-01,41,,31-DEC-99,41,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
P1,1004,1017865,MED,01-JAN-01,42,,31-DEC-99,42,,0,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM,INITIAL_LOAD,17-DEC-07 12.00.00.000000000 AM
