R_FUNC_AREA_CD,R_LIST_NUM,R_LIST_DESC,R_LIST_TY_CD,R_LIST_BUSN_NAM,G_NOTE_SET_SK,R_DOMAIN_NAM,L_HIBERNATE_VER_NUM,G_AUD_USER_ID,G_AUD_TS,G_AUD_ADD_USER_ID,G_AUD_ADD_TS
P1,303,List of individual providers to select for revalidation,PRC,Reval Individual Providers,,P_TY_CD,0,TCR-E05-11865,08-SEP-24 01.08.55.000000000 AM,TCR-E05-11865,08-SEP-24 01.08.55.000000000 AM
P1,304,List of revalidation statuses to exclude on stat report,PRC,Reval Status Rpt - Exclude List,,P_REVLDTN_STAT_CD,0,TCR-E05-11865,08-SEP-24 01.08.57.000000000 AM,TCR-E05-11865,08-SEP-24 01.08.57.000000000 AM
P1,305,The reval status that will generate subsequent letters,PRC,Subsequent Letters Reval Status,,P_REVLDTN_STAT_CD,0,TCR-E05-11865,08-SEP-24 01.08.58.000000000 AM,TCR-E05-11865,08-SEP-24 01.08.58.000000000 AM
P1,307,The event codes that indicate the first letter sent,PRC,Revl Stat Rpt - 1st ltr sent,,P_EVENT_CD,0,TCR-E05-11865,08-SEP-24 01.08.58.000000000 AM,TCR-E05-11865,08-SEP-24 01.08.58.000000000 AM
P1,308,The event codes that indicate the second letter sent,PRC,Revl Stat Rpt - 2nd ltr sent,,P_EVENT_CD,0,TCR-E05-11865,08-SEP-24 01.08.58.000000000 AM,TCR-E05-11865,08-SEP-24 01.08.58.000000000 AM
P1,309,The event codes that indicate the third letter sent,PRC,Revl Stat Rpt - 3rd ltr sent,,P_EVENT_CD,0,TCR-E05-11865,08-SEP-24 01.08.59.000000000 AM,TCR-E05-11865,08-SEP-24 01.08.59.000000000 AM
P1,310,Revalidation Term Reason Codes,PRC,Reval Term Reason,,P_ENRL_STAT_RSN_CD,0,TCR-E05-11865,08-SEP-24 01.08.59.000000000 AM,TCR-E05-11865,08-SEP-24 01.08.59.000000000 AM
P1,311,PRV Event M901 Reason Cds,UIS,PRV M901 Reasons,,P_EVENT_RSN_CD,0,TCR-E05-11865,08-SEP-24 01.09.01.000000000 AM,TCR-E05-11865,08-SEP-24 01.09.01.000000000 AM
P1,1455,Revalidation Data Clean Up,PRC,Revalidation clean up,,P_REVLDTN_STAT_CD,1,TCR-E05-11580,21-APR-24 12.34.39.000000000 AM,TCR-E05-11580,21-APR-24 12.34.39.000000000 AM
P1,1459,MCO Sending Subcap,PRC,MCO Sending Subcap,,W_TP_ID,0,TCR-E05-12011-20241111,17-NOV-24 12.40.02.000000000 AM,TCR-E05-12011-20241111,17-NOV-24 12.40.02.000000000 AM
P1,312,List of group providers to select for revalidation,PRC,Reval Group Providers,,P_TY_CD,0,TCR-E05-12018,17-NOV-24 12.42.49.000000000 AM,TCR-E05-12018,17-NOV-24 12.42.49.000000000 AM
P1,313,The event codes that indicate the first letter sent,PRC,Revl Stat Rpt - 1st ltr sent,,P_EVENT_CD,0,TCR-E05-12018,17-NOV-24 12.42.59.000000000 AM,TCR-E05-12018,17-NOV-24 12.42.59.000000000 AM
P1,314,The event codes that indicate the second letter sent,PRC,Revl Stat Rpt - 2nd ltr sent,,P_EVENT_CD,0,TCR-E05-12018,17-NOV-24 12.42.59.000000000 AM,TCR-E05-12018,17-NOV-24 12.42.59.000000000 AM
P1,315,The event codes that indicate the third letter sent,PRC,Revl Stat Rpt - 3rd ltr sent,,P_EVENT_CD,0,TCR-E05-12018,17-NOV-24 12.42.59.000000000 AM,TCR-E05-12018,17-NOV-24 12.42.59.000000000 AM
P1,1014,List of Providers that should not see the accommodations/services portlet,UIS,Hide Accommodations from Providers,,P_TY_CD,0,TCR-E04-8917,03-SEP-25 10.07.27.000000000 PM,TCR-E04-8917,03-SEP-25 10.07.27.000000000 PM
P1,1170,Trading Partner Search Values,UIS,Trading Partner Search Values,,P_ALT_ID_TY_CD,0,CR_12613,19-SEP-25 09.47.18.000000000 AM,CR_12613,19-SEP-25 09.47.18.000000000 AM
P1,1460,Provider Type Speciality Search Options,UIS,Provider Type Speciality Search,,DM_DATA,0,CR_13371,10-NOV-25 07.04.06.000000000 AM,CR_13371,10-NOV-25 07.04.06.000000000 AM
P1,11,P_TY_CD Valid Values Ongoing,PRC,NH Valid Provider Types,50533487,P_TY_CD,3,CR_18349,13-JAN-26 08.19.40.448481000 AM,INITIAL_LOAD,12-DEC-07 08.20.38.000000000 AM
P1,1027,P_LIC_CERT_AGCY_CD,UIS,P_LIC_CERT_AGCY_CD,50228639,P_LIC_CERT_AGCY_CD,2,GOWTHAM52,29-JAN-26 02.27.52.405000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1062,P_TY_CD Valid Values,PRC,P_TY_CD Valid Values,50228626,P_TY_CD,1,CR_18349,13-JAN-26 08.19.40.448481000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1072,P_MCO_SYS_ID,UIS,P_MCO_SYS_ID,,P_SYS_ID,0,mboufford,02-AUG-07 02.39.36.000000000 PM,mboufford,02-AUG-07 02.39.36.000000000 PM
P1,1085,P_QSTNR_OTHER_STATE_CD,UIS,P_QSTNR_OTHER_STATE_CD,,G_US_STATE_CD,0,mboufford,05-SEP-07 05.07.03.000000000 PM,mboufford,05-SEP-07 05.07.03.000000000 PM
P1,1086,P_SFX_NAM,UIS,P_SFX_NAM,,DM_SFX_NAM,0,mboufford,05-SEP-07 05.07.03.000000000 PM,mboufford,05-SEP-07 05.07.03.000000000 PM
P1,1073,P_PEER_GRP_CD,UIS,P_PEER_GRP_CD,50860328,P_PEER_GRP_CD,1,SPRATT01,23-APR-20 02.55.30.921000000 PM,mboufford,09-AUG-07 01.39.04.000000000 PM
P1,1111,TP Status Reasons,UIS,Trading Partner Stat Reas,,W_APPRVL_PRCS_RSN_CD,0,INITIAL_LOAD,17-DEC-07 04.48.12.000000000 PM,INITIAL_LOAD,17-DEC-07 04.48.12.000000000 PM
P1,1112,TP Status Reasons,UIS,Trading Partner Stat Reas,,W_APPRVL_PRCS_RSN_CD,0,INITIAL_LOAD,17-DEC-07 04.50.01.000000000 PM,INITIAL_LOAD,17-DEC-07 04.50.01.000000000 PM
P1,1113,Events requiring Reasons,PRC,Events requiring Reasons,,P_EVENT_CD,0,INITIAL_LOAD,17-DEC-07 04.51.38.000000000 PM,INITIAL_LOAD,17-DEC-07 04.51.38.000000000 PM
P1,1089,District 01 Town Codes,PRC,District 01 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.07.57.000000000 PM,INITIAL_LOAD,17-DEC-07 07.07.57.000000000 PM
P1,1090,District 02 Town Codes,PRC,District 02 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.10.31.000000000 PM,INITIAL_LOAD,17-DEC-07 07.10.31.000000000 PM
P1,1091,District 03 Town Codes,PRC,District 03 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.13.03.000000000 PM,INITIAL_LOAD,17-DEC-07 07.13.03.000000000 PM
P1,1092,District 04 Town Codes,PRC,District 03 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.14.37.000000000 PM,INITIAL_LOAD,17-DEC-07 07.14.37.000000000 PM
P1,1093,District 05 Town Codes,PRC,District 05 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.16.24.000000000 PM,INITIAL_LOAD,17-DEC-07 07.16.24.000000000 PM
P1,1094,District 06 Town Codes,PRC,District 06 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.17.55.000000000 PM,INITIAL_LOAD,17-DEC-07 07.17.55.000000000 PM
P1,1095,District 07 Town Codes,PRC,District 07 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.19.37.000000000 PM,INITIAL_LOAD,17-DEC-07 07.19.37.000000000 PM
P1,1098,District 10 Town Codes,PRC,District 10 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.26.56.000000000 PM,INITIAL_LOAD,17-DEC-07 07.26.56.000000000 PM
P1,1096,District 08 Town Codes,PRC,District 08 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.24.14.000000000 PM,INITIAL_LOAD,17-DEC-07 07.24.14.000000000 PM
P1,1097,District 09 Town Codes,PRC,District 09 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.25.26.000000000 PM,INITIAL_LOAD,17-DEC-07 07.25.26.000000000 PM
P1,1099,District 11 Town Codes,PRC,District 11 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.28.09.000000000 PM,INITIAL_LOAD,17-DEC-07 07.28.09.000000000 PM
P1,1100,District 16 Town Codes,PRC,District 16 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.29.59.000000000 PM,INITIAL_LOAD,17-DEC-07 07.29.59.000000000 PM
P1,1101,District 17 Town Codes,PRC,District 17 Towns,,G_TOWN_CD,0,INITIAL_LOAD,17-DEC-07 07.31.14.000000000 PM,INITIAL_LOAD,17-DEC-07 07.31.14.000000000 PM
P1,1103,Border State Codes,PRC,Border States,,G_US_STATE_CD,0,INITIAL_LOAD,17-DEC-07 07.50.35.000000000 PM,INITIAL_LOAD,17-DEC-07 07.50.35.000000000 PM
P1,1114,Prov Type Req Bed Data,PRC,Prov Type Req Bed Data,,P_TY_CD,0,INITIAL_LOAD,20-DEC-07 10.02.59.000000000 AM,INITIAL_LOAD,20-DEC-07 10.02.59.000000000 AM
P1,1127,C_SUBM_PRESCR_LOCN_CD,UIS,C_SUBM_PRESCR_LOCN_CD,,C_SUBM_PRESCR_LOCN_CD,0,mboufford,05-MAR-08 01.10.41.000000000 PM,mboufford,05-MAR-08 01.10.41.000000000 PM
P1,1126,C_SUBM_PCP_LOCN_CD,UIS,C_SUBM_PCP_LOCN_CD,,C_SUBM_PCP_LOCN_CD,0,mboufford,05-MAR-08 01.10.41.000000000 PM,mboufford,05-MAR-08 01.10.41.000000000 PM
P1,1125,G_VOID_IND,UIS,G_VOID_IND,,R_CLM_EXC_CD,0,INITIAL_LOAD,31-JAN-08 03.39.10.000000000 PM,INITIAL_LOAD,31-JAN-08 03.39.10.000000000 PM
P1,1124,G_COTS_LTR_GNRTN_RTRN_CD,UIS,G_COTS_LTR_GNRTN_RTRN_CD,,G_COTS_LTR_GNRTN_RTRN_CD,0,INITIAL_LOAD,31-JAN-08 03.37.55.000000000 PM,INITIAL_LOAD,31-JAN-08 03.37.55.000000000 PM
P1,1115,P_ACPTNC_CD,UIS,P_ACPTNC_CD,,P_ACPTNC_CD,0,mboufford,20-DEC-07 03.09.52.000000000 PM,mboufford,20-DEC-07 03.09.52.000000000 PM
P1,1116,P_EXTL_ENTY_ID_TY_CD,UIS,P_EXTL_ENTY_ID_TY_CD,,P_EXTL_ENTY_ID_TY_CD,0,mboufford,20-DEC-07 03.09.52.000000000 PM,mboufford,20-DEC-07 03.09.52.000000000 PM
P1,1117,P_TRNG_CRSE_STAT_CD,UIS,P_TRNG_CRSE_STAT_CD,,P_TRNG_CRSE_STAT_CD,0,mboufford,20-DEC-07 03.09.52.000000000 PM,mboufford,20-DEC-07 03.09.52.000000000 PM
P1,1118,P_TRNG_CRSE_TY_CD,UIS,P_TRNG_CRSE_TY_CD,,P_TRNG_CRSE_TY_CD,0,mboufford,20-DEC-07 03.09.52.000000000 PM,mboufford,20-DEC-07 03.09.52.000000000 PM
P1,1119,P_TRNG_SESSN_RGN_CD,UIS,P_TRNG_SESSN_RGN_CD,,P_TRNG_SESSN_RGN_CD,0,mboufford,20-DEC-07 03.09.52.000000000 PM,mboufford,20-DEC-07 03.09.52.000000000 PM
P1,1120,P_TRNG_SESSN_STAT_CD,UIS,P_TRNG_SESSN_STAT_CD,,P_TRNG_SESSN_STAT_CD,0,mboufford,20-DEC-07 03.09.52.000000000 PM,mboufford,20-DEC-07 03.09.52.000000000 PM
P1,1121,W_ENROL_ATTACH_TY_CD,UIS,W_ENROL_ATTACH_TY_CD,,W_ENROL_ATTACH_TY_CD,0,mboufford,20-DEC-07 03.09.52.000000000 PM,mboufford,20-DEC-07 03.09.52.000000000 PM
P1,1122,W_RTRVL_CNCTN_TY_CD,UIS,Retrieval Connection Type,,W_RTRVL_CNCTN_TY_CD,0,mboufford,20-DEC-07 03.09.52.000000000 PM,mboufford,20-DEC-07 03.09.52.000000000 PM
P1,122,"Atypical Spec, Prov type 059",PRC,Specialties for Atypical HCBC-ECI,50099798,P_SPECL_CD,1,PSMITHSU05,16-JAN-14 06.24.07.106000000 PM,Laura Griggs.NHCR 4134,09-NOV-12 12.00.00.000000000 AM
P1,121,P_TY_CDs req Nurse Lcn Att #13,PRC,Prv Typ req Nursing License,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,116,P_TY_CDs re EMS LCN Att #34,PRC,Prv Typ req EMS License,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,103,P_TY_CDs req Mdwf Cert Att #35,PRC,Prv Typ req Midwife Cert,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,104,P_TY_CDs req Chiro Lcn Att #36,PRC,Prv Typ req Chiropractic Lcn,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,105,P_TY_CDs req Dentl Lcn Att #37,PRC,Prv Typ req Dental License,50857617,P_TY_CD,1,SPRATT01,10-APR-20 10.24.33.972000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,107,P_TY_CDs req PgmSpSvcs Att #39,PRC,Prv Typ req OffPgmSupSvcs Cert,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,108,P_TY_CDs req Optomety Att #40,PRC,Prv Typ req Optometry License,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,109,P_TY_CDs req Pharmacy Att #25,PRC,Prv Typ req Pharmacy License,50877209,P_TY_CD,1,SPRATT01,23-JUN-20 03.15.54.818000000 PM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,110,P_TY_CDs req Podiatry Att #41,PRC,Prv Typ req Podiatry License,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,111,P_TY_CDs req MH lcn Att #12,PRC,Prv Typ req Bd of MH License,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,112,P_TY_CDs req Dept Edu Att #42,PRC,Prv Typ req Dept of Education,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,117,P_TY_CDs req XIX-Cert beds,PRC,PrvTyp req Title XIX-Cert beds,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,118,P_TY_CDs req Acute beds,PRC,PrvTyp req Acute beds,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,119,P_TY_CDs req Rehabilitation beds,PRC,PrvTyp req Rehabilitation beds,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,120,P_TY_CDs req Psychiatric beds,PRC,PrvTyp req Psychiatric beds,,P_TY_CD,0,JPRYOR,25-MAY-12 12.00.00.000000000 AM,Laura Griggs.NHCR3728,25-MAY-12 12.00.00.000000000 AM
P1,1132,Options Interface P_TY_CDs,PRC,Provider Types for Options Interface,50683626,P_TY_CD,1,SPRATT01,02-AUG-18 11.09.35.506000000 AM,JPRYOR,21-JAN-10 06.56.06.000000000 PM
P1,1133,Fac.Comp.Rate Interface P_TY_CDs,PRC,Provider Types for Fac.Comp.Rate Interface,,P_TY_CD,0,JPRYOR,21-JAN-10 06.57.59.000000000 PM,JPRYOR,21-JAN-10 06.57.59.000000000 PM
P1,1011,Provider Rep ID type,PRC,Provider Rep ID type,,P_REP_ALT_ID_TY_CD,0,JPRYOR,17-OCT-11 11.03.57.000000000 AM,JPRYOR,17-OCT-11 11.03.57.000000000 AM
P1,101,Prov Types - No Batch Letters,PRC,Prov Types - No Batch Letters,,P_TY_CD,0,JPRYOR,21-SEP-11 12.00.00.000000000 AM,JPRYOR,21-SEP-11 12.00.00.000000000 AM
P1,16,Editable Enrollment Status,UIS,Enrollment Status,,P_ENROL_STAT_TY_CD,0,JPRYOR,07-OCT-11 04.20.01.000000000 PM,JPRYOR,07-OCT-11 04.20.01.000000000 PM
P1,1050,Provider Office Hours,UIS,Provider Office Hours Values,,DM_TEXT_10,0,INITIAL_LOAD,01-OCT-08 11.35.54.000000000 AM,INITIAL_LOAD,01-OCT-08 11.35.54.000000000 AM
P1,48,PRV Event M520 Reason Cds,UIS,PRV M520 Reasons,,P_EVENT_RSN_CD,0,INITIAL_LOAD,17-FEB-09 06.36.26.000000000 PM,INITIAL_LOAD,17-FEB-09 06.36.26.000000000 PM
P1,47,PRV SURS-related Reasons,UIS,PRV SURS-related Reasons,,P_EVENT_RSN_CD,0,INITIAL_LOAD,17-FEB-09 06.35.09.000000000 PM,INITIAL_LOAD,17-FEB-09 06.35.09.000000000 PM
P1,40,All enrollment events,PRC,PRV-Enrol Events-All,,P_EVENT_CD,0,INITIAL_LOAD,02-OCT-08 12.59.00.000000000 PM,INITIAL_LOAD,02-OCT-08 12.59.00.000000000 PM
P1,41,Manual enrollment events - Enrl UI update,UIS,PRV-Enrol Events-Manual,,P_EVENT_CD,0,INITIAL_LOAD,02-OCT-08 01.03.33.000000000 PM,INITIAL_LOAD,02-OCT-08 01.03.33.000000000 PM
P1,42,System enrollment events - view only,PRC,PRV-Enrol Events-System,,P_EVENT_CD,0,INITIAL_LOAD,02-OCT-08 01.04.46.000000000 PM,INITIAL_LOAD,02-OCT-08 01.04.46.000000000 PM
P1,43,All maintenance events,PRC,PRV-Maint Events-All,,P_EVENT_CD,0,INITIAL_LOAD,02-OCT-08 01.06.02.000000000 PM,INITIAL_LOAD,02-OCT-08 01.06.02.000000000 PM
P1,44,Manual maintenance events - Maint UI update,UIS,PRV-Maint Events-Manual,,P_EVENT_CD,0,INITIAL_LOAD,02-OCT-08 01.07.31.000000000 PM,INITIAL_LOAD,02-OCT-08 01.07.31.000000000 PM
P1,45,System maintenance events - view only,PRC,PRV-Maint Events-System,,P_EVENT_CD,0,INITIAL_LOAD,02-OCT-08 01.08.22.000000000 PM,INITIAL_LOAD,02-OCT-08 01.08.22.000000000 PM
P1,46,All events that require letters to be generated,PRC,PRV-Events Requiring Letters,,P_EVENT_CD,0,INITIAL_LOAD,02-OCT-08 01.09.17.000000000 PM,INITIAL_LOAD,02-OCT-08 01.09.17.000000000 PM
P1,14,G_REL_CD for Provider (Long),UIS,Relationship to Provider-Long,,G_REL_CD,0,JPRYOR,05-FEB-10 04.39.21.000000000 PM,JPRYOR,05-FEB-10 04.39.21.000000000 PM
P1,15,G_REL_CD for Provider (Short),UIS,Relationship to Provider-Short,,G_REL_CD,0,JPRYOR,05-FEB-10 04.41.00.000000000 PM,JPRYOR,05-FEB-10 04.41.00.000000000 PM
P1,1134,Common License Action Code,PRC,Common License Action Code,,P_CMN_LIC_ACTN_CD,0,JPRYOR,04-MAR-10 07.17.28.000000000 PM,JPRYOR,04-MAR-10 07.17.28.000000000 PM
P1,1135,Common License Certification Status Code,PRC,Common License Certification Status Code,,P_CMN_LIC_CERT_STAT_CD,0,JPRYOR,04-MAR-10 07.17.29.000000000 PM,JPRYOR,04-MAR-10 07.17.29.000000000 PM
P1,1131,P_TRNG_STAT_CD,UIS,P_TRNG_STAT_CD,,P_TRNG_STAT_CD,0,INITIAL_LOAD,23-APR-09 04.05.10.000000000 PM,INITIAL_LOAD,23-APR-09 04.05.10.000000000 PM
P1,31,Training Entity Type,UIS,Entity Types for Provider Training,,G_CMN_ENTY_TY_CD,0,INITIAL_LOAD,11-MAY-09 11.03.51.000000000 AM,INITIAL_LOAD,11-MAY-09 11.03.51.000000000 AM
P1,10,Provider Gender,UIS,Provider Gender,,DM_GENDER_CD,0,INITIAL_LOAD,11-DEC-07 09.55.25.000000000 AM,INITIAL_LOAD,11-DEC-07 09.55.25.000000000 AM
P1,1087,PRV EventS900 Reason Cds,UIS,PRV S900 Reasons,,P_EVENT_RSN_CD,0,INITIAL_LOAD,17-DEC-07 03.24.16.000000000 PM,INITIAL_LOAD,17-DEC-07 03.24.16.000000000 PM
P1,1104,Prov Type Codes Req License,PRC,Provider Types - Licensure,50228632,P_TY_CD,1,PSMITHSU05,23-JUN-14 08.21.54.814000000 AM,INITIAL_LOAD,17-DEC-07 03.42.38.000000000 PM
P1,1105,Prov Type Codes Req Cert,PRC,Provider Types - Certification,,P_TY_CD,0,INITIAL_LOAD,17-DEC-07 03.45.58.000000000 PM,INITIAL_LOAD,17-DEC-07 03.45.58.000000000 PM
P1,1106,Prov Type Req BHFA Lic Attach,PRC,Prov Type Req BHFA Lic Attach,50228636,P_TY_CD,1,PSMITHSU05,23-JUN-14 08.27.33.814000000 AM,INITIAL_LOAD,17-DEC-07 03.48.49.000000000 PM
P1,1107,Prov Type Req Bd Med Lic Att,PRC,Prov Type Req Bd Med Lic Att,,P_TY_CD,0,INITIAL_LOAD,17-DEC-07 03.51.39.000000000 PM,INITIAL_LOAD,17-DEC-07 03.51.39.000000000 PM
P1,1108,Prov Type Req Medicare Cert,PRC,Prov Type Req Medicare Cert,,P_TY_CD,0,INITIAL_LOAD,17-DEC-07 03.53.35.000000000 PM,INITIAL_LOAD,17-DEC-07 03.53.35.000000000 PM
P1,1109,Prov Type Req CLIA ID and Att,PRC,Prov Type Req CLIA ID and Att,,P_TY_CD,0,INITIAL_LOAD,17-DEC-07 03.55.18.000000000 PM,INITIAL_LOAD,17-DEC-07 03.55.18.000000000 PM
P1,1110,Prov Type Req Peer Group,PRC,Prov Type Req Peer Group,,P_TY_CD,0,INITIAL_LOAD,17-DEC-07 04.42.33.000000000 PM,INITIAL_LOAD,17-DEC-07 04.42.33.000000000 PM
P1,1137,Reserved for State Specific Use,UIS,Undefined,,DM_UNDEFINED,0,JPRYOR,19-JAN-11 11.56.06.000000000 AM,JPRYOR,19-JAN-11 11.56.06.000000000 AM
P1,1138,Reserved for State Specific Use,UIS,Undefined,,DM_UNDEFINED,0,JPRYOR,19-JAN-11 11.56.06.000000000 AM,JPRYOR,19-JAN-11 11.56.06.000000000 AM
P1,1140,Reserved for State Specific Use,UIS,Undefined,,DM_UNDEFINED,0,JPRYOR,19-JAN-11 11.56.06.000000000 AM,JPRYOR,19-JAN-11 11.56.06.000000000 AM
P1,1141,Reserved for State Specific Use,UIS,Undefined,,DM_UNDEFINED,0,JPRYOR,19-JAN-11 11.56.06.000000000 AM,JPRYOR,19-JAN-11 11.56.06.000000000 AM
P1,12,NH Valid provider Specialties,UIS,NH Valid provider Specialties,50228644,P_SPECL_CD,1,PSMITHSU05,23-JUN-14 08.38.59.909000000 AM,INITIAL_LOAD,18-JUL-08 11.12.19.000000000 AM
P1,13,Provider ID Types - Maintenance Search,UIS,Provider ID Types - MNT Search,,P_ALT_ID_TY_CD,0,INITIAL_LOAD,21-JUL-08 05.26.47.000000000 PM,INITIAL_LOAD,21-JUL-08 05.26.47.000000000 PM
P1,20,P-ALT-IDs to View,UIS,P-ALT-IDs to View,,P_ALT_ID_TY_CD,0,INITIAL_LOAD,21-JUL-08 06.34.20.000000000 PM,INITIAL_LOAD,21-JUL-08 06.34.20.000000000 PM
P1,1128,L_USER_KEY_NAM,UIS,L_USER_KEY_NAM,,L_USER_KEY_NAM,0,INITIAL_LOAD,24-JUL-08 04.46.22.000000000 PM,INITIAL_LOAD,24-JUL-08 04.46.22.000000000 PM
P1,1129,G_REVW_DT_TY_CD,UIS,G_REVW_DT_TY_CD,,G_REVW_DT_TY_CD,0,mboufford,11-AUG-08 09.32.48.000000000 AM,mboufford,11-AUG-08 09.32.48.000000000 AM
P1,1130,P_LIC_CERT_IND_CD,UIS,P_LIC_CERT_IND_CD,,P_LIC_CERT_IND_CD,0,mboufford,11-AUG-08 09.32.48.000000000 AM,mboufford,11-AUG-08 09.32.48.000000000 AM
P1,22,Reasons for Review - Provider,UIS,Reasons for Review - Provider,50969465,G_REVW_RSN_CD,1,SPRATT01,07-JUL-21 02.54.12.874000000 PM,INITIAL_LOAD,14-AUG-08 11.42.41.000000000 AM
P1,23,Review type - Provider,UIS,Review type - Provider,,G_REVW_TY_CD,0,INITIAL_LOAD,14-AUG-08 11.43.40.000000000 AM,INITIAL_LOAD,14-AUG-08 11.43.40.000000000 AM
P1,24,Review Source - Provider,UIS,Review Source - Provider,,G_REVW_SRC_CD,0,INITIAL_LOAD,14-AUG-08 12.06.09.000000000 PM,INITIAL_LOAD,14-AUG-08 12.06.09.000000000 PM
P1,50,Alternate IDs updateable in Provider Maintenance,UIS,Alt IDs to update in Prov Maint,,P_ALT_ID_TY_CD,0,JPRYOR,07-NOV-10 11.40.26.000000000 AM,JPRYOR,07-NOV-10 11.40.26.000000000 AM
P1,52,"P_SPECL_CD requires License
",PRC,Specialties require Licensure,50110459,P_SPECL_CD,0,PSMITHSU05,17-SEP-13 01.06.48.770000000 PM,PSMITHSU05,17-SEP-13 01.06.48.770000000 PM
P1,51,"P_TY_CD, P_SPECL_CD req Lic
",PRC,Prv Typ with Specialty req Lic,50110449,P_TY_CD,0,PSMITHSU05,17-SEP-13 12.56.33.149000000 PM,PSMITHSU05,17-SEP-13 12.56.33.149000000 PM
P1,1142,"Prov Type Req ADAP Lic Attach
",PRC,Prov Type Req ADAP Lic Attach,50228643,P_TY_CD,0,PSMITHSU05,23-JUN-14 08.35.55.925000000 AM,PSMITHSU05,23-JUN-14 08.35.55.925000000 AM
P1,1143,"Prv Typ req Border Provider
",PRC,Prv Typ req Border Provider,50318400,P_TY_CD,0,PSMITHSU05,14-APR-15 01.44.29.665000000 PM,PSMITHSU05,14-APR-15 01.44.29.665000000 PM
P1,1147,"Result Reason
",UIS,Result Reason,,P_FCBC_RSLT_RSN_CD,1,SPRATT01,24-OCT-16 10.18.41.215000000 AM,SPRATT01,24-OCT-16 10.16.12.473000000 AM
P1,1448,P_TY_CD,PRC,P_TY_CD,50675853,P_TY_CD,23,SPRATT01,29-AUG-18 09.11.40.378000000 AM,TCR-E05-4710-CR9389,19-MAR-17 07.17.40.000000000 AM
P1,1449,P_ALT_ID,PRC,P_ALT_ID,50676115,P_ALT_ID,3,SPRATT01,29-AUG-18 10.39.19.471000000 AM,TCR-E05-4710-CR9389,19-MAR-17 07.17.40.000000000 AM
P1,1152,P_REVLDTN_STAT_CD,UIS,P_REVLDTN_STAT_CD,,P_REVLDTN_STAT_CD,0,TCR-E05-4710-CR9389,19-MAR-17 07.17.41.000000000 AM,TCR-E05-4710-CR9389,19-MAR-17 07.17.41.000000000 AM
